,dates,chi0185-0000,chi0185-0001,chi0185-0002,chi0185-0003,chi0185-0004,chi0185-0005,chi0185-0006,chi0185-0007,chi0185-0008
0,1985-07-27 14:07:41+00:00,252.2801126477183,184.20607336852245,171.2476671781306,182.26647745752916,201.27158644341642,220.22361564580578,226.17064627083607,225.4817535344789,224.21083319528225
1,1986-02-04 14:04:48+00:00,253.1985554700462,200.3338774527143,188.07606608135146,182.73708143122192,196.53605444874978,216.4022505916289,229.59514238724552,227.11583332234153,220.32624608326012
2,1986-07-30 14:00:05+00:00,250.56004068621164,191.76137072973265,181.98378497928354,187.6418832763695,206.49030292333805,222.10478390638298,236.19853393453442,227.22586572069252,237.6781588991097
3,1986-08-15 13:59:29+00:00,252.88695290412295,180.62555586925794,175.84837969193256,187.67007833529746,204.67730435717277,227.0682843517696,233.30500699114032,232.00549234376922,232.8270396072714
4,1986-08-31 13:58:53+00:00,216.87939125532358,175.23605886520406,162.53566612497914,176.30440587712843,190.23217719107927,209.41130951993176,221.52575939503856,219.46600504997474,221.0040112301777
5,1986-09-16 13:58:22+00:00,251.37491612112407,183.38104937252763,171.7654293240355,182.06811798510677,204.7399870442121,221.82730513817444,228.4142365542994,233.63618507099198,233.99898655226562
6,1986-10-18 13:57:20+00:00,233.88369731499768,183.1066886486984,166.71282995192124,,173.32288193087734,203.2040623507467,212.1616367338362,210.2856173528119,219.0912351882373
7,1986-12-21 13:56:50+00:00,240.96506058849556,190.52910652051378,170.76693024838914,178.80019783896708,185.55695397808904,203.19803428034862,215.48279414221102,215.71727010178745,219.7055825122897
8,1987-11-22 14:06:04+00:00,240.075179877905,180.76844015158997,170.4338911373219,172.76071062976075,194.23784306193954,214.14854246795852,225.58250457880214,223.0026019675717,230.39794667545166
9,1988-01-25 14:07:07+00:00,244.92867163130302,202.18081705228997,177.92298862535688,178.85502887982176,188.7378419826219,199.6629283640056,215.0516408693616,215.10861157926337,218.8156696422995
10,1988-02-26 14:07:36+00:00,249.47988480538214,191.13753862241995,180.53158836508575,184.6131748830762,199.1171582257345,214.79399562501578,231.67970155555645,223.37140219237997,219.43684172048228
11,1988-03-29 14:07:53+00:00,242.310255147446,191.18184784956262,179.0830924975911,186.0688872210011,196.09431819432666,215.64902333483292,224.35875375198685,225.36738192002775,218.31850958945918
12,1988-04-14 14:07:57+00:00,234.3003608025576,191.09923504473505,180.42732718268513,187.20913507126406,203.80477691937534,212.78714159883157,225.62003143300652,219.67130925878914,222.4551095815665
13,1988-05-16 14:08:15+00:00,216.41869305470874,177.11233462888612,,,,,,,
14,1988-06-01 14:08:21+00:00,199.4049626302915,181.3575081186051,170.58999334884987,179.56298775920922,194.52070963041575,205.81624216872123,215.27381528708423,212.4433824128985,216.17521154019136
15,1988-06-17 14:08:27+00:00,218.88130769964016,169.41092847709686,169.64662335092916,178.4474864969522,192.76661076888252,207.9159475641743,218.53441416561307,212.64430212579126,223.06880505328007
16,1988-08-20 14:08:36+00:00,245.4738159558777,178.0147564871696,165.29769146162687,183.44604501115236,205.4663480768212,221.43490759795532,230.3246545925799,224.19996145162983,234.2943596918758
17,1988-09-05 14:08:39+00:00,242.24085562718378,179.28240607694968,171.2059276505685,182.0925045838122,197.42588976135966,218.24102826802812,232.84703318045132,228.56583429433667,237.11952013846414
18,1988-09-21 14:08:34+00:00,246.5110843603487,181.21889009111152,171.77567912186447,187.03485044889612,205.94598409897264,224.46230957792528,225.4949931044511,231.51479012903548,234.54274844580868
19,1989-01-27 14:07:50+00:00,249.65146541272568,185.13542444535636,177.91819744098873,187.4206895708004,206.13414286125322,228.07830475079749,242.42379791636318,232.89346931528567,237.862054467674
20,1989-02-28 14:07:39+00:00,213.85697820413333,,,,,,,,
21,1989-04-17 14:06:52+00:00,238.49245584460158,183.77452964124734,176.83202665664683,182.48332794536867,194.95611866338504,211.88684689586432,225.48249166205994,218.01713918161056,220.29790191658333
22,1989-05-03 14:06:38+00:00,249.34200717579174,188.81023424320261,179.00284405659318,183.20872868918678,204.1583221781657,224.71957651663962,236.0728039490678,231.70729440415428,232.31261484572298
23,1989-08-07 14:04:45+00:00,233.42981395646834,175.12711992566264,166.30097170241436,179.287006669789,197.55021831220364,210.63963390535656,215.6032496844989,218.64994802236234,218.34467720713516
24,1989-09-24 14:03:35+00:00,252.15666715716972,187.6298144162077,178.72777268384812,187.822874930866,198.2426466117658,218.52890329361665,228.19058591088515,230.3635417359934,236.81086202762134
25,1989-12-13 14:01:23+00:00,198.7771956290763,185.26218802221112,164.8136626294701,171.05847871587855,196.96612378840697,212.47533407201502,224.30457672707237,225.25537630994683,230.4925680506878
26,1991-01-01 13:57:43+00:00,233.6377662144264,177.76144795292458,166.8483411366767,171.57475766837996,195.01358871780624,209.74983156145925,220.86351073434454,226.07286720411892,223.39612971567314
27,1991-02-02 13:58:24+00:00,239.66994039988225,182.53063458099655,164.0284873359867,169.30620662366962,193.07104898317533,213.298312403417,227.283222020478,222.3423522844209,221.0415094102332
28,1991-06-10 14:00:39+00:00,246.32388121064932,191.9555581441215,177.5022062596304,183.10551406126154,202.0491823726844,217.63026105950186,232.43650960716826,228.76130493009714,237.07564677077892
29,1991-07-12 14:01:04+00:00,217.22222816188068,176.3161082057442,163.44723514565956,180.33287342312167,189.93583974544947,200.08830175821197,212.56286888273658,193.0604600579218,198.59178254741295
30,1991-09-30 14:01:49+00:00,249.53323748995246,191.63156964397464,180.0769180899463,187.17248507406703,205.00917673567665,221.60610056133507,235.68573344088892,228.8014762021931,233.62184842153408
31,1991-12-03 14:02:18+00:00,216.62446748758663,187.524940745607,170.03121949411803,171.29236063047745,194.56894617563654,213.6828381448531,226.6044507070232,223.16829991367928,217.78087804879226
32,1992-01-20 14:02:07+00:00,220.926096251098,187.47536722881054,170.57199733593364,171.09155356929023,186.4561323283359,207.0619944429623,220.84993696137286,218.28044049892276,213.35785942274364
33,1992-02-05 14:02:05+00:00,199.58679614269676,192.4982653866202,163.15039459963535,168.0215647483709,188.3630721227441,209.0577897677586,212.82915764233223,203.47635750388287,203.2661767034701
34,1992-05-11 14:01:35+00:00,250.1399211760999,195.66065786538468,181.44117870939596,186.37208756075938,201.82195985105216,220.29353286585996,229.72471366787505,230.8193423797021,230.24289608149073
35,1992-07-14 14:00:52+00:00,216.8512152745934,177.83661255153447,168.8939235719325,174.97338785621434,195.58922573246807,215.43192552479462,221.96982689906736,219.4276042641785,219.46604238476735
36,1992-12-05 13:59:03+00:00,242.59573677008342,189.84675720133896,173.58919787260297,175.0325024587063,193.98294240671635,212.01208332397425,223.8163268598388,229.26419162332212,234.0117553846709
37,1992-12-21 13:59:13+00:00,221.6758128387522,189.88798181585426,169.96942754578964,176.80911322456768,194.4377830402788,213.79424096347697,225.4922565810117,219.74246874140397,215.16733137393905
38,1993-01-22 13:59:35+00:00,218.8115978718038,184.16355355531937,171.78822688943507,179.75767443990964,195.5194357005454,219.51703081089647,225.66204595047864,226.44059876233007,220.60922903713566
39,1993-02-23 13:59:49+00:00,198.66465148180538,179.48521046840216,166.55571943089677,178.18963236550653,192.20415796116265,209.4724959439022,216.23044476889407,212.24032120915834,212.12305881697534
40,1993-04-12 14:00:09+00:00,206.4526272732363,187.32529179047629,166.19920557550213,165.97669156694658,174.36914803332107,191.63750187684155,206.8080912170666,201.53637833302955,207.11302405151054
41,1993-07-17 14:00:15+00:00,234.00559818585165,176.90367468637692,158.72469740330374,180.29050194677376,196.41087343088623,209.00149048988607,213.22637537506162,223.44453691726636,222.66736904572394
42,1993-09-03 14:00:13+00:00,219.97521876420257,178.98566353679706,168.8074423406636,178.1842518868246,,,,,
43,1993-11-06 13:59:53+00:00,249.35663872897953,187.53827469624275,174.79865580546948,181.01827013705534,204.05990678089682,220.50173990920578,234.00033107075797,227.68645626470922,227.8197033825839
44,1994-02-26 13:58:43+00:00,218.72005364093798,189.3689204501184,173.9895625930368,177.98830287927075,198.0423244302328,215.67458079497698,227.8010800299229,218.31871354866632,224.36271723488932
45,1994-05-17 13:57:21+00:00,219.9382157270635,177.9222466178072,175.125347177489,187.05822300508748,196.73122108820226,213.0565930970007,221.6014704725157,227.1825233022025,224.90876791409704
46,1995-05-04 13:45:58+00:00,218.4880597057777,192.74703959801894,184.7316454519936,188.66741559586438,203.98203271789515,222.35480120085566,228.99814527766614,226.69065444633281,224.95974512965688
47,1995-05-20 13:45:14+00:00,207.96096185211485,187.25024073974058,186.28171760127645,187.12452787592855,204.5034018701249,214.8856656878741,226.93325791705752,225.7547380111763,215.95738037225908
48,1995-06-05 13:44:28+00:00,239.34718757189924,190.87858111667254,183.5848791236315,184.1875163512355,196.7113555631048,212.9994795991294,220.28116623181768,222.39721655339292,217.56499213818
49,1995-06-21 13:43:45+00:00,218.4411126088946,174.55918677263833,164.15615077403808,171.98210428219483,187.44991796241183,198.07435928698743,201.69585437828613,208.7670208335129,208.50138682725316
50,1995-07-07 13:43:02+00:00,245.124939971107,186.36771488947522,175.2865266865398,188.42190507056358,202.2388856885265,215.5479209706138,220.7057759751604,215.41153880799334,218.50339258172164
51,1995-10-11 13:38:26+00:00,239.998580115577,186.94647800630625,178.6380205279873,173.39763922435947,190.7387025003819,210.6354590434275,222.38237947831274,215.19552099445698,218.09260566227405
52,1996-01-15 13:41:09+00:00,241.88385216409367,190.84353748116055,183.89287996218434,176.89431698547216,195.4082334333278,212.64407201792818,,,
53,1996-02-16 13:43:23+00:00,217.9574831554408,172.59735883838283,159.5457913667638,158.46609596762215,181.49550454386167,200.44656063104162,217.13606579433295,209.8651841022997,210.5072771290035
54,1996-03-19 13:45:29+00:00,212.3421712961617,188.90774770342102,175.31564750951486,177.02534252940103,186.65565859560678,208.8661686175261,219.30876245660215,213.58212695980563,220.65714606411638
55,1996-04-20 13:47:29+00:00,216.73173295026808,182.17507050209372,173.37015991074145,176.7175448363259,189.34026183119462,210.51652795600495,216.19382134995337,214.96223331164734,212.0623095811902
56,1996-05-22 13:49:22+00:00,218.67211167804737,192.57195093320905,185.13774152389766,175.7337286967053,199.49867154963957,215.50683434637125,,,
57,1996-06-23 13:51:06+00:00,251.9886933236131,189.06431182666554,186.84436000125382,194.35122377515975,201.74569394268502,220.35198286209894,225.98771130807017,233.62834755981115,225.90284225329864
58,1996-08-26 13:54:29+00:00,220.92737267683975,172.85546843158733,158.10601470487643,,,,,,
59,1996-10-13 13:57:04+00:00,245.51343362222593,180.4228552122894,173.17464199183487,178.70616850375905,196.238883133731,215.83649292955914,223.30551293331243,229.34684388927482,236.0827529133037
60,1996-10-29 13:57:52+00:00,216.94480770552448,176.31149829101392,165.6471477757075,172.84696289340033,196.58877228283507,211.7971772937476,226.93278366399502,222.5500580735984,224.25595940748758
61,1997-01-01 14:00:54+00:00,243.31834330908742,186.6188122858004,177.35005772859938,185.35118665502762,204.2505665947299,222.45454941772647,228.3404222920086,229.22845435173036,235.08956918875685
62,1997-01-17 14:01:39+00:00,233.93119702310645,189.88155941242167,171.38255889433404,186.23955565300795,208.32781754049762,215.29897505913476,232.05192513034655,227.85430766184157,230.06167063377967
63,1997-02-02 14:02:22+00:00,249.9521079646638,194.64578218491363,180.47679486704197,180.6865227499535,197.72107959037334,215.1676725575532,235.22104336616798,228.8152294240851,216.931676724447
64,1997-06-10 14:07:08+00:00,239.3996604599234,183.94213002996838,171.69010444847046,183.37114044649277,203.85830475250657,214.70757606776672,228.31353501176199,228.61873336493096,226.8266537786356
65,1997-06-26 14:07:41+00:00,244.32747469096978,177.84257032846523,170.94748511164593,183.6916504422933,203.20065660431763,216.98829002060833,226.173642640033,213.4557864024837,219.2944412621665
66,1997-07-12 14:08:14+00:00,240.6030585128029,180.76456708449658,176.30089100383327,191.04834664893482,204.1728627514863,222.36527423128885,233.090785076062,229.1121129934532,233.63793826096082
67,1997-09-14 14:10:14+00:00,243.04491588874777,180.37883944001078,171.67174894722282,182.033603588462,206.49600158130164,218.41014023174284,222.86371278549592,221.29266289163996,221.16548348165597
68,1997-09-30 14:10:42+00:00,222.3136720031101,173.31767236567669,160.76683967172363,169.27266712643996,188.3985703553277,211.61087494529244,218.73992360592837,196.49111869061377,
69,1997-11-17 14:11:56+00:00,239.68031166368888,176.2371450550741,165.79450587982984,178.35527307775064,190.13872288434823,210.909719481676,,,
70,1998-02-21 14:14:06+00:00,241.43494744763504,191.15884141223262,173.04852167702288,169.57942428557283,181.81436489107656,198.43592886090258,216.53952600525267,201.75670486815653,197.71216353561778
71,1998-03-09 14:14:21+00:00,233.7311577054736,193.437279040044,179.32455047684152,184.26827918351336,191.52661430902734,211.10718785474518,227.60223660788333,213.63914530884426,208.0615987635373
72,1998-03-25 14:14:35+00:00,225.34673100156715,199.43736469670495,190.77700838929047,190.53642492521325,197.7147529210614,215.43513440047224,229.02682342493736,217.2096416121278,212.4020020513114
73,1998-06-29 14:15:54+00:00,249.70548143477606,184.03428043517647,177.75959688342087,180.37685077981982,193.92529906147735,213.2772091077353,214.0988484451321,210.47286588825253,215.53895266235781
74,1998-07-31 14:16:12+00:00,233.94496681168937,182.1404686189918,173.36072130198,181.47600737764378,199.251392362915,221.67703656377725,223.14716142927676,223.79608254415695,225.84687594628693
75,1998-09-17 14:16:38+00:00,252.74872302664505,193.73404893571038,179.09325407763464,185.42146082666423,199.0928736984064,224.32217984453155,229.14612426387288,231.13176634610696,237.01513333608753
76,1998-12-22 14:16:54+00:00,239.10038246810254,195.6388002313871,189.335969662128,182.92774720150146,189.35112171021365,211.05083373830567,220.1540451725127,213.3342483058695,210.98022825838126
77,1999-01-07 14:16:54+00:00,246.17577449599852,194.13536587526295,184.64754397202594,180.89884190102947,186.66598415026644,211.26688366877605,218.11980772831907,215.2148678118206,221.3799146675109
78,1999-03-28 14:16:37+00:00,217.5345147622794,,,165.1353061108831,186.47593864595433,212.84749695601772,216.02787343021862,210.2728153882845,206.6760774536424
79,1999-04-29 14:16:33+00:00,212.26600033286536,186.58955160264156,174.2184724092118,181.9579571147434,195.41856056963297,212.88005542319297,218.4785790640003,211.36728198208266,213.27005127791097
80,1999-08-27 14:30:47+00:00,230.01888950592533,177.9592060080621,161.24255433478277,180.23722154197816,189.80191634755369,213.68144737776333,221.1619545280567,227.27448610269596,224.85849056716626
