,dates,nzd0276-0000,nzd0276-0001,nzd0276-0002,nzd0276-0003,nzd0276-0004,nzd0276-0005,nzd0276-0006,nzd0276-0007,nzd0276-0008,nzd0276-0009,nzd0276-0010,nzd0276-0011,nzd0276-0012,nzd0276-0013,nzd0276-0014,nzd0276-0015,nzd0276-0016,nzd0276-0017,nzd0276-0018,nzd0276-0019,nzd0276-0020,nzd0276-0021,nzd0276-0022,nzd0276-0023,nzd0276-0024,nzd0276-0025,nzd0276-0026,nzd0276-0027,nzd0276-0028,nzd0276-0029,nzd0276-0030,nzd0276-0031,nzd0276-0032,nzd0276-0033,nzd0276-0034,nzd0276-0035,nzd0276-0036,nzd0276-0037,nzd0276-0038,nzd0276-0039,nzd0276-0040,nzd0276-0041,nzd0276-0042,nzd0276-0043,nzd0276-0044,nzd0276-0045,nzd0276-0046,nzd0276-0047,nzd0276-0048,nzd0276-0049,nzd0276-0050,nzd0276-0051,nzd0276-0052,nzd0276-0053,nzd0276-0054,nzd0276-0055,nzd0276-0056,nzd0276-0057,nzd0276-0058
0,1999-12-25 21:59:16+00:00,,,,,,195.7510598670604,179.92738327425533,166.58944664609942,154.27355413237098,151.08292508203678,147.39638733429913,145.92317355167978,144.1183625048889,137.29994121362773,126.72652986767294,127.41788334491473,134.2155983581127,135.42254514701767,137.31850067662876,134.1130576852293,133.0930948060287,137.71058148944385,143.2295566449593,138.19322851745417,140.56808984561783,125.9971525991812,127.69119088770267,148.89339408856023,130.88597580583632,103.80252919917245,125.73416703895849,146.79699581480037,159.13385912470443,165.00530734076597,175.23889058284004,178.73839975383765,173.55118634572474,187.36260652154635,194.21735806969426,173.62178921497508,142.1965769389451,,,116.85393514101804,108.68084211281084,106.21825725736223,,,,,,,187.64351307177247,,,,139.2498435513826,163.4483781867266,
1,2000-01-10 21:59:16+00:00,128.36356122381454,115.69891933806959,111.89879450164155,119.86458956493946,134.24295516004622,160.45845121063365,160.91800595246727,158.6518917796753,151.1075012000294,149.4555980417842,146.532009450134,143.51809494398861,143.70620540069592,140.61226297083272,132.86785375426686,147.0732138764025,140.2473347574457,137.15821216834695,133.528146058926,130.57101988613388,133.02867784325937,137.58057638688257,138.81530487956707,141.2943104658429,140.11031156438835,124.18318679922055,127.48576764652726,156.66453346047976,127.88173006861899,103.33963177124333,136.11417670962564,151.37081826333912,165.1756748411194,163.2977885257467,168.43366581890027,178.03021127492593,181.95883163025763,196.6846270066291,194.0943235691411,189.25219444048744,169.65362354319012,168.85655912763485,188.3881309028795,149.68181731057615,137.5097032133448,140.12345515499055,,,177.5333154849648,,,,190.89871149410962,148.0280530119575,149.3695745581034,155.20113992083134,151.05146375378774,172.27150791299968,164.81768494259012
2,2000-01-26 21:59:14+00:00,128.77707047131915,130.89293052436184,111.11985950326242,125.67067673657053,148.6522010934479,166.1665380634623,174.8903604080056,167.30450887538728,150.79900623937476,143.36504172057525,142.43182860161394,138.04563897056104,149.66033398517416,153.24761295492817,134.82590731754885,168.62949327700534,160.01290092346306,167.72131192662442,162.88436502137915,164.33995021309667,166.03031280240162,159.23924601699704,162.84968949128083,167.04234916959658,151.59223409294583,,147.7595497882802,171.1116042404795,141.37284889308717,123.2527913781815,168.01478796510258,180.50909929252595,188.94991182962437,,180.34345418420887,194.22395739840707,198.27980881157762,202.8505406354051,216.724449721631,199.56896268987285,175.18880350213908,166.1950465735603,189.9726673070993,174.72577945609063,,,168.3738789083867,,,,173.32938986555814,,,155.36124723655516,140.40541619608308,150.14487615640968,154.0470295370764,158.27802462340696,158.8478608405771
3,2000-03-30 21:58:57+00:00,127.57314312343787,123.09050978825675,93.93332081565734,115.31696952729318,131.13420828081536,151.7298669662963,164.87330701562755,166.5566899822992,157.14531979922413,142.81496986501287,142.5414724633196,143.6727771085582,141.9881601183035,142.0433523176722,137.25148654962425,152.12835860964142,,159.62324428991752,161.68541016611542,168.05637962993208,166.12972995572346,151.9695320488904,142.0074122470064,140.47804263430046,139.07910558210682,115.32402626325948,132.2118994446472,151.66186192711066,137.59012825506753,116.58160527675157,140.0531816751071,151.12083731139506,163.40753296171948,,165.53022482988789,177.47288144151054,180.41954929251668,193.12781557554783,191.8090285590124,178.90417880495116,161.9969534573413,160.60735575805057,175.74285813917658,156.5772249082072,143.5453208821407,140.87580707954874,145.20861723357808,156.12682861780678,161.99968056046689,131.8420620175267,141.9411957001802,156.4257209272518,203.92716819705456,153.5823098720829,141.78486614391934,145.71927394827668,115.48141802939945,158.17346574974925,161.91310010393036
4,2000-05-01 21:58:42+00:00,154.47723164966268,136.09945060563402,95.91031302949865,130.37109377680017,134.84813546831867,157.66636516470635,164.61280851335405,160.48747710207672,165.94318934810005,148.89453207683252,148.95079074466386,149.85618104805124,144.6098825580242,149.20981025689218,137.9583621371579,151.16147573337304,143.98692864242793,147.30076566129898,,150.9131347912589,152.3687058686212,144.90094517012855,142.72557152996743,146.73974824108896,146.069907615891,,,149.93912628044353,149.4508082008259,118.57634329769853,141.19447948352908,149.58520583393502,140.32485023318978,147.15632574183184,171.33042779416473,167.3307032748775,173.94383896622304,184.53258979938695,192.22104694016124,178.46092244319627,169.16059861226782,166.79193589349146,177.5092399655698,165.3171039391005,148.7921740143705,150.2537927256644,152.68707004756024,170.22507512129275,186.60561048453764,142.2265023798576,151.82879319028638,138.5788852073304,197.16816667361314,158.35021568488196,144.8989520606767,148.34140577538457,108.44442548667004,159.965312685377,163.90896056436472
5,2000-06-18 21:58:15+00:00,148.86862745694842,122.29514025172577,59.66949227716941,127.22430252152523,120.92126289209043,142.76176973310046,154.02526470410845,153.67174171319567,157.08920687766548,154.67717305243568,146.38307597506002,147.53948003036396,132.5582283099684,137.88115758511688,127.44256423880145,139.89790029504059,128.70870359049295,146.36934316840552,,,135.93402603139793,140.41581663956973,141.36536450433485,142.9856090590211,144.64333092994397,128.14938604752024,,146.972823260766,149.58362997243367,124.23632174725084,139.818157493489,147.4601844340421,,,165.82482260621924,165.08158932238862,166.93303944119162,172.98703876612956,185.83286667388978,169.49403718867674,151.15803509123265,150.45895714631763,165.56425877460168,156.76412203244578,140.1551905747004,138.49290644331973,144.47328633221002,148.3257046057908,180.37449472646503,148.33256291266238,149.13001186869047,132.1516829858342,186.44589800217096,153.1159077057914,136.55998497386707,128.95568910147074,106.82557653557465,146.55031001560704,155.86312443953446
6,2000-07-04 21:58:02+00:00,157.89469413879397,138.55122762914598,107.47329449705964,133.2578758367225,148.41059397782996,164.52347021814714,169.98808858854412,168.65275306780248,170.62658843961162,167.28056014029653,162.10759485782543,165.99237499308532,156.05937023644157,158.11919215293457,150.94294094414664,161.33254759399162,151.83452161174668,151.49143467369294,,,151.1641694169644,148.44189268567771,157.29293023326377,157.26628053922596,155.26757065081205,,,167.81561600015496,169.1283570538738,137.7665122636672,160.31072471834239,159.6937237806441,,,193.30200458123616,195.66758372388952,180.44116793516298,,,194.19940970291077,177.6978175749346,181.3561878664314,189.61249025733758,171.58615186350684,150.39134668084725,153.57082613219663,158.50080575455743,164.7328804130252,,153.9176137932449,158.54216368491993,157.95965838056156,208.1077283083667,166.64385389218765,163.94997764079568,164.36617245984428,105.3005957775426,179.1162969449655,164.01060960971265
7,2000-08-05 21:57:32+00:00,145.24304854576104,141.25274385427204,,122.40092995263727,137.1201457595886,147.80676295214684,169.85339667791504,162.84278916780022,151.92740664804737,142.4448657376881,136.36413590898886,136.07181167723041,138.90392834795642,138.57391192772087,138.3737551589908,143.38826033681727,147.90597765203088,148.8739309638767,,,153.76817630965908,155.12683381946266,156.6845458158921,150.48269235422637,146.00576206646116,,,170.5277883753225,153.97339630549965,147.63703296494347,172.94709781944226,182.56118966621742,131.80298854683485,,181.52211644891008,187.39784963149262,181.91129439556317,184.0900545023479,211.89991544183286,191.7811815787998,178.57402961319463,166.9598821173268,185.2701523545863,181.02888589830488,,,168.99364466373677,167.45387684464853,,165.22559023019954,,,,180.12399040027643,157.12992147017417,147.7949527250789,,166.19513950090507,166.18139095474453
8,2000-08-21 21:57:26+00:00,115.06215450933577,117.38107214086392,,101.93512735083497,122.40288391699806,125.14907373813857,150.4415579748846,144.95559980504018,134.33257352134495,124.96519188541258,121.41492897292845,118.08128107753392,117.52076775241676,124.78541021575057,114.63370978943964,123.9866224340751,,115.22324695973566,,,,118.35092729887063,117.64826026771478,113.4688801611029,,,,,122.58604431045119,111.3033143806594,134.72661525604096,140.12002059892774,,,148.9350754575708,145.86557017897826,155.87920979825483,,,129.8411956314292,,,,,116.42332480327967,102.06568940466286,120.13389263545746,,,,129.18842138693938,,145.7885441984809,124.16692981982969,120.48450559418308,120.25384653316304,68.6425218223071,128.4816839623858,129.83221471082436
9,2000-09-22 21:56:53+00:00,125.65954765901469,120.27439187079928,85.41753158431722,105.16145082689034,129.2957127842657,147.10310364940116,156.43360425286912,150.45164418189654,144.92229642384495,129.30609354274588,129.63031911565986,126.45759082176565,132.84329561021787,128.14210300827767,121.95065699868695,130.3173733925915,127.48188071432848,133.23518023136046,132.8251825315283,134.64819125423492,140.89564540397373,131.94630161244498,141.4601998643184,135.20293098935497,130.86219880372886,,,153.5025108640607,140.57110056990945,127.94607954323125,147.37683471781176,149.0589121640715,109.42950008193887,129.66319506738182,167.57719767743174,163.20730997904167,165.58948447998162,176.4329770852712,186.1527700366823,173.46595650445602,166.91356006913884,160.16859053250292,174.0917698729073,164.41155695675505,145.69910816841093,146.1238013207305,152.8823480323755,154.51510670984638,152.7466143680512,145.42642711012272,151.15371639458743,,,153.69482981035355,143.76833083993063,133.80258887894544,,159.58865691976058,160.97535521313623
