dates,satname,nzd0181-0000,nzd0181-0001,nzd0181-0002,nzd0181-0003,nzd0181-0004,nzd0181-0005,nzd0181-0006,nzd0181-0007,nzd0181-0008,nzd0181-0009,nzd0181-0010,nzd0181-0011,nzd0181-0012,nzd0181-0013,nzd0181-0014,nzd0181-0015,nzd0181-0016,nzd0181-0017,nzd0181-0018,nzd0181-0019,nzd0181-0020,nzd0181-0021,nzd0181-0022,nzd0181-0023
2002-08-27 21:53:36+00:00,L7,350.55,360.36,363.05,365.10,369.56,368.66,371.92,368.44,373.09,373.69,375.29,379.16,379.20,373.60,379.80,371.72,372.74,372.11,378.32,371.66,369.76,377.66,385.16,381.22
2002-10-14 21:53:43+00:00,L7,360.80,373.68,370.51,376.66,380.51,377.40,379.24,380.10,381.35,381.79,382.80,382.06,378.82,378.28,387.36,384.55,378.29,378.76,383.16,381.52,375.93,378.60,382.95,382.23
2002-11-15 21:54:00+00:00,L7,326.17,359.58,362.99,366.36,368.10,369.40,370.82,372.55,371.62,369.32,372.44,369.81,369.84,366.17,375.61,371.85,366.77,367.27,374.76,371.31,369.21,372.08,376.40,371.58
2003-01-02 21:54:22+00:00,L7,354.29,365.59,362.77,367.38,372.59,367.94,374.05,371.13,373.89,375.77,378.65,378.40,374.32,370.28,379.14,372.04,367.84,367.15,367.05,370.98,359.39,368.14,374.35,375.98
2003-01-18 21:54:30+00:00,L7,359.28,366.08,368.03,367.40,366.60,362.12,370.70,365.54,364.56,367.25,375.93,375.19,366.38,369.20,378.37,368.40,369.51,370.14,368.63,368.32,364.54,375.57,375.22,370.62
2003-03-23 21:54:16+00:00,L7,333.73,340.91,332.31,347.01,355.56,353.35,345.97,355.77,360.17,361.79,364.09,367.66,366.50,354.96,359.43,360.00,350.64,350.99,349.02,342.42,348.46,356.88,356.72,356.80
2003-05-10 21:54:46+00:00,L7,356.38,363.50,362.51,361.84,360.14,367.09,363.25,370.73,375.21,375.80,374.72,380.43,378.88,375.45,384.93,377.06,369.49,368.72,363.93,362.77,367.83,368.16,378.30,380.85
2003-07-21 21:42:09+00:00,L5,337.03,380.24,375.02,374.60,373.34,372.20,368.47,376.79,376.61,374.72,378.68,383.56,389.82,386.45,389.53,378.01,372.65,375.07,363.31,362.51,365.45,370.65,373.67,376.91
2003-08-06 21:42:27+00:00,L5,364.76,386.57,385.47,384.43,384.88,368.60,371.21,373.86,375.87,370.98,379.41,384.11,385.53,386.14,382.36,374.95,360.66,367.09,364.70,371.19,368.04,371.12,370.46,384.30
2003-08-15 21:36:48+00:00,L5,268.14,,,,,,,365.86,365.19,371.87,370.98,,,353.14,,,,,,,,,,
2003-08-22 21:42:44+00:00,L5,501.88,,,,,,,,,332.71,,,,644.88,605.63,,,,,,,,,
2003-08-30 21:54:22+00:00,L7,312.76,353.80,353.58,352.10,356.44,344.24,345.67,353.71,,,,354.39,356.05,341.66,332.62,340.85,339.52,340.64,342.05,340.90,338.46,344.64,330.85,340.35
2003-10-17 21:54:15+00:00,L7,353.84,376.84,370.92,378.10,373.94,368.47,,,,372.40,367.04,372.24,371.88,371.26,372.95,360.56,360.00,363.98,363.71,359.75,,,,
2003-10-25 21:44:04+00:00,L5,359.24,383.26,385.09,384.20,380.22,370.69,357.56,362.44,371.98,367.86,363.02,356.73,363.83,373.32,370.24,357.85,363.09,364.98,362.89,359.39,345.72,353.01,359.11,373.65
2003-10-26 21:48:14+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,
2003-11-02 21:54:26+00:00,L7,355.52,365.87,363.71,,,,357.34,360.22,366.12,367.65,363.20,358.47,357.43,359.35,361.69,347.69,343.72,358.91,,,,,360.51,364.01
2003-11-18 21:54:15+00:00,L7,358.06,371.87,368.98,360.31,343.29,336.18,322.64,346.59,,,,349.02,355.81,360.37,357.68,348.64,348.26,359.41,355.51,349.48,355.73,356.97,362.41,370.27
2003-12-04 21:54:43+00:00,L7,361.29,372.64,379.22,376.92,378.54,,,,386.17,382.58,374.66,364.29,369.81,372.77,374.92,364.79,366.62,371.23,371.46,366.23,,,,
2004-01-05 21:54:57+00:00,L7,350.14,352.28,354.04,,,,341.69,354.80,365.28,363.21,353.95,353.46,357.47,360.41,355.86,347.53,348.32,352.61,,,,354.21,365.18,371.38
2004-01-21 21:55:02+00:00,L7,,,,,,,,,,,,368.31,371.73,,,,359.34,364.44,355.58,338.52,345.60,360.29,364.57,366.45
2004-01-22 21:38:40+00:00,L5,,,,,,,,,,,,,,,,,578.39,597.43,,,535.96,656.74,,
2004-02-06 21:54:44+00:00,L7,,,,,,,,,,,,,380.68,384.77,374.08,355.49,282.31,,355.67,349.68,353.71,367.21,376.36,373.85
2004-02-14 21:44:33+00:00,L5,368.60,379.41,373.93,378.90,379.11,363.98,367.96,375.85,392.02,397.38,396.30,394.54,399.49,398.29,396.98,375.34,376.44,377.40,378.65,364.37,366.25,373.12,379.92,386.49
2004-03-17 21:44:44+00:00,L5,366.84,378.87,384.20,389.20,386.07,380.19,372.94,378.49,383.90,378.22,376.71,373.31,371.42,369.88,373.30,363.45,372.10,375.43,372.91,367.45,368.40,376.25,382.29,390.74
2004-03-25 21:55:18+00:00,L7,,,365.12,376.46,371.81,360.98,355.18,362.24,366.53,369.80,362.02,365.24,368.59,,,,355.85,358.89,359.35,361.99,363.54,368.00,373.19,377.33
2004-04-02 21:45:18+00:00,L5,369.38,388.40,389.81,384.07,387.86,383.99,372.99,378.88,386.80,392.28,398.53,358.79,342.60,342.25,349.44,337.50,,,,,,,,
2004-04-10 21:54:50+00:00,L7,349.90,371.40,363.46,362.39,365.94,356.22,358.73,,,,367.93,372.43,369.96,367.99,371.62,365.13,365.44,368.30,365.09,356.74,354.39,366.37,374.20,
2004-04-18 21:45:25+00:00,L5,353.24,370.64,370.59,375.96,380.95,373.75,367.63,371.16,381.39,380.11,372.75,369.16,374.07,367.17,365.84,354.29,349.89,362.95,361.00,351.91,352.93,369.06,377.15,376.83
2004-05-12 21:55:13+00:00,L7,365.71,383.33,380.02,385.21,,,,376.55,378.34,390.30,379.95,380.75,382.80,378.27,379.66,370.27,371.30,372.84,370.09,,,,,397.16
2004-05-20 21:46:20+00:00,L5,344.59,369.12,370.69,369.81,372.34,364.52,359.90,362.47,366.90,368.83,366.48,369.23,372.55,362.85,367.40,363.55,362.08,358.06,357.29,360.05,359.95,364.91,373.77,356.94
2004-05-28 21:55:11+00:00,L7,356.66,383.10,372.85,378.37,386.05,380.58,364.90,365.43,368.31,,,370.70,374.54,377.26,371.92,362.08,356.09,361.57,365.83,,358.77,360.49,364.00,366.01
2004-06-21 21:47:40+00:00,L5,456.48,503.84,,,607.66,620.07,,,,,,376.11,378.65,380.22,385.95,369.38,364.36,,512.27,526.56,526.74,512.44,524.35,483.82
2004-07-23 21:48:33+00:00,L5,345.58,376.43,383.49,387.10,378.73,373.17,370.41,378.28,373.70,375.89,371.46,376.77,372.52,367.38,370.66,376.74,372.91,371.59,377.54,369.20,370.65,368.22,378.03,374.45
2004-08-16 21:54:26+00:00,L7,353.42,375.55,374.63,377.15,374.54,367.48,,,371.70,369.53,362.40,367.08,369.52,367.47,368.99,369.69,366.73,361.80,361.23,356.21,350.95,,,
2004-09-02 21:43:21+00:00,L5,343.06,,,,,,,,395.25,384.61,375.05,380.85,,388.93,386.18,,,,,,,,,
2004-09-25 21:49:43+00:00,L5,376.38,396.24,397.18,389.38,403.29,378.75,371.60,377.64,376.65,378.26,389.49,378.15,380.73,386.06,397.32,373.51,378.36,377.61,375.85,370.37,365.05,366.06,369.64,384.75
2004-11-04 21:54:55+00:00,L7,349.48,365.79,370.69,,,359.12,353.63,357.39,357.94,366.09,362.10,360.65,359.47,364.75,363.96,362.53,362.26,,,,344.51,354.77,356.33,360.95
2005-01-08 21:45:52+00:00,L5,388.29,,,,,,,,,,,,,351.06,467.67,,,,,,,,,
2005-01-15 21:52:09+00:00,L5,363.49,377.18,373.23,378.05,393.31,378.14,378.10,384.06,390.32,394.46,379.72,376.79,374.56,377.05,377.10,373.22,369.70,374.08,387.43,370.30,358.05,371.53,377.29,374.76
2005-01-24 21:46:06+00:00,L5,,,384.48,385.32,382.14,376.97,375.39,,,,,,,,,,387.28,388.06,388.99,374.91,373.94,381.81,,
2005-02-08 21:55:35+00:00,L7,352.72,,,,353.48,351.66,349.95,350.58,364.61,367.40,364.83,364.30,365.11,360.08,367.74,,,,353.04,340.85,351.44,362.72,358.51,355.33
2005-02-09 21:46:19+00:00,L5,,,,,,,,,,,,,,,,382.47,372.73,372.17,,,364.99,,,
2005-02-24 21:55:41+00:00,L7,353.37,357.04,,,,355.20,352.18,355.02,366.25,369.01,376.79,378.00,367.97,364.47,373.14,362.91,,,,337.45,350.30,364.40,361.73,357.98
2005-02-25 21:46:35+00:00,L5,357.67,367.85,,,,,,,,378.06,382.26,382.51,376.22,377.75,385.27,,,,,,,,,
2005-03-12 21:55:44+00:00,L7,330.02,347.00,348.54,351.82,348.81,347.96,349.81,353.69,366.48,368.10,372.04,,,,367.40,364.41,354.62,360.08,335.33,334.37,351.24,363.75,361.58,350.51
2005-03-13 21:46:47+00:00,L5,143.68,,,,,,356.37,358.53,367.77,369.43,,,,,,,,,,,,370.40,368.71,
2005-03-29 21:46:54+00:00,L5,,,,,,,,,,,,,,,,,,,,,640.56,587.71,,
2005-04-13 21:55:12+00:00,L7,334.88,346.03,348.51,347.85,349.40,352.59,357.24,363.13,361.26,363.54,,,,366.84,371.79,367.73,364.07,354.48,340.53,338.97,355.46,359.73,369.87,364.53
2005-04-21 21:53:10+00:00,L5,366.46,369.35,370.10,366.76,367.16,367.29,377.19,386.75,393.46,394.31,401.74,403.51,404.45,394.49,401.67,387.41,394.70,378.81,368.81,371.45,379.76,375.10,379.65,401.24
2005-04-29 21:55:36+00:00,L7,,,,367.96,360.74,364.34,373.49,381.96,382.79,380.14,387.45,394.94,393.68,,,,387.98,376.49,367.57,363.68,373.95,376.07,378.40,380.30
2005-05-23 21:53:00+00:00,L5,349.07,369.76,366.68,370.86,377.35,370.63,373.55,384.29,385.81,392.97,394.98,390.56,392.07,386.95,387.71,383.02,379.07,368.41,362.75,369.23,366.65,374.39,382.40,373.53
2005-05-31 21:55:11+00:00,L7,,,467.78,,,,,,392.12,,,,,,,,,,100.87,,422.65,656.07,386.27,
2005-06-08 21:53:09+00:00,L5,315.57,376.05,385.09,390.77,391.73,391.76,390.22,399.19,390.41,401.62,398.48,397.92,395.61,388.65,389.44,397.98,390.62,383.29,383.80,379.90,379.96,384.59,390.26,393.85
2005-06-24 21:53:14+00:00,L5,,,,,,,,,250.55,272.67,,,,431.11,484.42,,,,,,,,,
2005-07-19 21:47:39+00:00,L5,,,,,,,,,,,,,,,,,,,,381.93,382.69,376.92,381.81,
2005-07-26 21:53:30+00:00,L5,349.83,380.61,383.94,389.97,384.60,384.74,384.17,378.09,376.66,375.26,378.71,379.72,380.29,376.89,383.57,388.62,378.82,380.00,369.87,366.71,373.84,373.11,367.80,377.93
2005-08-03 21:55:25+00:00,L7,359.41,375.20,369.05,375.83,378.26,373.03,371.83,376.40,374.75,381.29,385.34,,,,387.38,375.35,370.40,371.66,367.52,,368.60,369.94,375.11,371.06
2005-08-19 21:54:56+00:00,L7,354.44,371.65,368.96,378.14,372.78,370.90,363.49,,,,383.51,379.90,371.39,370.83,376.48,365.73,363.80,369.74,363.96,356.75,354.39,359.47,364.88,
2005-09-20 21:54:42+00:00,L7,305.85,338.80,353.53,,,357.59,349.64,353.89,360.97,366.90,370.55,368.81,367.21,361.97,363.53,358.84,356.84,,,,330.15,,,
2005-10-30 21:53:39+00:00,L5,369.98,382.71,384.79,371.15,358.58,361.11,366.27,357.70,361.62,377.26,392.58,396.95,392.24,387.19,388.29,388.35,381.97,378.39,362.58,354.05,366.20,376.16,370.87,376.62
2005-11-08 21:48:04+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,
2005-11-24 21:48:28+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-10 21:55:52+00:00,L7,353.78,358.04,359.04,356.65,354.86,,,,375.15,375.74,376.85,374.29,376.77,373.00,378.36,380.98,370.76,362.40,360.61,348.84,,,,
2006-02-19 21:56:15+00:00,L5,348.97,354.66,349.23,352.99,347.79,353.68,349.64,359.59,371.05,374.20,372.70,364.47,371.55,368.43,366.72,363.72,361.59,353.90,347.74,341.15,347.02,359.18,366.62,373.11
2006-03-15 21:55:44+00:00,L7,,,,354.51,354.26,357.28,356.69,362.49,358.15,365.32,369.50,362.83,367.94,362.60,,,,351.12,342.66,333.81,339.94,351.35,361.36,364.58
2006-04-08 21:57:12+00:00,L5,358.80,369.24,374.81,385.30,379.31,370.04,386.15,388.44,383.07,382.09,385.39,387.93,389.11,378.88,389.44,377.92,375.75,373.95,372.92,370.88,360.64,379.07,383.28,389.93
2006-05-26 21:57:54+00:00,L5,,,,,,,,,,,,,,367.87,512.12,,,,,,,,,
2006-06-19 21:55:36+00:00,L7,301.01,357.76,372.58,375.72,360.80,362.17,373.86,369.15,,,,,376.27,377.60,379.69,371.02,367.36,372.01,372.47,,373.19,372.66,372.53,372.92
2006-06-27 21:58:48+00:00,L5,311.45,362.68,385.44,376.29,363.38,369.28,370.85,374.93,380.67,376.00,374.52,373.95,374.29,367.68,368.02,364.27,360.10,361.38,356.86,352.59,360.63,363.98,364.45,362.14
2006-07-05 21:55:54+00:00,L7,323.41,375.46,389.48,385.78,372.21,,,,390.18,383.13,380.67,388.68,381.57,378.05,380.70,370.45,367.30,364.74,364.76,362.94,,,,
2006-07-13 21:59:02+00:00,L5,343.30,380.60,383.74,391.70,382.02,378.14,381.85,385.59,390.18,393.01,392.69,391.91,391.17,383.33,372.96,373.53,373.95,374.85,369.96,370.69,371.50,375.89,380.00,372.48
2006-07-21 21:55:21+00:00,L7,,381.67,384.00,382.64,378.42,375.00,381.80,388.11,389.14,379.47,380.78,391.79,,252.26,392.52,371.53,361.03,364.03,368.44,,376.45,373.97,389.90,397.73
2006-07-22 21:52:58+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,
2006-08-07 21:53:11+00:00,L5,,,,,,,,,,,,,,,,,,,74.45,154.28,249.89,375.76,411.50,
2006-08-22 21:55:41+00:00,L7,,376.51,373.63,381.06,379.80,372.41,376.53,386.63,394.43,383.34,386.84,391.70,,,,364.32,365.70,371.09,360.15,362.08,366.95,364.25,372.01,375.61
2006-08-23 21:53:23+00:00,L5,,,,391.30,386.52,384.48,389.54,,,,,,,,,,,384.29,368.36,370.35,382.96,375.62,,
2006-09-07 21:55:13+00:00,L7,352.68,368.91,363.11,361.27,363.16,366.02,362.27,361.06,369.93,371.60,,,,383.91,380.16,362.05,354.50,356.90,353.25,353.20,356.40,361.94,367.59,374.08
2006-09-15 21:59:51+00:00,L5,347.94,362.57,369.16,387.26,375.84,383.06,377.23,381.81,378.50,373.78,374.48,375.42,376.71,382.37,369.92,365.62,361.85,359.92,342.27,354.67,360.26,373.54,388.62,389.45
2006-09-23 21:55:06+00:00,L7,346.33,368.97,368.95,379.86,378.78,376.76,380.10,,,,391.19,387.46,379.65,384.25,389.78,367.38,361.42,364.98,365.60,351.98,354.09,363.49,,
2006-11-03 21:49:38+00:00,L7,,,,,,,,,,,,,,,,,,363.07,377.96,371.94,372.37,376.06,383.19,394.32
2006-11-19 21:49:50+00:00,L7,,,368.25,375.49,379.72,375.47,373.51,373.14,390.55,,,,,,,,374.82,370.39,375.02,369.36,370.46,373.05,380.97,390.05
2006-12-05 21:49:58+00:00,L7,,,,,,366.17,363.35,368.62,379.53,385.35,387.29,,,,,143.23,,,,,361.66,370.65,377.24,382.12
2006-12-13 21:54:31+00:00,L5,,,,,,,378.58,382.97,392.40,401.60,403.33,399.20,402.12,407.91,406.95,392.06,380.07,374.82,379.97,373.64,373.62,379.37,388.20,422.61
2007-01-05 22:00:52+00:00,L5,364.35,371.84,369.23,373.34,371.78,369.87,370.82,384.79,393.50,397.66,398.94,394.72,395.39,398.88,397.08,375.52,371.94,367.51,371.27,364.07,363.43,374.44,391.49,383.08
2007-01-21 22:00:33+00:00,L5,365.46,378.49,367.24,370.52,378.09,371.99,362.77,368.96,383.33,387.13,383.41,380.14,383.42,398.23,397.21,380.11,372.45,368.13,367.19,362.35,355.93,369.73,378.32,365.89
2007-01-30 21:54:48+00:00,L5,371.19,376.62,372.53,375.37,377.69,381.89,380.98,391.28,398.59,407.79,402.89,401.81,399.86,398.71,402.57,383.67,379.34,383.27,380.24,380.69,382.03,385.14,393.41,390.54
2007-03-02 21:56:07+00:00,L7,358.82,363.32,363.59,365.29,370.74,367.15,,,,391.24,376.28,372.82,377.62,375.43,381.63,372.40,368.36,360.59,361.35,358.24,348.88,,,
2007-03-18 21:56:09+00:00,L7,363.25,368.54,363.53,,,,366.01,376.20,392.92,394.83,385.68,379.70,388.12,391.86,396.35,367.14,367.87,,,,,377.86,380.48,375.73
2007-04-19 21:56:31+00:00,L7,,359.84,362.22,364.13,365.80,366.22,368.76,375.26,379.09,383.68,381.64,378.16,,,,366.95,365.63,366.76,363.77,355.21,359.87,373.63,377.47,369.59
2007-05-05 21:56:03+00:00,L7,338.06,,,377.24,371.81,371.36,376.83,382.24,384.69,388.57,391.22,384.70,386.70,389.73,,,,379.34,373.75,373.26,371.65,368.03,368.78,365.65
2007-05-21 21:55:57+00:00,L7,335.16,,,,362.69,361.21,364.63,368.01,375.04,379.29,381.95,380.00,380.14,374.32,384.84,,,,362.73,,360.90,363.94,369.08,362.92
2007-09-18 21:59:06+00:00,L5,,,,,,,,,,,,,,,373.86,375.29,365.69,368.03,364.25,358.31,354.54,358.94,366.38,370.54
2007-09-26 21:55:23+00:00,L7,360.99,,,377.64,374.24,370.15,364.89,357.70,359.54,365.98,372.52,364.49,363.70,364.61,,,,364.36,361.31,358.27,350.91,358.75,357.00,365.93
2007-10-21 21:49:43+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31 21:56:23+00:00,L7,339.50,359.92,357.99,368.06,368.76,355.12,347.34,352.75,361.51,,,,371.44,359.37,369.73,361.45,353.82,357.76,355.91,347.79,346.95,350.23,358.15,358.50
2008-01-09 21:50:12+00:00,L7,359.75,386.58,385.26,,,,,,,,373.22,379.66,379.45,366.24,372.91,374.35,361.42,363.36,,,,,,
2008-01-25 21:50:11+00:00,L7,350.34,344.54,346.91,,,,,,,,,,357.97,346.22,335.35,341.47,,,,,,,,
2008-02-01 21:55:57+00:00,L7,375.05,370.66,369.05,,,373.95,369.35,370.03,372.46,377.42,372.68,379.75,390.89,377.04,382.79,379.49,376.38,,,,353.23,362.87,367.81,370.65
2008-03-04 21:56:12+00:00,L7,361.01,368.89,367.72,370.36,,,,370.25,371.05,371.66,,,376.89,375.90,379.23,374.29,368.69,360.89,355.15,359.66,355.18,364.28,368.99,373.23
2008-04-30 21:49:55+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,
2008-05-07 21:55:40+00:00,L7,334.50,355.49,353.09,361.23,358.47,,,,377.62,360.43,366.41,372.33,363.11,361.02,358.85,357.74,347.82,347.14,335.68,338.82,,,,
2008-05-16 21:49:50+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,
2008-05-23 21:55:34+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-08 21:55:50+00:00,L7,356.48,,,,396.46,379.42,379.60,373.97,372.59,385.44,383.13,378.45,373.36,375.88,386.02,,,,360.26,357.71,346.75,364.71,368.70,365.02
2008-06-24 21:55:16+00:00,L7,,,369.22,378.16,373.36,385.25,385.83,394.89,393.35,400.50,394.49,390.00,,,,388.61,368.65,373.55,377.28,373.80,368.96,373.70,370.40,371.78
2008-07-26 21:55:18+00:00,L7,349.15,,,,378.86,373.48,369.83,370.35,371.30,375.40,389.05,382.36,378.05,364.85,369.95,,,,329.30,348.43,343.33,355.10,353.25,356.63
2008-08-27 21:54:42+00:00,L7,,,,383.57,385.10,381.00,377.85,382.80,381.68,385.85,388.95,392.32,386.08,384.97,,,,380.53,384.25,381.02,381.42,385.58,385.77,396.66
2008-09-12 21:54:57+00:00,L7,335.57,,,,,,,,383.31,380.53,386.32,384.40,385.02,377.75,381.93,376.22,366.74,372.58,369.62,368.35,,,,
2008-10-14 21:54:42+00:00,L7,352.01,364.55,356.80,351.90,356.74,365.11,355.52,353.66,,,,366.93,366.83,361.46,367.13,355.70,350.60,353.13,354.82,350.69,348.03,351.12,354.49,
2008-11-08 21:48:55+00:00,L7,,,,,,,,,,379.75,377.26,377.03,377.12,377.64,384.60,382.44,376.00,,,,,,,
2008-12-10 21:49:18+00:00,L7,,,,,,,,,,382.47,391.72,390.71,,,,,,,,,,,,
2008-12-25 21:50:10+00:00,L5,363.38,384.15,382.90,377.72,375.79,377.64,370.16,371.63,372.20,378.05,379.78,384.21,388.95,388.13,388.27,384.04,377.44,382.68,377.69,368.37,358.90,374.09,375.24,378.17
2009-03-23 21:55:51+00:00,L7,,,,380.65,381.72,382.18,379.08,382.45,386.47,390.82,391.52,384.84,384.73,388.99,,,,384.64,388.04,373.64,371.29,373.47,376.58,376.67
2009-04-01 21:50:07+00:00,L7,,,,,,,,,,,,374.83,377.40,379.70,,,,,,,,,,
2009-04-08 21:56:20+00:00,L7,352.24,368.40,365.77,371.66,370.81,364.91,,,,390.15,387.73,370.34,374.28,378.66,381.04,370.09,367.09,368.47,368.41,358.10,350.61,,,
2009-05-03 21:50:16+00:00,L7,,361.38,367.28,367.17,370.84,362.50,370.75,,,,,,,,377.28,361.74,364.25,376.95,382.14,367.67,367.01,369.79,364.45,
2009-05-10 21:56:03+00:00,L7,,,355.95,363.08,363.31,364.63,369.33,365.23,371.77,374.85,365.63,364.31,371.75,,,,355.52,369.10,360.37,,354.15,354.91,353.40,351.87
2009-06-04 21:50:17+00:00,L7,381.35,387.98,392.44,404.47,404.80,405.60,399.79,,,,,,,388.89,384.96,374.55,375.73,383.33,387.32,,373.12,383.11,,
2009-06-20 21:50:16+00:00,L7,,,,,,,,386.49,387.59,390.44,391.67,391.32,,393.08,402.38,,,,,,,259.25,,392.24
2009-07-06 21:50:12+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,
2009-07-13 21:56:21+00:00,L7,294.97,340.21,347.26,360.30,361.15,367.81,353.07,358.84,354.68,366.09,369.58,,,349.62,361.35,363.99,351.23,343.42,338.64,,350.91,339.62,310.95,
2009-10-10 21:49:54+00:00,L7,,,,,,,,,,372.72,375.10,371.67,369.77,,,,,,,,,,,
2009-10-26 21:50:11+00:00,L7,,,,,,395.43,,,,,,,,,,,,,,,,,,
2009-11-11 21:50:25+00:00,L7,,,,,,,,,,,,,,,,,,,360.58,358.48,366.04,368.58,,
2009-11-26 21:56:28+00:00,L5,383.69,392.90,400.69,413.85,409.12,405.80,406.14,408.88,400.58,393.35,381.59,387.09,387.48,383.19,388.94,381.07,381.38,379.67,375.12,371.91,374.14,377.77,385.01,392.73
2010-01-05 21:57:24+00:00,L7,356.47,382.53,,,,402.05,399.46,404.03,401.04,394.44,394.80,385.41,381.89,378.10,381.50,374.43,,,,,362.91,368.79,370.81,363.09
2010-01-13 21:56:49+00:00,L5,368.38,379.22,386.47,390.05,392.17,395.15,399.33,406.37,400.12,399.05,399.71,395.74,393.19,385.24,390.28,385.33,376.77,374.18,379.10,379.43,374.18,376.91,383.63,384.99
