,dates,usa_CA_0299-0000,usa_CA_0299-0001,usa_CA_0299-0002,usa_CA_0299-0003,usa_CA_0299-0004,usa_CA_0299-0005,usa_CA_0299-0006,usa_CA_0299-0007,usa_CA_0299-0008,usa_CA_0299-0009,usa_CA_0299-0010,usa_CA_0299-0011,usa_CA_0299-0012,usa_CA_0299-0013,usa_CA_0299-0014,usa_CA_0299-0015,usa_CA_0299-0016,usa_CA_0299-0017,usa_CA_0299-0018,usa_CA_0299-0019,usa_CA_0299-0020,usa_CA_0299-0021,usa_CA_0299-0022,usa_CA_0299-0023
0,1986-09-27 18:17:24+00:00,268.36354688721343,277.13273632836496,298.4495584438066,299.9713630044066,307.3163082550855,323.4289521155819,333.40593332094227,345.79629253825175,345.10757275682437,359.1291641768775,368.35448551081976,387.60280126233005,367.9649109088548,340.75745143469794,,,394.4204695561287,395.90644520547545,403.08567673319436,,,,,
1,1989-08-02 18:24:14+00:00,260.1479402762167,287.52417521921063,306.628741939558,312.9353532030099,325.26705101846505,318.65696532436726,334.0019480649259,340.66861047666237,340.70320064387096,345.6378189014749,357.3077265852672,369.0444085245059,369.2209944227227,364.83836394606976,366.1192494804745,377.66892037398713,372.14230637990795,370.8828869905724,377.6735048881508,372.47944868224494,364.10553022210325,359.914988012704,363.8287680995697,368.1232329178551
2,1989-09-19 18:23:00+00:00,284.0127514067305,309.1278602370558,317.88901495528745,325.2473393578517,327.1538971165885,330.88052084666276,335.2483748023978,327.85827707544325,331.9696396006734,340.6844513534856,344.2481933143112,356.01979618393625,359.4246939318463,361.24393870397637,361.56215313733685,367.18710680459,363.5185961110734,366.139380587189,364.79836073727785,366.2000494680649,357.8724288577611,363.68767003908044,366.23321817715896,372.9053695516365
3,1989-10-05 18:22:51+00:00,277.4206742011906,297.82035370736037,304.27766504232784,314.7983293399243,325.7297706317869,327.6839362796741,335.80320788834626,340.1527948731869,338.7927649293286,339.4111138220012,354.6195464429088,358.9185291898873,362.8971569706634,360.2506855097897,368.4319518152434,374.8930201844141,370.00636122167333,372.90581748527586,361.4582562738626,366.39036651590175,360.8407849075392,362.55059873878395,350.9656019412161,343.6027185461878
4,1989-11-22 18:21:12+00:00,276.7519027801447,292.74160404176376,298.88373530637807,309.1216634121157,316.546185834464,307.83991127488804,320.16039902350025,318.0599882005022,325.60816228743926,337.308439630468,334.9877411926598,335.81559179167544,336.49486603188865,335.14703788504085,339.06019885104524,332.6549257939158,337.94340442045115,328.8173752115068,320.60264398578823,311.0143100928861,300.27450995496537,,,
5,1990-03-30 18:17:19+00:00,264.2350614504249,285.15308744489954,303.5199501521629,295.149474266015,303.9531376455976,307.1775646440114,291.09678968837954,288.1230451937566,294.39031404217735,305.6580026329431,308.47535579994445,306.71445093856204,310.6025278879759,308.9581608239956,303.1479609041017,303.2651457674536,304.5065591959324,312.3095179803956,303.9368568297068,287.3934160604686,303.8896428467849,319.7338799828628,317.55144489658426,318.21652352766523
6,1990-05-01 18:17:19+00:00,270.85953672244875,282.1471030017774,301.87714826200266,299.43812319871074,305.77952623469,306.71658616978755,315.7520428986515,305.37786874687697,309.02929051821405,310.5710958885921,314.753143260863,309.83638159652816,318.68491153565884,323.61446407565967,312.62100341152774,314.9591352024625,316.58348546570704,306.2470385435633,316.69733349215153,309.1741245129221,306.6433568121645,318.40230697621126,319.65260457636197,315.84227982656074
7,1990-05-17 18:17:30+00:00,276.7011844071567,286.416249571098,294.0014887297381,293.3691944948486,296.22686326968636,308.3069474589732,315.6916593228175,306.9130683081111,308.219795489332,310.53687908023403,318.22472381544804,309.4337410954004,311.9680298598529,322.0704237806745,315.2813416318223,301.3869976706043,314.44731476547537,315.39604532883976,314.84086411957924,311.30671363772313,308.96734672079515,320.6067007390191,320.4618200918846,312.02711442763086
8,1990-09-22 18:17:00+00:00,278.7378929321448,299.45680574148906,306.2302993490479,307.0983461568638,311.04506700946905,310.89945028460824,316.1277959310612,306.7711496310057,312.5357003852681,312.74467386862545,312.8656939324222,318.6031983681093,324.2043279694654,315.34332480488956,314.88147494139776,315.7393797704904,309.89232630316883,306.5409724798074,308.9874034042673,310.54329059719447,302.26876985668997,314.4160606316639,312.79943709612485,306.8335178983772
9,1990-10-08 18:16:50+00:00,275.64788446706507,296.8255484051252,303.6495464238016,302.065087914664,309.14129587524576,312.0952726603595,309.69743188433415,315.88533657805925,312.5607379549776,317.4025303971982,308.55458624783415,318.3982365211872,309.03151677020986,306.29218335594044,305.27108694891797,309.6101222404618,308.01081244910347,306.116883261627,309.01188512926086,308.33261286126117,302.7957287784575,311.32824511860866,301.5442012360817,301.6171367496352
10,1991-06-05 18:20:01+00:00,249.26657695492898,267.9979862722422,265.4054359283449,256.1449129835019,264.09625486870067,257.4481660992206,238.3051298388964,248.00864832018976,254.31976640054475,254.02325665331216,248.32212784914333,242.84165328818804,253.86971047376073,243.78228086121615,236.27089560152547,247.59292068934693,260.81428718245354,261.1302214450449,266.25364847759494,,238.7893907348429,301.8659267573861,,359.89429599612265
11,1991-06-21 18:20:13+00:00,270.1384034056814,271.06149853311683,288.01643718326807,271.3102231567801,267.9458617342391,267.1052188790173,267.7813618046128,259.65788001190447,263.26569675846343,259.4198769739359,254.210182311491,256.3612816673401,251.44727092762312,260.41655051966205,247.52849138239793,251.08325056844802,257.8794443367789,243.73535742038305,240.79444103184977,,226.26699980672873,279.3751606902384,,347.4283412207787
12,1991-08-08 18:20:45+00:00,254.79842969930985,253.5360164415086,266.18032762736317,261.4566510283434,254.62584694555778,237.71129994368536,246.13588783553445,248.97495188977564,243.37830668749112,237.9553277514416,230.95616810692601,233.6451853364055,233.67745593526914,236.5073576442244,225.48910472638653,228.35986477183567,230.33200956149787,221.14256196623828,,,245.0513107987646,300.82696098549417,326.90924459185834,323.0006324763501
13,1991-09-09 18:21:06+00:00,272.3112822645555,279.71122169110623,280.36395919510244,278.1918117488938,271.5012811649354,263.11910706741384,259.99402468790106,262.0739981561632,242.3643849151815,244.1603798940992,244.57967187021677,242.23852890653038,235.36272132316248,240.49097228807886,230.6296911724242,232.15814293357343,225.18540122589863,214.06522534711283,,316.1338373876019,322.4571848150245,331.2775848486948,322.799355163168,320.7112189173673
14,1991-10-11 18:21:19+00:00,214.0656556529774,237.39967450599087,253.3759694083956,249.2320061348698,246.7871381366138,240.99270226838493,245.07676348963054,245.82137267173073,241.45951517799983,240.84498916880725,249.1917358911412,250.2194201998845,240.98912078827857,249.99126080906984,247.10053952864598,,225.74679838006568,243.2613219154584,261.08742836216777,278.21426319556434,289.6420798730979,301.65307535465485,299.72732214601587,294.6521006506159
15,1991-10-27 18:21:23+00:00,201.48409073301937,244.64811982181527,242.83106061827567,241.96398454564087,227.84880732266205,231.06743264960392,235.02232626590816,218.13094193201195,227.6985930002408,234.66351840836737,245.74895919325658,248.00620742664947,236.76069299173014,,,,,,,253.9994891555435,261.46807473159663,284.1535014809294,286.5459549081511,291.7807759525452
