dates,satname,nzd0342-0000,nzd0342-0001,nzd0342-0002,nzd0342-0003,nzd0342-0004,nzd0342-0005,nzd0342-0006,nzd0342-0007,nzd0342-0008,nzd0342-0009
1999-07-02 21:59:33+00:00,L7,,,,,,445.37,,,,
1999-07-18 22:00:01+00:00,L7,,,,,,,,,,
1999-08-03 22:00:08+00:00,L7,385.30,367.38,363.40,364.06,372.88,351.87,,187.71,248.04,
1999-09-13 21:53:53+00:00,L7,385.01,361.05,359.17,361.55,375.71,367.63,376.34,357.19,349.14,356.21
1999-09-29 21:54:04+00:00,L7,387.81,375.04,368.06,369.06,380.85,378.12,388.89,372.79,369.36,384.42
1999-11-16 21:53:56+00:00,L7,383.26,372.10,365.97,363.76,379.04,374.08,385.34,372.66,375.02,381.67
1999-12-09 21:59:45+00:00,L7,384.43,365.75,367.80,369.43,378.23,368.35,386.71,371.55,366.56,379.69
1999-12-25 22:00:04+00:00,L7,385.70,366.52,369.34,367.36,382.08,374.54,386.13,370.98,369.24,378.35
2000-01-19 21:53:49+00:00,L7,384.60,357.41,357.37,360.35,373.06,366.21,386.42,361.79,358.84,360.29
2000-01-26 21:59:38+00:00,L7,393.59,375.20,373.15,371.42,383.66,380.89,401.09,381.42,383.02,385.28
2000-02-27 21:59:28+00:00,L7,389.83,374.57,368.94,372.15,384.90,381.44,389.51,372.98,374.16,383.08
2000-03-14 21:59:47+00:00,L7,398.59,372.83,376.24,376.23,391.46,382.94,396.72,384.46,389.22,388.76
2000-03-30 21:59:21+00:00,L7,389.72,375.81,370.54,368.45,384.64,379.41,389.40,374.99,366.77,376.47
2000-05-01 21:59:06+00:00,L7,384.48,366.35,357.80,362.57,371.88,369.19,377.94,359.78,348.53,341.79
2000-05-17 21:58:55+00:00,L7,386.10,362.96,356.40,362.40,371.73,363.53,373.74,353.24,336.96,337.05
2000-06-18 21:58:39+00:00,L7,386.31,368.45,363.38,364.85,373.53,362.99,370.44,343.72,338.22,338.09
2000-07-04 21:58:50+00:00,L7,442.22,,,,394.96,,,,,
2000-07-13 21:52:31+00:00,L7,474.79,376.25,368.17,366.48,374.67,368.95,374.45,,335.20,331.46
2000-08-05 21:57:56+00:00,L7,486.52,380.43,379.52,376.08,386.57,386.11,390.32,372.76,,373.40
2000-08-14 21:52:08+00:00,L7,390.50,366.35,360.65,358.57,367.33,363.43,372.35,347.92,337.29,340.99
2000-10-24 21:57:05+00:00,L7,383.81,353.38,351.97,357.51,367.18,362.27,373.28,357.48,356.03,360.24
2000-11-18 21:51:22+00:00,L7,390.16,366.77,363.71,365.44,379.74,373.04,384.77,372.04,367.89,370.35
2000-11-25 21:57:10+00:00,L7,370.52,364.60,362.61,363.66,373.17,362.98,376.25,356.87,357.82,365.07
2000-12-04 21:51:22+00:00,L7,397.80,376.75,367.95,366.51,385.77,381.34,393.70,382.68,381.75,393.54
2000-12-20 21:51:28+00:00,L7,372.69,364.83,355.28,357.04,367.48,364.77,377.19,359.96,357.96,367.85
2001-01-05 21:51:28+00:00,L7,389.75,376.88,368.64,365.38,380.98,374.29,388.13,374.51,377.00,387.34
2001-02-06 21:51:26+00:00,L7,378.44,372.27,364.66,363.78,373.63,364.66,378.62,361.13,362.23,366.28
2001-03-10 21:51:22+00:00,L7,390.56,375.94,371.37,374.90,386.85,378.96,389.60,375.40,367.03,369.89
2001-03-17 21:57:04+00:00,L7,482.81,377.98,374.64,380.35,388.92,383.90,398.83,385.05,388.77,386.80
2001-04-02 21:56:54+00:00,L7,386.75,366.88,363.37,369.95,377.34,373.99,382.24,363.14,363.30,367.94
2001-04-27 21:51:07+00:00,L7,386.31,366.36,367.95,372.17,379.46,374.07,383.01,360.03,348.79,350.32
2001-05-20 21:56:40+00:00,L7,369.16,348.61,349.56,348.33,359.38,354.62,354.70,326.88,335.02,338.43
2001-05-29 21:50:49+00:00,L7,489.91,381.96,381.47,371.97,385.63,374.19,383.03,356.93,337.86,
2001-06-05 21:56:52+00:00,L7,517.40,546.47,535.65,,,359.37,355.08,322.05,343.27,333.13
2001-06-30 21:50:24+00:00,L7,497.17,381.53,382.01,381.46,391.18,385.96,387.10,368.86,341.28,
2001-07-07 21:56:36+00:00,L7,398.02,387.26,378.63,375.10,388.52,375.83,389.72,,338.61,344.61
2001-08-08 21:55:49+00:00,L7,391.75,367.83,364.21,363.97,372.71,365.14,377.92,356.95,337.92,337.35
2001-08-24 21:55:36+00:00,L7,370.23,346.61,346.72,346.01,354.43,339.54,351.24,313.32,326.35,374.14
2001-09-02 21:49:41+00:00,L7,390.24,376.50,369.67,370.69,378.22,372.98,377.28,356.84,347.92,353.42
2001-09-18 21:49:29+00:00,L7,381.90,365.91,360.86,362.85,374.43,362.45,377.24,358.70,349.28,354.00
2001-09-25 21:55:16+00:00,L7,394.81,380.11,375.96,377.74,389.05,381.31,390.54,374.76,380.82,379.82
2001-10-11 21:55:21+00:00,L7,404.96,378.02,376.16,381.86,,447.18,406.92,385.18,,
2001-12-30 21:55:25+00:00,L7,371.16,351.76,346.16,350.35,358.54,351.67,363.76,344.64,346.44,348.06
2002-01-15 21:55:35+00:00,L7,370.60,352.52,353.56,351.38,365.41,362.23,366.45,352.11,348.98,342.80
2002-03-04 21:55:45+00:00,L7,395.97,377.75,370.74,372.61,381.54,378.79,392.19,378.05,374.41,380.03
2002-05-07 21:56:03+00:00,L7,389.06,371.71,365.03,368.55,378.43,374.48,381.71,361.71,357.15,358.01
2002-06-24 21:55:16+00:00,L7,386.87,362.73,354.43,360.25,369.69,359.27,366.32,326.65,335.51,332.75
2002-08-20 21:49:10+00:00,L7,393.39,375.49,366.22,367.05,381.11,366.08,376.73,355.89,348.16,354.76
2002-08-27 21:54:48+00:00,L7,399.86,383.84,375.93,371.17,,,381.70,361.06,348.91,
2002-09-12 21:55:07+00:00,L7,399.58,376.34,373.64,371.02,380.61,377.18,384.86,370.71,367.21,
2002-10-14 21:54:55+00:00,L7,,,,,406.57,398.86,419.15,400.04,392.14,397.37
2002-10-30 21:54:37+00:00,L7,386.22,366.47,359.10,364.42,380.77,369.88,385.09,371.22,369.29,384.70
2002-12-01 21:55:28+00:00,L7,386.90,370.49,369.11,368.45,385.48,380.84,392.24,377.11,382.61,387.09
2002-12-26 21:49:23+00:00,L7,396.97,377.64,367.39,371.77,380.49,383.02,391.70,382.23,381.38,386.71
2003-01-27 21:49:33+00:00,L7,384.53,367.57,357.43,365.66,374.06,369.08,380.47,366.18,368.57,373.51
2003-02-12 21:49:43+00:00,L7,478.98,377.88,374.21,375.40,385.41,382.17,390.75,379.64,380.73,385.89
2003-02-19 21:55:30+00:00,L7,369.59,352.67,351.29,355.70,369.24,361.75,374.26,357.92,356.84,356.65
2003-03-07 21:55:58+00:00,L7,478.64,,,535.00,534.54,533.77,,,359.99,359.89
2003-03-23 21:55:28+00:00,L7,477.40,377.81,377.76,377.38,390.23,383.08,392.12,381.99,383.95,386.58
2003-04-08 21:55:35+00:00,L7,385.17,374.34,367.56,370.91,383.05,379.05,389.06,374.83,368.94,378.61
