dates,nzd0342-0000,nzd0342-0001,nzd0342-0002,nzd0342-0003,nzd0342-0004,nzd0342-0005,nzd0342-0006,nzd0342-0007,nzd0342-0008,nzd0342-0009,satname
1999-08-03 22:00:08+00:00,369.97,364.09,359.86,359.88,367.77,347.69,,,,,L7
1999-09-13 21:53:53+00:00,385.49,364.28,361.36,362.89,374.40,359.84,382.34,364.05,353.94,364.21,L7
1999-09-29 21:54:04+00:00,387.60,368.16,363.90,365.31,377.00,366.30,386.37,369.27,362.25,375.31,L7
1999-11-16 21:53:56+00:00,383.51,368.50,363.73,364.11,376.51,367.43,384.52,368.69,365.31,375.43,L7
1999-12-09 21:59:45+00:00,389.56,369.21,365.89,366.77,378.81,369.21,387.82,372.55,367.82,380.17,L7
1999-12-25 22:00:04+00:00,391.81,369.38,367.13,367.66,380.32,370.89,388.78,373.72,369.14,381.54,L7
2000-01-19 21:53:49+00:00,394.87,368.55,366.69,367.73,380.65,371.34,390.18,373.78,368.86,380.38,L7
2000-01-26 21:59:38+00:00,393.80,369.18,367.28,367.94,380.72,372.28,391.35,374.42,370.57,380.56,L7
2000-02-27 21:59:28+00:00,394.78,370.17,368.07,369.07,382.36,376.09,390.55,373.60,370.57,380.12,L7
2000-03-14 21:59:47+00:00,393.14,370.93,369.44,369.99,383.22,377.10,391.85,375.58,374.58,382.53,L7
2000-03-30 21:59:21+00:00,392.63,370.86,369.57,369.71,383.44,377.05,391.63,375.53,374.03,381.16,L7
2000-05-01 21:59:06+00:00,394.39,370.93,368.88,369.65,383.04,376.91,391.11,374.93,372.00,378.12,L7
2000-05-17 21:58:55+00:00,399.97,371.04,369.03,370.93,383.99,377.17,391.80,375.02,369.34,375.79,L7
2000-06-18 21:58:39+00:00,400.25,371.36,368.56,370.44,383.49,376.59,390.02,371.96,366.22,371.20,L7
2000-07-04 21:58:50+00:00,406.46,371.50,367.96,370.24,384.89,376.26,389.69,371.16,365.19,369.23,L7
2000-07-13 21:52:31+00:00,414.89,372.41,368.39,370.30,384.40,375.93,388.66,371.16,362.39,365.92,L7
2000-08-05 21:57:56+00:00,425.10,374.10,369.66,371.06,384.83,376.73,386.13,369.34,359.04,363.18,L7
2000-08-14 21:52:08+00:00,424.91,374.02,369.50,370.66,384.17,376.24,385.96,368.41,357.54,362.53,L7
2000-10-24 21:57:05+00:00,437.59,372.31,367.48,369.88,382.90,373.89,384.07,365.34,350.01,356.81,L7
2000-11-18 21:51:22+00:00,435.38,371.34,367.51,368.31,382.16,372.95,382.39,363.98,352.13,358.81,L7
2000-11-25 21:57:10+00:00,431.61,371.44,367.96,368.99,382.48,372.87,383.37,365.28,354.81,362.18,L7
2000-12-04 21:51:22+00:00,426.44,371.77,367.59,368.25,382.38,373.50,384.07,366.99,358.11,365.31,L7
2000-12-20 21:51:28+00:00,421.15,370.40,365.60,366.12,380.44,372.56,383.32,367.22,359.48,366.90,L7
2001-01-05 21:51:28+00:00,413.10,371.04,365.85,365.93,378.15,372.66,383.72,367.96,361.54,368.99,L7
2001-02-06 21:51:26+00:00,394.79,370.00,364.38,365.12,377.94,371.23,384.50,368.61,365.42,374.25,L7
2001-03-10 21:51:22+00:00,395.30,371.30,365.83,367.30,380.55,373.31,386.85,372.26,369.29,378.11,L7
2001-03-17 21:57:04+00:00,395.30,371.81,366.55,368.45,381.11,374.18,387.76,373.20,371.12,378.52,L7
2001-04-02 21:56:54+00:00,393.16,371.09,365.99,368.31,380.37,373.87,386.81,371.74,370.02,376.93,L7
2001-04-27 21:51:07+00:00,391.89,372.08,367.26,369.39,381.13,374.67,387.26,371.39,368.87,375.24,L7
2001-05-20 21:56:40+00:00,393.63,371.05,366.70,368.68,380.32,373.83,385.63,368.45,366.69,373.88,L7
2001-05-29 21:50:49+00:00,392.18,371.66,367.37,368.07,379.81,373.51,384.33,366.20,363.11,372.93,L7
2001-06-05 21:56:52+00:00,393.19,371.40,367.63,368.63,379.62,372.63,382.27,362.19,360.70,368.89,L7
2001-06-30 21:50:24+00:00,397.27,373.19,370.53,371.26,382.15,374.67,383.16,362.97,358.96,369.27,L7
2001-07-07 21:56:36+00:00,403.65,375.06,372.41,373.25,384.10,375.65,384.44,361.84,356.02,365.80,L7
2001-08-08 21:55:49+00:00,402.54,374.09,371.84,372.67,383.26,375.15,383.62,360.43,352.99,360.94,L7
2001-08-24 21:55:36+00:00,402.54,371.14,369.12,369.75,380.06,371.68,380.36,360.43,350.31,361.88,L7
2001-09-02 21:49:41+00:00,405.73,372.30,369.89,370.69,380.95,372.57,381.19,361.56,350.98,362.77,L7
2001-09-18 21:49:29+00:00,404.68,370.97,368.63,368.83,379.29,370.33,378.85,357.63,346.24,358.96,L7
2001-09-25 21:55:16+00:00,402.45,371.65,369.13,369.44,379.93,371.06,379.57,359.00,348.92,360.65,L7
2001-10-11 21:55:21+00:00,405.23,372.74,370.37,370.62,380.55,371.06,381.75,361.38,347.90,360.43,L7
2001-12-30 21:55:25+00:00,408.79,372.45,368.24,370.14,379.70,369.04,384.92,370.13,352.16,364.91,L7
2002-01-15 21:55:35+00:00,404.58,368.05,365.05,367.11,376.30,367.02,381.92,369.07,353.56,364.51,L7
