dates,nzd0342-0000,nzd0342-0001,nzd0342-0002,nzd0342-0003,nzd0342-0004,nzd0342-0005,nzd0342-0006,nzd0342-0007,nzd0342-0008,nzd0342-0009,satname
1999-08-03 22:00:08+00:00,369.97,364.09,359.86,359.88,367.77,347.69,,,,,L7
1999-09-13 21:53:53+00:00,401.01,364.48,362.86,365.91,381.04,371.99,382.34,364.05,353.94,364.21,L7
1999-09-29 21:54:04+00:00,391.81,375.90,368.98,370.15,382.18,379.21,390.39,374.50,370.56,386.42,L7
1999-11-16 21:53:56+00:00,371.26,369.53,363.20,360.49,375.04,370.81,380.84,367.52,371.42,375.67,L7
1999-12-09 21:59:45+00:00,413.76,372.04,374.57,377.43,388.01,376.35,397.71,384.12,375.36,394.36,L7
1999-12-25 22:00:04+00:00,403.03,370.23,373.34,372.09,387.86,379.27,392.63,378.41,374.44,387.02,L7
2000-01-19 21:53:49+00:00,413.27,363.55,363.99,368.17,382.62,374.03,397.17,374.08,367.44,374.62,L7
2000-01-26 21:59:38+00:00,386.26,373.63,371.46,369.42,381.22,378.89,398.34,378.28,380.82,381.61,L7
2000-02-27 21:59:28+00:00,377.83,372.00,366.17,368.88,380.90,378.17,385.01,367.84,370.56,377.08,L7
2000-03-14 21:59:47+00:00,387.92,370.54,373.78,373.32,387.90,380.03,392.72,379.89,386.02,383.43,L7
2000-03-30 21:59:21+00:00,387.72,375.38,370.08,367.90,383.97,378.86,388.65,374.13,366.17,375.47,L7
2000-05-01 21:59:06+00:00,408.48,371.49,363.34,369.12,379.88,375.74,386.94,370.07,355.73,353.79,L7
2000-05-17 21:58:55+00:00,421.43,370.53,364.55,372.04,383.51,373.17,386.99,368.38,347.56,354.72,L7
2000-06-18 21:58:39+00:00,416.31,374.88,370.30,373.03,383.53,371.17,381.69,356.58,347.22,353.09,L7
2000-07-04 21:58:50+00:00,458.89,,,,400.52,,,,,,L7
2000-07-13 21:52:31+00:00,490.79,379.68,371.86,370.84,380.00,373.31,380.45,,340.00,339.46,L7
2000-08-05 21:57:56+00:00,476.52,378.29,377.21,373.35,383.24,383.38,386.57,368.47,,368.40,L7
2000-08-14 21:52:08+00:00,423.17,373.35,368.19,367.48,378.22,372.34,384.60,361.92,347.09,357.32,L7
2000-10-24 21:57:05+00:00,405.14,357.95,356.89,363.33,374.29,368.09,381.28,366.62,362.43,370.91,L7
2000-11-18 21:51:22+00:00,376.83,363.91,360.63,361.80,375.30,369.40,379.77,366.33,363.89,363.68,L7
2000-11-25 21:57:10+00:00,405.19,372.03,370.61,373.11,384.73,372.43,389.25,371.73,368.22,382.40,L7
2000-12-04 21:51:22+00:00,385.13,374.04,365.03,363.06,381.55,377.89,388.95,377.25,377.95,387.21,L7
2000-12-20 21:51:28+00:00,368.69,363.97,354.36,355.95,366.15,363.68,375.69,358.25,356.76,365.85,L7
2001-01-05 21:51:28+00:00,386.42,376.17,367.87,364.47,379.87,373.38,386.88,373.08,376.00,385.67,L7
2001-02-06 21:51:26+00:00,407.77,378.56,371.43,371.78,383.41,372.66,389.62,373.70,371.03,380.95,L7
2001-03-10 21:51:22+00:00,427.23,383.80,379.83,384.90,399.07,388.96,403.35,391.11,378.03,388.22,L7
2001-03-17 21:57:04+00:00,,375.84,372.33,377.62,385.59,381.17,395.08,380.76,385.77,381.80,L7
2001-04-02 21:56:54+00:00,376.08,364.59,360.91,367.04,373.78,371.08,378.24,358.57,360.10,362.61,L7
2001-04-27 21:51:07+00:00,393.64,367.93,369.64,374.17,381.90,376.07,385.76,363.17,350.99,353.99,L7
2001-05-20 21:56:40+00:00,392.49,353.61,354.94,354.69,367.16,360.98,363.45,336.88,342.02,350.10,L7
2001-05-29 21:50:49+00:00,,378.10,377.32,367.06,379.63,369.28,376.28,349.22,332.46,,L7
2001-06-05 21:56:52+00:00,,,,,,369.01,368.33,337.19,353.87,350.80,L7
2001-06-30 21:50:24+00:00,,380.10,380.47,379.64,388.96,384.14,384.60,366.00,339.28,,L7
2001-07-07 21:56:36+00:00,424.69,392.97,384.78,382.37,397.41,383.10,399.72,,346.61,357.94,L7
2001-08-08 21:55:49+00:00,401.08,369.83,366.36,366.52,375.82,367.69,381.42,360.95,340.72,342.02,L7
2001-08-24 21:55:36+00:00,,344.61,344.57,343.46,351.32,336.99,347.74,,323.55,369.47,L7
2001-09-02 21:49:41+00:00,424.91,383.93,377.67,380.14,389.78,382.43,390.28,371.70,358.32,370.75,L7
2001-09-18 21:49:29+00:00,419.90,374.05,369.63,373.21,387.10,372.81,391.49,374.99,360.68,373.00,L7
2001-09-25 21:55:16+00:00,386.81,378.40,374.11,375.56,386.38,379.13,387.54,371.33,378.42,375.82,L7
2001-10-11 21:55:21+00:00,398.29,376.59,374.62,380.04,,,404.42,382.32,,,L7
2001-12-30 21:55:25+00:00,405.83,359.19,354.16,359.80,370.10,361.12,376.76,359.50,356.84,365.39,L7
2002-01-15 21:55:35+00:00,395.27,357.81,359.25,358.11,373.63,368.96,375.70,362.68,356.38,355.13,L7
2002-03-04 21:55:45+00:00,389.30,376.32,369.20,370.79,379.32,376.97,389.69,375.19,372.41,376.70,L7
2002-05-07 21:56:03+00:00,392.39,372.42,365.80,369.46,379.54,375.39,382.96,363.14,358.15,359.68,L7
2002-06-24 21:55:16+00:00,420.87,370.02,362.28,369.52,381.02,368.54,379.07,341.22,345.71,349.75,L7
2002-08-20 21:49:10+00:00,416.06,380.35,371.45,373.23,388.67,372.26,385.23,365.60,354.96,366.09,L7
2002-08-27 21:54:48+00:00,405.86,385.13,377.31,372.81,,,383.95,363.63,350.71,,L7
2002-09-12 21:55:07+00:00,392.91,374.91,372.10,369.20,378.39,375.36,382.36,367.85,365.21,,L7
2002-10-14 21:54:55+00:00,,,,,404.79,397.41,417.15,397.75,390.54,394.70,L7
2002-10-30 21:54:37+00:00,380.22,365.18,357.72,362.78,378.77,368.24,382.84,368.65,367.49,381.70,L7
2002-12-01 21:55:28+00:00,402.90,373.92,372.80,372.81,390.81,385.20,398.24,383.97,387.41,395.09,L7
2002-12-26 21:49:23+00:00,379.64,373.93,363.39,367.04,374.71,378.29,385.20,374.80,376.18,378.04,L7
2003-01-27 21:49:33+00:00,377.20,366.00,355.74,363.66,371.62,367.08,377.72,363.04,366.37,369.84,L7
2003-02-12 21:49:43+00:00,,377.74,374.06,375.22,385.19,381.99,390.50,379.35,380.53,385.56,L7
2003-02-19 21:55:30+00:00,390.92,357.24,356.21,361.52,376.35,367.57,382.26,367.06,363.24,367.32,L7
2003-03-07 21:55:58+00:00,,,,,,,,,363.39,365.56,L7
2003-03-23 21:55:28+00:00,,376.95,376.84,376.29,388.90,381.99,390.62,380.28,382.75,384.58,L7
2003-04-08 21:55:35+00:00,380.50,373.34,366.48,369.64,381.49,377.78,387.31,372.83,367.54,376.28,L7
2003-07-21 21:43:45+00:00,,386.81,380.96,374.00,383.55,376.92,386.75,372.50,373.95,383.17,L5
2003-07-29 21:55:17+00:00,,382.13,373.54,378.72,390.05,378.63,387.13,361.74,349.45,355.08,L7
2003-10-18 21:39:00+00:00,385.46,375.44,371.85,373.60,385.74,376.46,390.48,382.19,376.47,381.00,L5
2003-10-26 21:49:26+00:00,421.46,383.77,379.81,376.13,396.53,378.00,400.50,378.31,,,L7
2003-12-21 21:39:43+00:00,414.61,354.61,341.46,341.31,365.17,375.10,387.91,376.60,371.61,379.01,L5
2004-01-30 21:50:07+00:00,381.70,376.66,379.32,382.07,391.35,385.78,,,,,L7
2004-02-23 21:40:02+00:00,380.26,357.67,352.64,361.23,370.23,357.86,370.16,355.80,354.19,355.43,L5
2004-04-02 21:46:06+00:00,406.19,362.90,356.00,359.05,373.61,368.08,383.13,360.89,359.92,360.11,L5
2004-04-10 21:56:02+00:00,386.75,366.95,361.76,363.52,377.84,375.03,382.26,363.19,358.20,374.15,L7
2004-04-18 21:47:01+00:00,,376.00,375.05,372.84,386.31,378.06,383.48,356.69,354.04,365.31,L5
2004-05-20 21:47:56+00:00,,,,,,,372.01,317.87,326.27,327.63,L5
2004-06-06 21:50:08+00:00,,,,,376.80,371.30,381.97,357.07,344.07,340.13,L7
2004-06-30 21:42:58+00:00,416.57,367.71,363.48,366.72,374.75,360.70,369.72,331.30,340.47,344.72,L5
2004-07-08 21:50:02+00:00,392.25,376.28,,,,,,,330.21,,L7
2004-07-23 21:49:20+00:00,392.46,,,,,,,,,,L5
2004-07-24 21:49:57+00:00,,,,380.36,388.93,386.54,401.32,388.78,374.24,378.04,L7
2004-07-31 21:56:03+00:00,,,,,,,391.88,366.46,350.32,356.80,L7
2004-08-08 21:50:02+00:00,377.33,372.05,366.09,360.46,377.43,376.60,381.51,354.01,343.06,340.96,L5
2004-08-25 21:49:49+00:00,396.13,376.75,371.04,,,,,,366.92,382.71,L7
2004-09-01 21:55:33+00:00,397.73,356.74,357.68,362.01,374.57,364.62,,,,,L7
2004-09-18 21:44:58+00:00,393.61,368.66,359.51,362.57,372.36,371.10,380.16,360.68,359.10,362.41,L5
2004-10-19 21:55:55+00:00,,,,,,371.23,387.79,375.18,374.79,384.15,L7
2004-10-20 21:45:40+00:00,385.72,369.90,365.21,367.12,382.23,374.82,391.94,376.92,385.03,391.91,L5
2004-11-20 21:55:49+00:00,374.36,362.25,358.07,360.38,380.21,,,,,369.44,L7
2004-11-29 21:50:09+00:00,389.98,352.28,353.81,353.64,,,,,,363.95,L7
2004-12-06 21:55:59+00:00,374.65,366.61,364.84,359.91,376.34,370.57,377.63,368.05,377.07,375.11,L7
2004-12-07 21:46:35+00:00,393.48,378.37,378.66,369.06,377.70,372.08,380.06,364.29,370.21,370.80,L5
