,dates,chi0380-0000,chi0380-0001,chi0380-0002,chi0380-0003,chi0380-0004,chi0380-0005,chi0380-0006,chi0380-0007,chi0380-0008,chi0380-0009,chi0380-0010,chi0380-0011,chi0380-0012,chi0380-0013,chi0380-0014,chi0380-0015,chi0380-0016,chi0380-0017,chi0380-0018,chi0380-0019,chi0380-0020,chi0380-0021,chi0380-0022,chi0380-0023,chi0380-0024,chi0380-0025,chi0380-0026,chi0380-0027,chi0380-0028,chi0380-0029,chi0380-0030,chi0380-0031,chi0380-0032,chi0380-0033,chi0380-0034,chi0380-0035,chi0380-0036,chi0380-0037,chi0380-0038,chi0380-0039,chi0380-0040,chi0380-0041,chi0380-0042,chi0380-0043,chi0380-0044,chi0380-0045,chi0380-0046,chi0380-0047,chi0380-0048,chi0380-0049,chi0380-0050,chi0380-0051,chi0380-0052,chi0380-0053,chi0380-0054,chi0380-0055,chi0380-0056,chi0380-0057,chi0380-0058,chi0380-0059,chi0380-0060,chi0380-0061,chi0380-0062,chi0380-0063,chi0380-0064,chi0380-0065,chi0380-0066,chi0380-0067,chi0380-0068,chi0380-0069,chi0380-0070,chi0380-0071,chi0380-0072,chi0380-0073,chi0380-0074,chi0380-0075,chi0380-0076,chi0380-0077,chi0380-0078,chi0380-0079,chi0380-0080,chi0380-0081,chi0380-0082,chi0380-0083,chi0380-0084,chi0380-0085,chi0380-0086,chi0380-0087,chi0380-0088,chi0380-0089,chi0380-0090,chi0380-0091,chi0380-0092,chi0380-0093,chi0380-0094,chi0380-0095,chi0380-0096,chi0380-0097,chi0380-0098,chi0380-0099,chi0380-0100,chi0380-0101,chi0380-0102,chi0380-0103,chi0380-0104,chi0380-0105,chi0380-0106,chi0380-0107,chi0380-0108,chi0380-0109,chi0380-0110,chi0380-0111,chi0380-0112,chi0380-0113,chi0380-0114,chi0380-0115,chi0380-0116,chi0380-0117,chi0380-0118,chi0380-0119,chi0380-0120,chi0380-0121,chi0380-0122,chi0380-0123,chi0380-0124,chi0380-0125,chi0380-0126,chi0380-0127,chi0380-0128
0,1986-02-04 14:07:35+00:00,198.9005193281843,189.11584995350626,206.119704711186,,203.0478777323181,217.565215854758,216.1975875526365,214.4720657298215,213.71076588234655,211.41743700113906,208.06004147189813,197.9618889632278,200.5813434034815,196.02588335600097,210.24646109639417,221.41374277996272,220.6133897208644,234.11494547471042,235.65984458738473,233.0810164682768,231.98367166271746,234.54551208258025,242.65970113316095,238.516450516064,254.2182626307028,249.28118047886485,243.8651049698918,240.12675624965354,249.32701302782007,246.6959626131813,256.98165541855207,253.71062935957795,,,273.52172209699484,,,,283.708411527901,287.7209799072169,298.74049582745073,306.97203252010917,318.59678859547563,313.3821750465261,314.7988800670572,312.01878992907194,,,,288.17183429261183,265.1701978014612,274.8821104956104,280.5542113702511,276.3228427421896,263.99633361306127,256.4555696147826,248.6114983631362,229.94483027643972,236.52808333658058,235.23038251787617,235.304751192112,219.51466414717694,212.68471312095522,209.43994716693828,234.43822622750127,225.87585265297517,220.59253997859105,234.39711938126086,222.72687623536854,209.24932142056943,221.19111265831964,234.37514236450022,221.38370808628503,225.1202929611492,212.36868116054424,209.93704825576214,220.04481634231053,215.02199861113914,209.62196038410661,207.89427623174984,196.84781023640366,199.31929095182053,189.53629931080712,186.9455360862943,201.66906990979422,203.5009391197071,206.1877199646879,209.12425287421232,218.17724991387783,221.77994094940465,220.49121207905907,219.6363151664515,221.38118716349004,222.64044488196288,219.7320658638691,223.59009898324658,205.43027659931417,213.38043023834513,195.85189498015305,209.21396689853864,217.799849073018,212.34691045646167,210.54198330857056,222.27686295125713,219.06812723970012,224.61373405398442,218.49458718648233,211.31712438874814,214.8518403889658,214.5742515658696,220.52211671855088,206.0928804107047,202.8378576035288,214.94027593356628,202.81854358315843,207.68877970763066,215.05193282024848,195.70602432395137,204.81336283494602,215.18703866958782,216.07991200018648,213.38722361169556,199.2284609398907,198.19779397321184,218.663734846729,223.19092106395746,231.67268951522934,231.27730521182087,234.95848733484007
1,1986-08-15 14:02:17+00:00,201.71924294014704,200.8900633053441,210.70329052435417,,238.84165976989263,217.1068715077403,223.0729095583301,228.8615171060333,237.0400981130762,234.71945710510877,206.89354494311664,192.2220797447856,180.66500226112498,198.61464106779584,206.93387607107482,232.53555879118863,235.93656616154414,240.70882098048227,234.90877269288083,234.51091839216917,236.3330331801222,246.71755025850044,252.68052670989536,259.1170044212189,264.88906156419756,270.2447978909445,254.5423243965373,241.8994752256764,245.0583371789454,234.15777999712452,248.49413079190137,247.13768880777536,255.0832575849928,,248.9370516143035,242.90340784399945,235.12803443748888,237.81790465658574,257.57826124597494,263.8667064445217,281.5204868110596,295.2138879944384,303.1740400419843,286.7711520736951,294.8505298845844,297.45828445465014,,,288.35711124121764,277.92044501380536,272.70859223787915,285.37850070971086,277.4889696725306,268.6189574122547,264.1828000140942,259.5971998777867,233.8420350247941,218.33522517895798,233.018727753229,238.5833726637126,218.39852455046844,228.2287543089869,224.56781813972714,205.50725090441327,214.5893456046064,217.97145662674956,214.94533242871321,217.9457242450977,226.45489715843755,217.33718980183085,216.5559012667352,215.23417093360882,219.27122096899421,206.0744462219039,199.1987428815643,210.53612924878456,215.52646061586867,199.20642496018692,204.23464830612335,206.10822070659853,202.4541163426114,198.15224840273507,181.7262531303773,185.2912235375464,184.89656663058616,179.66317421504507,181.46396687210293,181.6835901091735,194.73408961314985,199.0798733724141,213.6457873022847,213.43123637332963,213.45656465839204,219.24474131226148,218.22672591241974,216.05471441160736,216.73367022909122,191.33071146624286,192.5767827431959,216.97417499709695,222.02466787651963,221.16250181886983,208.404214150769,,,216.30572865724963,219.66880544582128,198.38572127689216,201.4819530593476,210.03162213944373,201.9558997279777,204.10311889235777,209.6553665776967,206.53444623643819,217.20795809167328,218.68254467438783,208.201043655182,200.26811661234177,197.441016714566,189.94017089877386,192.69693166607965,207.99029728107848,199.86476607065094,198.9597212795823,183.64398115447264,206.7061051867197,209.72329040833657,214.18651455836297,200.32935692504293
2,1986-11-03 13:59:34+00:00,191.88385758664487,190.0694382455005,203.48755270804006,212.3417945963524,210.19383897740863,,241.47238775926465,236.16327213210846,229.81440558338997,232.5893713271248,211.84654653855307,204.37635238461604,186.75083690103764,191.0821008893413,202.58795108954553,209.14523132544548,220.61815326013726,224.9026820279467,226.0482705571665,225.10675730729776,231.76134461750365,243.52136523889487,249.0094090707421,259.35390148604745,265.68602133423195,262.43475574816557,257.9603115148534,268.7378469097507,253.35725650598272,256.77461736985526,252.62994735811677,239.12401736235702,239.5800280611676,249.39190845379824,247.73184173546056,242.20847127327306,242.99270142551526,244.22423814005515,243.64185909715872,257.9217624136633,271.6187476441963,293.9128250610704,284.9431972654872,,,,171.34318279979928,188.84552942793087,277.61515421239716,265.4716608583094,277.7182052154513,276.8304804132608,279.8042335844678,280.26144180016973,266.4484609897832,240.83961016670406,237.66234749658489,223.09819294822955,222.8209086212297,242.7488901362475,231.51213250712271,222.9737671446845,217.82820687299238,212.24236380087046,220.26576525006456,231.9825141641462,230.9878840155467,233.7533192806329,225.8628865529316,217.97093606411758,214.52086372981458,220.02295352960533,221.47614317526725,213.02199423525337,212.83511414982937,222.36583195725993,219.29646128305245,217.32979181700702,210.53489838968923,205.95254318763497,196.57199256682338,187.81363909266727,189.54351760328683,187.88761074849126,201.8655897636496,204.6987405794331,194.57231037291913,206.58687161871816,209.88250462949313,212.3889136073687,212.82931348752723,211.49473222990062,213.01318422705558,210.71462803877805,220.26845445162272,213.33798612367175,208.99847454235504,203.365736860954,210.73958181870105,210.1754054214039,209.6847171030091,207.05455784768387,201.9210895950874,208.2928570962374,,214.94733631700308,213.95865678157477,218.76570641436294,208.89983715234172,204.37404487523725,208.92491302257696,202.84823790243027,206.42161233283417,199.14368713496955,196.96970008954546,205.82835632723103,204.9177982615415,199.37833143634813,208.49271941813407,195.0116422341395,201.2416761081041,184.46355431696864,161.29496805082934,182.284304272115,,,219.82999071823127,196.24008990770653,223.806571583995
3,1986-12-14 13:53:13+00:00,188.12038168488655,198.97745773445328,203.92875943832402,215.16332711835153,220.09001821308692,230.25006894892144,240.29977002360712,231.08066798776227,215.17705667387395,231.85179631066435,216.1688149004973,219.17330773111001,211.04908026497907,210.22831114061228,214.417740997526,222.63946593985716,231.23187139509858,234.89797176736857,237.62257388151207,236.228902993476,234.66054786718388,231.02417695357428,240.18478371745115,241.86827611139503,249.75991717431882,253.29683595999103,256.28634027092875,253.82205770053653,262.5430149839269,261.0050706000727,259.74192603319074,249.61127246739838,251.49357986638745,,250.79567640186428,251.7161410487357,258.3049537806004,263.67445703418946,255.46505922397193,265.13281687140216,269.6943152646246,278.9652281847677,287.39148642685285,290.2628691398789,,,164.5470685505288,179.95872224039104,233.36183382546884,262.2286416576032,277.7172495850522,286.88160254032204,288.0807112163893,282.4536802172308,277.1648690681193,263.2029690171684,239.89799662436312,241.20863363776252,235.7736289365051,249.340162350058,235.48796726219237,226.4939416607137,224.7631365635774,215.60035467229417,224.82123258006547,221.93394580065694,210.70539156494317,231.0969493194123,234.1703545276211,222.09778458423804,220.75695621007472,219.14397580891182,226.35997597722482,217.9451492085993,211.27412835646274,210.6080725825917,209.72700464332914,203.8445471530702,199.1174314945114,203.90235636299482,206.2161855329923,192.8151043388583,188.10303110129448,186.3551331155448,194.3020342883595,201.5505707293832,194.07002076315433,192.83320840010342,201.85855273739452,210.1356180560067,226.47234263411679,222.70784446792996,219.69764486215922,208.0536186021462,209.71578369489956,215.816060407721,201.47633460181754,197.73679913181022,192.92939652027607,202.7103872247099,213.58445133171566,207.49493697462276,213.22163244688093,210.2388275025454,205.94965303167473,213.34752057946997,208.49109753538667,212.13160366319445,208.40347743447668,207.37033187392126,202.13449235001985,207.980473436255,207.73507425366938,208.7356912333411,201.43417901527278,199.45961039455196,211.8455825508137,196.81380811185798,200.1626777411157,192.11498303014426,198.50095907262164,191.84800741086573,190.3468512242416,186.30253680618983,,203.40284048871413,214.5149824686488,217.70693153113922,195.21289264812654
4,1986-12-21 13:59:37+00:00,192.83009166537815,197.30363338873744,223.63687460897376,224.8345248993271,227.41783078203892,,210.96912154213686,221.83324961402568,221.78100753718414,231.56862938725249,221.15004535347893,217.86656722179285,199.89290084266202,219.8150832329957,223.71499181900126,221.5332096355926,231.73291826799527,233.5213197436649,225.50351689284096,229.8631559356107,231.61091888465205,232.06549960171955,237.5875823730448,244.1273186725249,253.31454460212828,245.7611171905819,239.40260411366484,242.1710791047899,245.16040215730132,244.80334440117795,234.62164412971933,244.12031168442786,251.4836835554727,253.519131310375,268.33865193154026,257.64661092082616,245.62019398415075,246.8849174963762,245.51342614000643,269.05697208008365,292.2171026675009,298.73486081382225,281.5051968423556,290.5678050847442,298.174816019232,288.09012566964583,157.91734021841694,175.06476784089347,226.81903799153392,251.43105634758078,286.4643448318941,290.7933445488434,295.85128568034037,286.643031863804,275.3819562326022,281.69044034204666,246.64308726083325,237.38375694075341,246.70853384788748,240.96556526887383,235.69311758966202,234.8128518368495,229.71599305021073,225.96995600081098,230.1613732399394,221.7867865571469,234.6484614515165,229.6085713085508,223.33677938278532,217.89773431885155,212.42246729973652,224.04240676752192,230.08699644445664,226.12634899366248,220.4416881773143,218.54282917729057,222.63103691674664,217.20137842115702,202.52423751178335,199.3947337304935,192.1239650642568,197.35074667352302,191.69808488478768,188.5075505410828,206.48453494213987,201.87093975128403,193.83120190770083,203.46278445814042,210.46124104411192,221.12185548189822,224.55449436092974,222.33485984130067,209.3960011853927,211.8357493331442,216.8223631086709,202.84964754076316,205.23739313735334,201.30432589867033,204.69570004211695,202.2314972287904,217.10048368513523,206.01738791519932,208.1112494077285,209.938018730086,197.1640264039053,218.59501778736438,202.70291941800366,215.9414494555873,216.36840028787782,210.53423069794425,229.90976016269855,207.4940909182264,206.99046296287827,200.63314081636383,201.51266752190958,210.44321808163772,210.71189943839897,196.00474102090814,193.32601050750537,213.39402390739147,184.34176511377333,196.5232609514403,166.71886617283005,163.88998799385854,155.16633382021195,167.97965403255841,223.65827407495118,214.4598210274199,198.9628045243395
5,1986-12-30 13:53:43+00:00,192.01825124588254,188.88903686846257,203.7667609256574,217.07419001798843,232.02510427851018,241.47997619795663,240.2165622900084,233.66214869789763,221.11832733940886,228.6691723450852,225.9325723811004,214.59939965638384,209.4945415617085,223.9678182728097,229.4496203706122,234.0803768913085,242.9616597109568,244.69921313999487,237.46313833341526,236.0250839098788,240.49925599118177,238.15379661341478,248.51749193464318,252.59983099924415,264.334353653915,259.77430280905304,260.6418429822219,254.6762595733268,248.2921574986582,251.7121415365588,254.07133842181048,250.79601409732993,260.17226042586634,273.44750779277285,269.5080705675056,259.77784024452046,260.11765086757646,267.2634125661321,264.96949055499505,276.525751171158,290.4399194278913,294.56382641682694,299.04711360122946,302.0242818352688,309.94418682840353,300.4637408822239,169.54128818201042,186.2544301390324,230.7283538941285,274.63251353666436,269.41840733745113,284.5972377844716,291.38952090296675,287.37176659576073,289.775720403583,280.6110448484988,267.928645631242,248.32860807135398,250.80404093573745,248.68711690249197,244.20818345649027,228.3913134040643,217.33508765739407,217.51620419564793,241.38459927730932,236.28443953853753,232.35274320138416,237.1630763870382,237.38382978539983,227.18666245574732,211.7136587823369,219.72425477612774,222.56681550737213,213.03785237832494,221.6209223493558,223.46209766901873,221.85321593916265,222.216834762409,214.5809145168295,204.93500916504357,203.63002156879708,190.85351049519988,181.9107615635901,182.9725625253683,195.03943639872787,201.05837868343355,214.33177573698657,208.12090355735106,215.70583931929008,221.87862880035192,226.90946615895513,227.55328891409022,207.68669841449457,208.87309160625273,206.74305453397125,204.3862257860844,211.2384902755126,213.59998135912807,213.91056216189784,223.72154001275356,220.02001941100824,218.877734153305,223.15558550653918,210.14209508786976,202.10012495210557,213.55095482246034,209.20637927430877,220.55621095584277,221.5562832232856,230.63535063749563,221.9805332613417,212.76583361618387,218.5401024581416,210.1597184318836,204.2515134473298,191.30162366269695,215.06918053684336,195.82997540715945,207.37476935080394,209.38129602668613,224.23197099839226,204.20625248372295,204.60035403177736,203.76773502601557,204.81596122093026,214.63586959077918,217.6037559079412,226.17652012066557,217.53842795413033
6,1987-01-06 14:00:06+00:00,193.11716817855913,186.38825011801316,208.24986881041292,212.0358980999408,201.07392460180108,,224.60490706290142,216.1238013206111,217.27317843114034,228.5728674066149,216.18978887181026,205.29506448823264,206.47333557773217,211.73753219958363,212.7856617516139,223.1203048646686,229.1275093548986,232.64143224240237,223.7549052255404,233.89913829165295,234.81258624254613,233.13394159922706,245.77161587977312,244.9656155391479,256.1393828721315,254.0784865508062,230.5882276394555,235.39126305365696,233.96304124276165,246.4427575980799,237.518873868698,243.6034134835011,253.32088057391044,251.9594405996229,255.39406996104077,248.80823878312924,253.8726937984551,244.57727027949994,240.38993917537232,270.495504117594,273.1503938243446,284.71425333483336,297.14081237486624,283.17161323123725,,,155.80979001894585,170.6267259263971,219.44531894033207,249.5546789711825,265.8219846303484,273.0678001030094,287.65973105791784,280.81449045802293,272.7246800274882,268.40686564146876,264.2986161180733,253.36045303827532,246.63953082268208,243.91645928775367,240.44973663298614,226.21887695408475,217.630863540361,221.4638094859165,228.5659171949329,233.7903039646112,225.67642583855465,232.60035679123592,222.18692465434407,219.70319252673534,209.49331062883869,215.5510002588944,223.90739913945586,219.52041220628334,225.37126511102133,217.91258708742302,217.65113276352216,211.62510954878928,204.29038652054714,195.82446679009698,200.74603075050655,195.10136348479486,189.52780426833496,185.07990321646878,189.6958822514781,199.16718563792668,201.2675448279345,203.15121723322477,208.46522053672075,218.00055622677655,215.86249987345354,220.1209588417915,219.88328528599982,212.39436503420131,206.1672779653602,205.29315230612775,200.18056641949795,205.01721651985918,200.15004039077638,211.2059133227216,211.07110727196084,205.0668844639831,209.0733138804224,213.7052699599752,199.91993569940837,205.66797939116125,215.8446415688075,214.4765692453645,216.31157493147217,221.0561082018764,224.06493191362966,204.14280521953722,205.28973810067646,210.43802761113542,215.64986303054278,215.36693533221987,202.31024486682193,204.75587048624064,202.06326696470867,202.85003229271166,217.36979500959092,,178.78052634722857,206.50265560895562,210.227096178242,210.54439502147045,228.39526748055525,215.9728851271665,220.0886672117346
7,1987-01-15 13:54:11+00:00,197.00145495981292,198.1062307681464,206.72773369772418,205.96081225107378,214.62092288038633,225.6726068039428,219.19106276382064,226.24014167583513,214.2543109194261,214.72646635956588,220.74195375892748,211.58638799230178,207.42457078472415,208.16464197868015,210.59404000441577,222.47004133551857,231.60740678360762,238.27600511197326,239.96004731796077,231.82191501182595,244.2316518204676,249.00881689744668,240.07645959066593,244.85395517971372,245.60372321074325,249.0490100782775,245.95206875400868,249.48786781945572,248.91450927372964,240.58552414777472,248.38809514600203,254.64286023188086,,,245.5700610078543,236.53771261128873,241.55419184005785,263.59587496055224,263.0120081723875,276.95919790415155,286.3060002883681,293.73077336295023,294.6007100296639,296.36598927818983,295.3266517166293,288.1493256618834,161.37892037902816,177.09178668069814,226.4522226226841,270.99869333286443,272.71242841352597,277.37873528379544,289.9213664772354,275.8620075933588,267.48441215556284,263.68438587097756,247.79530247750972,233.62245286998186,247.52508188161664,254.860206611742,243.3529573910771,227.76755638818204,220.01593075867592,225.12419133846097,222.90742903812213,227.21702251403232,214.9602215136049,222.66430825392337,232.00877157147895,228.15715643574143,217.7858863613742,220.85020640104776,223.47082508947528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1987-01-22 14:00:34+00:00,,209.59772505895597,211.11416487780662,168.56467321817252,173.250464505931,,,216.69340017690467,220.52006690091963,213.60502617592508,243.89551159421472,212.13966153962056,206.55722569097617,207.9537101080654,200.75473205490536,,206.45085413997336,228.71289676959887,233.46500608005297,225.85375452266823,228.56141223502473,237.02499270171208,242.96589433419174,241.45413855278954,253.8550681062919,249.20037394979067,230.31798875689358,255.93535495210293,260.3828601177223,229.58556103649667,232.86465617825257,223.61368513889497,238.68825118310966,,228.01444887330484,222.68775244702704,241.12071733383226,,236.6798404730067,262.43377256445956,,,,,,,157.64418487640503,175.36809987826302,226.00124701824814,237.11987426440064,260.7355248875633,278.7177124321052,287.35112708691577,284.53339267071317,271.82233198661953,230.33056561770482,235.85260006220537,229.61105552310943,242.13162592029775,245.52279541727634,233.1563961970813,219.98137294808996,207.63417265014724,222.18081180863012,223.80386697176183,217.23079279257783,212.3949347710843,222.71378221587756,219.60345757411062,214.4934923817953,212.98312297270914,209.92332651132705,218.55719021694887,210.1651598620826,218.4644206093382,212.3875226162798,208.27832633740348,203.91365085382066,192.68617775433435,189.62518798282218,186.72044335415663,184.62261439124327,175.2562863726163,180.39915728687419,193.9499221037902,191.0998341751593,195.77192991516765,198.4825845333977,206.97503763339913,219.50705247852906,220.87787384940626,215.05091751003218,192.7639456607261,200.51497298235486,199.889050900982,208.81567151705283,203.63656380288745,192.39586236852483,190.4866968250494,196.68740189874677,208.41004882550695,200.55812279158795,201.30489779753697,192.64989621496954,,199.2268269021058,212.39316520458158,200.10600806546776,196.23431880825504,207.2671673984254,199.69454175388753,195.20998943690984,207.2699639448415,196.46390886029855,184.8832060845259,196.6791717831182,194.08535722315128,188.4719434799217,190.72040557914,193.59759706091646,176.30322558090853,167.677672822743,159.76303239283408,176.80089343865183,,,,194.9369935752958,202.1220960594396
9,1987-01-31 13:54:41+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
