dates,nzd0174-0000,nzd0174-0001,nzd0174-0002,nzd0174-0003,nzd0174-0004,nzd0174-0005,nzd0174-0006,nzd0174-0007,nzd0174-0008,nzd0174-0009,nzd0174-0010,nzd0174-0011,nzd0174-0012,nzd0174-0013,nzd0174-0014,nzd0174-0015,satname
1999-08-26 22:04:44+00:00,368.43,371.96,373.41,378.48,377.41,383.70,383.48,380.60,381.00,385.06,387.38,386.16,384.35,387.51,387.55,386.10,L7
1999-09-27 22:04:48+00:00,372.72,375.93,376.46,376.99,375.23,379.20,379.50,376.54,377.80,382.61,386.61,386.45,384.06,385.69,388.61,391.14,L7
1999-10-13 22:04:48+00:00,371.66,376.90,377.68,377.32,374.20,377.45,378.03,374.73,376.79,379.33,382.09,381.60,380.89,383.96,387.97,391.14,L7
2000-02-11 21:58:45+00:00,372.83,377.21,378.06,379.14,376.46,380.77,380.69,376.39,379.47,381.89,385.06,384.53,383.48,387.18,390.88,390.55,L7
2000-05-24 22:03:46+00:00,374.56,374.41,375.99,380.36,379.17,386.77,385.53,380.62,384.19,387.63,392.02,391.44,389.45,393.86,396.98,393.21,L7
2000-06-09 22:04:04+00:00,374.56,374.41,375.99,383.26,380.37,386.77,385.53,380.62,390.58,391.77,395.37,393.64,394.69,396.25,400.93,393.08,L7
2000-07-11 22:03:17+00:00,374.82,380.67,381.07,385.55,383.69,390.67,389.75,385.86,393.53,394.76,397.18,393.19,394.07,396.22,400.30,398.30,L7
2000-08-12 22:02:54+00:00,373.54,383.79,382.04,384.86,381.92,386.34,386.91,388.51,393.95,394.46,396.03,392.26,392.63,393.87,397.34,398.40,L7
2000-09-13 22:02:26+00:00,372.04,380.16,379.96,382.42,379.62,383.73,384.22,384.13,387.39,388.60,390.66,388.01,388.19,392.85,391.23,398.40,L7
2000-10-15 22:01:56+00:00,373.35,379.85,378.88,380.68,378.32,381.68,381.58,380.56,385.34,386.81,389.57,387.51,387.05,390.71,390.65,397.42,L7
