dates,satname,nzd0174-0000,nzd0174-0001,nzd0174-0002,nzd0174-0003,nzd0174-0004,nzd0174-0005,nzd0174-0006,nzd0174-0007,nzd0174-0008,nzd0174-0009,nzd0174-0010,nzd0174-0011,nzd0174-0012,nzd0174-0013,nzd0174-0014,nzd0174-0015
1999-08-26 22:04:44+00:00,L7,369.18,372.63,374.08,379.08,377.96,384.20,383.98,381.10,381.50,385.56,387.88,386.59,384.68,387.81,387.85,386.60
1999-09-27 22:04:48+00:00,L7,347.26,353.46,353.06,351.70,351.40,354.87,355.69,352.64,354.77,360.33,366.00,369.74,370.55,371.97,377.77,376.35
1999-10-13 22:04:48+00:00,L7,342.05,354.40,355.68,355.97,352.15,355.62,356.77,352.80,356.45,354.43,354.72,356.20,362.32,369.51,375.69,
2000-02-11 21:58:45+00:00,L7,359.09,362.82,363.88,370.81,370.68,379.23,377.17,369.86,375.98,378.09,382.49,383.45,383.59,389.94,392.73,377.86
2000-05-24 22:03:46+00:00,L7,363.79,362.67,364.77,368.90,368.56,376.81,376.39,373.89,374.89,379.67,384.06,384.43,383.64,387.28,390.72,391.06
2000-06-09 22:04:04+00:00,L7,,,,398.06,390.94,,,,410.86,407.56,409.57,404.47,410.16,405.52,413.34,400.33
2000-07-11 22:03:17+00:00,L7,400.32,415.40,413.45,412.41,411.85,415.13,414.85,413.00,419.06,420.38,419.26,406.15,403.34,406.14,408.40,430.62
2000-08-12 22:02:54+00:00,L7,389.01,402.18,396.78,395.06,388.13,388.75,391.16,400.32,400.17,399.39,400.40,399.00,392.81,394.02,394.41,400.75
2000-09-13 22:02:26+00:00,L7,364.54,366.62,371.05,370.29,368.23,373.89,374.16,368.97,359.13,363.19,367.20,369.31,369.11,387.58,365.59,
2000-10-15 22:01:56+00:00,L7,350.58,353.72,349.67,349.58,351.46,354.84,352.36,347.61,356.44,359.14,365.45,369.01,368.93,368.81,376.52,374.82
2000-11-09 21:56:21+00:00,L7,,,,,,,,,,,,,392.28,389.91,393.81,400.27
2000-12-11 21:56:24+00:00,L7,345.91,354.82,352.82,353.18,353.46,358.05,362.56,360.62,357.85,359.13,364.10,367.09,365.98,369.68,375.80,367.42
