dates,nzd0099-0000,nzd0099-0001,nzd0099-0002,nzd0099-0003,nzd0099-0004,satname
1999-08-26 22:04:44+00:00,408.60,383.49,383.81,387.90,381.60,L7
1999-09-27 22:04:48+00:00,406.06,385.20,392.00,389.30,385.10,L7
1999-11-14 22:04:42+00:00,402.12,386.79,387.87,388.02,385.03,L7
1999-11-30 22:04:35+00:00,402.12,386.79,385.42,388.05,385.16,L7
2000-01-01 22:04:37+00:00,397.39,384.29,382.35,386.71,382.85,L7
2000-01-17 22:04:35+00:00,394.79,382.97,381.22,385.64,381.26,L7
2000-05-24 22:03:46+00:00,388.74,377.77,377.33,382.81,378.51,L7
2000-08-12 22:02:54+00:00,396.77,383.42,386.44,387.21,380.81,L7
2000-10-15 22:01:56+00:00,394.44,381.49,385.61,384.82,380.97,L7
2001-01-03 22:02:12+00:00,391.92,381.49,381.51,384.81,379.03,L7
2001-03-24 22:01:59+00:00,392.86,382.57,378.37,380.48,378.74,L7
2001-06-12 22:01:24+00:00,392.33,382.06,375.08,378.62,378.48,L7
2001-06-28 22:01:09+00:00,393.04,384.54,379.14,381.89,380.08,L7
2001-08-15 22:00:38+00:00,392.37,384.98,380.67,382.82,380.54,L7
2001-10-02 22:00:04+00:00,387.10,381.01,378.05,380.30,378.51,L7
2002-01-22 22:00:40+00:00,385.72,381.76,377.85,381.22,380.28,L7
2002-03-27 22:00:37+00:00,384.85,382.01,378.56,378.31,380.49,L7
2002-06-15 22:00:19+00:00,392.77,386.99,387.53,383.40,384.74,L7
2002-07-17 22:00:08+00:00,395.76,386.12,386.06,383.82,384.52,L7
2002-08-18 21:59:57+00:00,395.62,383.28,382.35,383.12,383.42,L7
2003-08-05 22:00:11+00:00,398.33,393.47,385.44,386.38,,L7
2003-09-14 21:49:18+00:00,399.22,392.23,384.61,383.39,381.32,L5
2003-09-30 21:49:30+00:00,401.11,391.12,384.52,381.21,382.19,L5
2003-11-09 22:00:18+00:00,398.81,390.18,384.32,383.25,383.71,L7
2003-11-25 22:00:29+00:00,398.81,385.90,381.67,378.72,377.58,L7
2003-12-03 21:50:19+00:00,398.48,385.89,381.88,381.06,380.70,L5
2003-12-19 21:50:27+00:00,398.75,386.06,381.97,382.52,381.28,L5
2004-04-01 22:01:04+00:00,394.89,381.51,379.70,384.02,380.62,L7
2004-06-20 22:00:50+00:00,388.31,380.75,380.54,385.73,380.32,L7
2004-07-06 22:00:48+00:00,392.28,386.26,384.62,389.01,384.61,L7
2004-07-22 22:00:44+00:00,395.61,388.48,387.59,390.02,385.73,L7
2004-07-30 21:54:28+00:00,397.14,388.76,387.94,390.87,386.83,L5
2004-08-23 22:00:35+00:00,395.96,388.00,387.05,390.25,386.61,L7
2004-11-11 22:00:45+00:00,394.84,388.33,386.38,389.62,387.14,L7
2004-12-21 21:57:36+00:00,394.00,387.24,387.17,391.25,388.77,L5
2005-01-14 22:01:13+00:00,390.40,384.46,385.45,388.55,387.53,L7
2005-02-15 22:01:25+00:00,383.39,380.81,380.90,385.19,384.61,L7
2005-02-23 21:58:31+00:00,383.63,381.79,381.81,384.11,384.07,L5
2005-03-11 21:58:44+00:00,385.79,383.11,382.16,383.86,383.58,L5
2005-04-28 21:58:59+00:00,389.09,384.78,384.27,384.39,384.24,L5
2005-07-09 22:01:14+00:00,394.77,388.65,386.66,384.34,384.81,L7
2005-07-17 21:59:35+00:00,398.01,389.12,386.78,386.61,386.10,L5
2005-08-10 22:01:10+00:00,398.13,389.86,387.40,387.40,386.40,L7
2005-09-19 21:59:56+00:00,400.95,390.08,389.38,389.09,389.21,L5
2005-11-14 22:01:17+00:00,395.81,385.95,385.03,385.73,385.49,L7
2005-11-22 22:00:23+00:00,397.23,387.30,386.84,387.52,388.59,L5
2005-11-30 22:01:24+00:00,396.51,386.35,386.84,387.52,388.59,L7
2006-02-18 22:01:53+00:00,389.58,380.57,381.11,378.50,381.73,L7
2006-04-07 22:01:51+00:00,385.40,378.88,378.31,378.85,380.06,L7
2006-05-17 22:03:57+00:00,390.23,382.32,383.53,382.44,384.11,L5
2006-06-10 22:01:49+00:00,387.19,379.70,381.17,379.79,378.14,L7
2006-06-26 22:01:44+00:00,390.06,380.92,382.30,382.21,378.33,L7
2006-07-28 22:01:30+00:00,391.64,382.97,382.81,383.39,380.10,L7
2006-11-25 22:06:19+00:00,392.19,379.63,382.65,387.92,382.75,L5
2006-12-11 22:06:28+00:00,383.83,375.94,382.29,390.01,384.02,L5
2007-01-04 22:02:01+00:00,382.56,372.65,380.79,389.38,388.98,L7
2007-05-12 22:02:11+00:00,378.53,366.34,376.66,387.15,381.29,L7
2007-05-28 22:02:04+00:00,387.10,370.73,378.99,388.40,381.29,L7
2007-11-20 22:01:58+00:00,394.67,376.28,370.69,376.92,372.34,L7
2008-02-24 22:02:02+00:00,378.58,375.87,373.56,373.84,376.50,L7
2008-05-14 22:01:48+00:00,386.97,378.35,375.26,377.82,377.98,L7
2008-05-30 22:01:41+00:00,393.99,380.35,378.73,380.24,378.78,L7
2008-08-02 22:01:03+00:00,392.68,378.40,377.06,380.75,380.18,L7
2008-10-29 21:55:24+00:00,400.75,383.24,380.28,386.16,384.06,L5
2009-02-02 21:57:22+00:00,400.54,392.71,387.10,389.73,390.23,L5
2009-06-02 22:02:15+00:00,401.95,389.82,388.20,387.09,384.29,L7
2009-06-18 22:02:13+00:00,399.05,390.13,387.59,389.94,384.29,L7
2009-07-04 22:02:11+00:00,396.61,387.97,385.19,387.38,379.01,L7
2009-07-20 22:02:06+00:00,398.24,386.85,384.00,387.81,381.53,L7
2009-08-21 22:01:59+00:00,398.41,383.95,381.74,386.17,381.40,L7
2009-11-25 22:02:33+00:00,396.34,382.23,380.32,385.15,379.76,L7
2010-01-12 22:03:17+00:00,392.55,378.93,376.54,383.66,381.28,L7
2010-03-17 22:03:57+00:00,384.70,378.72,377.58,377.49,377.49,L7
2010-05-04 22:03:59+00:00,385.53,378.45,377.54,375.06,377.49,L7
2010-07-07 22:04:01+00:00,389.61,381.16,380.37,376.74,378.74,L7
2010-07-23 22:04:02+00:00,393.53,382.41,382.15,378.37,383.85,L7
2010-11-12 22:04:30+00:00,399.67,383.40,381.29,386.24,385.25,L7
2011-01-07 22:01:44+00:00,396.49,385.36,382.68,383.71,387.61,L5
2011-03-12 22:01:43+00:00,396.61,385.49,384.23,384.24,384.64,L5
2011-04-05 22:05:26+00:00,397.78,387.92,386.47,385.70,385.52,L7
2011-05-07 22:05:25+00:00,395.53,385.32,383.91,381.94,383.77,L7
2011-05-23 22:05:23+00:00,399.14,387.64,388.30,382.93,384.55,L7
2011-07-10 22:05:20+00:00,400.98,385.15,386.74,384.48,382.47,L7
2011-07-26 22:05:18+00:00,399.77,385.15,386.74,384.48,382.47,L7
2011-08-27 22:05:11+00:00,400.95,385.15,386.74,384.48,382.47,L7
