dates,nzd0120-0000,nzd0120-0001,nzd0120-0002,nzd0120-0003,nzd0120-0004,nzd0120-0005,nzd0120-0006,nzd0120-0007,nzd0120-0008,nzd0120-0009,nzd0120-0010,nzd0120-0011,nzd0120-0012,nzd0120-0013,nzd0120-0014,nzd0120-0015,nzd0120-0016,nzd0120-0017,nzd0120-0018,nzd0120-0019,nzd0120-0020,nzd0120-0021,nzd0120-0022,nzd0120-0023,nzd0120-0024,nzd0120-0025,nzd0120-0026,nzd0120-0027,nzd0120-0028,nzd0120-0029,nzd0120-0030,nzd0120-0031,nzd0120-0032,satname
1999-10-06 21:58:40+00:00,387.24,370.08,371.70,370.30,373.84,371.21,374.18,380.32,389.76,390.88,396.61,393.48,402.18,396.20,382.11,395.88,395.60,392.14,375.17,382.86,390.67,389.00,399.46,405.64,398.29,396.73,376.92,377.32,379.21,378.42,384.23,395.20,387.03,L7
1999-10-22 21:58:28+00:00,380.83,371.18,371.80,371.03,376.44,375.45,374.66,380.24,388.06,390.38,393.50,391.96,400.55,396.50,382.81,390.43,389.34,390.53,383.54,387.38,392.35,390.58,398.58,404.49,401.94,399.91,381.03,380.47,382.27,378.53,383.33,394.63,380.09,L7
1999-12-09 21:58:33+00:00,380.83,371.18,371.80,367.50,373.75,376.52,370.74,375.57,383.35,391.81,394.83,396.40,400.71,396.32,387.00,385.79,384.77,392.60,389.84,391.35,395.89,392.19,398.35,402.14,402.39,401.80,385.26,377.98,379.86,374.40,380.82,391.34,378.50,L7
2000-03-14 21:58:11+00:00,380.83,371.18,372.61,368.10,371.70,377.45,369.85,374.01,381.25,390.75,396.60,395.31,397.65,393.27,384.73,384.00,388.21,393.60,389.84,391.35,395.89,395.70,398.35,402.14,402.39,401.80,385.26,378.38,381.33,377.13,385.06,394.93,381.99,L7
2000-12-27 21:56:05+00:00,344.91,347.58,339.69,338.33,343.10,357.98,354.25,370.28,381.06,383.50,386.18,361.99,362.31,364.80,359.78,351.65,351.12,357.71,336.16,343.83,369.60,374.86,384.99,394.18,,,,,,,,,,L7
2001-01-12 21:56:06+00:00,339.90,335.73,333.85,333.33,340.70,346.90,348.42,366.34,371.63,379.45,375.46,354.67,357.07,360.15,355.67,341.32,339.53,353.08,340.69,348.52,363.63,367.62,375.88,385.95,376.86,382.00,372.54,373.83,367.18,360.06,371.70,390.65,386.58,L7
2001-06-05 21:55:16+00:00,339.90,335.73,333.85,333.33,340.70,346.90,348.42,366.34,371.63,379.45,375.46,354.67,357.07,360.15,355.67,341.32,339.53,354.22,343.40,349.37,363.63,366.26,376.20,389.02,379.04,375.48,370.47,369.69,369.49,361.94,369.89,386.00,376.73,L7
2001-10-11 21:53:46+00:00,359.24,355.46,329.77,342.51,349.15,355.49,360.68,376.72,374.62,375.89,382.14,385.80,377.18,378.22,366.37,369.94,360.32,359.73,363.23,351.07,,363.53,376.82,395.15,381.22,368.96,368.39,365.55,371.79,364.81,369.95,381.80,375.29,L7
2002-01-31 21:54:26+00:00,355.83,353.69,336.68,340.71,340.64,345.01,354.23,366.76,372.68,379.14,384.39,384.11,371.86,373.00,371.98,368.65,359.40,359.47,379.55,380.34,386.70,382.49,389.28,395.38,403.52,396.15,375.24,363.72,367.22,364.14,371.57,383.99,374.90,L7
2002-08-27 21:53:36+00:00,336.62,331.92,335.66,336.21,342.01,355.97,360.86,374.96,384.50,390.73,389.44,376.40,362.12,365.69,363.15,358.82,370.87,371.63,389.79,399.88,409.74,405.82,416.34,421.96,415.43,409.07,402.27,393.31,388.11,374.87,380.36,395.92,378.31,L7
2002-10-30 21:53:25+00:00,336.62,331.92,335.66,336.21,354.42,363.61,370.61,381.25,393.18,389.95,391.13,387.12,362.12,376.56,378.88,375.04,384.59,387.45,396.75,400.26,405.41,404.21,417.75,417.00,411.09,405.88,401.83,400.13,396.90,386.38,391.19,403.46,378.31,L7
2002-12-01 21:53:52+00:00,336.61,326.47,326.92,328.88,346.10,354.94,362.94,370.04,380.98,381.84,380.23,377.70,359.37,368.55,378.88,372.80,381.14,380.03,396.75,400.26,405.41,391.87,407.91,409.71,400.21,396.07,390.52,390.61,390.66,383.97,391.19,403.46,378.31,L7
2003-05-10 21:54:22+00:00,336.60,321.01,318.18,321.55,334.29,338.42,341.34,349.50,354.92,363.35,360.08,362.14,360.18,358.80,356.76,366.36,367.93,355.91,352.98,360.89,361.28,362.22,379.99,390.14,378.46,376.45,367.88,371.55,378.18,379.14,,,,L7
2003-07-21 21:42:09+00:00,,,,,339.14,339.22,335.09,351.38,353.27,361.06,361.72,365.44,363.74,365.09,356.76,364.40,361.61,361.85,367.40,372.33,372.17,366.40,381.77,392.35,395.06,395.55,397.16,398.65,393.52,395.58,392.71,396.08,402.74,L5
2003-10-17 21:53:51+00:00,344.50,359.70,355.92,344.12,346.35,348.08,346.82,359.18,367.32,368.48,376.24,371.04,372.05,367.00,364.81,366.00,361.07,357.94,362.49,367.35,369.69,371.98,378.99,390.02,393.15,387.11,383.81,379.59,380.12,383.74,389.81,396.04,393.19,L7
