dates,satname,nzd0120-0000,nzd0120-0001,nzd0120-0002,nzd0120-0003,nzd0120-0004,nzd0120-0005,nzd0120-0006,nzd0120-0007,nzd0120-0008,nzd0120-0009,nzd0120-0010,nzd0120-0011,nzd0120-0012,nzd0120-0013,nzd0120-0014,nzd0120-0015,nzd0120-0016,nzd0120-0017,nzd0120-0018,nzd0120-0019,nzd0120-0020,nzd0120-0021,nzd0120-0022,nzd0120-0023,nzd0120-0024,nzd0120-0025,nzd0120-0026,nzd0120-0027,nzd0120-0028,nzd0120-0029,nzd0120-0030,nzd0120-0031,nzd0120-0032
2002-08-27 21:53:36+00:00,L7,325.17,319.32,325.16,327.21,333.61,347.57,351.17,365.96,374.81,379.28,378.94,366.71,355.49,358.28,353.46,354.76,367.64,362.63,380.79,392.47,399.24,396.13,407.94,413.56,402.83,396.47,390.82,384.91,379.71,367.87,372.95,388.92,370.43
2002-10-30 21:53:25+00:00,L7,,,,,372.04,376.44,386.36,393.12,407.86,396.25,399.32,403.85,409.02,392.03,400.61,393.79,400.30,408.85,409.27,405.24,407.58,408.60,424.36,417.23,414.55,410.49,408.49,412.16,410.89,402.22,406.62,415.33,
2002-12-01 21:53:52+00:00,L7,350.24,336.01,330.68,332.26,339.44,347.61,359.13,358.32,368.11,379.28,370.93,370.39,364.51,361.33,,373.16,378.09,375.90,,,,378.74,398.22,405.15,393.46,391.45,381.52,381.55,388.18,387.47,,,
2003-05-10 21:54:22+00:00,L7,,,,,344.87,344.95,341.71,357.52,359.89,368.88,368.89,372.06,368.27,370.15,363.38,367.17,363.82,352.77,359.12,365.95,368.45,363.86,377.49,390.86,,,,,,,,,
2003-07-21 21:42:09+00:00,L5,,,,,,,,,,,,,,,,,,381.07,385.83,387.07,387.74,379.87,395.51,403.29,400.66,401.15,402.25,402.38,397.25,398.69,396.00,399.19,406.24
2003-10-17 21:53:51+00:00,L7,340.32,355.10,352.09,340.83,350.48,353.87,355.01,363.68,377.83,371.71,386.92,373.10,377.94,366.19,369.31,366.13,359.35,346.84,349.36,354.66,360.90,379.61,370.35,382.29,386.65,374.06,366.27,357.46,363.64,369.33,384.20,393.44,380.77
2003-10-25 21:43:40+00:00,L5,324.61,331.30,320.77,316.45,331.11,345.38,339.53,350.40,354.38,362.97,372.73,358.55,357.40,357.32,349.62,342.69,331.28,335.70,327.93,332.16,351.69,358.62,360.77,370.65,369.66,359.15,350.08,348.79,355.07,360.37,370.47,380.86,380.59
2004-02-06 21:54:44+00:00,L7,356.34,355.17,350.21,349.57,355.00,365.88,368.81,369.95,378.82,384.77,387.21,380.69,374.66,364.80,,364.07,364.85,366.05,,,,,,,253.29,,,371.21,,,,,
2004-03-25 21:54:54+00:00,L7,355.49,360.60,357.33,352.51,359.93,371.18,357.94,359.61,370.17,371.31,373.28,371.68,370.67,368.98,373.01,367.34,368.99,374.56,364.46,363.34,369.53,364.33,366.79,375.27,376.03,372.90,373.61,362.87,376.29,384.14,392.58,390.58,375.06
2004-04-02 21:44:54+00:00,L5,,,,,386.36,384.53,375.25,376.69,383.32,392.47,386.41,387.79,384.83,397.30,400.37,394.04,396.75,400.62,389.89,388.34,388.23,386.94,391.55,395.07,398.43,401.57,398.29,391.09,399.99,403.72,410.51,424.70,405.83
2004-08-16 21:54:26+00:00,L7,347.00,339.36,332.22,,,,,,,,,,,,,,,,,,364.33,368.16,375.58,367.92,364.87,369.01,367.42,363.32,367.15,365.86,374.52,387.20,371.98
2004-08-24 21:48:54+00:00,L5,380.10,376.57,363.29,365.36,379.47,384.25,388.07,390.08,402.23,407.12,401.87,397.16,394.75,387.47,383.97,385.96,377.44,379.06,384.13,391.48,392.05,394.72,405.50,402.08,396.52,406.93,400.15,401.16,401.90,400.74,406.99,418.21,403.81
2004-09-25 21:49:43+00:00,L5,378.93,390.38,365.03,363.29,365.73,379.20,389.06,392.62,397.85,401.11,406.93,390.57,384.94,382.81,377.06,373.95,367.64,379.02,386.38,378.61,379.87,389.61,402.34,404.16,400.26,409.01,399.99,389.61,390.48,386.54,403.62,410.32,389.29
2004-12-22 21:54:54+00:00,L7,403.46,413.99,411.51,385.85,375.01,382.24,396.91,411.05,422.66,427.48,421.91,403.47,408.53,416.35,406.23,404.83,404.27,402.85,400.43,409.20,408.54,410.09,420.12,425.28,432.01,421.40,415.80,403.67,403.61,399.39,412.81,,
2005-01-15 21:51:45+00:00,L5,392.63,392.92,383.37,367.46,361.03,365.71,372.07,380.73,395.66,412.03,414.10,398.40,401.64,408.13,404.55,401.17,384.12,385.79,393.60,395.21,399.18,389.51,397.46,419.87,423.33,419.32,410.16,393.93,390.86,395.14,403.39,413.08,396.66
2005-02-08 21:55:11+00:00,L7,354.36,,337.16,332.07,339.61,331.97,337.87,350.95,354.33,367.88,384.50,384.24,379.79,368.32,,368.89,364.31,365.96,363.00,369.99,373.50,375.83,381.44,,,,373.10,366.81,362.62,384.71,393.56,388.51,379.88
2005-04-21 21:52:46+00:00,L5,355.16,366.32,359.11,354.32,372.59,382.79,368.23,380.37,390.87,413.52,405.74,397.56,393.21,398.28,399.21,403.28,391.37,389.40,389.01,396.29,403.23,397.37,391.02,397.07,405.25,406.49,387.52,396.95,399.12,397.55,413.73,422.14,403.61
2005-06-24 21:53:14+00:00,L5,,,,,,,,,,,,,,,,607.19,609.28,620.86,,,,,342.28,,386.82,,365.83,390.59,471.54,531.70,,,
2005-08-19 21:54:56+00:00,L7,,,,,,,,,,383.30,379.67,374.58,371.53,369.04,375.60,371.96,362.78,352.33,350.34,,368.14,368.95,370.40,380.92,384.17,377.72,380.79,375.28,379.28,381.70,391.68,393.87,383.04
2005-12-09 21:55:14+00:00,L7,352.92,354.37,359.65,355.41,353.94,359.89,379.76,388.64,388.97,389.82,388.12,,392.96,390.99,385.21,382.24,372.23,369.14,376.70,390.18,397.77,391.68,406.31,409.41,398.63,395.97,392.72,390.65,385.86,390.94,406.33,412.51,
2006-01-10 21:55:28+00:00,L7,345.22,353.57,359.49,,353.15,362.20,368.13,385.91,387.12,396.22,394.96,395.82,395.79,391.04,394.87,384.02,380.64,382.61,386.80,393.93,392.35,389.93,396.38,408.83,409.15,408.00,406.94,400.10,395.79,395.14,408.89,417.79,399.33
2006-03-15 21:55:44+00:00,L7,316.53,324.47,326.39,324.93,326.30,311.28,322.67,324.78,,,,,,,355.48,358.27,349.00,331.99,,,,,358.57,370.50,358.71,,350.22,352.15,359.58,362.57,373.61,386.07,375.73
2006-03-31 21:55:42+00:00,L7,330.12,332.35,347.35,353.77,351.20,333.12,336.80,339.86,350.47,369.93,382.84,385.16,,358.86,359.28,359.53,361.12,340.27,353.56,361.93,360.60,361.09,364.07,376.22,367.24,367.25,,,363.02,367.29,371.99,386.91,378.31
2006-05-02 21:55:41+00:00,L7,325.13,,,,,,,,,,,,,,,,,341.43,340.98,354.01,355.28,354.27,358.60,365.44,364.19,361.75,348.56,350.70,349.34,347.76,357.43,372.06,365.43
2006-05-26 21:57:54+00:00,L5,,,,,,,,,,,,,,,514.06,549.77,569.64,254.48,,,,,450.51,,,540.25,,,,356.52,,374.95,
2006-06-27 21:58:24+00:00,L5,334.18,334.09,330.57,325.74,336.71,336.86,344.83,361.68,369.67,379.24,384.48,383.10,369.82,354.92,352.99,358.79,350.40,335.38,346.34,356.57,362.78,359.28,361.78,376.24,375.36,373.72,366.11,368.05,366.81,365.62,378.96,398.46,377.18
2006-07-05 21:55:30+00:00,L7,361.56,361.20,,351.14,349.78,349.03,362.56,368.12,379.81,,,,,367.08,369.65,,,353.28,360.73,369.36,369.80,364.48,370.45,382.66,384.45,384.91,379.17,375.87,380.43,376.87,383.63,397.73,391.23
2006-07-21 21:55:21+00:00,L7,,,,,,,,,,,,,,,,,,,355.41,354.78,359.92,362.39,,377.40,388.96,391.49,381.27,370.44,376.82,383.96,391.67,390.50,382.90
2006-09-07 21:55:13+00:00,L7,362.41,367.52,355.46,337.09,344.65,340.61,350.06,,379.03,388.95,393.66,395.53,381.56,379.74,370.42,372.28,362.35,372.69,375.68,370.76,,364.98,375.12,379.11,382.67,387.30,382.28,369.96,375.29,384.07,386.21,387.68,380.19
2006-10-09 21:55:00+00:00,L7,340.81,347.46,336.70,325.07,323.80,330.92,335.08,344.70,355.95,370.22,371.05,366.75,360.90,357.68,351.66,350.83,340.82,338.00,346.48,354.16,357.62,357.92,365.31,367.99,379.26,378.96,366.14,355.73,352.35,365.98,364.32,372.02,362.11
2006-10-25 21:55:17+00:00,L7,,,,,,,,,,,,396.33,392.37,388.61,380.53,386.20,367.06,369.05,376.03,378.05,369.25,391.94,387.10,386.91,400.54,398.47,384.16,372.70,375.11,377.76,391.54,390.48,376.32
2007-01-29 21:55:57+00:00,L7,385.55,389.88,381.70,358.17,359.95,376.08,393.13,399.80,,421.67,,,,,,,,,,,,405.31,422.53,420.17,426.67,420.59,415.25,405.82,404.73,397.51,414.72,416.86,399.47
2007-03-18 21:56:09+00:00,L7,361.19,366.52,365.44,358.78,353.22,353.16,367.17,386.11,389.20,397.49,398.19,397.03,394.51,389.86,382.00,381.74,373.60,374.91,375.88,390.20,407.50,397.08,393.95,404.22,404.51,409.22,401.01,384.25,406.43,389.19,397.90,411.72,400.46
2007-09-10 21:55:27+00:00,L7,340.94,346.02,,336.95,339.55,344.41,348.78,356.89,357.14,363.17,360.78,357.78,354.44,363.83,367.80,349.92,330.91,342.68,347.53,359.30,370.65,369.32,372.15,374.70,387.08,388.33,374.13,368.71,370.69,371.83,380.39,395.52,386.02
2007-09-18 21:58:42+00:00,L5,353.66,353.04,346.04,348.98,352.25,345.17,346.44,357.91,359.93,365.40,366.05,363.24,365.55,373.68,374.32,365.72,351.82,356.40,350.98,356.48,371.70,375.87,374.54,379.14,385.62,385.08,381.61,375.79,377.98,367.49,381.59,398.65,374.84
2007-10-28 21:55:34+00:00,L7,336.19,330.93,330.24,320.35,335.61,332.65,339.04,349.73,359.60,347.78,356.65,348.80,342.59,351.07,351.15,339.40,325.28,327.04,337.10,348.24,352.42,359.31,363.50,371.54,367.69,359.75,370.82,368.47,366.49,361.60,371.71,378.71,350.80
2008-09-12 21:54:33+00:00,L7,,,,379.51,382.67,365.55,363.09,363.50,373.69,374.12,381.02,378.78,380.59,380.48,378.27,381.84,381.96,375.44,374.22,374.97,374.48,386.11,382.15,383.75,397.98,397.31,387.74,378.20,373.22,367.51,375.76,386.68,380.17
2008-12-17 21:55:09+00:00,L7,357.45,354.81,354.35,352.61,349.36,349.36,352.65,359.51,366.37,369.76,379.16,377.41,374.31,361.94,368.79,356.34,359.92,373.82,373.60,372.68,369.48,364.42,367.74,379.59,386.76,380.63,380.87,375.56,373.02,364.94,368.77,379.48,
2009-02-03 21:55:25+00:00,L7,364.42,376.06,378.42,,382.33,379.33,390.16,389.60,386.08,394.18,389.57,386.57,377.31,373.61,365.74,,,385.25,385.22,388.81,382.68,391.65,392.71,404.08,404.21,399.79,384.77,383.05,384.55,378.13,390.36,398.20,378.95
2009-02-11 21:51:25+00:00,L5,348.72,357.26,351.38,353.58,351.61,339.67,343.29,353.72,356.01,363.46,369.42,354.82,355.26,352.59,353.36,357.71,355.40,365.17,359.63,367.01,368.28,370.35,369.26,370.45,381.31,376.04,381.33,382.59,364.31,363.66,372.34,378.00,367.10
2009-03-23 21:55:51+00:00,L7,375.21,388.04,383.34,366.62,366.62,375.04,372.49,386.86,389.96,399.25,393.95,389.69,384.05,374.93,376.24,384.52,391.35,392.89,390.77,396.42,400.71,399.04,401.00,412.57,412.55,401.58,392.81,383.35,404.10,391.20,394.41,406.82,395.83
2009-05-10 21:56:03+00:00,L7,348.31,341.26,337.19,335.38,333.96,333.94,337.83,354.82,361.74,,,,,345.03,349.47,357.61,358.49,361.96,,,,,,381.07,357.79,371.94,,355.07,,,,,
2009-12-12 21:56:13+00:00,L5,421.34,412.46,397.02,394.37,389.33,389.63,391.11,388.92,389.77,398.54,400.03,397.73,391.52,388.10,382.89,380.47,381.72,371.68,377.83,388.08,396.33,396.76,403.01,408.30,399.06,400.87,395.33,386.87,392.37,396.70,406.08,420.24,401.65
2010-01-05 21:57:00+00:00,L7,415.72,398.88,401.34,384.99,386.44,382.37,395.56,391.15,383.84,399.47,397.85,391.10,385.45,386.51,370.35,368.05,369.19,371.83,371.93,386.03,390.26,381.58,388.54,396.73,385.70,391.51,383.16,376.27,378.76,379.19,381.71,392.55,361.39
2010-01-13 21:56:25+00:00,L5,,,,,,,,,400.94,402.66,404.22,401.60,396.05,387.98,385.26,384.62,384.19,387.37,378.40,390.48,394.04,392.54,393.64,402.51,399.99,404.80,392.41,385.12,387.03,385.39,397.50,408.17,385.95
2010-03-26 21:57:49+00:00,L7,400.22,409.19,400.57,388.63,384.61,387.88,396.76,398.31,408.82,414.54,414.11,406.64,399.93,391.17,388.37,382.45,378.43,373.62,377.44,393.42,400.68,394.24,392.88,400.74,402.27,397.88,385.34,379.42,384.91,387.24,402.38,408.07,404.04
2010-04-27 21:57:49+00:00,L7,407.60,388.54,382.69,373.25,379.43,378.41,394.90,391.39,394.39,391.97,389.23,391.77,378.70,364.41,370.99,369.10,360.59,346.32,357.76,386.42,382.55,376.85,379.30,387.13,,,,,,,,,
2010-05-13 21:57:45+00:00,L7,,,,,,,,,,,,,,,,,,,349.26,368.51,372.81,355.22,365.64,364.90,360.85,370.87,366.92,359.88,362.73,357.81,371.82,386.40,370.27
2010-05-29 21:57:45+00:00,L7,,,,,,,,,,,,,,,,,,354.30,,,369.42,363.82,373.15,380.01,365.72,351.31,366.31,361.87,362.40,357.93,373.48,385.56,369.25
2010-07-16 21:57:51+00:00,L7,,,,,,,,,,,352.65,,350.47,333.31,327.57,322.74,326.59,330.12,,341.44,347.87,345.39,357.25,364.39,361.35,327.30,348.13,342.81,342.37,352.37,363.09,368.08,355.52
2010-08-17 21:57:52+00:00,L7,379.87,385.98,382.73,381.82,370.60,,,383.02,,394.60,386.96,,,361.57,359.90,357.55,358.09,350.63,,607.56,593.77,602.83,600.59,601.60,624.82,,575.95,364.28,356.71,359.48,374.14,381.12,365.19
2010-10-28 21:55:27+00:00,L5,367.27,371.64,367.81,361.93,359.43,366.71,370.01,375.78,370.60,370.41,385.37,380.47,373.15,353.86,345.96,351.40,358.74,342.25,332.20,353.36,364.32,371.90,376.02,379.34,380.40,374.76,364.31,354.81,356.70,365.63,376.93,382.24,372.22
2010-11-13 21:55:25+00:00,L5,392.38,380.57,371.98,367.36,367.93,374.06,374.22,379.40,375.97,383.01,379.51,371.08,369.55,358.38,355.05,348.91,352.41,350.01,338.35,355.68,372.18,373.07,384.44,390.14,390.75,384.94,376.75,373.16,377.68,381.53,389.34,396.23,384.73
2010-12-31 21:55:32+00:00,L5,381.12,393.58,398.20,386.29,387.60,401.27,399.61,398.58,401.25,407.18,408.76,400.03,396.09,388.76,379.99,363.87,355.13,354.94,356.47,377.25,377.43,376.66,392.71,408.98,411.68,405.13,402.75,387.68,391.50,388.05,402.86,405.30,397.21
2011-02-25 21:59:08+00:00,L7,386.17,383.71,373.46,366.51,361.64,361.97,367.87,366.93,376.39,374.16,382.52,,385.23,363.47,361.18,352.29,358.17,354.34,,,366.26,363.28,363.49,374.47,376.26,365.40,359.47,359.00,370.69,370.69,375.15,394.69,373.66
2011-03-13 21:59:11+00:00,L7,401.30,390.57,385.42,385.16,379.32,375.94,377.80,382.12,378.44,372.83,387.58,398.93,395.23,383.01,369.13,352.68,365.63,367.78,,373.65,378.06,381.74,386.46,391.23,390.56,383.79,374.60,366.77,378.49,378.47,381.92,395.08,377.11
2011-08-20 21:59:02+00:00,L7,,383.31,382.56,357.19,335.42,346.59,356.98,366.97,363.97,369.04,366.48,366.83,,360.42,344.91,344.85,341.41,350.96,355.32,365.22,363.20,364.19,374.50,379.76,360.83,344.36,,357.92,357.82,362.33,369.83,380.02,367.15
2011-09-05 21:58:58+00:00,L7,391.43,387.80,387.46,,353.21,354.20,368.15,383.34,380.38,377.11,382.91,378.15,371.15,371.56,370.71,358.02,,363.40,360.80,373.03,368.25,367.74,382.25,381.75,373.13,370.38,369.89,364.66,371.01,375.23,379.49,387.43,368.73
2012-01-11 21:59:39+00:00,L7,336.58,328.62,322.52,310.39,315.84,306.89,,,,187.39,171.39,178.08,,322.51,306.34,277.31,263.47,228.55,211.81,,240.17,233.60,251.33,,287.18,285.00,284.14,312.40,327.31,328.53,345.36,350.36,
2012-01-27 21:59:39+00:00,L7,368.54,361.88,373.51,360.93,358.84,355.86,363.40,360.87,376.24,372.50,383.38,375.12,377.06,370.15,371.32,368.49,363.44,369.38,368.79,384.28,376.78,366.03,377.19,388.16,386.38,372.68,362.55,363.45,361.54,356.59,367.39,376.49,365.16
2012-05-02 22:00:07+00:00,L7,385.30,384.19,382.10,366.76,358.81,351.75,364.05,388.20,406.90,383.28,369.12,365.18,353.05,364.80,368.41,394.60,359.22,349.58,366.23,361.64,362.93,364.49,370.54,399.95,399.25,393.89,370.11,359.65,360.96,375.24,381.75,388.25,377.10
2012-08-22 22:00:50+00:00,L7,363.35,357.70,352.97,353.16,350.28,346.84,343.38,347.70,354.29,348.01,354.34,342.41,339.38,348.21,343.13,359.58,347.79,342.30,346.01,340.94,343.73,351.22,,,,,,,,,,,383.12
2012-10-09 22:01:16+00:00,L7,386.57,366.71,362.70,358.11,372.27,373.60,362.59,359.21,362.98,366.50,356.69,,,,,,,,,,,,,,,,,,,,,,
2012-11-26 22:01:37+00:00,L7,391.15,388.76,382.96,382.46,382.06,377.96,370.93,370.01,385.64,383.67,385.98,377.91,377.40,374.91,374.84,381.61,371.49,372.37,374.74,371.62,378.18,393.22,385.70,390.79,394.34,393.67,384.54,364.24,372.52,375.96,381.15,387.87,377.68
2012-12-12 22:01:41+00:00,L7,386.59,372.78,364.29,352.23,360.62,366.93,352.87,363.61,366.07,,,,,,368.03,368.64,359.57,356.58,358.45,362.18,362.07,362.46,373.10,387.16,382.29,379.96,364.61,356.12,367.40,369.01,371.31,371.38,343.26
2012-12-28 22:01:47+00:00,L7,,,,,,,367.08,358.21,362.20,364.93,366.04,370.03,376.38,365.78,357.14,355.14,355.25,353.72,360.48,370.88,372.64,369.38,371.79,386.29,386.46,371.05,355.85,356.32,358.09,356.08,370.35,370.87,357.36
2013-01-13 22:01:46+00:00,L7,348.21,353.60,353.17,,346.82,336.78,336.33,341.63,346.04,348.46,356.62,352.91,350.21,352.62,339.65,,,356.67,357.11,362.38,356.93,349.80,352.78,370.52,335.89,341.93,330.51,337.82,338.89,339.12,359.42,362.63,339.79
2013-05-29 22:07:41+00:00,L8,368.09,363.51,373.65,356.30,359.27,358.88,,,,,,,,,,,,,,,,,,,,,,,359.88,356.84,372.37,380.17,368.43
2013-10-12 22:01:37+00:00,L7,382.02,369.47,368.40,375.09,380.72,378.10,370.93,378.84,383.06,397.35,386.45,374.49,376.97,376.87,367.41,354.82,355.31,356.07,365.86,366.00,372.01,365.68,392.09,399.04,395.89,394.12,366.93,371.84,370.73,365.39,372.05,384.44,371.72
2013-10-20 22:07:26+00:00,L8,370.09,362.12,360.88,374.40,361.21,378.39,370.94,366.49,383.14,374.81,384.80,371.18,377.26,367.09,356.55,353.22,351.83,345.55,355.05,364.46,362.16,362.96,369.44,379.94,369.91,363.47,359.10,356.65,360.31,358.31,371.77,378.32,366.95
2013-11-21 22:07:13+00:00,L8,355.10,344.85,342.80,342.76,347.48,353.04,359.44,354.82,355.03,358.17,361.44,365.13,352.51,346.86,320.32,344.79,330.64,337.50,337.97,348.56,349.55,341.20,352.85,360.97,351.09,320.25,331.44,338.94,348.14,349.41,365.48,371.20,345.79
2013-12-07 22:07:14+00:00,L8,359.50,352.05,350.67,354.36,350.13,350.86,363.81,357.72,358.63,366.39,371.16,366.40,351.10,350.40,346.95,,,,,,,,,,,,,,352.68,349.50,364.69,377.37,359.58
2013-12-15 22:01:57+00:00,L7,384.10,369.51,366.96,367.25,357.85,368.66,372.34,375.03,379.89,383.35,386.22,383.13,377.62,368.44,369.87,373.29,365.03,365.46,364.67,373.43,375.21,367.82,375.11,388.98,393.19,387.41,369.46,364.50,363.38,360.98,372.77,384.25,369.42
2014-01-08 22:06:55+00:00,L8,385.73,366.70,382.92,367.39,380.05,381.63,379.34,387.87,386.51,399.06,393.81,393.34,381.67,382.55,381.95,381.82,371.94,373.70,376.49,381.47,379.86,381.05,383.92,400.82,403.23,395.05,380.35,368.88,374.23,374.68,382.02,395.85,378.39
2014-01-24 22:06:45+00:00,L8,393.93,382.99,383.27,378.15,382.57,387.03,389.65,389.82,398.35,403.86,406.82,399.10,393.78,389.52,389.07,387.25,383.21,377.90,383.31,392.07,384.91,385.26,393.70,402.68,407.06,399.66,387.82,380.33,377.10,376.95,386.84,398.63,381.82
2014-02-01 22:02:30+00:00,L7,218.72,234.89,241.72,262.41,,,262.91,281.01,240.09,199.79,203.94,196.44,,314.32,248.43,224.20,236.37,226.95,226.34,241.52,257.14,248.26,261.10,,287.43,305.38,308.44,334.77,341.32,340.43,363.87,,
2014-02-09 22:06:33+00:00,L8,392.51,386.47,380.57,374.05,371.59,376.12,372.39,372.73,380.30,382.67,386.21,377.82,379.54,367.62,369.23,358.60,361.60,368.87,364.08,368.53,372.07,375.60,390.47,404.95,401.52,391.28,382.87,377.02,379.24,377.16,386.15,404.33,390.42
2014-02-25 22:06:20+00:00,L8,398.46,390.96,383.86,381.56,372.99,378.15,377.31,372.38,380.94,381.64,388.25,384.31,378.30,364.92,365.59,369.01,360.43,371.41,364.79,370.19,371.40,368.73,387.54,406.12,398.70,384.29,379.59,366.06,369.62,369.40,385.53,392.11,380.94
2014-03-05 22:02:25+00:00,L7,365.13,369.27,356.27,354.15,355.47,362.47,348.14,354.10,357.08,365.71,364.38,355.74,352.31,346.37,341.16,338.30,331.44,339.56,351.61,356.40,347.65,349.66,365.14,378.25,373.58,363.04,343.83,343.42,352.18,354.64,363.29,380.00,364.93
2014-03-29 22:05:52+00:00,L8,388.04,394.87,373.56,360.32,358.19,357.50,368.41,365.17,374.30,380.36,383.16,371.05,371.56,365.15,361.23,357.26,359.51,361.31,360.76,364.91,368.44,361.76,365.48,382.83,386.20,382.44,368.47,359.52,367.94,365.93,376.17,387.31,372.65
2014-04-06 22:02:36+00:00,L7,,,,330.33,338.26,350.25,346.63,349.77,351.59,353.44,,330.60,,333.23,334.34,337.96,323.89,337.22,339.23,340.52,339.92,338.82,344.81,,374.68,350.81,335.85,338.97,347.24,354.27,364.70,380.44,364.61
2014-04-30 22:05:22+00:00,L8,371.70,370.49,361.77,351.82,357.48,362.43,365.38,369.58,379.33,374.61,375.03,362.90,361.67,363.10,368.79,350.40,342.66,359.86,359.00,364.97,366.25,347.73,357.10,377.55,376.06,370.84,352.73,348.53,352.90,361.57,373.91,387.02,365.32
2014-06-17 22:05:20+00:00,L8,,,,,,,,,,,,,,,,,,,,,,,335.10,339.34,341.21,338.11,333.24,339.16,353.86,351.08,370.65,376.85,347.99
2014-07-27 22:03:14+00:00,L7,,,,,,,,,,,,,,351.21,342.17,339.97,345.86,350.75,342.68,337.95,338.10,333.61,347.34,351.48,357.74,350.09,339.80,340.57,351.67,353.02,364.62,374.51,358.03
2014-08-12 22:03:17+00:00,L7,357.87,358.65,353.04,332.18,344.55,348.17,350.23,352.22,348.36,345.95,348.42,339.39,345.81,344.04,340.35,332.68,332.39,339.20,336.83,330.12,335.02,336.03,333.79,353.01,346.20,339.53,331.44,326.77,343.01,347.88,355.37,371.45,344.26
2014-08-20 22:05:42+00:00,L8,,,,,357.55,366.17,373.67,373.56,370.70,369.35,371.70,364.48,365.12,361.54,356.75,361.52,351.57,357.43,356.07,348.00,345.69,354.72,359.36,367.15,375.08,389.70,387.39,360.80,369.66,363.27,374.72,384.35,367.32
2014-08-28 22:03:15+00:00,L7,358.60,360.93,,335.97,348.69,350.47,349.21,350.82,350.50,355.70,351.42,344.01,,,,,,,,,,,,,,,,,334.43,340.96,350.36,364.78,319.95
2014-10-07 22:05:49+00:00,L8,358.04,369.11,363.68,364.45,358.10,360.02,362.68,361.60,366.34,366.32,363.03,367.31,355.57,361.16,359.19,346.68,337.10,345.61,348.60,352.67,355.30,352.71,357.23,380.95,388.86,383.46,356.59,355.76,362.95,364.62,377.75,388.60,375.06
2014-11-08 22:05:52+00:00,L8,338.73,356.25,353.24,351.62,352.39,343.49,,,,,,,,,,,,,,,,,,,,361.19,350.16,358.33,366.26,362.96,370.36,381.24,369.50
