,dates,chi0112-0000,chi0112-0001,chi0112-0002,chi0112-0003,chi0112-0004,chi0112-0005,chi0112-0006,chi0112-0007,chi0112-0008,chi0112-0009,chi0112-0010,chi0112-0011,chi0112-0012,chi0112-0013,chi0112-0014,chi0112-0015,chi0112-0016,chi0112-0017,chi0112-0018,chi0112-0019,chi0112-0020,chi0112-0021,chi0112-0022,chi0112-0023,chi0112-0024,chi0112-0025,chi0112-0026,chi0112-0027,chi0112-0028,chi0112-0029,chi0112-0030,chi0112-0031,chi0112-0032,chi0112-0033,chi0112-0034,chi0112-0035,chi0112-0036,chi0112-0037,chi0112-0038
0,1984-07-15 14:11:57+00:00,185.42778238089218,170.71363010739557,181.34668733582325,180.3795514702464,180.2991462322726,181.14079695196958,180.78367961773438,178.04690766133777,169.4657955763866,185.371816615118,188.98587121829436,193.1174911580426,193.698319064834,190.01548738548055,194.60036809805726,197.30602784130878,193.5525100708622,189.02349021641234,189.0483721290112,192.80316463238427,190.79389958617853,182.79924486137352,182.55962361576044,188.94501970046517,184.67219060502552,177.2069609352733,182.06342115008675,187.5138198628791,189.68551673201435,190.20040690871423,195.0594028016088,201.16998574273236,202.46153964633424,210.04264126255768,218.9392668619578,217.34891434826005,214.42220850414995,217.25767294717744,225.60977954892186
1,1986-07-30 13:59:17+00:00,,,,,,,,,,,,,,,,,189.17795848202027,187.55098125161445,188.24662575462293,189.88900236401747,189.85232706491465,183.9860650424259,184.05316282745707,184.2767538106806,184.3465448833872,182.81657835643685,186.74314274589517,190.1954109798273,195.35066285441403,195.33298802887782,201.2246474775321,210.01947826357792,214.63991347465156,218.05611473251727,224.2199124319687,223.16493547106188,216.17670612471946,216.801549180408,226.44084622533123
2,1986-09-07 14:04:01+00:00,196.5261967434219,188.48216228331705,185.99086616858628,186.05819507187914,184.13391066381814,184.21860541372817,184.1206984453406,178.69877871261178,180.30441333161252,187.59215693692283,193.4621774640255,194.6614431872376,192.86972217091548,188.7869887063051,193.68756661590265,196.07093718200153,193.1289832988229,188.1293290936184,188.72093285515132,193.25464261215902,189.9700062215465,184.5580441812026,184.83940769224026,186.25663557115053,185.19518356848448,184.6632414458119,182.5048853199073,190.34242395627527,189.15045408496476,194.9586914284919,200.6064139038735,204.83403578256224,214.1381915455886,202.89386537147107,214.077196139862,215.2879659264969,212.37120111839226,213.79225642716267,225.55379133478198
3,1986-10-18 13:56:32+00:00,182.78910481179142,179.17686355455464,173.77918803127798,179.21829933572658,177.27642192977126,179.10555941636844,173.77671816692992,168.30377661040617,169.0058303863857,173.45061001716894,185.10575123021934,186.31994004852876,180.70982171537958,183.01008437816392,185.3198527652576,191.88914322970018,187.21273202523594,186.73286166494879,184.77998902472797,188.01564832167773,188.37828436056643,181.53325122657557,182.4647975296538,184.0421773639321,176.22899024207305,174.74575062150117,177.0589986505165,182.03598556877844,183.7467268767677,189.6598830518289,190.39561002472962,196.13522897258582,201.1666391693662,202.71274738068442,205.9983199299342,207.4706283126774,206.19917059137896,204.6834310758545,218.26290712319187
4,1986-11-03 13:55:58+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1986-11-10 14:01:53+00:00,185.65841356419176,183.7477026602565,176.42952556072643,180.06614203429578,173.7990332721609,178.93147917678087,164.9454841569985,162.60619177050356,161.5176935015029,168.48931873159594,187.1395704508442,180.5386223034425,180.08162624328463,175.4941183050587,180.36286899937298,182.53305894035785,183.35295367927537,177.3111494741768,175.67606138490743,177.3791848633203,175.49398934028946,177.07211856501505,171.3361044508203,177.02829677225853,168.8159281397598,172.78733583713998,169.9199862532018,173.2727669393968,173.74802469084756,178.9204951194766,181.41350927728908,182.88876555575874,191.27554645292784,193.70630038383328,198.99076838886893,201.92888664527587,201.83902554855078,205.4507370027786,209.39458859360658
6,1986-11-26 14:01:29+00:00,,,,,186.31352944738555,189.9118836074359,189.96434039707748,172.7619952532119,171.13324649694545,179.461596497648,181.29617957109772,191.04592806071028,187.64333325889044,192.5974325754034,190.65169347437066,196.544463534897,190.88965706985425,190.66230592467903,187.98220700693352,191.45847311491937,194.10793402175653,191.20946043828272,188.99157798830467,189.01468491644175,185.60797567707485,182.0066185843963,186.50461638955917,183.9450147620867,182.50070370500242,189.7790113421025,193.94671300665925,199.4691478371662,194.56327991898314,,,,,,
7,1987-01-29 14:03:22+00:00,194.35525151597503,188.51815727133334,187.23572048370136,189.61175819293538,192.26225508089544,190.5233037262756,185.91576741369119,182.36299382691473,183.56001469751249,187.69699688922196,198.1268367122683,200.19786758288967,197.14592929876815,196.3115285417295,193.01394613351158,200.212653432637,189.7507731661262,191.42187700758146,188.77792553802874,194.65379132961945,195.24904621905617,188.26048192933493,187.14000159775748,187.72966345484446,186.722666248391,186.04575979094844,185.12695395861414,190.5329629647115,190.21384627267898,189.55324689522155,190.70704855413788,195.6610990116441,198.16024473557627,206.16784909196008,214.35794768893416,218.8854025381943,213.32256915923762,217.3136343766019,224.34027983739594
8,1987-02-07 13:57:33+00:00,185.0558266780892,190.27982547431176,188.72925533210469,187.13745942851924,188.33095861323864,187.14124515170005,180.7919623073744,181.27186728138216,176.71240419523605,180.9213214962633,197.0587569268871,195.16566539057223,192.96388888500925,187.08246098311673,191.8999673139379,193.21558803907612,191.47342825295914,186.86078508284893,184.70712976023162,188.7788855078458,191.54272631910231,189.1589467854985,190.1907151653656,186.65716196440866,186.14106525699998,183.8934522196988,179.3193519545622,187.25439112343693,188.80258848342902,191.9533245915476,192.34579044982445,194.36075806301366,197.163444656154,208.938434896142,212.46554181363052,216.91102731325373,214.73251901360487,215.3675526138669,219.99201688468898
9,1987-03-18 14:05:13+00:00,201.0583117496988,192.34160638230426,186.72750541948977,186.15675295101906,189.72242838904592,189.31637288879136,187.15117959556432,182.3062077918159,184.7374356091894,186.54545303018259,196.3770968177399,197.49976046979222,200.4716208542294,193.85280424710032,192.86134147430346,199.17720942618146,198.50564748421408,196.72028683794642,196.67980014277597,199.4456781974183,204.14290835155677,201.3850454017953,203.51995365273203,205.02617965157097,199.3768803392098,192.94902174869353,188.21232316493493,195.28591473794964,189.05586506040837,192.19850731090267,196.48823302582838,207.13569976418052,215.5317231597257,224.51852665109647,233.65514173236545,235.1946268442639,234.99921446509762,232.1540193863563,236.04929849695202
