,dates,usa_CA_0127-0000,usa_CA_0127-0001,usa_CA_0127-0002,usa_CA_0127-0003,usa_CA_0127-0004,usa_CA_0127-0005,usa_CA_0127-0006,usa_CA_0127-0007,usa_CA_0127-0008,usa_CA_0127-0009,usa_CA_0127-0010,usa_CA_0127-0011,usa_CA_0127-0012,usa_CA_0127-0013,usa_CA_0127-0014,usa_CA_0127-0015,usa_CA_0127-0016,usa_CA_0127-0017,usa_CA_0127-0018,usa_CA_0127-0019,usa_CA_0127-0020,usa_CA_0127-0021,usa_CA_0127-0022,usa_CA_0127-0023,usa_CA_0127-0024,usa_CA_0127-0025,usa_CA_0127-0026,usa_CA_0127-0027,usa_CA_0127-0028,usa_CA_0127-0029,usa_CA_0127-0030,usa_CA_0127-0031,usa_CA_0127-0032,usa_CA_0127-0033,usa_CA_0127-0034,usa_CA_0127-0035,usa_CA_0127-0036,usa_CA_0127-0037,usa_CA_0127-0038,usa_CA_0127-0039,usa_CA_0127-0040,usa_CA_0127-0041,usa_CA_0127-0042,usa_CA_0127-0043,usa_CA_0127-0044,usa_CA_0127-0045,usa_CA_0127-0046,usa_CA_0127-0047,usa_CA_0127-0048,usa_CA_0127-0049,usa_CA_0127-0050,usa_CA_0127-0051,usa_CA_0127-0052,usa_CA_0127-0053,usa_CA_0127-0054,usa_CA_0127-0055,usa_CA_0127-0056,usa_CA_0127-0057,usa_CA_0127-0058,usa_CA_0127-0059,usa_CA_0127-0060,usa_CA_0127-0061,usa_CA_0127-0062,usa_CA_0127-0063,usa_CA_0127-0064,usa_CA_0127-0065,usa_CA_0127-0066,usa_CA_0127-0067,usa_CA_0127-0068,usa_CA_0127-0069,usa_CA_0127-0070,usa_CA_0127-0071,usa_CA_0127-0072,usa_CA_0127-0073,usa_CA_0127-0074,usa_CA_0127-0075
0,1984-04-18 18:01:41+00:00,169.82418217567846,181.45260982140553,173.94006468820916,171.42332097803484,176.23993321410137,173.82116705427006,183.1309083851142,163.21499372331414,146.45973738563595,157.86583947932024,160.68544835033168,158.5628575667443,165.0796739426463,166.16156641075344,166.4252732932894,149.4078285867559,150.96682163888676,146.98605263589593,146.07729058426756,135.80437107501257,140.57137841437773,127.01758291632662,115.56340030458735,106.68002607578244,113.26272034198973,116.96389724626488,136.45127650785935,145.3240499464506,130.95108210371012,144.98571404085516,163.688815824996,159.27586704181664,149.6121798589685,125.2808556547194,115.4840793614114,127.02273118840222,129.89605220448243,148.2158332379292,158.20137105254116,135.22309496310544,127.38384211210847,124.995786229346,134.54948234979932,156.4696509001618,150.24928931939482,140.81059152763075,136.31258144255827,137.29728682903294,139.49652167208677,170.14986667179045,187.7103540468739,187.09496104157023,188.453189475137,188.3549518129856,186.88477456153728,185.85441803332463,185.25241813777316,192.09221802075615,163.70829815131611,181.68566802136974,190.6442835527309,180.45762078818018,181.8142391076,184.51071975898,164.8025012771478,164.9407523829509,171.23821614707862,187.70613431508974,185.5065158633935,167.69720493464155,146.90243560047062,138.59312570076585,153.64346072119557,170.83212512437441,181.84844021932287,208.83703505363974
1,1984-05-04 18:01:45+00:00,180.29866655841784,173.885978063822,180.6421948705638,186.077996383509,176.21602174210312,192.40100155639783,175.26579113858665,164.42493776565894,163.6489362239721,152.5438445103294,156.0667194997477,162.71096412325093,169.2746573204174,163.24829798796017,167.02815333763476,162.72840159212672,153.8204457639844,145.57633395205787,146.69830171123655,144.7650599733459,139.53613494198964,124.90510725830127,122.29236668024622,113.8695527690962,135.88163438342758,146.8702187920768,164.59511931044045,157.72539551198466,150.1526571950604,148.75835203324917,152.7640456229947,161.15670892474836,154.9199415465722,145.89690873154433,148.0391879966009,129.77443183642288,139.25135035850636,162.4780674012575,138.0298429267714,126.03250696590793,132.90350997704226,144.8386495706863,167.9973209981195,164.10991526768652,139.70628471956542,134.42072071773555,139.68910032397136,161.57669842952396,174.57431086206043,196.82425466318728,198.5444865978459,205.450076039446,207.83857927714197,199.0287487552912,185.97334784243665,185.40397367262682,186.93271492301258,187.30514613585245,177.36824541701748,177.42543845652378,178.7459272382385,181.578592551135,196.46075928114632,197.30054705348752,175.39202705536295,166.70433380698356,179.49618090120555,195.6094538907099,185.34206518863266,156.02671672099424,144.23593757681,133.13118493628596,159.29085541694758,188.59106838325175,194.44508281404345,203.07619465386514
2,1984-05-11 18:08:11+00:00,164.22250310564806,157.07388057687257,179.78137907350455,174.1585298302103,178.79361981523795,184.09419117131586,169.14190810739936,165.58469451686977,165.14936580728255,147.12878216360565,143.7144144544285,149.14059721461987,155.87049493792668,157.95412109066532,154.72102205771776,153.4732090760184,135.75698271602448,135.42396899387282,140.415686002411,138.27104437787312,129.20508396281602,118.7053088963092,116.32746337694194,108.5789748139642,124.24998211106255,142.49438157031807,145.247078153003,141.46789717943503,145.74696344019748,139.62576338713427,143.93151865780936,146.980557320122,145.35225971988865,139.30124578033062,127.06090483424786,124.86912888983089,136.01776344740685,140.5819077526395,128.45215818402818,115.24033069664235,122.8307275460058,141.2320972623208,155.96032742633642,148.69603032808874,126.33308698086138,126.1665957786624,140.7205336332946,158.1959743833209,163.0257822318107,184.39054728667352,187.33493883536093,190.91606877769559,188.73131700957651,189.97489276166448,176.86935294578726,183.0138554249075,181.79234929421995,181.5610195799137,166.33025295963864,167.57919823353248,158.51057768302124,173.4511107821035,182.24665561102978,180.0401737963768,161.47087008307847,152.8561611332368,165.52694249983966,179.82779843006418,176.1916041403551,151.17442059109865,136.90922153941213,127.51570561091903,155.21147648460024,176.66859926187712,184.21039094663234,207.73032800538056
3,1984-10-02 18:10:48+00:00,187.2250931075889,177.56343852085902,178.30766756008924,183.97426654765468,199.0595846377578,181.29962602605147,178.4085094791732,166.53563335111167,180.8397336616353,172.4965974694398,172.6545181496406,175.30230441273974,179.41256383703046,163.8880630648266,170.9782958953308,174.65544120295942,158.76984925750264,153.49898218910707,151.93539932667386,151.9005225895203,151.01591310629328,147.5646942762782,140.71032175899515,150.94838769328044,163.90810263613363,165.44107193034327,167.52253302172434,173.75875841220804,170.27327798713767,153.17191003571213,172.75748718996232,172.57146491874457,144.97011433880857,146.17940129066002,160.92906537858312,166.72277297333994,169.49094642426456,172.21738570987077,140.8310228419607,130.59323702146506,135.97732017751989,144.94701403655785,157.981204004422,184.421895469376,192.9870745280503,190.9479890042408,195.78176222685659,206.84049110823392,200.22803644800294,200.30413441511809,211.06321018749273,215.06956330083733,201.9718976274229,202.6553423318337,200.5281936356455,212.3507436068862,208.3366211606028,202.48818842834956,195.40058230357948,196.76513245501877,194.67640999619405,183.7493623014869,200.98330964743656,210.6821109724566,208.68614775009698,201.32639782942263,192.42894920320998,196.49661765727961,183.9910534987464,176.40017011924493,178.88674930075706,175.74235352227385,177.7101629382547,182.8077561099351,204.29122885628573,227.5730074894358
4,1984-10-18 18:10:45+00:00,206.36033099793795,195.0389590378572,177.35006478742284,176.58260019783677,160.40211392744018,155.93046669257748,173.4771364493981,180.89745069798965,176.65912157600928,181.59100218597524,182.95778090660784,181.55732664402478,161.47898894953548,167.24853639798408,173.60780364198143,172.3953630592421,160.7855329690387,154.2224725218884,147.41160704606358,143.47683674674522,131.25155083986135,138.56410672041997,148.72196069250455,158.94022268186507,167.47728279485747,158.06803918070813,163.2510400355985,149.31569903131359,147.10652795862853,167.7535638679557,179.92437011905795,152.64808798897604,137.27655492878367,140.5452652039409,147.79514171965752,163.52783581493884,167.21757006015127,153.29918189334194,150.55566917215782,139.44244351097228,144.33604913121818,148.64634658789296,148.98892479592743,154.487404785922,157.52528428115855,170.93066782350317,195.79194342242602,195.6866768167666,207.1333008644045,220.27972469492204,228.3560528498949,209.28288082747474,206.4513661228368,203.54916286875698,205.03290052973117,208.49918999331592,213.84169112664046,214.20751000901876,205.67777662893076,198.78519208925104,198.80540496084546,203.15636171997625,202.74803235248342,202.11706076871826,187.24346195094506,193.7494368526626,204.77551539150068,189.62488713397227,192.7956745563155,189.933406348696,172.14565567540402,167.29865750671286,170.77183102978586,179.486424877138,199.18272810730093,228.7863913148966
5,1984-10-27 18:04:31+00:00,207.1520432130775,198.35886484489149,174.01497124917626,182.58489604207705,172.61487234660905,169.39426775831296,173.42355962132345,173.09454526542066,177.48536528074905,180.15989782199256,183.35873479810465,184.2052306293328,170.70876692228705,173.9388060542466,182.20934207856962,161.24301296555896,157.58898803040097,153.69218016940732,147.338097225606,137.05685255801643,133.35148009353125,137.42825996338806,144.54381119462292,167.66697656936282,174.10425259474408,154.09004055154836,162.71610434908845,153.42897724217175,150.492979303057,163.6086637878605,179.15582828548924,165.3159378683804,148.7769313858019,142.4288825609202,160.00270215078106,156.57665434053487,155.79107308239594,156.16197090014296,149.0628605419325,140.10521935620173,141.70386667428463,148.43599633078358,158.38827537815888,160.88520253659254,167.32413425879062,168.6897886701951,180.60953990650577,195.01503754973584,209.46095597803657,219.40321578767933,226.02843188436927,224.2437337042661,214.45868390403538,211.8763399584445,201.72772919170566,208.02770900408984,212.2107337962913,212.41439205494441,200.77629049713033,196.89593274940458,194.97814968318673,210.41932522020596,213.74399959113606,207.65301723792652,191.3681171935247,191.91269489728154,199.71149191979376,184.47684806042625,194.88435670208975,191.39246362465119,174.5860448866422,170.14513193787616,174.34832214198497,186.1850879685576,204.36643555505825,229.4356522497962
6,1984-11-19 18:10:33+00:00,176.94280743516592,176.5088975825978,171.9608118493976,152.44260318432853,148.85356058427584,153.21694371471366,124.11667052417226,135.95433252130235,162.03620440444217,150.88590662307737,139.75600384875403,135.71516499187416,145.968263288872,145.25320532106068,143.73642343746084,143.61444723016078,124.48601733598794,106.69072437234377,109.50824004543267,107.09622433024545,,101.67327042870534,110.5642398712331,121.07814256269009,142.2556611699379,135.51262069061596,137.63963046994186,124.58295505201816,131.14020579904016,131.2400334119699,127.80204421878528,122.96337052534777,112.13898724385871,113.89285191413285,128.31480806879648,137.08028835752015,131.62395660244812,127.57597909883668,129.96889162221174,118.92998713380314,122.91512798033679,123.24262606416673,124.87840799242889,119.71914994009664,122.16731943451832,123.88336304762998,138.55286251554878,148.5122077834639,166.47428000399077,175.97665028755893,196.28888099111543,191.55366892102577,180.3938678921013,182.07292333066204,170.9000161013689,172.2885268007319,,179.65822346478757,176.90024734225676,158.86875658936418,142.1655008493508,151.73936819087209,138.4629813197284,154.9151037870514,139.93811842774684,139.93076929620977,153.56147879240578,158.19285000858892,151.69841503969374,147.8613970286396,135.56144135553603,127.14438951320757,140.50163594978648,154.24986356300136,164.5905800036301,199.05732091834682
7,1984-11-28 18:04:24+00:00,,,,,,,,113.23885899548092,159.71063037361517,,,120.81056896289338,115.53034358777137,120.14840539559978,150.98470109782164,141.06856487086085,,116.90789871964816,142.92476708984447,127.03172256375605,,,,131.76898130398385,138.35394352916808,141.91409981425343,150.37346300370814,134.6466910567109,116.10016083181077,119.71078521219107,140.34823392654187,130.41369044438125,117.74532086316908,112.21953000220903,117.12119947969636,145.2059161054018,144.84490416655524,142.71593854114275,128.7848614841944,128.87039423657123,126.88756570549096,134.84979261876026,139.86912729511798,130.2172027144721,116.49376755017047,129.57565229015603,156.17694380398586,170.3328984909405,179.1334645185589,191.3807026897563,189.0121385563153,194.74515500242248,194.5006056078612,187.5555890980756,184.3444307545641,192.10640085830642,189.41386964167003,185.52880802290974,182.90520546070863,172.68583306102093,164.66414173143613,158.15000079572852,147.94949101641944,158.20313971000203,164.94453976654026,166.8850728223472,167.5916700283873,174.83091629529696,179.62936033133983,157.8659085145958,147.82739139592462,142.80513377222871,146.44675846384473,166.18427769796173,180.51554274199214,210.00474081467124
8,1984-12-14 18:04:35+00:00,,,170.25580163735157,156.45994193929266,,141.075585161899,143.20064916755754,142.78041902723496,146.77861333662418,163.37014250361347,145.84139973684904,125.74947435689451,128.21762120495254,140.83420655447392,140.92865145819002,,138.45075697889868,,,,,,,124.10086142908388,121.26827389789229,120.87388078042827,138.42318872478086,129.17258904919387,110.00833437321683,112.7761071685092,136.5607149482529,145.83830195311518,124.74836552935253,104.84320883920958,116.20638786163232,146.86375848233803,145.43128963301675,127.93094225884575,120.90765808626685,119.67959342730047,122.2206696376435,130.85634407517023,130.66183161687002,126.9228419654948,127.16646728978037,124.52416896009096,132.92662390247233,156.7928354286139,163.85612932051947,185.99858435837407,189.14252696050158,192.33782206119253,183.54156873585788,174.07535089488528,170.9382221109244,176.5204111826937,178.15289945477355,172.612682104642,,147.3332456362743,149.19810948346108,147.22075308340007,145.11236474984065,148.5149821916207,152.68874308657897,163.58088025614163,162.57729191249277,160.23126299937175,162.47724921747562,159.7783273530603,155.58534276462436,145.9612916237735,149.67217953381504,161.63371502587063,176.65520715895204,195.31610683664562
9,1984-12-30 18:04:44+00:00,,190.05888848713758,182.34174184364966,180.25085735563295,168.8182480971297,179.4227634881945,169.16923720584367,176.1976303490651,174.43209146736453,183.54547201018423,182.85043053915783,,166.0288321116619,162.76876151839915,167.52720215584324,,170.5534394296501,146.65895654205187,139.81238307400082,143.7976668673556,,,,148.53663932347385,,154.82008511735728,130.24579696195167,146.71675484875246,,,174.69256647214692,167.54753157614184,144.0293036445759,127.84867178168147,152.8061694971557,171.45213033315582,177.66969535114657,159.46827798839817,151.86236890436592,147.19466234757834,128.4121669478256,138.3828158840032,151.7732580200728,153.6589582008891,146.15776921208726,151.16357461281646,159.00595968223385,183.50584811878377,209.1446470336075,215.00218401611303,216.82432419539,219.50134107556121,210.57604598340015,195.02025835425692,191.82159549294514,179.51074576748698,177.93428783216945,203.72327883933804,211.1447762041408,,,161.84396885951233,154.0564914464781,168.81373205596435,184.04368565265202,176.65003715866695,190.78767034284954,,192.62149749069275,,,178.1452233785486,172.2658805559996,176.49423760663925,181.68118278675448,206.84587519152763
10,1985-01-15 18:04:51+00:00,177.2691721863066,178.32194089814516,161.9153060124112,163.7105437658565,157.91596339054283,146.80575818454952,150.06886387095082,169.0508784011002,171.68885950660587,173.06543109839112,170.69806972912704,,146.61134988515434,138.28282666114484,161.81917526638,150.60820816655425,143.89139769813534,141.18564418909375,144.55726777213548,128.25909903755934,103.67121983956864,,125.30824620323376,128.85977183349763,147.5898989751261,153.7518089875459,143.48763595362348,108.57476698512366,134.70902203795112,,152.2762076110775,138.58011059535602,149.22272661011462,142.34790113001458,141.42621850852493,150.49300615386193,166.85558369173955,158.62501511435107,141.10830444163372,118.37165273376732,117.70980087839166,140.0500435937208,140.56582686804165,133.27491144179012,139.07928708916282,154.4423529177812,166.17293228575696,168.92814672895392,177.74799004281277,191.89288003653482,204.88871149518448,206.69157518515047,202.42632360847182,185.5394220106504,165.15501596224743,166.19348862502224,184.29083714428637,195.4624258762796,175.17290125345983,172.9008379708378,167.41616043286135,145.96545158205672,137.49753599105807,147.32175077990752,154.40918608023412,163.06006377951965,164.03744625728626,176.90408172532221,187.60530014160224,180.61347644888065,164.5950813333836,152.5647826485713,150.42188937026063,156.09740503374647,168.0466762358068,200.0530995816728
11,1985-01-22 18:11:04+00:00,,,182.57036883803912,,,148.21414024981308,,,163.88704151545673,177.91437528119164,169.59014305125388,145.36385270908926,,,,,,,,,,,,,,,,,115.88200382547488,127.41290227658105,139.5696683935763,141.382089696296,140.97937130172286,135.1097651730376,143.78022963554213,140.16573795305416,146.1489593464553,142.7291856298797,134.1501761951537,118.60259696234536,124.85834948090667,123.69885199235887,126.69928782821599,125.24343000759814,138.73435114744186,,,175.04036907566163,177.2469113395927,189.63397231910108,193.75642961421997,199.45187372847238,188.24883915326913,177.81775750857838,168.47376737972928,162.90544297651516,,178.80860996593452,,,149.05985118087074,149.71835889972425,145.01116029125026,143.67652866557364,146.10549092833327,146.78149373311697,151.78057061209574,,,,146.7409813999396,136.5762592230286,146.86543690081245,159.15441055272714,158.10552351414498,199.66444778153803
