dates,satname,nzd0539-0000,nzd0539-0001,nzd0539-0002,nzd0539-0003,nzd0539-0004,nzd0539-0005,nzd0539-0006,nzd0539-0007,nzd0539-0008,nzd0539-0009,nzd0539-0010,nzd0539-0011,nzd0539-0012,nzd0539-0013,nzd0539-0014,nzd0539-0015,nzd0539-0016,nzd0539-0017,nzd0539-0018,nzd0539-0019,nzd0539-0020,nzd0539-0021,nzd0539-0022,nzd0539-0023,nzd0539-0024,nzd0539-0025,nzd0539-0026,nzd0539-0027,nzd0539-0028,nzd0539-0029,nzd0539-0030,nzd0539-0031,nzd0539-0032,nzd0539-0033,nzd0539-0034,nzd0539-0035,nzd0539-0036,nzd0539-0037,nzd0539-0038,nzd0539-0039,nzd0539-0040,nzd0539-0041,nzd0539-0042,nzd0539-0043,nzd0539-0044,nzd0539-0045,nzd0539-0046,nzd0539-0047,nzd0539-0048,nzd0539-0049,nzd0539-0050,nzd0539-0051,nzd0539-0052,nzd0539-0053,nzd0539-0054,nzd0539-0055,nzd0539-0056,nzd0539-0057,nzd0539-0058,nzd0539-0059,nzd0539-0060,nzd0539-0061,nzd0539-0062,nzd0539-0063,nzd0539-0064,nzd0539-0065,nzd0539-0066,nzd0539-0067,nzd0539-0068,nzd0539-0069,nzd0539-0070,nzd0539-0071,nzd0539-0072,nzd0539-0073,nzd0539-0074,nzd0539-0075,nzd0539-0076,nzd0539-0077,nzd0539-0078,nzd0539-0079,nzd0539-0080,nzd0539-0081,nzd0539-0082,nzd0539-0083,nzd0539-0084,nzd0539-0085,nzd0539-0086,nzd0539-0087,nzd0539-0088,nzd0539-0089,nzd0539-0090,nzd0539-0091,nzd0539-0092,nzd0539-0093,nzd0539-0094,nzd0539-0095,nzd0539-0096,nzd0539-0097,nzd0539-0098,nzd0539-0099,nzd0539-0100,nzd0539-0101,nzd0539-0102,nzd0539-0103,nzd0539-0104,nzd0539-0105,nzd0539-0106,nzd0539-0107,nzd0539-0108,nzd0539-0109,nzd0539-0110,nzd0539-0111,nzd0539-0112,nzd0539-0113,nzd0539-0114,nzd0539-0115,nzd0539-0116,nzd0539-0117,nzd0539-0118,nzd0539-0119,nzd0539-0120,nzd0539-0121,nzd0539-0122,nzd0539-0123,nzd0539-0124,nzd0539-0125,nzd0539-0126,nzd0539-0127,nzd0539-0128,nzd0539-0129,nzd0539-0130,nzd0539-0131,nzd0539-0132,nzd0539-0133,nzd0539-0134,nzd0539-0135,nzd0539-0136,nzd0539-0137,nzd0539-0138
2000-09-20 22:11:14+00:00,L7,552.42,578.80,603.53,618.31,629.88,,,,,,,,,,,628.97,616.01,597.16,579.79,552.55,514.46,514.08,522.47,512.38,512.47,509.34,504.45,498.98,505.57,500.30,492.17,487.54,487.59,479.60,475.43,472.91,469.04,460.36,454.50,447.01,440.70,420.91,418.53,419.67,404.01,402.30,409.54,403.47,406.13,403.25,409.32,419.74,420.59,416.28,419.66,418.38,415.49,420.83,410.45,414.47,411.80,405.61,400.44,389.79,380.57,374.71,374.68,374.29,368.90,363.71,365.05,365.84,359.91,359.67,358.40,365.76,367.81,363.72,374.75,376.61,383.76,385.62,390.42,386.89,386.85,385.84,377.55,374.97,369.80,368.17,369.78,372.93,375.51,377.68,374.22,376.21,375.58,380.12,378.18,379.46,372.98,367.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-27 22:17:24+00:00,L7,574.42,589.09,607.36,616.04,625.27,626.03,619.80,625.88,628.16,,,,,,629.46,616.03,607.80,591.74,567.70,547.22,515.35,510.69,507.97,504.66,500.62,500.66,494.88,487.67,478.81,479.40,475.17,466.43,455.01,453.64,450.92,451.93,447.20,439.08,428.23,419.59,408.50,398.40,387.37,386.17,382.07,383.61,389.11,392.72,397.89,399.62,400.79,407.61,411.50,413.54,413.15,413.36,409.86,407.27,401.53,397.14,396.09,391.38,381.81,375.56,368.10,365.68,361.66,354.67,350.21,342.32,341.64,330.35,330.67,329.43,326.85,328.00,337.21,348.29,350.60,354.46,358.03,357.86,358.25,358.57,358.80,363.32,362.21,355.29,352.14,355.85,357.43,357.59,351.96,351.96,348.86,352.03,351.16,349.96,349.18,344.89,346.60,342.64,337.49,334.98,340.24,342.35,336.30,334.87,331.42,324.38,312.85,308.91,312.32,306.61,303.05,302.88,299.22,300.11,299.90,302.83,302.51,305.51,315.11,314.68,319.95,320.55,312.36,312.62,320.25,328.62,337.30,343.23,344.81,339.78,338.19,348.15,347.52,347.15,344.85
2000-10-29 22:17:19+00:00,L7,606.82,630.18,,,,,,,,,,,,,,,,626.62,606.15,590.43,552.30,549.53,546.81,542.83,541.43,537.10,534.74,530.84,523.99,525.09,523.78,514.46,513.61,511.60,502.09,503.36,492.34,482.89,468.93,464.40,452.18,443.57,438.89,422.39,413.63,414.28,411.81,412.25,411.66,412.44,418.09,420.81,425.06,433.59,438.03,435.85,440.16,445.28,439.60,435.63,434.39,425.95,416.23,411.91,413.10,401.01,398.97,392.21,394.17,391.79,385.63,376.85,378.07,380.53,382.29,385.66,387.48,401.97,400.33,397.15,400.19,405.21,412.34,413.05,412.85,409.39,406.03,400.92,397.78,401.90,402.21,395.75,387.74,389.71,382.76,385.49,392.90,390.22,393.16,392.46,385.19,376.14,365.67,373.94,372.37,371.92,365.63,369.28,367.78,364.20,363.16,362.29,353.27,351.74,340.14,333.93,332.67,338.25,349.08,347.98,349.98,354.97,356.44,358.84,358.78,362.08,363.76,369.71,375.56,386.03,387.18,386.64,387.18,387.71,384.87,384.25,379.77,374.82,378.07
2001-03-22 22:17:09+00:00,L7,526.90,562.38,582.45,597.08,604.76,611.21,615.21,612.53,605.23,602.89,602.26,599.93,599.43,587.69,571.73,555.12,539.23,529.01,511.19,489.87,465.49,463.92,463.17,459.56,454.32,452.09,448.21,446.80,449.01,450.87,451.41,445.64,435.64,425.91,424.30,419.02,416.30,413.86,406.19,402.32,391.77,384.86,381.07,377.08,373.21,371.43,376.78,375.51,377.10,384.60,387.68,390.29,390.97,389.05,389.83,390.16,389.11,382.68,386.38,381.50,373.45,373.18,367.89,358.44,350.94,343.84,339.98,340.28,340.11,336.23,330.17,327.07,327.08,330.56,333.13,334.82,340.40,345.04,353.04,353.96,356.94,360.26,360.17,354.74,354.09,353.30,355.80,349.60,344.97,348.74,355.13,350.77,350.45,345.50,345.40,348.10,343.11,342.63,335.08,335.94,332.60,339.21,338.84,332.91,333.50,329.79,324.60,317.13,314.57,311.23,309.25,306.00,307.53,304.95,302.38,298.99,294.44,291.56,294.78,297.13,301.32,306.39,312.42,312.48,311.50,318.14,322.11,328.43,336.12,343.35,342.02,339.86,340.27,339.39,337.05,331.62,334.10,331.84,331.51
2001-04-07 22:17:01+00:00,L7,530.94,559.62,,,,,,609.95,608.63,607.55,605.88,606.38,601.20,588.67,581.23,568.02,552.22,538.86,519.15,493.77,467.01,461.15,457.87,458.30,452.29,451.81,447.11,444.17,444.73,449.74,445.62,445.67,430.54,430.08,428.24,430.29,427.02,416.87,409.52,398.97,386.31,381.30,377.66,377.22,370.11,364.16,372.46,368.55,366.10,371.86,369.95,371.93,381.73,386.09,387.87,391.28,384.06,379.46,373.83,372.68,370.59,368.07,349.74,347.22,349.35,346.43,343.40,343.66,337.25,329.15,331.13,329.14,329.68,324.01,324.37,321.04,326.40,325.63,328.33,330.83,327.15,330.42,333.24,335.23,339.89,346.82,343.47,337.76,335.22,336.88,340.00,342.33,344.06,342.83,341.37,339.52,338.55,333.43,334.15,334.74,331.55,330.29,330.13,326.68,324.69,320.45,320.02,319.05,316.25,310.46,307.05,303.12,300.44,298.66,297.68,289.39,288.66,291.40,292.16,291.27,293.04,300.07,307.37,310.03,313.69,318.67,327.03,331.48,337.97,348.48,344.31,340.20,331.14,325.00,323.74,324.26,322.95,329.59,329.57
2001-04-16 22:10:54+00:00,L7,502.03,534.35,552.18,571.09,584.76,594.13,595.51,596.34,595.12,598.32,595.57,590.73,587.26,575.42,562.79,546.33,533.68,511.35,493.06,469.04,437.50,442.04,442.93,448.14,456.14,453.61,449.84,451.66,445.06,444.09,442.36,437.89,427.29,433.54,422.23,420.02,417.92,409.10,393.88,388.63,382.79,379.73,376.40,368.27,365.03,358.37,357.70,356.86,362.83,366.75,366.91,371.30,373.52,370.57,374.44,380.85,383.40,374.37,373.60,374.71,365.08,364.45,359.09,353.62,351.17,345.63,343.47,343.52,338.91,334.25,331.76,327.77,330.33,331.38,329.69,335.52,337.45,340.94,346.97,351.47,354.79,354.14,359.62,355.98,355.48,353.97,354.63,348.55,343.23,340.04,342.04,342.70,343.98,346.44,340.38,339.36,343.90,338.67,336.24,335.36,325.67,330.35,333.09,331.83,327.72,325.35,320.87,314.96,309.06,305.17,309.46,308.48,311.75,309.25,299.69,302.88,294.47,292.20,285.30,283.28,285.51,296.14,302.69,316.27,322.03,323.16,327.12,328.18,331.90,339.63,336.91,338.63,339.29,336.38,332.97,331.45,333.22,331.46,330.45
2001-07-05 22:10:09+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.52,365.41,363.62,363.79,366.75,364.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-01 22:15:17+00:00,L7,502.38,528.76,555.79,570.36,583.25,585.11,586.59,581.09,570.95,561.08,561.27,559.75,560.08,547.42,533.88,521.34,504.50,486.30,470.48,450.21,428.28,429.02,429.65,433.95,435.01,438.07,436.31,435.66,432.31,428.18,421.12,420.29,414.36,409.33,399.99,396.74,393.55,384.82,372.44,365.17,361.90,362.67,362.10,352.37,352.21,354.10,350.53,351.52,359.39,364.28,369.77,373.42,377.54,374.89,384.44,385.72,385.50,384.00,381.01,374.59,372.38,368.77,364.06,361.06,358.02,351.45,345.51,339.26,335.14,335.64,329.48,326.64,327.65,327.70,330.74,328.55,336.88,336.22,335.47,330.73,,333.81,334.96,337.34,344.01,347.34,343.95,338.54,338.03,342.19,345.86,342.84,332.64,333.03,339.19,339.50,337.35,334.53,335.53,340.00,342.74,339.42,340.65,334.77,332.94,326.28,319.95,314.44,312.69,309.45,306.58,306.36,304.76,297.52,291.98,287.78,285.96,286.40,288.75,292.32,299.27,305.28,307.82,308.65,307.47,307.03,310.20,315.95,325.93,331.44,326.93,327.98,332.33,338.30,337.94,334.93,333.33,330.20,324.28
2001-11-26 22:09:21+00:00,L7,455.24,494.16,522.87,542.99,560.44,566.95,571.63,569.96,566.83,562.22,554.18,555.31,547.67,541.75,531.84,520.73,505.88,487.80,470.55,452.14,428.97,429.66,430.12,430.34,430.13,429.79,427.04,425.34,420.73,420.54,416.06,412.52,406.41,404.16,400.90,396.46,392.53,385.89,375.57,367.39,360.42,352.31,347.67,344.26,343.93,341.19,349.09,348.10,352.39,359.34,363.39,365.71,367.78,367.86,369.11,370.63,371.63,367.55,366.34,361.31,357.14,351.37,347.83,341.19,336.89,331.67,330.14,331.53,329.43,323.48,322.70,323.12,320.24,317.06,318.21,321.93,324.69,330.19,332.36,337.41,338.58,343.65,349.22,349.13,348.40,344.39,342.55,336.60,334.27,338.70,342.74,343.95,344.00,338.71,337.52,335.18,336.50,331.59,325.47,329.25,329.49,325.00,324.77,321.73,315.32,313.19,309.88,304.06,302.41,303.14,298.61,299.41,295.36,287.64,286.29,286.23,283.71,280.58,284.09,286.55,290.05,296.00,298.78,301.98,302.38,304.58,308.11,313.96,320.72,331.91,332.90,329.76,331.87,328.87,329.00,326.73,324.29,321.19,319.13
2001-12-19 22:15:37+00:00,L7,604.43,,,,,,,,,,,,,,,,,,,629.86,587.98,582.60,583.00,578.45,572.49,572.19,569.80,567.83,569.01,564.71,563.50,559.33,555.19,551.32,548.04,549.30,541.27,536.17,526.47,517.35,508.25,501.69,496.29,493.86,492.65,492.36,491.91,495.33,497.36,499.18,502.95,506.70,512.93,520.23,523.94,525.39,525.16,523.52,520.87,518.64,513.42,507.73,501.61,493.78,487.58,485.77,477.95,474.66,473.21,473.93,472.41,472.21,467.68,468.92,467.76,470.10,473.80,476.09,482.33,489.92,492.23,492.78,490.83,493.94,493.21,485.63,482.14,475.03,468.70,471.56,461.94,435.95,419.15,431.08,406.42,408.33,425.37,453.15,457.50,457.96,451.42,449.73,,446.35,454.54,450.72,450.51,444.05,441.09,438.80,439.74,433.49,430.70,422.31,418.30,413.68,406.37,409.45,416.41,418.80,424.19,425.12,434.69,431.48,432.05,430.23,435.49,440.14,451.23,459.37,458.14,458.80,459.45,462.76,460.05,455.27,449.90,447.57,447.52
2002-05-21 22:09:29+00:00,L7,407.03,451.16,488.47,515.45,534.75,,,,,,,,,,,,,,,,,,,413.27,411.82,417.67,414.68,415.25,411.85,406.37,403.80,396.05,392.10,386.83,382.25,384.53,377.65,369.56,358.47,354.39,342.09,336.51,334.19,331.26,333.69,322.51,323.33,329.19,326.62,336.07,338.31,339.25,342.46,347.59,350.15,352.71,351.32,350.22,,,,,,,,,,,,,,,,,,,,317.92,321.64,325.84,329.60,334.46,338.49,335.67,335.50,331.96,332.02,331.28,329.24,332.06,336.24,334.49,326.50,328.43,331.65,332.62,325.30,326.05,322.38,319.98,317.92,319.56,322.17,316.71,311.30,310.50,306.60,302.10,301.54,297.23,293.07,292.59,291.04,286.98,284.38,279.85,274.45,277.14,280.94,286.15,289.05,292.11,291.23,297.13,300.05,300.62,307.04,313.51,317.42,324.90,321.65,322.91,319.31,,,,,,
2002-07-31 22:15:11+00:00,L7,510.59,553.78,589.47,607.97,618.18,625.10,,,,,,,,,,,,,,,,,,,,,477.18,471.08,473.84,473.06,464.28,458.86,458.42,458.30,450.63,443.21,447.03,440.35,427.18,412.41,414.06,408.83,402.41,397.43,398.19,391.81,397.34,401.53,404.63,406.66,408.85,416.54,423.02,420.35,422.99,423.75,422.78,425.71,421.59,408.28,407.21,400.73,392.04,397.09,384.45,389.55,390.23,384.67,385.45,382.94,382.15,377.56,373.06,373.70,372.49,380.60,,,,,,,,,,,,,,,,,385.39,386.56,378.29,382.94,386.20,385.77,385.83,385.02,388.26,383.59,370.43,379.01,377.49,375.22,365.84,362.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
