dates,satname,nzd0539-0000,nzd0539-0001,nzd0539-0002,nzd0539-0003,nzd0539-0004,nzd0539-0005,nzd0539-0006,nzd0539-0007,nzd0539-0008,nzd0539-0009,nzd0539-0010,nzd0539-0011,nzd0539-0012,nzd0539-0013,nzd0539-0014,nzd0539-0015,nzd0539-0016,nzd0539-0017,nzd0539-0018,nzd0539-0019,nzd0539-0020,nzd0539-0021,nzd0539-0022,nzd0539-0023,nzd0539-0024,nzd0539-0025,nzd0539-0026,nzd0539-0027,nzd0539-0028,nzd0539-0029,nzd0539-0030,nzd0539-0031,nzd0539-0032,nzd0539-0033,nzd0539-0034,nzd0539-0035,nzd0539-0036,nzd0539-0037,nzd0539-0038,nzd0539-0039,nzd0539-0040,nzd0539-0041,nzd0539-0042,nzd0539-0043,nzd0539-0044,nzd0539-0045,nzd0539-0046,nzd0539-0047,nzd0539-0048,nzd0539-0049,nzd0539-0050,nzd0539-0051,nzd0539-0052,nzd0539-0053,nzd0539-0054,nzd0539-0055,nzd0539-0056,nzd0539-0057,nzd0539-0058,nzd0539-0059,nzd0539-0060,nzd0539-0061,nzd0539-0062,nzd0539-0063,nzd0539-0064,nzd0539-0065,nzd0539-0066,nzd0539-0067,nzd0539-0068,nzd0539-0069,nzd0539-0070,nzd0539-0071,nzd0539-0072,nzd0539-0073,nzd0539-0074,nzd0539-0075,nzd0539-0076,nzd0539-0077,nzd0539-0078,nzd0539-0079,nzd0539-0080,nzd0539-0081,nzd0539-0082,nzd0539-0083,nzd0539-0084,nzd0539-0085,nzd0539-0086,nzd0539-0087,nzd0539-0088,nzd0539-0089,nzd0539-0090,nzd0539-0091,nzd0539-0092,nzd0539-0093,nzd0539-0094,nzd0539-0095,nzd0539-0096,nzd0539-0097,nzd0539-0098,nzd0539-0099,nzd0539-0100,nzd0539-0101,nzd0539-0102,nzd0539-0103,nzd0539-0104,nzd0539-0105,nzd0539-0106,nzd0539-0107,nzd0539-0108,nzd0539-0109,nzd0539-0110,nzd0539-0111,nzd0539-0112,nzd0539-0113,nzd0539-0114,nzd0539-0115,nzd0539-0116,nzd0539-0117,nzd0539-0118,nzd0539-0119,nzd0539-0120,nzd0539-0121,nzd0539-0122,nzd0539-0123,nzd0539-0124,nzd0539-0125,nzd0539-0126,nzd0539-0127,nzd0539-0128,nzd0539-0129,nzd0539-0130,nzd0539-0131,nzd0539-0132,nzd0539-0133,nzd0539-0134,nzd0539-0135,nzd0539-0136,nzd0539-0137,nzd0539-0138
1999-07-16 22:13:35+00:00,L7,,,,,,,533.77,568.41,581.36,,579.42,600.38,,,,623.72,598.25,578.55,,552.31,538.18,512.13,497.92,483.31,482.79,,468.74,456.10,,458.07,446.65,446.11,,,,403.22,,396.80,,,,411.23,380.58,,,,,360.37,367.24,,,,,376.54,,412.01,391.18,400.02,375.13,392.51,380.48,376.36,,373.54,374.32,399.83,,388.19,,358.00,,338.36,,,379.51,391.93,432.03,,,423.85,,,446.69,445.89,404.62,476.53,,,,,,,,,,,,,,,,,,,,,,,,,,414.39,,418.56,408.43,,374.10,394.95,401.63,,,392.12,,,,,417.78,376.45,,404.02,405.67,,,,417.54,,,,
1999-11-05 22:13:40+00:00,L7,424.08,456.08,489.04,523.63,544.77,559.50,584.94,596.75,599.42,603.90,605.81,604.93,596.07,591.96,591.77,586.61,579.05,556.03,542.70,534.86,490.19,504.00,513.81,498.14,500.59,511.15,508.52,485.49,488.36,480.84,462.83,458.74,447.36,441.20,431.60,425.92,421.25,407.23,396.93,382.28,372.73,368.10,366.56,361.13,358.06,353.91,358.15,353.77,362.71,366.68,368.85,372.67,372.74,373.02,373.41,371.67,372.80,370.03,364.53,367.46,363.56,360.11,352.48,346.67,341.36,337.10,330.06,331.36,331.00,329.33,326.06,326.06,323.70,324.61,325.73,325.84,328.53,332.20,336.82,338.74,345.00,351.18,352.02,352.19,351.90,348.86,344.10,344.68,345.61,347.07,348.75,349.75,347.83,348.06,346.38,348.81,344.63,341.25,336.38,334.53,336.36,339.53,329.84,330.18,322.72,320.49,319.27,312.32,306.17,306.59,305.02,306.57,302.77,299.73,291.79,291.05,287.42,286.90,285.89,289.19,291.00,300.84,303.76,303.66,300.69,306.64,307.07,315.28,324.97,334.16,333.83,331.21,334.07,335.02,333.06,327.66,326.44,323.93,321.35
1999-12-07 22:13:41+00:00,L7,508.32,544.11,569.04,600.06,611.86,618.86,631.81,,,,,628.50,626.75,622.37,614.36,601.41,586.16,572.05,556.23,542.49,503.22,512.26,513.68,517.56,518.68,528.88,533.42,532.07,524.11,517.48,509.07,493.50,482.15,477.94,471.63,473.15,467.01,454.75,445.09,430.00,420.84,413.22,405.29,401.25,392.89,387.24,385.63,385.19,387.63,391.17,392.70,396.64,400.61,404.58,404.80,407.17,407.32,407.54,404.63,400.41,395.70,387.99,376.38,371.52,366.19,365.06,360.82,356.67,357.38,355.56,352.83,354.13,351.05,348.96,354.92,355.21,356.93,359.74,361.56,368.67,372.23,374.21,375.95,379.84,379.56,381.01,374.88,369.28,368.79,366.50,367.53,370.25,364.70,360.84,359.16,356.25,359.56,358.55,358.38,356.25,353.99,352.16,350.84,347.03,346.48,347.67,346.09,341.62,338.57,336.63,340.33,337.08,333.52,324.15,318.47,318.91,315.41,317.21,319.01,317.51,319.65,334.41,338.68,336.44,338.98,343.42,343.99,350.61,355.54,360.83,353.56,358.94,355.22,350.83,349.64,347.81,345.09,339.46,341.86
1999-12-30 22:19:45+00:00,L7,453.67,495.05,536.77,564.96,585.63,597.15,610.91,616.35,622.13,620.20,620.73,619.86,617.42,611.84,606.43,596.03,590.98,575.78,560.47,535.22,505.98,505.71,500.78,501.60,505.33,512.57,514.93,515.42,513.51,505.54,501.66,497.75,487.97,480.80,468.97,464.74,460.87,448.77,427.14,416.12,406.20,395.94,389.76,387.28,383.46,381.24,380.06,382.51,383.59,385.98,387.56,391.85,395.12,395.18,396.84,392.61,395.21,388.45,382.51,379.03,376.05,373.36,366.98,364.47,364.54,363.60,360.74,357.54,352.33,348.59,346.13,344.41,342.29,340.39,340.40,346.36,348.17,352.04,355.86,359.11,361.67,365.24,370.90,373.06,371.26,368.02,363.67,360.46,359.86,360.50,366.58,366.34,357.84,359.21,353.81,355.09,355.63,353.16,352.99,351.68,351.42,349.07,347.59,344.26,342.06,342.39,337.68,329.22,328.56,326.77,325.46,324.18,318.21,312.42,311.39,311.34,307.12,307.97,311.35,312.48,317.96,319.43,323.95,326.74,324.86,325.99,331.58,339.47,349.78,358.71,355.91,355.96,356.42,351.98,352.29,350.78,347.07,344.02,341.26
2000-04-20 22:19:15+00:00,L7,,,,,,,,,,,,,,,,628.74,617.58,598.87,592.20,575.99,551.47,549.24,559.34,551.98,558.84,557.58,556.31,552.07,545.95,541.71,530.07,521.79,521.00,508.68,508.81,501.88,501.17,487.22,485.79,469.99,468.90,463.27,456.84,447.25,443.89,443.66,444.17,442.06,435.02,430.22,443.25,448.09,448.16,447.97,444.59,442.27,443.18,442.50,435.54,424.49,421.77,416.10,411.23,405.10,397.88,391.78,386.30,380.63,377.79,376.88,373.78,374.44,372.77,377.93,380.62,384.56,389.83,395.77,399.40,410.60,417.71,420.34,417.78,416.68,413.88,411.53,407.10,408.54,405.20,408.07,413.17,408.29,402.48,399.13,394.86,395.81,398.61,410.48,406.26,402.34,404.01,393.05,374.74,389.53,393.95,394.14,384.31,381.45,380.72,373.74,372.30,367.61,369.02,361.43,359.80,353.81,351.82,349.12,354.63,362.33,361.44,368.15,367.08,359.20,354.12,354.03,359.53,364.87,371.22,381.44,377.55,379.80,380.21,382.18,389.41,387.17,383.97,379.70,374.95
2000-04-29 22:13:05+00:00,L7,456.60,494.67,517.30,538.57,558.79,579.45,588.81,595.66,604.38,596.54,610.04,612.21,603.87,594.31,581.08,565.91,564.03,550.52,535.78,519.14,489.26,487.17,481.39,486.06,497.03,478.76,478.62,469.54,469.64,471.77,466.99,446.22,446.94,444.29,434.66,433.80,426.92,411.26,398.25,389.34,382.38,374.85,375.84,369.06,361.41,354.27,367.74,363.91,362.65,368.02,375.28,380.62,379.16,378.64,372.83,375.16,374.49,370.34,368.85,372.80,368.98,365.97,353.17,352.36,340.36,338.72,334.08,328.28,322.76,324.12,324.32,313.55,312.18,307.79,307.82,313.78,323.94,324.93,328.43,331.52,333.19,343.19,345.34,346.44,346.51,342.07,335.06,334.50,330.86,333.39,342.60,343.27,343.32,343.42,340.87,343.14,341.12,332.74,331.70,332.74,333.96,330.05,330.07,325.74,321.91,315.11,315.83,303.26,302.33,309.02,311.19,301.64,297.11,286.38,283.11,277.77,283.75,276.27,279.16,288.62,296.08,296.69,306.91,310.34,308.29,307.72,312.87,317.34,322.53,330.97,330.10,330.17,333.17,334.27,324.14,326.80,328.47,324.55,317.49
2000-05-31 22:12:42+00:00,L7,424.92,467.07,,,523.24,546.15,549.91,564.23,570.54,570.11,586.48,582.97,585.95,579.25,545.39,546.11,533.64,524.00,507.73,474.42,446.17,432.67,441.34,443.68,446.56,446.80,449.12,442.06,438.32,432.56,426.01,424.84,410.21,407.87,397.14,394.62,386.07,381.30,368.34,358.98,358.54,348.98,336.48,328.56,325.91,321.15,323.67,321.99,321.63,327.86,331.81,330.57,338.42,342.91,334.92,340.38,350.91,341.21,340.90,334.87,325.58,322.72,313.76,314.92,304.15,299.17,291.71,288.79,287.67,285.85,278.62,277.71,273.90,274.03,273.68,272.37,279.42,279.04,283.15,293.17,291.84,306.81,307.66,312.30,315.33,320.36,313.65,307.85,301.45,308.60,312.96,312.86,311.29,309.22,308.49,309.65,311.45,309.54,300.61,297.64,299.16,298.31,294.87,289.42,282.02,281.15,281.45,277.69,273.94,275.98,273.87,270.98,270.06,269.23,258.01,257.21,252.52,247.15,245.11,239.80,246.85,264.35,267.46,266.93,272.59,272.75,277.71,286.16,295.53,305.01,303.00,300.64,299.17,298.16,297.15,297.73,288.70,287.01,281.63
2000-07-09 22:18:29+00:00,L7,455.49,500.19,526.71,548.08,559.29,572.24,580.77,587.71,592.17,599.77,615.29,610.18,616.27,610.51,606.61,595.38,582.88,565.93,543.05,519.39,484.11,482.26,486.89,490.16,489.82,490.45,494.72,493.72,492.38,487.79,480.51,476.35,469.10,469.82,458.03,457.56,453.78,443.10,432.44,414.65,403.71,394.58,392.29,387.99,385.16,384.76,383.45,388.85,389.05,390.31,391.38,393.80,396.24,398.70,405.15,403.29,399.75,401.95,397.57,392.69,389.90,384.76,382.07,373.62,363.85,358.12,354.30,348.73,348.71,344.67,333.69,,244.25,,,,,312.32,332.65,338.86,347.24,347.96,356.49,353.06,353.39,352.09,353.70,351.58,346.53,348.65,354.10,352.65,352.66,354.62,349.85,351.33,347.49,349.18,350.16,343.92,347.29,341.51,340.66,332.01,336.18,329.61,327.14,321.14,322.91,318.36,321.06,318.66,315.67,311.74,305.21,300.44,301.26,298.58,303.48,306.95,305.43,309.18,313.16,319.41,318.66,319.69,320.44,328.85,332.16,338.88,344.27,346.06,345.00,342.75,341.90,339.68,336.92,336.60,333.89
2000-08-19 22:11:49+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.69,424.14,,463.08,447.84,,408.82,377.79,391.62,395.22,395.19,388.76,383.33,,,495.60,,382.20,,,,,,,,,,,,,,514.37,,,518.12,,545.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.07,,,,,,,,,,,,,,,,,,,,,,
2000-09-04 22:11:34+00:00,L7,519.94,558.91,591.16,614.95,624.80,,,,,,,,,,,,626.21,617.79,587.35,571.01,528.99,527.93,524.05,522.90,517.54,511.74,510.56,512.49,509.50,509.80,508.85,500.19,500.60,495.69,491.50,492.51,485.80,475.22,464.58,448.93,438.28,422.32,419.20,412.74,403.45,402.45,402.72,399.21,404.38,403.74,407.75,413.30,418.19,420.07,421.57,421.07,424.37,417.12,413.30,406.21,403.33,403.17,396.50,394.40,386.59,383.27,377.15,374.16,378.87,376.60,378.23,374.54,377.15,371.86,376.99,373.71,376.54,379.41,383.11,387.75,388.61,392.72,394.37,397.02,395.61,387.16,383.41,386.20,385.60,382.18,385.90,389.14,380.48,380.87,372.82,369.66,372.69,370.24,371.79,369.97,368.93,367.08,350.94,349.83,353.23,348.39,345.43,348.41,344.89,347.36,345.70,340.48,336.30,,,,,,,,,333.66,338.40,339.41,340.72,348.49,357.64,364.60,359.81,368.41,361.97,365.95,362.25,358.59,359.82,355.30,354.43,354.26,355.44
