dates,nzd0539-0000,nzd0539-0001,nzd0539-0002,nzd0539-0003,nzd0539-0004,nzd0539-0005,nzd0539-0006,nzd0539-0007,nzd0539-0008,nzd0539-0009,nzd0539-0010,nzd0539-0011,nzd0539-0012,nzd0539-0013,nzd0539-0014,nzd0539-0015,nzd0539-0016,nzd0539-0017,nzd0539-0018,nzd0539-0019,nzd0539-0020,nzd0539-0021,nzd0539-0022,nzd0539-0023,nzd0539-0024,nzd0539-0025,nzd0539-0026,nzd0539-0027,nzd0539-0028,nzd0539-0029,nzd0539-0030,nzd0539-0031,nzd0539-0032,nzd0539-0033,nzd0539-0034,nzd0539-0035,nzd0539-0036,nzd0539-0037,nzd0539-0038,nzd0539-0039,nzd0539-0040,nzd0539-0041,nzd0539-0042,nzd0539-0043,nzd0539-0044,nzd0539-0045,nzd0539-0046,nzd0539-0047,nzd0539-0048,nzd0539-0049,nzd0539-0050,nzd0539-0051,nzd0539-0052,nzd0539-0053,nzd0539-0054,nzd0539-0055,nzd0539-0056,nzd0539-0057,nzd0539-0058,nzd0539-0059,nzd0539-0060,nzd0539-0061,nzd0539-0062,nzd0539-0063,nzd0539-0064,nzd0539-0065,nzd0539-0066,nzd0539-0067,nzd0539-0068,nzd0539-0069,nzd0539-0070,nzd0539-0071,nzd0539-0072,nzd0539-0073,nzd0539-0074,nzd0539-0075,nzd0539-0076,nzd0539-0077,nzd0539-0078,nzd0539-0079,nzd0539-0080,nzd0539-0081,nzd0539-0082,nzd0539-0083,nzd0539-0084,nzd0539-0085,nzd0539-0086,nzd0539-0087,nzd0539-0088,nzd0539-0089,nzd0539-0090,nzd0539-0091,nzd0539-0092,nzd0539-0093,nzd0539-0094,nzd0539-0095,nzd0539-0096,nzd0539-0097,nzd0539-0098,nzd0539-0099,nzd0539-0100,nzd0539-0101,nzd0539-0102,nzd0539-0103,nzd0539-0104,nzd0539-0105,nzd0539-0106,nzd0539-0107,nzd0539-0108,nzd0539-0109,nzd0539-0110,nzd0539-0111,nzd0539-0112,nzd0539-0113,nzd0539-0114,nzd0539-0115,nzd0539-0116,nzd0539-0117,nzd0539-0118,nzd0539-0119,nzd0539-0120,nzd0539-0121,nzd0539-0122,nzd0539-0123,nzd0539-0124,nzd0539-0125,nzd0539-0126,nzd0539-0127,nzd0539-0128,nzd0539-0129,nzd0539-0130,nzd0539-0131,nzd0539-0132,nzd0539-0133,nzd0539-0134,nzd0539-0135,nzd0539-0136,nzd0539-0137,nzd0539-0138,satname
1999-07-16 22:13:35+00:00,,,,,,,,,,,,,,,,586.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.83,,,,,,,,,,335.93,376.03,,,367.85,,,390.69,389.89,,420.53,,,,,,,,,,,,,,,,,,,,,,,,,,358.39,,362.56,352.43,,318.10,338.95,345.63,,,336.12,,,,,361.78,320.45,,348.02,349.67,,,,361.54,,,,,L7
1999-11-05 22:13:40+00:00,478.75,,,,577.57,,603.16,617.25,622.85,631.23,633.14,632.26,623.40,619.29,624.57,600.16,606.38,583.36,570.03,567.66,531.19,545.00,554.81,530.94,533.39,538.48,541.32,518.29,529.36,513.64,503.83,491.54,480.16,474.00,464.40,466.92,462.25,448.23,437.93,423.28,413.73,409.10,407.56,402.13,399.06,394.91,399.15,394.77,403.71,407.68,409.85,413.67,413.74,414.02,414.41,412.67,413.80,411.03,405.53,408.46,404.56,401.11,393.48,387.67,382.36,360.97,371.06,372.36,372.00,370.33,367.06,367.06,364.70,365.61,366.73,351.38,372.78,373.20,377.82,373.80,386.00,392.18,391.86,391.54,392.90,405.19,385.10,385.68,386.61,388.07,389.75,382.55,375.16,380.86,369.81,376.14,377.43,382.25,377.38,375.53,377.36,366.86,350.34,362.98,363.72,361.49,360.27,353.32,347.17,347.59,346.02,352.98,343.77,351.64,342.61,332.05,323.26,333.42,336.26,330.19,332.00,338.98,344.76,344.66,341.69,347.64,354.92,338.37,365.97,361.59,362.25,372.21,375.07,376.02,367.80,368.66,367.44,356.73,354.15,L7
1999-12-07 22:13:41+00:00,496.87,549.11,573.04,604.06,596.72,621.36,618.60,617.25,622.85,631.23,633.14,632.05,626.74,622.50,621.47,601.69,597.93,579.37,564.79,557.08,519.71,531.13,536.74,526.25,528.03,535.35,539.37,527.18,529.24,517.56,508.95,494.52,483.15,477.97,470.01,472.53,467.13,453.99,444.01,429.14,419.78,413.66,408.93,404.19,398.48,393.58,394.89,392.48,398.17,401.93,403.77,407.65,409.68,411.80,412.11,412.42,413.06,411.78,407.58,406.94,402.63,397.05,387.43,382.10,376.77,364.00,368.44,367.01,367.19,365.44,362.44,363.10,360.38,359.78,363.33,354.33,369.16,368.97,372.19,373.75,381.62,385.69,388.22,389.31,388.73,398.80,382.49,379.98,380.20,379.78,381.14,378.40,371.60,372.85,365.91,367.86,370.50,372.90,370.38,368.39,368.18,361.18,351.84,357.00,357.60,357.08,355.68,349.97,345.37,344.61,345.67,349.35,341.14,344.15,336.23,327.98,322.31,329.69,332.18,326.35,328.32,339.12,344.22,343.05,342.84,348.03,352.95,344.11,363.25,363.00,361.02,368.07,367.64,365.92,363.41,360.74,358.76,350.10,350.00,L7
1999-12-30 22:19:45+00:00,488.91,529.33,560.70,590.31,596.89,612.88,618.18,620.42,626.63,630.55,631.77,631.21,626.86,622.17,620.32,602.69,598.84,581.40,566.58,553.66,519.96,527.49,529.59,521.90,524.33,530.98,535.09,527.13,528.83,517.42,511.35,499.46,488.63,482.78,473.53,474.77,469.88,457.08,443.22,429.63,420.09,412.59,407.37,403.39,398.30,394.30,394.78,393.99,398.14,401.44,403.20,407.22,409.66,411.09,411.85,410.65,411.94,408.84,404.06,402.47,398.60,393.99,385.45,381.05,377.53,367.52,370.71,368.69,367.07,364.66,361.84,361.70,359.18,358.15,360.52,355.96,367.54,368.16,371.58,373.72,379.80,383.71,387.51,388.87,387.74,394.73,381.05,378.31,378.25,378.19,381.12,378.25,370.23,372.17,364.64,366.83,369.41,371.15,369.42,367.65,367.42,360.36,352.84,356.62,357.25,357.02,354.51,347.89,344.60,343.50,343.77,346.68,338.33,339.84,333.64,327.27,322.14,327.88,330.60,326.56,329.70,337.82,342.30,342.45,341.68,345.52,351.23,346.58,363.60,365.56,363.37,368.87,368.74,366.11,364.26,362.25,359.70,351.94,350.96,L7
2000-04-20 22:19:15+00:00,488.91,529.33,560.70,590.31,596.89,612.88,618.18,620.42,626.63,630.55,631.77,631.21,626.86,622.17,620.32,608.28,598.52,580.76,567.98,553.24,520.34,525.43,529.53,523.42,526.96,532.63,534.39,527.36,525.61,517.49,508.53,499.05,490.72,483.25,476.35,474.05,470.20,457.12,446.36,432.22,424.79,417.76,412.24,406.85,402.20,399.14,399.63,398.51,399.86,401.14,405.72,409.94,411.78,412.81,412.53,411.06,412.25,409.75,404.43,400.47,396.89,392.01,384.39,379.56,375.12,372.01,367.11,364.18,362.25,360.21,357.32,357.38,355.08,355.60,358.04,360.62,363.49,367.56,371.03,376.90,381.78,385.37,386.79,388.07,386.77,384.98,380.06,378.37,377.49,378.16,381.63,379.76,373.30,372.91,367.91,369.07,370.71,373.49,371.13,368.82,369.07,363.54,354.56,358.85,358.93,358.80,354.46,348.78,346.13,343.56,343.40,341.48,338.50,332.06,327.99,326.40,323.07,322.92,325.35,328.00,330.14,338.33,340.99,339.13,337.29,340.14,343.17,350.18,358.00,366.41,362.84,364.10,364.11,362.63,363.73,360.98,358.27,352.88,350.95,L7
2000-04-29 22:13:05+00:00,493.50,530.44,556.37,583.20,594.96,608.07,615.06,618.50,626.45,627.66,632.97,632.79,627.44,621.53,618.11,604.87,596.69,579.78,566.61,552.50,521.72,525.38,527.50,522.03,527.05,526.92,529.32,521.88,522.01,514.43,507.82,494.56,488.04,481.54,474.09,473.60,469.14,455.55,444.34,431.25,423.91,416.78,412.56,406.89,401.64,397.76,400.85,399.19,400.02,402.11,407.23,411.67,412.86,413.58,412.19,411.48,412.30,409.47,404.91,402.54,398.91,394.41,385.75,381.72,375.77,372.95,368.10,364.60,361.95,360.60,358.32,356.22,354.10,353.64,355.60,358.85,363.18,366.64,370.11,375.43,379.66,384.53,386.10,387.34,386.32,384.00,378.66,377.19,375.76,376.81,381.43,378.54,372.37,373.09,366.85,368.95,370.87,372.94,370.84,369.21,369.65,361.90,353.47,358.31,359.12,357.66,354.34,347.27,344.97,344.25,344.56,341.12,337.83,330.52,326.61,324.28,322.80,321.19,323.71,327.73,330.93,337.60,341.78,340.98,339.09,341.26,344.71,351.21,358.51,366.92,363.89,364.92,365.52,364.56,363.41,361.74,359.91,353.29,350.34,L7
2000-05-31 22:12:42+00:00,496.55,526.98,556.37,583.20,591.28,598.78,607.25,609.08,618.45,618.28,628.42,628.72,626.33,619.77,608.21,597.91,588.74,574.51,560.75,541.77,514.62,512.81,514.71,512.50,517.61,515.18,518.80,514.55,513.71,506.13,502.16,489.14,481.97,476.24,468.56,469.04,463.81,452.06,440.32,428.29,422.77,414.65,408.24,402.08,396.91,392.91,395.65,394.53,393.50,396.05,401.52,404.95,407.69,409.26,406.20,406.92,409.62,405.41,401.89,397.72,393.02,388.63,379.70,377.07,370.02,367.07,362.13,357.78,354.99,353.60,350.54,348.25,345.84,345.22,346.89,349.86,355.06,357.70,361.08,368.01,370.73,377.36,378.93,381.06,380.71,380.00,374.27,371.53,368.63,370.81,375.97,372.52,366.19,366.68,360.24,362.25,365.59,368.29,365.39,363.53,363.91,354.79,347.32,351.52,352.68,351.49,348.47,342.05,340.22,339.83,340.03,335.70,332.98,326.12,321.56,319.21,317.52,314.94,317.25,319.55,323.80,332.01,336.22,335.33,335.17,336.18,340.54,347.09,354.32,362.79,359.42,360.50,360.24,358.88,357.93,357.46,354.06,347.27,343.76,L7
2000-07-09 22:18:29+00:00,492.34,522.31,544.21,565.53,575.11,583.45,588.72,600.03,609.03,612.14,627.27,625.12,625.36,618.02,605.69,596.54,587.03,572.33,557.19,537.24,511.50,506.58,510.99,507.97,513.06,505.90,509.69,504.35,505.32,498.46,494.64,482.30,476.81,472.67,464.66,465.72,460.73,449.47,439.95,426.99,422.13,414.17,409.11,401.96,397.84,394.71,398.51,397.95,395.84,397.85,404.18,407.02,409.25,410.81,408.12,409.02,410.83,407.75,404.46,399.96,395.31,391.14,383.81,380.25,370.31,365.70,360.35,355.36,352.98,351.63,346.35,341.07,338.78,339.08,339.87,342.74,350.23,346.76,354.66,362.29,366.25,373.33,375.57,375.87,376.03,375.26,371.13,369.37,364.76,368.43,374.46,369.27,364.94,366.60,359.23,362.48,364.67,369.24,365.93,362.91,364.86,353.23,344.46,349.18,352.26,348.75,345.93,339.63,338.73,338.02,338.36,333.47,331.71,325.94,320.28,316.06,316.09,311.53,314.35,318.17,321.20,328.34,332.40,332.72,332.17,332.30,336.39,343.06,349.11,357.82,357.48,357.92,358.14,358.09,356.90,356.60,353.27,346.97,341.99,L7
2000-08-19 22:11:49+00:00,492.34,522.31,544.21,565.53,575.11,583.45,588.72,600.03,609.03,612.14,627.27,625.12,625.36,618.02,605.69,596.54,587.03,572.33,557.19,537.24,511.50,506.58,510.99,507.97,513.06,505.90,509.69,504.35,505.32,498.46,494.64,482.30,476.81,472.67,464.66,465.72,460.73,449.47,439.95,426.99,422.13,414.17,409.11,401.96,397.84,393.71,394.43,397.95,400.09,398.65,404.18,398.18,409.25,410.81,408.12,409.02,410.83,407.75,404.46,399.96,395.31,391.14,374.29,380.25,370.31,365.70,360.35,355.36,352.98,351.63,346.35,341.07,338.78,339.08,339.87,342.74,350.23,346.76,354.66,362.29,366.25,373.33,375.57,375.87,376.03,375.26,371.13,369.37,364.76,368.43,374.46,369.27,364.94,366.60,359.23,362.48,364.67,369.24,365.93,362.91,364.86,353.23,344.46,349.18,352.26,348.75,345.93,339.63,338.73,338.02,338.36,333.47,331.71,325.94,320.28,316.06,316.09,311.53,314.35,318.17,321.20,328.34,332.40,332.72,332.17,332.30,336.39,343.06,349.11,357.82,357.48,357.92,358.14,358.09,356.90,356.60,353.27,346.97,341.99,L7
2000-09-04 22:11:34+00:00,492.24,526.21,554.26,576.40,583.33,583.45,588.72,600.03,609.03,612.14,627.27,625.12,625.36,618.02,605.69,596.54,592.07,578.62,560.42,540.63,510.80,506.65,509.40,507.60,510.60,504.27,506.51,502.62,501.96,497.37,493.29,482.52,478.21,473.91,466.67,466.87,461.55,450.42,440.68,427.18,421.16,411.60,406.93,399.92,394.76,391.66,392.32,394.00,397.30,396.00,400.69,397.20,406.83,408.46,406.61,407.23,409.34,405.42,402.03,397.01,392.71,389.34,374.49,378.88,369.37,365.01,359.51,354.92,353.96,352.42,348.53,344.19,343.12,342.03,343.90,345.23,351.56,349.09,356.15,363.18,366.52,373.00,375.13,375.90,375.74,373.44,369.38,368.53,364.73,366.98,372.55,369.88,365.25,366.09,359.55,361.12,362.91,365.24,362.90,360.12,361.47,353.20,343.66,345.95,348.26,344.48,341.63,337.19,335.76,335.69,335.62,330.67,328.43,325.94,320.28,316.06,316.09,311.53,314.35,318.17,321.20,325.21,329.40,329.86,329.68,331.34,336.44,343.16,347.05,355.74,354.18,355.32,354.76,353.99,353.28,352.14,349.30,345.06,341.32,L7
