dates,nzd0539-0000,nzd0539-0001,nzd0539-0002,nzd0539-0003,nzd0539-0004,nzd0539-0005,nzd0539-0006,nzd0539-0007,nzd0539-0008,nzd0539-0009,nzd0539-0010,nzd0539-0011,nzd0539-0012,nzd0539-0013,nzd0539-0014,nzd0539-0015,nzd0539-0016,nzd0539-0017,nzd0539-0018,nzd0539-0019,nzd0539-0020,nzd0539-0021,nzd0539-0022,nzd0539-0023,nzd0539-0024,nzd0539-0025,nzd0539-0026,nzd0539-0027,nzd0539-0028,nzd0539-0029,nzd0539-0030,nzd0539-0031,nzd0539-0032,nzd0539-0033,nzd0539-0034,nzd0539-0035,nzd0539-0036,nzd0539-0037,nzd0539-0038,nzd0539-0039,nzd0539-0040,nzd0539-0041,nzd0539-0042,nzd0539-0043,nzd0539-0044,nzd0539-0045,nzd0539-0046,nzd0539-0047,nzd0539-0048,nzd0539-0049,nzd0539-0050,nzd0539-0051,nzd0539-0052,nzd0539-0053,nzd0539-0054,nzd0539-0055,nzd0539-0056,nzd0539-0057,nzd0539-0058,nzd0539-0059,nzd0539-0060,nzd0539-0061,nzd0539-0062,nzd0539-0063,nzd0539-0064,nzd0539-0065,nzd0539-0066,nzd0539-0067,nzd0539-0068,nzd0539-0069,nzd0539-0070,nzd0539-0071,nzd0539-0072,nzd0539-0073,nzd0539-0074,nzd0539-0075,nzd0539-0076,nzd0539-0077,nzd0539-0078,nzd0539-0079,nzd0539-0080,nzd0539-0081,nzd0539-0082,nzd0539-0083,nzd0539-0084,nzd0539-0085,nzd0539-0086,nzd0539-0087,nzd0539-0088,nzd0539-0089,nzd0539-0090,nzd0539-0091,nzd0539-0092,nzd0539-0093,nzd0539-0094,nzd0539-0095,nzd0539-0096,nzd0539-0097,nzd0539-0098,nzd0539-0099,nzd0539-0100,nzd0539-0101,nzd0539-0102,nzd0539-0103,nzd0539-0104,nzd0539-0105,nzd0539-0106,nzd0539-0107,nzd0539-0108,nzd0539-0109,nzd0539-0110,nzd0539-0111,nzd0539-0112,nzd0539-0113,nzd0539-0114,nzd0539-0115,nzd0539-0116,nzd0539-0117,nzd0539-0118,nzd0539-0119,nzd0539-0120,nzd0539-0121,nzd0539-0122,nzd0539-0123,nzd0539-0124,nzd0539-0125,nzd0539-0126,nzd0539-0127,nzd0539-0128,nzd0539-0129,nzd0539-0130,nzd0539-0131,nzd0539-0132,nzd0539-0133,nzd0539-0134,nzd0539-0135,nzd0539-0136,nzd0539-0137,nzd0539-0138
1999-07-16 22:13:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.1802878530244,,,171.93820463630587,,,133.33146523098208,122.89698558702742,113.64525021683201,123.48896413278831,,,90.20680148609794,,,,,64.45124990305493,,,,,,112.79221255428035,,112.82705017156184,134.12665511539538,118.77315279275362,99.1444107252455,114.2130706088414,121.76138121890679,,,,103.23813453831872,100.5299789150612,,75.87962994220777,64.48073670400439,,,,49.92637209441931,78.01196556972735,,,51.97360070703831,,76.68046430728424,83.82677638841619,,99.76393109836044,110.78781028439946,,125.548592545096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.61937462884018,,,47.48216408715475,36.30414164794595,52.5901135630186,65.10805733726738,36.58724572476639,,,54.02302477316011,65.18844312023538,,63.200784591122236,,,76.63238666946933,,71.27794254656303,85.33722621917434,,,92.70507343605493
1999-11-05 22:13:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.95246045187372,237.48847314571248,238.6202350545313,221.0136120342986,,187.4993024050869,181.02357484436672,192.8004142869772,192.2139349136167,189.0284588016592,193.4956485499277,197.68003793442537,185.4633480355089,187.14530802909636,204.99320024650717,200.3822082299347,204.2125945109172,212.98461740245037,213.66447321900876,205.50051911750109,204.23090753680805,198.19081509047072,208.9977605346925,196.0076977587613,198.50142888006462,195.46345125113123,199.57205121659825,192.31669227024594,186.0462145529228,172.38771646027772,168.78740434359287,162.01586485975866,171.05088566464315,162.50931153683626,169.32320677119242,178.51989862637285,179.03640531707612,163.3840519209897,,164.70094406324552,165.52098697275918,167.90393732046658,172.38620633119837,167.85944414758023,178.25657489863227,183.5972441491285,189.94487123533543,205.25967335534403,191.4788477313636,190.97476058701434,188.64693745390383,183.88034264697507,184.68716376812506,196.82986647012896,200.0192109812622,187.93657883110168,190.20523400569817,182.59218063778337,187.62305525974423,177.68293742548525,180.15453978583378,186.1838035867409,194.6609659327559,176.24971891567094,176.287097141193,176.83257256655747,165.23038295145886,152.14590245523704,157.08967374545492,,160.3878193055677,159.36297539983477,152.02296889399082,,146.32093728728316,,,,131.25541999984915,,122.96460889819376,126.81350637892548,126.68597154216363,,129.14817962231612,130.6775463413004,140.26925015603058,143.46590559990995,157.20094409895503,132.409740850221,146.67636749023717,146.63627153323466,155.16572092075836,165.13543885301922,174.23190122225944,172.6116015003483,163.62235897871824,165.33620708647504,166.18460401851632,172.93021876739908,153.4661318002927,157.6013336412359,163.84637154426866,153.00381259376502
1999-12-07 22:13:41+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.3049269404523,214.08334701034752,208.42125667746583,204.8645921133894,196.5667692654748,191.9351490617809,189.6056570674955,188.64318974067797,190.78062207501603,195.30103634061985,194.9958827940172,199.29821189644667,203.8243909226667,209.7134560396752,208.4235005316656,210.3049046178015,210.10971312237777,211.33344703002092,208.0513094684117,203.66344059633764,199.449555346938,192.43695372535285,181.1873207075743,176.33308639187368,169.92229157876668,168.54993197744045,163.77963994448996,161.10541482830075,160.3949085924273,160.46429640499318,158.95632906664238,160.31561785363473,156.18184040809803,,158.49665622133702,159.54977357272844,160.72806073618966,163.89102135892608,164.98698484812314,172.72212686386973,176.5553531960319,178.496562661144,181.40635931378094,184.1156616724309,183.91008791246142,185.21466245088035,179.28351738488743,173.7893645032385,174.81641106952824,172.31821870815537,172.03221791948326,175.03017351024556,168.43959526621944,165.43173398367404,162.86398288943775,158.27624616255693,164.06138450672117,164.63050117794873,163.22745040860335,160.4402660823335,158.4512860808099,156.0485791224058,153.05943114516353,150.13439143211903,,151.83423485185455,150.56845552935192,146.0707151704531,,140.9358637882375,,,,127.46580480410024,,122.25296566717364,119.976003006276,121.6977948586578,,122.13248931615422,124.00365156389051,139.16892152551327,142.85333952801034,142.82378782760733,142.47193750862016,147.860102820434,148.97710274570622,155.40997397175113,160.15732615628465,165.45691287729971,158.28058786866674,162.50213895974974,158.90476380973763,155.40119852164003,154.9832987783778,150.98546882575778,148.77313187763977,143.73516663050478,145.25771984429372
1999-12-30 22:19:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.67957503981137,,210.8799020472751,199.20692071730363,199.21025606328027,197.05425253452162,192.6788819546068,193.7036850873826,191.9101222263257,190.55397909795127,191.4945647534445,198.95729861293216,197.79870037995457,201.853090751011,208.06968689256192,208.1356761136416,207.45667088429332,202.77263135099665,203.40901578556665,201.00298953281853,192.35143034155834,188.41523046345165,187.23957089706545,186.12809451909862,180.28696714008316,177.14615364576665,173.88864068427478,174.268202612067,170.0483193898314,170.66519802569172,161.7305768656235,161.48314491598947,163.8172740594416,162.16458558876133,155.08876769826884,,153.66402348217574,159.75497269986926,160.96422343270785,165.1092669591408,165.99719249415034,172.4789394910203,174.39507766832435,175.29876936891364,188.58442801344918,185.64770936232466,184.70948259462062,181.0940890587906,177.59198392509757,173.27952922683593,176.6895442954068,178.4435523841638,179.50559225275953,179.3497541757969,168.1078670530056,172.153688208828,164.19535097672983,165.66300078471625,166.95146690281342,171.78735761183518,165.24530740801924,164.7603931899352,164.53473658908135,157.25869893569555,155.9778054910565,152.4643593289567,,155.13834128371036,150.66317614093478,141.74049858066704,,139.50392618393354,,,,122.24054361716948,,120.773642492731,120.35364484270208,120.51496573431834,,125.50496479121786,130.7260908518661,132.6691774780287,135.87085856587728,144.4453966371786,135.134169678705,138.59791705537984,144.75402847624696,150.7576799675499,160.35168470350604,170.76929388465186,169.09027132533362,165.92389073164713,166.01420499956492,161.73353744544556,164.53725558117503,158.60072237674368,156.4722381092535,157.50004241773797,151.6501338286206
2000-04-20 22:19:15+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.54445901307227,198.7518918595652,196.19371216253887,183.77569965152708,180.16571706063684,172.369176257913,170.61869051416448,164.56877707930352,160.6430054070122,148.0482054493193,152.62404129039976,144.82188766374895,131.7268181378655,131.76828309392062,140.820672159124,,148.59996489604174,150.3018574183853,155.32450607177717,162.583215749993,171.8846063433781,178.02173908271047,185.93982526856496,188.4240129170679,174.65297114752892,184.17942613683044,181.4473570498544,178.3484838961331,175.0259195329332,176.2572807141899,164.90399789491056,166.6062686683191,177.9376232265409,175.57974847112607,176.0921449956361,166.7658683061137,167.74057445914536,169.5426395503937,166.9314890287725,168.7205826881614,172.4728316033969,170.40328887391,171.64147380861849,174.5717681918948,154.86376899391897,167.05303754883715,,161.0802275866592,153.3371953825105,149.05401654336518,,142.2208519508552,,,,135.80808141338912,,129.3928289589296,119.0626420387785,117.73161431712413,,128.91949992111836,128.57157485575016,135.88344893999778,134.95507259559577,118.16816707720716,128.372081233179,122.44729862313096,127.02268567321053,132.247120578785,138.93139723851138,147.34228115377525,144.390473920763,152.3790093240483,154.2287183865426,156.31307439853487,156.78741372262976,164.0459187593001,157.6481304225734,150.00088063253872,148.03552617706276
2000-04-29 22:13:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.35502686510688,242.21459385406249,222.912215464945,,198.07612864975718,187.8529722910212,202.2098336012427,201.10457509221837,191.47903987765804,193.2448541942603,207.56846860769593,194.8106588097481,188.28725563658517,205.21821538965952,206.41200999290126,211.5943164922558,217.83177768272066,217.75454205469944,203.39670164741335,206.07117547550183,200.58576122026514,208.9261332943235,199.01280752044804,202.40292951152057,200.20328978906568,204.29178511894136,191.78923457148358,191.41377110923415,170.55311490856374,169.80643961860127,165.37056190359056,166.69176048705685,153.15337428365956,162.0357451665593,174.64349727769053,164.89645139644915,149.80052430157338,,146.44845025086778,152.25170697743044,162.13509280581474,163.58981656183366,159.37685019272695,170.4419536292875,172.02802912213107,181.44612651367927,196.38287448136157,185.11863860453516,184.51594170848884,180.68717542660232,173.02576889852952,172.66504625101317,181.57088186903604,183.9856203528705,180.78954146189068,182.65703487870283,174.23163521177253,181.1172347169958,171.71287451162422,173.54912180547066,179.8870845084551,183.94652912438494,169.64721708606731,171.51572687545718,172.50393368846068,155.80074606981967,152.24063608217864,151.15434632183883,,154.3970850251244,153.71886760723476,141.50901991788783,,147.89754837007325,,,,117.16347110861437,,108.91726796263342,122.2844194894773,114.71765062141772,,127.40190231712378,134.65220020696609,135.19351371191112,145.3146432009042,162.04646758392414,139.29078630950647,145.66218189536087,151.31767745065062,155.43972384913212,160.86524437254243,169.53321156857885,167.91319164246542,161.5853917116735,164.55993793072133,164.2274313099444,161.75567408737044,152.3174544537147,159.62957932371194,163.10624147826516,148.76601293076095
2000-05-31 22:12:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.2696000195723,245.57004055120703,228.8784373003957,230.40766338537145,229.0484181894164,215.0494900210033,202.02305417671107,219.02961780364285,196.0488724931912,,176.25419068238028,164.26030772134706,167.27994525531935,166.35719502610428,163.84418780845238,169.2463794528054,171.194262047603,158.90745473190037,153.19225994183304,175.43616356771588,169.0335468720208,168.79283766664167,185.77950556317734,190.89479805980966,173.03646367471012,178.23200614229557,182.46838557811066,188.6368608905346,179.75330732727338,174.07032984063773,164.45505025430094,170.6344162868923,162.03085983845642,160.97871740899797,141.81482647305018,134.4804924099616,128.39208802778228,135.93239225952772,124.287879619312,133.5394895743848,142.99208421871606,140.59811555062547,122.10430073077818,,120.80291004726413,119.834123096645,126.32374708267436,125.76705338182899,120.32659098522275,138.39496718145733,138.95843554882646,155.43684174548645,172.14561952311556,160.30899867069138,162.51639919909184,166.83753375585763,161.9179202598192,154.64001695018794,166.02719559108922,173.16982845978401,161.03324483496095,161.32341313398533,149.58957011251465,156.61732417298947,146.88127769976225,148.1924704453147,159.9959112164957,173.760948430804,148.51158790760334,145.54691427528007,147.45681936390906,130.4605792415921,122.24909823963787,120.87479301606885,,130.02752320715038,129.19201684747128,125.17672487044189,,124.41793363809941,,,,108.6669457347997,,95.25749472494705,99.89455442649665,94.81995016102387,,,94.8837628632244,112.22088171648983,115.06155645640955,131.97174597932005,112.11682274026046,120.90526547442008,126.0586766384026,134.07213536353262,143.68988917531624,152.69390013137468,151.43870366730022,138.68933680293514,136.79184341100822,135.784749588939,144.7797557677721,129.28157134803627,127.02453312178136,134.68883133853925,119.9303188880155
2000-07-09 22:18:29+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.6942965891112,,209.896102845313,200.3725965543811,200.88747933619797,200.9046538539133,198.6717589153792,202.12781107127051,200.10910147513144,202.30622756404023,201.23856365106758,207.99684186031675,205.12240226806296,207.0888371385802,212.86723764510575,215.214930715121,218.49136819927344,217.14321051497836,211.82490331899902,219.3130000283644,213.5926734259278,206.1073704174028,203.5862515790677,201.8183548119802,199.6974286737277,190.77847285507164,177.32751879250696,171.98321734468075,168.92029822110027,165.92608840460048,162.06926009779772,161.69473994646276,156.08790298955515,,68.04902439334295,,137.400655676059,128.09250285839036,120.26085517297778,125.903689601497,,151.04904002061113,164.06275983886945,164.85673890797858,179.11807551667604,169.9084941578953,170.86169021333916,169.07678700092958,170.83482161850108,168.68878734550586,169.5236294459614,171.98396219814506,171.20985959963818,169.84710826799517,167.5670292127929,170.95430887014575,163.364084759108,164.93931549654113,164.63557251481254,172.5724204884884,166.7710802340113,161.7025946027188,164.0584644643716,152.37946933594722,149.81376278274573,143.6036292684217,,146.45018887170738,144.29344092849084,138.41430615488528,,135.10347605751042,,,,125.87160339146892,,113.95005121871549,118.66570876302922,115.61556637449566,,124.73089255459836,122.43470389046745,126.4196301944373,130.49043787192363,142.56017961302706,130.74130719308437,136.82099870523706,137.57396110012644,145.91281595277886,149.55442780076268,156.16314525429436,160.55278420149713,159.88423164361953,157.7408961849718,155.82749220086708,159.01049933742237,150.75408758071674,150.77178542173425,153.12678499416356,147.21410524658737
2000-08-19 22:11:49+00:00,,,,,,,,,,,,,,,,,,,,,,,,,80.12583599885446,,,,,,,,,,,,,,,,,216.87943371656422,173.68727971390825,,135.33860795350506,,105.22142701759378,135.13919953133671,,,69.69397922217264,44.378169977916215,71.89666642894528,83.6112489307921,,117.08675780929362,,71.97571969293986,79.76731022684389,,96.40976208855825,,,,,,,,,,,,,,,,,,,,,,91.44725456773952,93.2119370467762,,,,65.03721751819624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.70610761243424,170.61051054723757,,,132.91441731080113,,,,,,,,,,,,,,
2000-09-04 22:11:34+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.28980585905225,202.1417524957573,192.05792176077586,180.81738048534305,178.47403008677415,178.68208556960496,179.8988667282739,187.10986663119803,183.1047238126195,187.0877308627181,193.2342530133788,194.04786331403545,195.2572408065136,202.15723476011243,201.57424098413998,206.32534436267483,193.2794546399164,193.82870694568766,188.10000361889854,185.26070824567398,180.69763476190843,173.34934743292987,171.60789265775023,168.1468703018503,164.6830056009153,159.23932543222833,151.9922443769414,160.1912794692447,152.45569050631892,146.50552781016694,143.36107496646866,153.10262912610634,,153.24376591732994,151.62019765441974,152.93458584075717,156.37783762607046,164.44260023916922,164.0840958947919,164.47155455365032,168.1692620439617,163.65132434708815,172.45432877906583,171.76753589564868,163.4301584871611,159.85085926154625,162.42861925650325,155.83915114809545,151.68145064440262,161.99109511451405,166.45337218170383,163.45397318305754,158.44714874908897,154.01172244575474,151.785289696519,150.77753354642752,140.1525981930103,148.90779245056075,147.56549197582925,145.91658063039304,151.6300890337338,136.65229152855628,133.43463636551454,,124.08030753678094,122.33119296074412,126.31156917443994,,124.42536864518442,,,,,,,,,,,,,114.98311494461632,109.35766645962556,121.68623686595795,125.3903994385499,131.1434528388939,142.09199540396952,135.66571723744403,144.74866713084003,136.65047682486738,144.29659816775927,142.37792864476774,137.32383665895162,137.69649588408592,139.30082503860638,135.6526682750167,130.08203241740702,135.29717400897272
