,dates,per0060-0000,per0060-0001,per0060-0002,per0060-0003,per0060-0004,per0060-0005,per0060-0006,per0060-0007
0,1985-08-27 14:57:49+00:00,181.78424218246803,,,,,,189.52375588035252,193.37773042761665
1,1985-09-28 14:57:26+00:00,,,,,,,,
2,1986-02-19 14:54:53+00:00,215.27951222732776,212.43576711927884,213.17314297090314,209.61313363169714,211.0900775517237,206.2736456120134,216.63885937494135,206.57342508346642
3,1986-04-24 14:53:30+00:00,207.47914078877264,202.02744631761328,204.4772379739418,213.55762783750458,212.42864084187062,213.51715464907008,211.79797786919812,206.81429945192008
4,1986-09-15 14:48:50+00:00,214.1521969047617,215.12711374620295,213.77928132601173,210.66694948073823,211.81016213800797,215.05304930089625,216.69983904408352,210.823721885895
5,1987-01-21 14:48:10+00:00,,,,174.87331083974516,173.2564755045586,176.7691665163454,176.9031133748515,177.39964305034593
6,1987-02-06 14:48:45+00:00,213.4237929364897,215.72279199066924,214.43773520148306,213.06303976391234,211.17698181759306,213.5137014071857,216.48343587394368,214.79343110482148
7,1987-03-26 14:50:34+00:00,210.89347439167778,214.7641633274514,216.3512213318771,213.8368204452574,215.15010769613167,213.30058231576962,214.7226184287133,212.44601283539666
8,1991-04-22 14:50:18+00:00,205.2376633097702,203.87963367689247,207.5217728043154,213.89902297309274,221.0457508714733,218.8141555221796,220.65731283113536,214.8761371851947
9,1991-07-11 14:51:29+00:00,185.18403337761282,202.9053779535837,209.66249214399522,,,,219.38537237078657,214.0220391334591
10,1991-11-16 14:52:30+00:00,208.19039487765826,209.4248523396562,210.5406168970419,215.4135730158563,225.19605996119463,220.8834517981533,,
11,1993-04-11 14:50:35+00:00,211.35041633587792,208.18535222528158,209.8725188469752,209.24203242856356,218.27571032249398,216.26183255761305,212.26047874523186,212.10412509701
12,1993-08-17 14:50:41+00:00,216.92923869112568,221.78602443369948,220.0598826324303,223.488854097828,222.14208430677598,219.9680608469751,219.42142164835056,216.00462458085767
13,1993-10-04 14:50:33+00:00,208.5220302752243,214.85298963117478,218.6619960201459,218.9444902675872,218.35750856627152,219.32405707733076,220.90878897877417,215.16343329601116
14,1994-04-14 14:48:21+00:00,220.89927421278324,220.41264118031307,223.11341280542746,224.03528151724402,233.31966323262577,230.29605870463215,227.10145994130454,221.31836185479517
15,1994-12-26 14:41:34+00:00,217.4079456861095,216.34736196168095,218.28973796266803,219.87319689181567,220.6871045080548,215.47012788664256,214.79152142095796,212.32581926726039
16,1996-01-30 14:32:39+00:00,202.08253308705935,204.4872536490857,210.33963008553764,208.33732040426725,210.34519171595588,210.07560769191704,210.91800373294132,206.91502595007915
17,1996-04-03 14:36:53+00:00,209.3320524404091,214.9964827521553,212.87737274549988,213.1813146483316,214.93958397258012,216.11594333122005,217.07630551202243,209.8022720149172
18,1996-08-25 14:44:52+00:00,,,,,,,,
19,1996-09-26 14:46:38+00:00,206.00248709890468,208.50484705434252,212.31036051351373,216.3062349877598,218.8963831862536,219.514226380325,219.40575296835948,212.38007028220215
20,1996-10-28 14:48:15+00:00,205.0632824358711,206.15237115784606,216.34301763936344,218.47942369242216,219.18038734422356,218.57668057459557,,
21,1997-02-01 14:52:46+00:00,219.83303486994265,219.37763627573094,222.707009701107,221.3690268308598,223.0940602545358,225.87282148941893,225.26863616036994,225.2424314037435
22,1997-05-08 14:56:25+00:00,196.63823843560098,202.63849154008335,210.34196696982676,213.75533280780462,215.4741932756132,216.65503149461634,211.9617700222455,208.6548323862504
