,dates,usa_CA_0102-0000,usa_CA_0102-0001,usa_CA_0102-0002,usa_CA_0102-0003,usa_CA_0102-0004,usa_CA_0102-0005,usa_CA_0102-0006,usa_CA_0102-0007,usa_CA_0102-0008,usa_CA_0102-0009,usa_CA_0102-0010,usa_CA_0102-0011,usa_CA_0102-0012,usa_CA_0102-0013,usa_CA_0102-0014,usa_CA_0102-0015,usa_CA_0102-0016,usa_CA_0102-0017,usa_CA_0102-0018,usa_CA_0102-0019,usa_CA_0102-0020,usa_CA_0102-0021
0,1984-04-18 18:01:41+00:00,208.60802290896254,214.60919288024658,215.29553157182653,212.5556194795908,193.2648296213596,194.7342158652956,191.79553340602004,196.87117257640108,199.5860669859011,204.7427227847515,197.15241129267804,195.05102916851524,193.80322757947926,185.41543026002904,194.48001061266666,196.13681345492125,194.03429573054626,191.28112946474985,190.02436064980574,186.39558731037005,190.22551630013277,205.336992489444
1,1984-05-04 18:01:45+00:00,210.14287957964837,207.1667241405917,214.21631244156922,209.64457600702642,200.6470369683965,196.69132172961912,197.48751756690046,196.85342829470684,199.5593799396752,201.03916260566976,195.02808058067845,195.68738980881568,188.65103341021455,190.94091973641096,197.23663593393297,202.95778212001363,200.43715114101053,194.53003420538454,191.9298920290938,190.34486686850434,191.66078858593139,203.70742492439666
2,1984-05-20 18:02:16+00:00,213.93910970277577,207.08293399590391,210.24793902096127,208.98628049703305,201.06922517539908,197.19185521435148,194.20677471119055,190.6116064977338,194.98287101399583,203.97346973243953,193.98806881364058,192.67063061922846,188.5966659302002,187.1672596461684,193.14484334008836,190.67671338049058,182.48885147638828,187.1320937414527,184.39489747148642,181.75460217506395,190.6477219447164,204.648262608164
3,1984-06-21 18:02:54+00:00,213.851828422717,213.00826900750215,215.68797547698128,210.48373250019984,204.70089003927762,195.4139911085798,187.30802188891946,193.76971889523907,200.75484189648404,204.66393015491207,208.69268871710773,200.89232633142612,191.96461137446602,193.73764501045213,200.3338064670541,196.44915128551798,193.1416226354519,194.27128844120003,202.86628066333833,205.52279775417492,201.22940521287566,210.23139202175457
4,1984-10-27 18:04:31+00:00,222.85872391272008,224.31008935772712,222.05433399905016,220.28742210046903,213.78704400118608,205.2950713603337,205.31781940069087,210.96150124329907,211.37841725183392,209.8833289843299,204.24055309488492,204.86697282340768,203.33488731895142,197.6972074091298,205.0321230892253,203.9269492385188,199.53716461876246,201.27009688975812,196.13893645760578,193.0674067026369,192.24159912898932,215.28770629260532
5,1984-11-12 18:04:23+00:00,215.11510236998822,212.0736549817378,217.09969273376691,207.22629165044313,202.01646749463927,200.30955260351794,201.79684363720142,201.08781361366925,207.61403971185712,196.56728370388723,198.478633287856,195.69538038891693,193.53939378035196,195.85181703028994,199.92660675343046,199.9494524113935,196.3140698394467,194.59487464615094,191.6734989595077,197.78349798259927,195.70254189834645,205.8047115415182
6,1984-12-14 18:04:35+00:00,210.01364113699918,210.82693075738305,221.63329038852575,217.33606433150493,207.8395303013716,205.47244254139207,199.74877218202334,206.56816788324645,212.42108018934314,204.87538618390434,212.55603535229898,204.03683714500178,201.09096742619448,201.88315202044615,204.1662537944336,200.23097255198317,198.09943384664146,201.23656775032407,201.77200767863684,199.70002393237445,203.52540769270522,210.448585177906
7,1984-12-30 18:04:44+00:00,223.5884193066837,220.3430848127683,224.7307160092606,222.6080264066348,209.2902014170921,205.52950165920154,204.3741854038623,204.30852314215778,206.66301329426997,209.0902998017346,202.63711338487892,202.8428410645122,202.0944913619794,200.1455709085302,199.62451962263836,205.6332477769774,206.21908937674726,208.3574892220626,213.9717270074143,212.765298058847,212.6003545582815,218.641451505454
8,1985-01-15 18:04:51+00:00,215.7512868805154,212.6293557022964,221.3418386192338,216.59142164553109,211.30061766696775,206.709441215237,203.82365356625036,207.62166581023558,209.22007201147375,208.0562231116521,214.83548917148286,204.55625309662733,199.24809129310628,204.76532892447088,209.18924685735914,203.48744053157418,200.6748161210924,204.120014283683,208.41940228313686,209.40220149536714,210.60734277372532,221.89539470226438
9,1985-01-31 18:04:55+00:00,218.8745230691849,219.24983396570488,220.1682026306584,218.64370163068304,204.0516058816041,199.7986866966633,204.34399504085687,211.06467412485046,208.83542959103895,211.9199064336642,215.7140722509459,205.9848312642891,200.04203916907636,208.73836803412325,210.08421292421593,207.88960471547063,209.92747985111367,205.8846801267083,211.21668956889738,211.14945145418415,211.03477536233203,220.1689046554887
