dates,satname,nzd0574-0000,nzd0574-0001,nzd0574-0002,nzd0574-0003,nzd0574-0004,nzd0574-0005,nzd0574-0006,nzd0574-0007,nzd0574-0008,nzd0574-0009,nzd0574-0010,nzd0574-0011,nzd0574-0012,nzd0574-0013,nzd0574-0014,nzd0574-0015,nzd0574-0016
2002-07-01 22:01:27+00:00,L7,253.34,256.74,267.87,262.74,263.57,264.51,264.56,269.37,261.82,265.38,263.63,266.00,272.37,291.21,290.37,317.99,376.83
2002-08-18 22:01:09+00:00,L7,237.35,241.84,257.00,254.46,258.63,261.34,262.67,259.76,270.44,263.01,266.10,271.74,273.87,269.57,268.46,289.60,304.86
2002-10-05 22:00:43+00:00,L7,209.15,214.05,223.88,219.98,216.56,219.23,221.98,225.69,218.39,220.03,212.03,216.95,215.36,213.16,215.90,211.97,204.85
2002-10-21 22:00:48+00:00,L7,208.00,218.20,227.31,227.74,222.08,225.64,225.67,225.43,221.58,220.02,213.08,219.07,217.11,215.11,217.00,211.73,216.19
2002-11-06 22:00:53+00:00,L7,209.83,211.27,225.17,222.06,215.64,219.80,220.18,225.71,218.58,218.36,210.32,215.92,213.62,212.84,213.76,207.50,205.03
2002-12-08 22:01:15+00:00,L7,225.07,228.63,246.40,244.06,242.24,242.54,241.42,250.90,252.32,249.35,253.64,257.28,264.94,260.83,266.75,277.78,287.56
2003-01-25 22:01:30+00:00,L7,239.50,244.00,252.21,251.69,251.61,252.38,255.91,263.60,268.11,265.00,266.09,270.36,282.35,285.01,295.10,310.98,369.65
2003-03-14 22:01:44+00:00,L7,227.52,228.47,246.25,243.09,243.22,242.81,249.72,252.96,249.08,255.30,249.42,257.58,256.13,252.01,247.93,250.52,248.27
2003-08-13 21:49:56+00:00,L5,223.78,228.85,237.70,238.71,238.89,239.04,243.23,247.25,247.18,244.99,241.53,238.55,237.10,229.71,220.12,217.51,210.06
2003-08-29 21:50:14+00:00,L5,219.64,229.40,241.33,238.19,233.96,233.62,238.17,239.68,241.71,235.25,234.87,233.53,236.10,227.89,223.00,224.66,213.87
2003-09-30 21:50:42+00:00,L5,239.41,235.47,249.41,250.35,249.53,250.88,250.49,252.94,257.61,255.83,253.67,259.66,267.37,263.12,278.87,294.51,331.47
2003-10-16 21:50:55+00:00,L5,244.72,248.34,255.49,250.52,247.75,249.21,254.26,254.15,259.67,264.33,264.89,269.22,271.10,267.60,285.57,305.94,332.51
2003-11-09 22:01:30+00:00,L7,215.94,217.89,230.97,231.63,229.25,233.01,234.09,234.10,239.97,234.30,234.81,232.62,236.47,233.14,218.67,209.70,204.36
2003-12-03 21:51:31+00:00,L5,242.46,240.96,244.56,242.90,239.49,244.07,248.67,251.16,255.14,259.98,263.58,265.37,268.98,267.72,277.16,283.86,292.55
2003-12-27 22:01:54+00:00,L7,220.59,219.27,228.14,228.57,226.27,232.46,234.23,240.05,240.31,236.78,240.28,,,,,,
2004-01-04 21:51:46+00:00,L5,219.57,226.39,239.69,240.54,239.03,237.70,242.81,247.59,239.19,230.58,232.13,234.63,239.94,232.41,239.42,228.19,215.36
2004-02-05 21:51:52+00:00,L5,,,,,,,238.44,243.15,244.90,244.93,241.78,228.43,230.47,227.34,221.75,203.68,198.22
2004-02-13 22:02:07+00:00,L7,241.16,246.33,261.82,260.24,254.88,255.19,259.24,257.77,263.94,259.05,262.73,285.01,277.17,263.05,286.05,352.83,365.45
2004-02-21 21:51:58+00:00,L5,215.72,213.70,229.26,231.10,228.07,230.63,230.80,237.87,237.68,240.73,237.17,232.48,229.33,227.42,221.77,205.90,200.39
2004-04-09 21:52:31+00:00,L5,241.60,245.40,258.26,258.09,258.11,254.06,251.56,255.94,257.86,258.81,259.22,271.39,266.81,264.41,277.11,294.31,326.34
2004-05-03 22:02:11+00:00,L7,219.85,221.33,235.12,233.35,230.70,231.83,233.56,233.84,239.62,232.55,237.44,234.56,240.40,234.72,226.08,216.27,213.79
2004-06-20 22:02:01+00:00,L7,,,,,493.42,495.03,462.21,495.45,,,,,,,267.63,134.67,185.44
2004-07-06 22:02:00+00:00,L7,243.12,245.95,257.92,261.23,259.01,261.09,261.79,266.54,263.23,266.92,260.14,,,,,,
2004-07-14 21:55:18+00:00,L5,235.40,229.43,242.12,242.06,237.66,235.81,240.94,246.27,257.56,255.78,252.88,255.24,257.06,255.62,250.25,240.14,233.17
2004-07-30 21:55:39+00:00,L5,227.53,230.45,238.77,233.74,234.91,233.31,235.77,240.43,241.55,246.43,244.34,243.37,252.38,247.41,247.58,233.74,211.10
2004-08-15 21:56:01+00:00,L5,221.21,222.36,240.52,234.30,232.84,239.38,240.18,239.30,241.11,234.88,234.71,237.27,237.38,233.71,236.31,225.35,217.10
2004-08-23 22:01:47+00:00,L7,,258.86,267.92,264.61,261.17,263.88,260.64,263.59,270.43,264.50,269.56,285.33,288.90,266.00,285.57,338.03,369.63
2004-09-08 22:01:41+00:00,L7,243.73,247.33,258.93,253.79,256.85,261.67,261.18,264.75,269.83,265.13,265.98,266.35,271.73,266.30,283.18,333.79,354.54
2004-09-24 22:01:37+00:00,L7,237.02,240.03,250.19,246.43,247.74,251.88,253.83,255.53,254.76,256.36,251.43,258.69,254.89,256.76,262.02,271.48,277.68
2004-10-02 21:57:14+00:00,L5,218.42,223.50,238.58,237.66,236.70,235.09,241.61,245.92,240.02,231.56,232.55,231.88,240.69,230.67,236.39,223.51,177.52
2004-10-10 22:01:32+00:00,L7,228.20,227.96,246.22,243.35,241.48,241.27,247.72,250.98,248.36,250.49,245.46,250.74,250.45,248.80,250.04,241.53,238.16
2004-10-18 21:57:35+00:00,L5,229.24,231.84,244.96,245.47,245.31,253.07,248.36,247.69,245.85,245.11,245.88,249.69,248.22,255.72,262.29,285.54,318.59
2004-10-26 22:01:48+00:00,L7,216.34,219.99,231.85,233.38,229.88,232.85,234.08,234.80,241.67,233.41,238.02,233.93,242.37,233.44,237.66,227.93,216.80
2004-11-27 22:02:05+00:00,L7,215.60,219.89,230.20,230.30,228.40,229.77,233.25,231.57,239.88,233.03,237.33,231.26,235.84,232.46,227.82,224.28,217.60
2004-12-13 22:02:12+00:00,L7,208.85,211.95,216.74,216.50,214.01,219.62,221.36,225.45,223.59,225.17,220.62,226.82,224.44,224.30,222.26,208.36,202.17
2005-01-06 21:59:00+00:00,L5,238.21,240.28,257.16,253.70,245.32,243.37,246.90,251.25,254.66,249.49,249.74,260.10,262.41,261.09,264.83,285.52,312.53
2005-01-14 22:02:24+00:00,L7,233.44,234.22,251.31,245.77,245.62,246.84,253.69,254.54,255.78,256.71,254.26,260.03,254.42,256.70,259.04,293.49,337.33
2005-02-15 22:02:37+00:00,L7,213.39,207.38,231.07,246.34,249.56,256.36,257.29,259.25,264.09,260.10,261.60,263.11,270.07,262.30,278.92,327.41,346.11
2005-02-23 21:59:43+00:00,L5,225.48,222.86,238.87,235.63,233.08,236.85,236.82,244.12,248.24,245.44,238.12,237.64,239.20,240.04,235.41,227.36,216.20
2005-03-03 22:02:41+00:00,L7,247.68,245.22,251.43,249.37,247.28,249.29,253.85,255.79,258.21,256.65,251.70,259.06,262.17,262.01,276.85,309.48,340.96
2005-03-11 21:59:55+00:00,L5,217.43,222.30,234.21,232.40,231.88,233.05,231.23,235.76,241.63,239.00,237.36,237.84,238.05,237.64,232.81,229.21,212.92
2005-03-19 22:02:42+00:00,L7,238.59,243.67,251.73,250.62,249.80,254.68,257.81,256.08,262.46,258.71,255.04,260.42,260.82,261.75,277.14,293.70,327.14
2005-03-27 22:00:03+00:00,L5,221.08,221.77,238.91,235.15,223.90,230.38,230.14,238.83,237.61,236.58,239.53,241.26,243.67,238.22,235.86,229.85,215.64
2005-04-04 22:02:39+00:00,L7,239.39,241.17,252.05,248.27,248.10,248.89,256.66,256.21,259.08,256.43,257.84,260.51,260.97,263.15,277.75,284.10,311.24
2005-04-20 22:02:32+00:00,L7,234.78,237.28,249.34,247.50,243.50,247.76,251.54,252.55,249.66,254.18,248.53,254.53,254.73,257.85,263.70,264.92,258.09
2005-04-28 22:00:11+00:00,L5,235.62,240.30,252.30,249.43,249.90,250.50,255.67,258.47,266.66,264.25,264.95,268.76,269.54,268.86,276.08,287.20,313.54
2005-05-06 22:02:37+00:00,L7,234.65,228.69,243.38,237.77,229.95,236.28,236.44,243.74,242.00,233.32,239.43,235.13,243.73,237.29,246.23,236.54,220.95
2005-05-22 22:02:36+00:00,L7,221.20,219.23,240.75,233.52,231.86,234.28,235.38,237.11,239.24,231.66,237.56,230.12,241.03,234.83,240.74,232.27,220.95
2005-05-30 22:00:27+00:00,L5,258.62,267.87,270.45,262.00,261.61,260.65,260.85,261.76,263.59,266.94,271.94,281.89,285.51,287.34,303.33,343.34,350.94
2005-06-07 22:02:31+00:00,L7,234.66,234.43,248.96,244.28,242.07,243.25,249.62,251.31,245.92,250.09,241.16,246.53,246.26,244.29,250.02,243.04,229.34
2005-06-23 22:02:25+00:00,L7,229.07,228.61,252.02,246.99,237.12,240.16,240.71,248.09,243.27,243.77,238.96,243.86,244.86,239.84,244.96,242.77,229.38
2005-07-09 22:02:26+00:00,L7,237.27,239.26,250.18,250.23,244.49,244.85,250.77,253.43,251.89,256.06,251.48,260.25,256.41,261.23,264.62,263.59,265.90
2005-08-26 22:02:15+00:00,L7,248.13,250.88,253.58,252.68,252.09,258.35,260.80,264.41,272.05,270.90,272.47,276.26,277.21,282.59,293.25,325.67,331.24
2005-09-11 22:02:05+00:00,L7,250.78,247.96,255.12,252.67,253.06,258.30,259.45,264.77,271.59,274.46,277.33,280.40,278.41,282.19,295.96,322.87,338.13
2005-09-19 22:01:08+00:00,L5,211.23,211.75,224.58,221.34,217.69,220.20,225.93,225.30,229.91,230.05,229.86,229.28,221.21,220.39,218.12,214.57,203.88
2005-10-05 22:01:05+00:00,L5,210.13,213.86,225.75,222.01,344.35,391.03,217.27,217.82,225.28,,228.58,217.57,217.13,,,,
2005-10-13 22:02:06+00:00,L7,234.19,231.49,248.11,244.66,243.08,246.02,253.64,256.59,256.84,258.45,256.80,261.05,260.12,263.70,277.31,289.00,310.23
2005-11-22 22:01:34+00:00,L5,231.83,234.40,243.96,244.92,242.59,244.06,257.88,263.66,268.00,267.02,269.03,274.07,272.94,270.22,280.06,297.88,313.13
2006-02-02 22:03:01+00:00,L7,225.60,229.53,248.39,243.77,243.25,244.32,253.24,254.38,259.06,258.44,255.16,260.56,263.21,272.81,278.15,287.56,299.98
2006-02-18 22:03:05+00:00,L7,231.18,232.10,250.96,245.19,244.45,246.77,254.97,256.52,263.96,261.22,264.52,261.85,266.76,282.33,283.77,295.36,309.57
2006-02-26 22:03:47+00:00,L5,222.02,221.82,234.56,228.76,228.79,230.34,227.11,226.70,232.09,232.92,233.06,232.36,232.11,238.87,240.61,227.16,208.54
2006-05-09 22:03:04+00:00,L7,230.67,230.34,251.11,244.16,242.72,242.73,245.64,254.19,249.89,254.97,250.28,255.39,252.23,260.01,259.74,253.99,263.79
2006-05-17 22:05:09+00:00,L5,238.19,238.64,257.81,254.78,253.49,262.22,259.69,265.57,269.03,267.63,269.24,278.64,,,,,
2006-06-26 22:02:56+00:00,L7,234.10,236.52,251.10,249.24,244.16,251.53,245.02,252.70,248.02,251.41,246.90,250.49,250.76,257.71,254.40,248.20,254.25
2006-08-13 22:02:41+00:00,L7,233.46,242.24,252.38,248.60,250.42,258.11,260.46,257.42,263.65,260.49,264.58,266.05,254.99,268.52,281.85,290.33,300.16
2006-08-21 22:06:31+00:00,L5,225.88,231.70,243.31,243.02,237.06,239.30,240.02,239.27,240.20,232.58,236.02,242.07,241.71,246.38,249.74,244.73,247.17
2006-08-29 22:02:38+00:00,L7,237.99,245.17,257.13,252.47,251.25,259.18,258.69,260.86,266.55,261.38,265.52,265.44,274.67,281.21,290.18,297.46,313.83
2006-09-06 22:06:43+00:00,L5,208.70,215.62,234.18,229.63,225.87,232.01,234.83,239.65,240.07,233.94,237.64,236.51,233.19,233.73,235.81,230.28,228.84
2006-09-22 22:06:54+00:00,L5,222.73,223.83,239.58,229.32,223.20,226.49,227.96,231.86,232.07,229.39,233.44,235.47,238.36,242.42,241.93,238.96,234.33
2006-10-08 22:07:05+00:00,L5,203.97,208.69,221.76,218.15,217.51,213.80,215.90,225.18,231.04,226.18,224.87,228.71,233.86,234.81,227.39,223.31,218.77
2006-10-16 22:02:31+00:00,L7,235.63,232.43,249.14,244.00,243.20,245.38,253.03,255.39,263.20,259.66,265.55,263.62,271.33,270.02,279.77,287.41,304.24
2006-11-01 22:02:46+00:00,L7,234.38,232.25,251.36,244.28,242.95,245.16,250.83,253.50,256.80,256.27,256.89,257.28,259.48,268.56,277.94,284.86,299.87
2006-12-11 22:08:04+00:00,L5,251.76,259.79,276.14,258.09,255.13,259.39,265.21,259.29,255.63,255.52,251.27,259.61,258.43,269.42,281.82,298.07,322.43
2006-12-19 22:03:12+00:00,L7,207.12,215.75,225.25,226.27,225.04,224.85,228.80,229.78,236.35,229.96,237.36,234.94,242.74,239.66,250.08,242.91,221.35
2007-02-05 22:03:23+00:00,L7,215.67,221.04,230.89,227.98,231.02,233.95,234.23,235.44,240.09,235.29,239.55,241.96,245.86,245.51,250.25,258.65,254.24
2007-03-25 22:03:32+00:00,L7,252.79,254.47,261.94,256.43,251.82,259.44,260.61,261.89,270.12,263.27,266.56,263.73,272.18,277.51,311.02,305.30,318.72
2007-05-28 22:03:16+00:00,L7,241.06,244.63,253.57,255.56,251.48,265.14,259.04,253.80,252.92,256.36,252.85,259.43,256.38,272.46,280.48,287.35,286.05
2007-09-09 22:06:09+00:00,L5,217.97,223.50,238.31,235.23,233.19,237.52,239.10,236.28,237.08,232.70,234.36,237.32,238.24,243.48,251.75,253.16,256.65
2007-09-17 22:02:48+00:00,L7,230.96,228.36,,,484.82,476.27,243.67,249.38,254.82,254.16,252.90,258.93,267.46,278.96,287.25,290.43,302.13
2007-11-04 22:03:02+00:00,L7,230.50,228.36,247.60,243.81,241.21,242.98,242.48,252.68,250.63,255.53,250.64,259.13,263.13,267.17,275.69,281.45,291.20
2007-11-20 22:03:10+00:00,L7,234.49,238.27,250.28,247.23,243.22,242.59,244.61,252.55,251.38,256.30,255.98,268.21,273.10,276.55,282.78,290.52,301.41
2007-12-06 22:03:16+00:00,L7,203.66,202.86,214.72,212.53,207.30,207.31,216.51,221.68,221.52,221.60,218.98,221.15,225.91,225.16,231.66,234.19,239.82
2007-12-22 22:03:20+00:00,L7,210.46,209.44,223.83,216.91,212.61,210.10,216.37,222.90,222.23,222.15,213.39,226.85,226.44,232.55,239.76,239.85,248.88
2008-01-23 22:03:21+00:00,L7,208.07,211.26,217.84,214.78,209.84,210.43,213.97,225.25,220.99,225.32,216.91,225.96,222.39,230.37,225.81,232.32,230.24
2008-02-16 22:03:33+00:00,L5,233.29,233.69,247.35,245.84,245.03,246.10,249.46,250.60,252.81,248.13,251.16,251.95,257.57,263.32,267.28,270.26,275.66
2008-02-24 22:03:14+00:00,L7,215.14,218.77,228.81,228.44,224.94,229.32,230.31,230.65,236.77,232.22,235.77,233.03,241.00,239.13,243.48,245.65,251.43
2008-03-03 22:03:15+00:00,L5,224.44,226.69,237.67,236.14,230.67,230.97,229.24,232.55,234.84,226.54,222.72,226.11,227.19,229.74,238.09,238.36,241.33
2008-03-11 22:03:08+00:00,L7,228.47,230.07,248.80,244.62,240.68,241.96,241.76,245.32,244.93,248.56,246.17,249.17,249.55,260.25,261.29,264.97,266.42
2008-04-12 22:03:08+00:00,L7,242.06,247.54,252.12,252.32,256.50,259.44,261.53,263.09,271.43,264.46,270.54,267.33,279.41,285.77,287.14,314.41,331.26
2008-05-14 22:03:00+00:00,L7,239.91,245.22,257.10,259.78,262.03,263.75,264.08,268.03,271.54,272.82,271.68,270.40,278.67,287.54,286.98,295.45,305.49
2008-05-30 22:02:53+00:00,L7,244.43,250.00,264.02,266.27,267.47,269.18,273.74,277.73,282.86,285.08,280.05,286.51,,,,,
2008-06-15 22:02:44+00:00,L7,233.39,236.64,249.17,244.68,243.07,246.57,250.91,253.08,254.64,,249.88,247.35,250.43,256.95,259.94,270.49,271.36
2008-07-01 22:02:34+00:00,L7,,,,,429.63,303.76,192.72,159.89,,,,,,,,,475.70
2008-08-02 22:02:15+00:00,L7,211.04,213.75,225.74,221.12,218.27,230.23,223.70,226.23,222.48,221.01,216.07,221.86,225.74,229.30,229.84,237.48,237.97
2008-08-18 22:02:08+00:00,L7,221.07,220.50,236.70,233.88,231.22,236.06,233.82,234.37,237.40,233.13,236.44,233.93,238.21,232.22,238.64,238.41,245.05
2008-09-19 22:01:52+00:00,L7,229.10,230.73,249.38,244.68,246.11,245.73,251.77,252.61,250.15,243.09,245.78,248.50,248.55,257.48,258.75,278.85,269.35
2008-10-05 22:01:42+00:00,L7,235.84,236.90,250.09,249.56,249.90,254.36,258.78,266.13,270.26,272.58,270.52,280.59,273.79,281.23,288.82,298.47,304.89
2008-10-29 21:56:36+00:00,L5,216.34,216.43,229.03,231.63,229.29,226.56,218.82,217.75,218.22,220.88,218.19,223.97,231.72,237.02,239.09,241.63,237.37
2008-11-06 22:02:03+00:00,L7,230.99,230.82,250.72,250.07,249.59,255.07,258.84,262.24,273.53,274.46,271.78,277.57,277.07,288.10,292.94,302.66,313.19
2008-11-14 21:56:16+00:00,L5,215.34,214.28,232.21,231.96,230.22,230.59,226.27,228.43,234.22,228.30,229.88,228.85,233.13,233.70,239.81,238.24,240.94
2008-12-16 21:57:17+00:00,L5,217.35,220.43,236.22,234.61,236.38,237.65,239.62,246.33,247.20,245.32,243.36,244.40,247.65,247.05,255.63,279.82,278.40
2009-01-25 22:02:45+00:00,L7,205.20,205.41,219.42,216.08,213.74,225.29,225.71,224.45,223.70,225.19,220.01,227.35,222.57,229.67,230.00,231.95,224.65
2009-02-02 21:58:34+00:00,L5,253.84,251.52,257.11,253.22,255.75,262.26,261.11,270.33,275.79,279.59,279.15,284.45,284.63,293.64,298.18,310.75,316.83
2009-03-14 22:03:09+00:00,L7,234.98,229.67,232.20,232.72,230.48,235.23,233.67,239.10,241.43,237.46,240.80,238.70,243.71,244.24,247.54,253.16,248.93
2009-06-02 22:03:27+00:00,L7,244.15,249.17,257.87,262.53,267.13,269.86,276.27,280.70,289.96,,,,,,,,
2009-06-18 22:03:25+00:00,L7,243.98,253.30,263.26,269.05,269.46,270.89,270.94,287.69,288.91,284.95,285.62,,,,,,
2009-08-05 22:03:13+00:00,L7,227.36,223.98,241.60,239.31,235.01,236.23,237.86,246.72,241.22,237.22,237.13,238.47,243.99,243.86,247.27,243.72,245.35
2009-10-24 22:03:18+00:00,L7,232.07,228.37,250.00,253.49,253.56,258.62,260.71,266.33,272.49,273.08,274.43,280.02,278.94,285.85,292.13,303.41,313.21
2009-11-25 22:03:45+00:00,L7,247.31,247.03,259.14,258.53,254.10,255.95,259.27,268.57,272.86,275.40,273.58,278.53,278.52,286.61,293.05,301.43,307.37
2010-02-05 22:03:53+00:00,L5,252.82,253.47,265.13,259.37,262.52,265.90,268.11,278.28,279.91,281.34,285.73,288.03,295.54,296.20,303.19,318.94,322.56
2010-02-21 22:03:56+00:00,L5,250.14,246.98,260.86,259.01,260.37,262.84,266.22,280.95,283.31,283.60,286.02,288.58,294.97,300.65,302.37,315.58,314.74
2010-06-21 22:05:10+00:00,L7,243.69,248.03,271.11,272.47,270.58,268.86,269.54,284.15,,,,,,,,,
2010-07-23 22:05:14+00:00,L7,230.71,231.36,249.36,242.92,239.26,240.69,233.38,236.32,238.50,236.22,235.93,235.41,240.27,244.45,250.06,252.03,251.27
2010-08-08 22:05:13+00:00,L7,216.93,224.24,229.88,226.39,228.13,229.10,227.72,228.66,234.64,226.59,229.89,226.08,230.26,232.56,241.58,238.30,232.63
2010-10-11 22:05:21+00:00,L7,222.64,226.42,248.21,244.14,242.99,245.21,252.36,254.04,259.89,256.96,251.77,258.62,259.66,260.31,264.83,264.92,270.80
2010-11-04 22:02:50+00:00,L5,212.70,213.22,227.01,223.97,224.21,224.43,226.79,230.43,232.07,232.78,230.57,227.86,222.18,229.42,231.37,229.15,235.88
2010-11-12 22:05:42+00:00,L7,236.24,235.85,246.94,245.11,242.65,242.71,252.51,254.99,264.36,259.81,254.51,261.78,265.17,269.24,277.41,292.61,289.39
2010-12-30 22:06:10+00:00,L7,236.40,235.85,250.83,245.97,245.69,250.04,257.47,260.71,270.40,265.86,265.96,269.16,272.64,278.42,279.27,289.92,295.18
2011-01-07 22:02:56+00:00,L5,211.64,214.29,227.36,221.27,215.82,219.68,222.61,228.03,232.18,227.38,228.45,231.58,232.60,235.26,239.53,244.19,244.90
2011-01-23 22:02:56+00:00,L5,216.87,222.28,238.40,234.81,232.47,234.77,237.72,243.79,245.27,247.85,246.64,246.72,244.33,245.98,248.38,257.94,255.72
2011-01-31 22:06:24+00:00,L7,213.55,221.10,230.23,223.64,226.97,231.02,233.96,237.20,237.21,231.94,232.28,231.33,232.27,235.60,243.30,240.95,247.78
2011-02-16 22:06:27+00:00,L7,207.87,212.79,222.05,216.44,214.14,219.80,221.65,221.80,222.38,218.64,213.63,216.66,217.76,220.05,221.69,229.56,229.26
2011-03-04 22:06:33+00:00,L7,211.43,210.60,218.96,215.67,213.62,218.33,217.63,224.10,219.81,226.02,214.29,216.90,216.89,220.78,224.40,224.49,227.58
2011-03-12 22:02:55+00:00,L5,258.25,262.35,276.77,269.14,263.67,265.42,268.64,273.61,279.81,280.16,289.63,284.85,291.81,297.63,302.12,314.63,311.34
2011-03-28 22:02:50+00:00,L5,241.45,247.51,264.76,262.98,260.03,260.69,259.29,265.85,272.72,274.54,270.77,271.34,273.30,277.90,279.50,289.98,294.89
2011-04-05 22:06:38+00:00,L7,215.98,219.61,226.45,228.62,223.12,231.05,229.14,231.01,236.36,229.07,231.27,226.89,227.88,231.12,236.42,237.23,240.87
2011-09-12 22:06:17+00:00,L7,211.22,210.73,219.21,220.65,224.91,217.13,220.48,225.28,221.81,221.96,218.50,220.44,216.10,223.37,224.46,234.12,229.43
2011-09-28 22:06:15+00:00,L7,208.77,207.32,218.21,215.28,213.13,217.07,225.57,228.64,,225.85,225.07,225.27,226.76,224.55,224.17,233.19,228.14
2011-10-14 22:06:16+00:00,L7,216.01,216.86,226.67,228.24,225.29,227.13,231.04,233.61,236.30,230.46,233.29,229.87,237.07,233.54,239.19,240.39,247.08
2011-11-15 22:06:34+00:00,L7,228.06,221.81,246.42,241.58,241.57,241.78,246.49,252.88,251.22,254.93,249.45,256.47,253.53,261.77,265.10,267.27,263.57
2012-03-22 22:07:08+00:00,L7,208.46,210.43,223.35,222.47,214.31,212.71,211.78,214.12,216.27,216.52,212.11,221.36,218.91,225.09,229.74,237.40,239.21
2012-04-07 22:07:04+00:00,L7,207.27,204.69,219.05,215.22,215.75,216.94,210.44,222.37,,220.83,214.17,222.53,220.02,227.19,222.45,229.90,229.30
