dates,nzd0574-0000,nzd0574-0001,nzd0574-0002,nzd0574-0003,nzd0574-0004,nzd0574-0005,nzd0574-0006,nzd0574-0007,nzd0574-0008,nzd0574-0009,nzd0574-0010,nzd0574-0011,nzd0574-0012,nzd0574-0013,nzd0574-0014,nzd0574-0015,nzd0574-0016,satname
1999-07-25 22:05:51+00:00,239.77,240.25,254.69,250.43,251.05,250.82,244.91,246.82,246.11,240.32,244.98,245.59,254.95,251.90,258.93,260.10,258.26,L7
1999-08-26 22:05:56+00:00,243.63,242.25,256.75,252.36,254.18,251.93,248.90,250.04,249.29,246.69,249.21,251.99,256.13,259.32,265.23,269.73,268.23,L7
1999-09-27 22:06:00+00:00,242.11,242.05,255.29,251.67,253.84,251.64,248.91,250.63,248.51,248.26,248.70,253.87,256.72,260.69,265.20,269.29,269.59,L7
1999-11-30 22:05:47+00:00,242.85,240.47,252.14,247.76,249.31,249.44,247.83,251.01,251.00,250.87,252.98,257.71,262.23,266.35,272.45,275.97,269.59,L7
1999-12-16 22:05:57+00:00,241.06,238.96,249.35,244.87,245.52,248.26,247.02,250.51,252.40,252.49,255.44,260.46,265.81,269.99,276.51,279.63,269.59,L7
2000-01-17 22:05:47+00:00,238.11,237.02,248.64,243.82,244.62,246.80,246.05,249.67,251.60,251.94,254.77,259.70,264.88,268.70,274.50,276.50,265.58,L7
2000-03-21 22:05:37+00:00,236.14,235.51,245.96,240.73,240.36,243.37,244.09,248.11,250.58,251.98,255.27,261.64,266.28,271.06,276.49,276.41,266.57,L7
2000-05-08 22:05:09+00:00,233.91,233.98,244.36,239.34,238.49,245.21,246.48,250.03,254.45,253.66,258.96,265.25,270.32,275.40,279.71,278.91,263.69,L7
2000-08-12 22:04:05+00:00,234.67,239.72,253.52,246.19,244.75,248.02,249.96,248.74,249.66,247.55,250.06,259.08,262.53,266.68,268.65,266.53,265.55,L7
2000-09-13 22:03:38+00:00,236.11,239.83,252.20,246.39,243.84,245.76,248.05,246.78,246.38,245.23,247.96,255.67,259.89,263.33,266.26,264.72,266.09,L7
2000-10-15 22:03:08+00:00,231.20,234.70,247.16,245.06,245.52,247.45,250.04,248.69,247.05,245.02,246.17,253.66,258.27,261.27,263.60,262.16,259.92,L7
2000-10-31 22:03:22+00:00,231.18,234.35,248.34,245.41,245.69,247.15,249.15,248.72,247.50,245.73,247.63,254.20,257.77,259.78,262.34,257.78,254.07,L7
2000-11-16 22:03:20+00:00,229.67,232.40,247.16,244.37,244.37,242.93,243.96,244.25,242.48,242.23,244.59,250.13,255.13,256.84,260.72,258.03,263.39,L7
2001-01-03 22:03:24+00:00,233.94,235.01,248.51,244.57,244.18,244.50,245.11,246.48,245.30,245.45,247.88,254.50,260.11,262.11,266.94,264.78,273.55,L7
2001-01-19 22:03:31+00:00,233.55,234.66,248.44,244.52,244.14,244.77,245.82,247.47,246.56,246.89,248.18,255.19,261.42,262.98,267.90,267.15,276.91,L7
2001-02-04 22:03:26+00:00,233.07,234.03,248.50,244.39,243.84,244.58,245.66,247.85,246.34,246.36,247.56,254.65,260.88,262.37,267.24,264.95,275.98,L7
2001-02-20 22:03:24+00:00,232.82,233.92,247.90,244.11,243.85,245.00,245.83,248.56,247.62,247.14,248.63,255.08,260.95,262.67,267.17,263.57,275.45,L7
2001-06-28 22:02:21+00:00,237.74,237.22,250.75,245.20,247.16,250.42,250.88,255.05,256.77,254.42,253.61,264.30,270.70,270.96,276.49,268.65,285.98,L7
2001-08-15 22:01:50+00:00,234.93,238.03,250.61,247.39,251.82,253.86,254.67,256.61,264.25,259.30,254.88,265.08,271.17,268.96,274.28,259.11,253.07,L7
2001-08-31 22:01:41+00:00,237.24,237.80,255.28,249.68,253.79,255.60,257.00,262.56,266.72,259.43,257.04,264.81,272.34,268.37,271.76,264.71,252.32,L7
2001-10-02 22:01:16+00:00,238.04,238.66,255.21,250.77,254.50,255.76,257.40,261.76,265.08,258.07,256.53,263.02,269.79,266.45,269.12,264.02,260.01,L7
2001-11-03 22:01:22+00:00,235.69,237.16,252.02,247.96,252.59,253.51,255.82,259.73,260.56,254.90,252.83,259.58,265.03,261.94,264.82,259.76,257.43,L7
2001-12-21 22:01:41+00:00,234.51,236.13,250.44,246.21,249.55,251.84,254.52,258.82,260.35,255.40,253.15,260.99,266.07,263.36,267.29,266.66,257.43,L7
2002-01-22 22:01:52+00:00,234.17,236.95,252.28,245.96,246.49,249.61,252.17,256.22,257.95,254.53,252.40,258.75,264.64,262.04,266.87,272.07,257.43,L7
2002-03-27 22:01:49+00:00,233.91,238.12,251.67,246.37,246.69,249.89,252.36,254.96,255.51,254.35,252.38,260.90,263.89,262.41,268.65,274.39,266.30,L7
2002-05-14 22:01:43+00:00,235.49,240.78,255.04,248.51,247.75,250.67,252.73,256.63,260.10,256.85,256.25,263.56,266.39,265.62,272.94,281.03,270.50,L7
2002-07-01 22:01:27+00:00,238.82,244.23,258.56,251.83,251.95,253.21,253.52,256.78,256.12,254.76,254.14,258.69,261.84,265.97,270.18,280.75,270.50,L7
2002-08-18 22:01:09+00:00,239.57,243.94,257.00,253.79,255.91,255.67,256.97,258.49,258.67,254.86,254.98,258.20,259.95,263.33,264.47,277.23,280.17,L7
2002-10-05 22:00:43+00:00,237.49,242.05,254.24,250.32,252.32,252.26,254.68,257.71,256.22,253.71,253.48,255.97,258.41,261.68,263.01,276.06,275.81,L7
2002-10-21 22:00:48+00:00,235.31,241.23,252.37,249.52,250.79,250.89,253.74,256.52,254.56,252.72,251.72,254.91,257.18,259.38,261.71,272.22,274.07,L7
2002-11-06 22:00:53+00:00,234.30,239.68,250.89,248.18,248.86,249.15,252.38,255.97,253.15,251.99,250.32,253.91,256.03,257.74,260.59,269.29,271.27,L7
2002-12-08 22:01:15+00:00,231.51,236.66,248.57,246.23,245.83,247.05,249.52,253.75,251.47,251.30,249.60,254.29,257.47,258.38,261.79,271.52,275.77,L7
2003-01-25 22:01:30+00:00,228.56,233.85,245.35,243.74,243.05,244.34,247.23,251.88,251.60,250.23,248.91,253.92,257.91,256.12,261.20,268.78,275.77,L7
2003-03-14 22:01:44+00:00,227.81,232.56,244.39,242.73,241.56,242.19,246.22,251.99,249.29,250.31,247.63,253.06,256.62,254.86,259.66,264.41,267.45,L7
2003-08-13 21:49:56+00:00,235.18,238.78,250.97,250.43,252.62,251.05,258.93,263.61,261.63,264.87,261.67,264.26,264.62,258.86,254.28,257.16,256.16,L5
2003-08-29 21:50:14+00:00,235.10,241.07,252.57,251.45,252.59,250.66,258.68,262.85,262.21,262.88,261.41,262.69,264.74,258.17,254.68,258.71,256.51,L5
2003-09-30 21:50:42+00:00,236.59,240.78,251.29,251.40,251.70,250.72,255.71,259.35,261.56,259.24,258.62,259.18,263.82,257.20,259.75,267.37,255.79,L5
2003-10-16 21:50:55+00:00,237.27,241.23,251.06,249.82,249.07,248.91,253.57,256.13,259.17,258.42,257.89,259.39,263.09,257.25,263.33,273.73,255.79,L5
2003-11-09 22:01:30+00:00,236.65,240.44,250.49,249.83,249.53,249.60,254.45,256.89,260.49,259.23,259.47,260.24,264.65,259.31,262.15,269.78,255.87,L7
2003-12-03 21:51:31+00:00,237.27,240.15,249.17,248.33,247.43,248.30,253.02,255.44,259.10,258.81,259.56,260.49,264.70,260.05,263.90,271.27,263.54,L5
2003-12-27 22:01:54+00:00,234.50,236.76,245.80,245.12,243.94,245.63,249.83,252.69,255.87,255.07,256.15,260.49,264.70,260.05,263.90,271.27,263.54,L7
2004-01-04 21:51:46+00:00,233.82,236.73,246.16,245.74,244.77,245.90,250.51,253.74,255.47,253.85,255.17,259.11,263.74,258.67,263.29,268.42,263.54,L5
2004-02-05 21:51:52+00:00,233.82,236.73,246.16,245.74,244.77,245.90,251.75,255.36,257.09,255.91,257.04,259.05,263.78,258.95,262.82,265.72,260.54,L5
2004-02-13 22:02:07+00:00,232.47,235.16,245.84,244.90,242.48,244.17,249.43,252.08,254.51,252.62,254.06,258.86,262.12,256.45,263.56,267.18,262.08,L7
2004-02-21 21:51:58+00:00,232.57,234.86,245.85,245.32,243.26,244.75,249.87,253.16,255.33,254.16,255.37,259.26,262.18,256.93,263.08,264.88,259.74,L5
2004-04-09 21:52:31+00:00,232.78,235.00,245.94,245.51,243.46,244.76,249.34,252.88,254.76,254.29,255.73,261.09,262.20,257.55,264.31,262.07,260.38,L5
2004-05-03 22:02:11+00:00,232.85,235.00,246.39,246.54,245.19,245.96,250.74,254.63,256.53,255.12,257.48,262.16,264.36,259.44,263.63,257.41,262.40,L7
2004-06-20 22:02:01+00:00,231.38,234.01,246.73,246.94,245.53,245.58,250.40,254.79,255.83,253.84,255.94,261.98,263.17,257.37,266.40,252.94,256.47,L7
2004-07-06 22:02:00+00:00,236.13,238.62,252.10,252.64,250.81,250.63,253.95,257.91,259.93,260.01,260.21,264.21,264.21,258.77,267.52,253.47,256.47,L7
2004-07-14 21:55:18+00:00,237.22,238.38,251.58,252.09,250.10,249.46,253.45,257.72,261.07,261.02,260.94,264.79,265.32,260.54,267.27,254.57,255.81,L5
2004-07-30 21:55:39+00:00,238.22,239.78,252.01,251.86,250.83,249.68,253.97,258.52,261.59,262.42,262.41,265.78,267.98,263.17,269.25,258.52,256.33,L5
2004-08-15 21:56:01+00:00,239.49,240.73,252.85,252.27,252.68,251.80,255.54,260.31,262.94,263.91,264.04,267.19,271.08,267.74,272.28,262.11,259.24,L5
2004-08-23 22:01:47+00:00,240.51,242.45,254.17,252.60,252.00,251.82,253.98,257.68,261.31,260.42,261.10,267.16,271.19,264.35,271.93,265.44,261.46,L7
