dates,nzd0574-0000,nzd0574-0001,nzd0574-0002,nzd0574-0003,nzd0574-0004,nzd0574-0005,nzd0574-0006,nzd0574-0007,nzd0574-0008,nzd0574-0009,nzd0574-0010,nzd0574-0011,nzd0574-0012,nzd0574-0013,nzd0574-0014,nzd0574-0015,nzd0574-0016,satname
1999-07-25 22:05:51+00:00,239.77,240.25,254.69,250.43,251.05,250.82,244.91,246.82,246.11,240.32,244.98,245.59,254.95,251.90,258.93,260.10,258.26,L7
1999-08-26 22:05:56+00:00,247.50,244.25,258.81,254.28,257.31,253.04,252.89,253.26,252.46,253.06,253.44,258.39,257.31,266.75,271.53,279.35,278.20,L7
1999-09-27 22:06:00+00:00,239.07,241.65,252.37,250.31,253.16,251.07,248.94,251.80,246.97,251.39,247.67,257.63,257.89,263.42,265.14,268.43,272.32,L7
1999-11-30 22:05:47+00:00,245.06,235.73,242.70,236.04,235.73,242.85,244.57,252.16,258.45,258.70,265.83,269.24,278.77,283.34,294.19,295.98,,L7
1999-12-16 22:05:57+00:00,233.89,232.91,238.18,233.30,230.36,243.50,243.80,248.52,257.99,258.98,265.28,271.44,280.11,284.52,292.74,294.31,,L7
2000-01-17 22:05:47+00:00,223.36,227.34,245.08,238.57,240.12,239.53,241.21,245.47,247.62,249.20,251.43,255.90,260.25,262.30,264.48,260.81,253.53,L7
2000-03-21 22:05:37+00:00,239.30,239.93,251.47,245.42,242.44,239.88,241.92,242.60,241.85,241.62,246.13,253.99,254.39,261.72,265.92,262.54,273.85,L7
2000-05-08 22:05:09+00:00,227.95,,,243.37,243.82,260.31,260.91,261.42,266.32,259.79,266.11,275.68,278.08,285.14,281.24,280.90,,L7
2000-08-12 22:04:05+00:00,236.76,239.51,255.57,249.78,247.99,243.86,247.05,242.20,240.81,241.23,237.93,247.57,255.12,253.18,258.80,256.16,257.25,L7
2000-09-13 22:03:38+00:00,240.43,240.06,249.55,246.99,241.12,238.97,242.33,240.91,236.52,238.29,241.67,245.46,251.97,253.28,259.09,259.28,267.16,L7
2000-10-15 22:03:08+00:00,219.65,224.54,236.36,240.08,249.15,246.66,249.87,250.23,244.56,240.78,238.95,245.92,247.92,253.47,255.28,252.30,255.34,L7
2000-10-31 22:03:22+00:00,231.09,233.31,251.89,246.84,246.38,245.97,245.61,248.86,249.29,248.57,253.49,256.37,255.75,253.85,257.27,240.24,236.53,L7
2000-11-16 22:03:20+00:00,220.41,224.60,242.44,238.16,237.19,239.19,234.92,239.06,241.22,242.28,250.90,255.31,264.89,270.43,273.15,282.15,300.67,L7
2001-01-03 22:03:24+00:00,255.32,248.07,255.28,245.59,243.24,252.35,250.86,257.63,259.39,261.52,264.35,276.37,285.01,288.46,298.07,298.57,324.35,L7
2001-01-19 22:03:31+00:00,231.19,232.54,247.99,244.17,243.89,246.38,250.08,253.38,254.15,255.56,250.00,259.36,269.28,268.20,273.63,281.33,297.09,L7
2001-02-04 22:03:26+00:00,229.70,229.64,248.90,243.49,241.76,243.29,244.52,250.53,244.78,242.68,243.23,250.84,257.14,258.10,262.64,249.54,269.41,L7
2001-02-20 22:03:24+00:00,234.74,238.63,250.81,247.56,248.05,247.19,248.42,247.87,251.08,247.41,246.48,251.00,255.61,255.53,258.26,245.18,253.07,L7
2001-06-28 22:02:21+00:00,,,,,258.85,262.88,260.52,265.83,274.47,264.94,264.01,283.93,286.46,284.52,289.85,,,L7
2001-08-15 22:01:50+00:00,235.11,237.43,250.40,247.23,248.55,251.51,255.07,256.12,267.20,265.54,254.15,260.31,271.45,266.83,274.74,273.03,,L7
2001-08-31 22:01:41+00:00,239.37,238.16,260.16,252.13,253.98,252.41,255.41,265.73,258.48,247.82,252.96,250.18,259.12,253.76,250.68,256.38,252.32,L7
2001-10-02 22:01:16+00:00,239.63,240.40,255.08,252.94,256.61,256.23,258.62,259.38,260.16,253.98,255.00,257.65,262.12,260.68,261.23,262.66,267.70,L7
2001-11-03 22:01:22+00:00,228.67,232.63,242.45,239.54,244.97,244.53,249.48,251.60,242.49,242.24,238.05,245.81,246.02,243.91,247.59,246.99,252.27,L7
2001-12-21 22:01:41+00:00,229.78,232.05,244.12,239.22,234.35,243.46,248.03,254.26,259.27,257.88,254.70,268.05,271.27,270.45,279.64,294.24,,L7
2002-01-22 22:01:52+00:00,232.46,241.04,261.46,244.72,240.50,249.51,246.40,250.26,260.13,259.71,259.54,270.51,277.85,276.58,287.32,299.11,,L7
2002-03-27 22:01:49+00:00,239.01,244.46,255.26,255.41,257.03,255.72,259.27,259.29,,257.92,254.62,262.46,262.18,260.45,267.45,268.94,278.93,L7
2002-05-14 22:01:43+00:00,240.71,245.57,259.33,254.68,259.12,253.99,257.22,262.70,260.91,251.87,256.16,253.20,254.28,254.98,257.33,261.81,262.06,L7
2002-07-01 22:01:27+00:00,243.10,245.87,258.20,252.50,251.14,253.63,251.18,254.87,247.32,249.56,246.23,248.60,253.04,271.88,268.62,293.13,,L7
2002-08-18 22:01:09+00:00,235.47,239.84,255.22,252.58,256.34,259.34,260.21,257.09,267.77,260.10,262.90,268.54,270.31,266.01,264.46,285.03,299.53,L7
2002-10-05 22:00:43+00:00,230.68,236.93,244.21,241.51,242.70,242.10,250.13,256.19,248.89,253.30,248.63,253.55,256.03,253.83,261.65,264.26,265.85,L7
2002-10-21 22:00:48+00:00,226.59,237.95,244.87,246.33,244.65,245.39,249.98,251.76,247.91,248.75,244.68,250.67,252.22,250.22,256.50,256.87,268.86,L7
2002-11-06 22:00:53+00:00,229.24,231.90,243.50,241.47,239.21,240.43,245.56,253.21,246.08,248.36,243.32,248.92,250.29,249.51,255.01,254.64,260.03,L7
2002-12-08 22:01:15+00:00,224.01,227.50,245.40,243.00,240.95,241.41,240.04,249.40,250.82,247.71,251.84,255.48,262.94,258.83,264.50,275.21,284.56,L7
2003-01-25 22:01:30+00:00,225.38,229.00,238.88,237.57,234.47,237.38,237.45,243.60,248.11,243.18,242.09,246.36,255.68,258.34,265.10,276.69,,L7
2003-03-14 22:01:44+00:00,230.93,232.09,249.47,246.50,247.36,246.44,254.18,257.79,253.91,260.57,255.22,263.38,262.57,258.45,255.18,258.81,257.94,L7
2003-08-13 21:49:56+00:00,239.43,245.47,252.48,254.36,257.89,255.66,263.69,269.42,269.35,269.17,268.13,265.15,266.66,259.27,253.37,255.51,254.39,L5
2003-08-29 21:50:14+00:00,234.93,245.65,255.77,253.48,252.53,249.87,258.17,261.35,263.38,258.89,260.87,259.53,264.99,256.78,255.50,261.80,257.20,L5
2003-09-30 21:50:42+00:00,235.41,231.22,245.63,246.35,244.67,246.63,245.26,247.27,251.94,249.65,246.87,252.86,259.81,255.56,270.37,284.80,,L5
2003-10-16 21:50:55+00:00,239.31,242.59,250.38,245.11,241.18,243.46,247.18,246.48,252.00,255.97,255.69,260.02,260.88,257.38,274.07,292.80,,L5
2003-11-09 22:01:30+00:00,234.18,237.26,248.19,249.87,251.39,252.38,257.94,259.93,265.80,262.48,265.81,263.62,270.91,267.58,257.42,253.99,256.03,L7
2003-12-03 21:51:31+00:00,240.34,238.71,242.56,240.78,236.92,241.82,245.90,248.16,252.14,256.71,259.98,261.77,264.98,263.72,272.66,278.72,286.55,L5
2003-12-27 22:01:54+00:00,217.88,216.40,225.58,225.86,222.98,229.59,230.69,236.22,236.48,232.60,235.68,,,,,,,L7
2004-01-04 21:51:46+00:00,229.10,236.51,248.69,250.07,250.60,247.82,255.27,261.09,252.69,245.31,248.33,250.83,257.94,250.41,259.67,251.33,,L5
2004-02-05 21:51:52+00:00,,,,,,,261.67,268.32,270.07,272.38,271.98,258.63,264.03,260.90,259.50,246.82,248.55,L5
2004-02-13 22:02:07+00:00,228.57,232.96,249.93,247.65,239.59,241.81,242.78,239.94,246.11,239.60,241.33,263.61,253.39,239.27,259.30,,,L7
2004-02-21 21:51:58+00:00,233.37,232.45,245.93,248.75,249.50,249.38,253.88,262.87,262.68,268.00,267.17,262.48,262.66,260.75,259.27,248.76,250.39,L5
2004-04-09 21:52:31+00:00,239.48,243.15,256.26,255.97,255.54,251.81,248.79,252.94,254.86,255.54,255.62,267.79,262.81,260.41,272.61,,,L5
2004-05-03 22:02:11+00:00,239.85,242.58,254.01,253.35,254.99,253.08,259.71,262.17,267.95,263.46,271.44,268.56,278.18,272.50,268.58,264.84,270.46,L7
