dates,satname,sar1413-0000
1991-07-22 09:23:22+00:00,L5,
1991-08-07 09:23:28+00:00,L5,
1991-08-23 09:23:34+00:00,L5,
1991-09-08 09:23:48+00:00,L5,
1991-11-11 09:24:09+00:00,L5,
1992-01-14 09:24:13+00:00,L5,
1992-01-30 09:24:18+00:00,L5,
1992-02-15 09:24:02+00:00,L5,185.45
1992-03-18 09:24:09+00:00,L5,
1992-04-19 09:23:54+00:00,L5,
1992-06-06 09:23:26+00:00,L5,
1992-07-08 09:23:02+00:00,L5,
1992-08-09 09:22:38+00:00,L5,
1992-09-10 09:22:08+00:00,L5,
1992-10-12 09:21:28+00:00,L5,167.24
1992-11-29 09:21:04+00:00,L5,
1992-12-15 09:21:16+00:00,L5,
1993-04-22 09:22:22+00:00,L5,
1993-05-08 09:22:25+00:00,L5,
1993-06-25 09:22:24+00:00,L5,
1993-07-27 09:22:20+00:00,L5,
1993-08-12 09:22:21+00:00,L5,
1993-11-16 09:21:53+00:00,L5,
1994-03-08 09:20:40+00:00,L5,167.76
1994-03-24 09:20:26+00:00,L5,
1994-07-14 09:18:08+00:00,L5,
1994-07-30 09:17:41+00:00,L5,
1994-08-15 09:17:16+00:00,L5,
1994-08-31 09:16:53+00:00,L5,
1994-12-21 09:13:24+00:00,L5,
1995-01-22 09:12:15+00:00,L5,
1995-02-23 09:10:59+00:00,L5,174.66
1995-03-27 09:09:40+00:00,L5,
1995-05-14 09:07:35+00:00,L5,
1995-05-30 09:06:52+00:00,L5,
1995-07-01 09:05:25+00:00,L5,
1995-07-17 09:04:40+00:00,L5,
1995-08-02 09:03:58+00:00,L5,
1995-09-03 09:02:29+00:00,L5,
1995-10-21 09:00:00+00:00,L5,
1995-11-06 08:59:27+00:00,L5,
1996-02-17 09:11:43+00:00,L5,176.35
1996-03-13 09:07:12+00:00,L5,
1996-03-29 09:08:13+00:00,L5,
1996-06-01 09:12:00+00:00,L5,
1996-06-08 09:18:34+00:00,L5,
1996-07-03 09:13:43+00:00,L5,
1996-07-10 09:20:15+00:00,L5,
1996-07-19 09:14:34+00:00,L5,
1996-07-26 09:21:07+00:00,L5,
1996-08-04 09:15:24+00:00,L5,
1996-08-20 09:16:14+00:00,L5,
1996-09-05 09:17:07+00:00,L5,
1996-09-12 09:23:41+00:00,L5,
1996-09-21 09:18:00+00:00,L5,
1996-11-08 09:20:26+00:00,L5,
1996-11-15 09:26:56+00:00,L5,198.71
1996-12-17 09:28:27+00:00,L5,
1997-02-12 09:24:53+00:00,L5,
1997-02-19 09:31:22+00:00,L5,
1997-03-16 09:26:11+00:00,L5,151.24
1997-03-23 09:32:37+00:00,L5,
1997-04-24 09:33:46+00:00,L5,
1997-05-03 09:27:54+00:00,L5,
1997-05-10 09:34:19+00:00,L5,
1997-06-11 09:35:26+00:00,L5,
1997-07-13 09:36:33+00:00,L5,
1997-07-29 09:37:05+00:00,L5,
1997-08-14 09:37:35+00:00,L5,
1997-08-30 09:38:05+00:00,L5,
1997-09-08 09:32:09+00:00,L5,
1997-10-01 09:39:00+00:00,L5,157.76
1997-10-10 09:33:04+00:00,L5,
1997-10-17 09:39:26+00:00,L5,
1997-10-26 09:33:30+00:00,L5,
1997-11-11 09:33:54+00:00,L5,
1997-11-18 09:40:14+00:00,L5,
1997-12-13 09:34:40+00:00,L5,
1997-12-29 09:35:03+00:00,L5,
1998-01-30 09:35:46+00:00,L5,
1998-03-03 09:36:21+00:00,L5,180.59
1998-03-19 09:36:37+00:00,L5,127.60
1998-04-04 09:36:47+00:00,L5,
1998-04-20 09:37:00+00:00,L5,
1998-05-06 09:37:15+00:00,L5,
1998-06-23 09:37:54+00:00,L5,
1998-07-25 09:38:16+00:00,L5,
1998-08-26 09:38:33+00:00,L5,
1998-10-29 09:38:50+00:00,L5,
1998-11-14 09:38:58+00:00,L5,
1998-12-16 09:38:53+00:00,L5,
1999-04-07 09:38:38+00:00,L5,
1999-04-23 09:38:41+00:00,L5,
1999-06-26 09:37:48+00:00,L5,
1999-07-12 09:37:41+00:00,L5,
1999-08-13 09:37:35+00:00,L5,
1999-08-21 09:52:49+00:00,L7,144.57
1999-08-29 09:37:15+00:00,L5,
1999-09-22 09:52:53+00:00,L7,139.81
1999-09-30 09:36:28+00:00,L5,158.30
1999-10-08 09:52:59+00:00,L7,188.67
1999-10-16 09:36:34+00:00,L5,
1999-11-09 09:52:52+00:00,L7,
1999-11-17 09:35:33+00:00,L5,
1999-11-25 09:52:43+00:00,L7,
1999-12-11 09:52:53+00:00,L7,
2000-01-12 09:52:47+00:00,L7,
2000-01-20 09:34:42+00:00,L5,
2000-02-13 09:52:41+00:00,L7,194.84
2000-02-29 09:52:35+00:00,L7,192.70
2000-03-08 09:33:21+00:00,L5,166.82
2000-03-16 09:52:31+00:00,L7,174.76
2000-05-19 09:52:01+00:00,L7,128.29
2000-06-04 09:51:49+00:00,L7,130.86
2000-06-20 09:51:46+00:00,L7,131.87
2000-06-28 09:36:38+00:00,L5,
2000-07-06 09:51:32+00:00,L7,130.60
2000-07-14 09:36:58+00:00,L5,
2000-08-07 09:51:02+00:00,L7,117.99
2000-09-16 09:38:11+00:00,L5,136.49
2000-09-24 09:50:24+00:00,L7,144.20
2000-10-26 09:50:15+00:00,L7,188.46
2000-11-03 09:38:45+00:00,L5,
2000-12-29 09:50:23+00:00,L7,92.15
2001-02-07 09:39:58+00:00,L5,
2001-02-23 09:40:02+00:00,L5,
2001-03-03 09:50:17+00:00,L7,
2001-03-11 09:40:03+00:00,L5,152.54
2001-03-19 09:50:10+00:00,L7,130.26
2001-04-04 09:50:00+00:00,L7,133.33
2001-05-06 09:49:59+00:00,L7,
2001-06-07 09:49:35+00:00,L7,129.75
2001-06-23 09:49:22+00:00,L7,124.94
2001-07-01 09:40:19+00:00,L5,
2001-07-09 09:49:19+00:00,L7,128.70
2001-07-25 09:49:12+00:00,L7,129.34
2001-08-02 09:40:17+00:00,L5,
2001-08-10 09:48:54+00:00,L7,130.00
2001-08-18 09:40:15+00:00,L5,
2001-08-26 09:48:43+00:00,L7,128.61
2001-09-03 09:40:07+00:00,L5,
2001-09-11 09:48:31+00:00,L7,130.13
2001-09-19 09:40:01+00:00,L5,137.23
2001-09-27 09:48:22+00:00,L7,154.74
2001-10-13 09:48:08+00:00,L7,188.58
2001-10-29 09:48:14+00:00,L7,
2002-01-17 09:48:45+00:00,L7,
2002-01-25 09:38:54+00:00,L5,
2002-02-02 09:48:47+00:00,L7,
2002-02-26 09:38:15+00:00,L5,
2002-03-14 09:38:02+00:00,L5,164.31
2002-03-22 09:48:45+00:00,L7,168.87
2002-04-23 09:48:42+00:00,L7,128.92
2002-05-17 09:36:49+00:00,L5,
2002-05-25 09:48:37+00:00,L7,129.52
2002-06-10 09:48:30+00:00,L7,129.25
2002-06-18 09:36:04+00:00,L5,
2002-07-28 09:48:12+00:00,L7,134.49
2002-08-13 09:48:07+00:00,L7,129.91
2002-09-30 09:47:41+00:00,L7,167.21
2002-10-16 09:47:41+00:00,L7,189.57
2003-01-20 09:48:26+00:00,L7,133.19
2003-02-05 09:48:34+00:00,L7,192.10
2003-03-25 09:48:35+00:00,L7,138.43
2003-04-26 09:48:42+00:00,L7,133.05
2003-05-12 09:48:41+00:00,L7,118.61
2003-05-28 09:48:39+00:00,L7,128.71
2003-07-07 09:36:14+00:00,L5,
2003-08-08 09:36:48+00:00,L5,
2003-08-24 09:37:05+00:00,L5,
2003-09-25 09:37:36+00:00,L5,144.77
2003-12-22 09:48:48+00:00,L7,
2004-01-31 09:38:48+00:00,L5,
2004-03-27 09:49:14+00:00,L7,
2004-04-20 09:39:48+00:00,L5,
2004-04-27 09:46:10+00:00,L5,
2004-05-14 09:49:08+00:00,L7,127.24
2004-05-29 09:47:04+00:00,L5,
2004-06-23 09:41:37+00:00,L5,
2004-06-30 09:48:01+00:00,L5,
2004-07-16 09:48:28+00:00,L5,
2004-07-17 09:48:55+00:00,L7,133.01
2004-08-10 09:42:49+00:00,L5,
2004-08-17 09:49:12+00:00,L5,
2004-08-26 09:43:16+00:00,L5,
2004-09-02 09:49:38+00:00,L5,
2004-09-03 09:48:40+00:00,L7,
2004-09-11 09:43:41+00:00,L5,136.05
2004-10-05 09:48:30+00:00,L7,185.11
2004-10-20 09:50:44+00:00,L5,
2004-10-21 09:48:40+00:00,L7,150.27
2004-11-05 09:51:03+00:00,L5,
2004-11-22 09:48:58+00:00,L7,
2004-12-24 09:49:14+00:00,L7,295.57
2005-03-14 09:49:39+00:00,L7,151.93
2005-05-01 09:49:32+00:00,L7,128.66
2005-05-09 09:47:12+00:00,L5,
2005-05-16 09:53:25+00:00,L5,
2005-05-25 09:47:19+00:00,L5,
2005-06-26 09:47:33+00:00,L5,
2005-07-12 09:47:40+00:00,L5,
2005-08-13 09:47:59+00:00,L5,
2005-10-08 09:48:58+00:00,L7,176.51
2005-10-16 09:47:59+00:00,L5,
2005-10-24 09:49:12+00:00,L7,195.52
2005-11-08 09:54:22+00:00,L5,
2005-11-09 09:49:23+00:00,L7,
2006-01-12 09:49:48+00:00,L7,
2006-02-12 09:56:36+00:00,L5,
2006-02-21 09:50:37+00:00,L5,
2006-02-28 09:56:57+00:00,L5,
2006-05-12 09:52:01+00:00,L5,
2006-05-28 09:52:13+00:00,L5,
2006-06-04 09:58:32+00:00,L5,
2006-06-13 09:52:30+00:00,L5,
2006-06-20 09:58:48+00:00,L5,
2006-07-31 09:53:12+00:00,L5,
2006-10-03 09:53:57+00:00,L5,
2006-10-11 09:49:21+00:00,L7,
2006-10-27 09:49:38+00:00,L7,192.70
2006-11-04 09:54:18+00:00,L5,
2006-11-28 09:50:01+00:00,L7,
2006-12-30 09:50:10+00:00,L7,
2007-01-07 09:54:46+00:00,L5,
2007-02-08 09:54:56+00:00,L5,
2007-02-24 09:54:57+00:00,L5,
2007-03-04 09:50:27+00:00,L7,
2007-03-20 09:50:29+00:00,L7,136.63
2007-05-15 09:54:27+00:00,L5,
2007-05-31 09:54:15+00:00,L5,
2007-07-02 09:53:44+00:00,L5,
2007-07-18 09:53:36+00:00,L5,
2007-08-03 09:53:26+00:00,L5,
2007-08-19 09:53:16+00:00,L5,
2007-08-27 09:49:54+00:00,L7,
2007-09-12 09:49:46+00:00,L7,
2007-10-14 09:49:43+00:00,L7,140.25
2008-02-19 09:50:13+00:00,L7,
2008-03-14 09:50:00+00:00,L5,163.83
2008-04-07 09:50:05+00:00,L7,131.76
2008-04-15 09:49:15+00:00,L5,
2008-04-23 09:50:03+00:00,L7,127.82
2008-07-04 09:47:06+00:00,L5,
2008-07-20 09:46:38+00:00,L5,
2008-08-13 09:49:07+00:00,L7,
2008-08-21 09:45:42+00:00,L5,
2008-08-29 09:49:00+00:00,L7,131.67
2008-11-01 09:48:54+00:00,L7,
2008-11-09 09:43:04+00:00,L5,
2008-12-03 09:49:19+00:00,L7,
2008-12-19 09:49:29+00:00,L7,
2009-02-04 09:51:44+00:00,L5,
2009-03-25 09:50:11+00:00,L7,135.39
2009-05-04 09:47:30+00:00,L5,
2009-05-11 09:53:49+00:00,L5,
2009-06-13 09:50:23+00:00,L7,133.35
2009-06-29 09:50:20+00:00,L7,127.59
2009-07-07 09:48:40+00:00,L5,
2009-07-30 09:55:12+00:00,L5,
2009-09-09 09:49:38+00:00,L5,
2009-10-03 09:50:04+00:00,L7,192.06
2009-10-19 09:50:10+00:00,L7,193.10
2009-11-04 09:50:25+00:00,L7,
2009-11-12 09:50:17+00:00,L5,
2009-11-28 09:50:24+00:00,L5,
2010-04-29 09:52:08+00:00,L7,124.60
2010-05-23 09:50:42+00:00,L5,
2010-06-24 09:50:32+00:00,L5,
2010-07-10 09:50:29+00:00,L5,
2010-08-11 09:50:17+00:00,L5,
2010-08-27 09:50:14+00:00,L5,
2010-11-07 09:52:34+00:00,L7,133.12
2010-11-15 09:49:44+00:00,L5,
2010-11-23 09:52:47+00:00,L7,142.63
2011-02-03 09:49:54+00:00,L5,
2011-02-11 09:53:23+00:00,L7,201.40
2011-02-19 09:49:55+00:00,L5,
2011-03-07 09:49:53+00:00,L5,170.40
2011-04-08 09:49:45+00:00,L5,
2011-05-18 09:53:30+00:00,L7,128.96
2011-05-26 09:49:28+00:00,L5,
2011-06-03 09:53:33+00:00,L7,128.64
2011-07-13 09:49:06+00:00,L5,
2011-07-29 09:48:57+00:00,L5,
2011-09-15 09:48:27+00:00,L5,137.08
2011-09-23 09:53:13+00:00,L7,157.96
2011-11-10 09:53:28+00:00,L7,
2012-01-13 09:53:59+00:00,L7,329.09
2012-02-14 09:54:05+00:00,L7,
2012-03-17 09:54:04+00:00,L7,139.93
2012-08-15 10:01:16+00:00,L7,133.96
2012-10-02 10:01:45+00:00,L7,
2012-12-30 09:56:07+00:00,L7,
2013-01-15 09:56:05+00:00,L7,123.42
2013-01-31 09:56:10+00:00,L7,
2013-02-16 09:56:09+00:00,L7,
2013-05-07 09:55:50+00:00,L7,
2013-06-16 10:01:55+00:00,L8,
2013-06-24 09:55:33+00:00,L7,132.77
2013-07-02 10:01:56+00:00,L8,
2013-07-18 10:01:55+00:00,L8,
2013-07-26 09:55:15+00:00,L7,128.04
2013-08-03 10:01:57+00:00,L8,
2013-08-11 09:55:10+00:00,L7,119.65
2013-08-18 10:01:27+00:00,L7,138.54
2013-08-19 10:01:58+00:00,L8,
2013-09-03 10:01:39+00:00,L7,130.98
2013-09-04 10:01:59+00:00,L8,
2013-09-12 09:55:34+00:00,L7,129.09
2013-09-19 10:01:49+00:00,L7,
2013-10-06 10:01:50+00:00,L8,
2013-11-07 10:01:42+00:00,L8,
2013-11-23 10:01:32+00:00,L8,
2013-12-17 09:56:16+00:00,L7,
2014-01-02 09:56:24+00:00,L7,
2014-02-27 10:00:38+00:00,L8,
2014-03-15 10:00:27+00:00,L8,149.27
2014-03-30 10:03:06+00:00,L7,
2014-04-08 09:56:55+00:00,L7,
2014-04-24 09:57:09+00:00,L7,131.10
2014-06-03 09:59:35+00:00,L8,
2014-06-11 09:57:22+00:00,L7,
2014-06-18 10:03:32+00:00,L7,
2014-06-26 10:05:50+00:00,L8,
2014-06-27 09:57:25+00:00,L7,133.02
2014-07-05 09:59:46+00:00,L8,
2014-08-06 09:59:58+00:00,L8,
2014-08-14 09:57:36+00:00,L7,
2014-08-22 10:00:02+00:00,L8,
2014-08-30 09:57:35+00:00,L7,130.55
2014-09-07 10:00:05+00:00,L8,129.31
2014-10-01 09:57:49+00:00,L7,
2014-10-08 10:04:04+00:00,L7,192.49
2014-10-17 09:57:58+00:00,L7,191.23
2014-10-24 10:04:13+00:00,L7,197.76
2014-10-25 10:00:10+00:00,L8,
2014-11-02 09:58:08+00:00,L7,197.38
2014-11-09 10:04:23+00:00,L7,
2014-11-18 09:58:11+00:00,L7,
2014-12-11 10:04:33+00:00,L7,
2014-12-12 10:00:01+00:00,L8,
2014-12-20 09:58:29+00:00,L7,
2015-01-05 09:58:30+00:00,L7,
2015-01-13 09:59:59+00:00,L8,
2015-01-21 09:58:30+00:00,L7,
2015-02-14 09:59:45+00:00,L8,
2015-03-10 09:58:50+00:00,L7,
2015-04-02 10:05:13+00:00,L7,
2015-04-03 09:59:19+00:00,L8,
2015-04-11 09:59:09+00:00,L7,
2015-05-13 09:59:23+00:00,L7,
2015-05-21 09:59:00+00:00,L8,
2015-05-28 10:05:12+00:00,L8,
2015-05-29 09:59:26+00:00,L7,
2015-06-06 09:59:09+00:00,L8,
2015-06-22 09:59:16+00:00,L8,
2015-06-30 09:59:36+00:00,L7,129.68
2015-07-08 09:59:26+00:00,L8,
2015-07-16 09:59:41+00:00,L7,
2015-07-23 10:05:53+00:00,L7,
2015-07-24 09:59:33+00:00,L8,
2015-08-08 10:05:57+00:00,L7,
2015-08-16 10:05:51+00:00,L8,
2015-08-17 09:59:48+00:00,L7,127.29
2015-08-25 09:59:44+00:00,L8,
2015-09-01 10:05:56+00:00,L8,
2015-09-02 09:59:47+00:00,L7,130.79
2015-09-10 09:59:50+00:00,L8,137.46
2015-10-04 09:59:55+00:00,L7,190.33
2015-10-11 10:06:15+00:00,L7,187.43
2015-10-12 09:59:58+00:00,L8,
2015-10-28 10:00:03+00:00,L8,
2015-11-05 10:00:28+00:00,L7,112.43
2015-11-28 10:07:01+00:00,L7,
2015-11-29 10:00:06+00:00,L8,
2015-12-07 10:00:59+00:00,L7,214.78
2015-12-15 10:00:05+00:00,L8,
2015-12-23 10:01:14+00:00,L7,
2016-01-08 10:01:29+00:00,L7,
2016-02-01 10:00:00+00:00,L8,
2016-02-17 09:59:51+00:00,L8,
2016-02-25 10:01:50+00:00,L7,134.85
2016-03-03 10:08:07+00:00,L7,
2016-03-04 09:59:50+00:00,L8,
2016-03-28 10:02:06+00:00,L7,
2016-05-15 10:02:21+00:00,L7,129.24
2016-05-23 09:59:34+00:00,L8,
2016-06-15 10:05:50+00:00,L8,
2016-06-24 09:59:44+00:00,L8,
2016-07-02 10:02:31+00:00,L7,
2016-07-10 09:59:52+00:00,L8,
2016-07-18 10:02:31+00:00,L7,
2016-07-25 10:08:44+00:00,L7,135.56
2016-07-26 09:59:57+00:00,L8,
2016-08-02 10:06:09+00:00,L8,
2016-08-03 10:02:34+00:00,L7,127.74
2016-08-10 10:08:45+00:00,L7,
2016-08-11 09:59:59+00:00,L8,
2016-08-18 10:06:13+00:00,L8,
2016-08-27 10:00:06+00:00,L8,
2016-09-04 10:02:39+00:00,L7,128.97
2016-09-12 10:00:11+00:00,L8,129.00
2016-09-20 10:02:41+00:00,L7,130.71
2016-09-28 10:00:11+00:00,L8,
2016-10-06 10:02:42+00:00,L7,175.50
2016-10-30 10:00:18+00:00,L8,
2016-12-01 10:00:17+00:00,L8,
2016-12-09 10:02:25+00:00,L7,
2017-01-02 10:00:09+00:00,L8,
2017-01-26 10:01:58+00:00,L7,160.73
2017-02-03 09:59:58+00:00,L8,
2017-02-11 10:01:52+00:00,L7,
2017-02-19 09:59:52+00:00,L8,
2017-02-27 10:02:01+00:00,L7,186.40
2017-03-15 10:02:07+00:00,L7,141.79
2017-03-31 10:02:12+00:00,L7,128.23
2017-04-08 09:59:28+00:00,L8,
2017-04-16 10:02:18+00:00,L7,
2017-04-24 09:59:18+00:00,L8,
2017-05-01 10:05:25+00:00,L8,156.40
2017-05-02 10:02:24+00:00,L7,130.43
2017-05-26 09:59:30+00:00,L8,
2017-06-03 10:02:31+00:00,L7,128.79
2017-06-11 09:59:38+00:00,L8,
2017-06-19 10:02:35+00:00,L7,
2017-06-27 09:59:43+00:00,L8,
2017-07-05 10:02:36+00:00,L7,125.18
2017-07-13 09:59:45+00:00,L8,
2017-07-20 10:06:00+00:00,L8,
2017-07-21 10:02:36+00:00,L7,135.83
2017-07-29 09:59:54+00:00,L8,
2017-08-06 10:02:35+00:00,L7,129.74
2017-08-14 10:00:00+00:00,L8,
2017-08-22 10:02:34+00:00,L7,
2017-08-30 10:00:03+00:00,L8,
2017-09-07 10:02:33+00:00,L7,129.40
2017-09-15 10:00:04+00:00,L8,129.10
2017-10-09 10:02:34+00:00,L7,170.35
2017-10-25 10:02:35+00:00,L7,
2017-11-02 10:00:15+00:00,L8,
2017-11-10 10:02:34+00:00,L7,
2017-11-18 10:00:11+00:00,L8,
2017-11-26 10:02:29+00:00,L7,
2017-12-04 10:00:06+00:00,L8,
2017-12-28 10:02:10+00:00,L7,
2018-01-05 10:00:05+00:00,L8,
2018-01-29 10:01:41+00:00,L7,184.13
2018-03-02 10:01:19+00:00,L7,175.60
2018-03-18 10:01:07+00:00,L7,135.72
2018-04-19 10:00:37+00:00,L7,129.14
2018-05-13 09:58:59+00:00,L8,
2018-06-05 10:04:54+00:00,L8,
2018-06-21 10:05:05+00:00,L8,
2018-06-22 09:59:31+00:00,L7,121.78
2018-06-30 09:59:00+00:00,L8,
2018-07-07 10:05:14+00:00,L8,
2018-07-08 09:59:12+00:00,L7,
2018-07-23 10:05:21+00:00,L8,
2018-07-24 09:58:55+00:00,L7,137.13
2018-08-01 09:59:15+00:00,L8,
2018-08-08 10:05:30+00:00,L8,
2018-08-09 09:58:38+00:00,L7,144.58
2018-08-17 09:59:24+00:00,L8,
2018-08-24 10:05:38+00:00,L8,
2018-08-25 09:58:19+00:00,L7,129.79
2018-09-02 09:59:31+00:00,L8,
2018-09-09 10:05:44+00:00,L8,
2018-09-25 10:05:49+00:00,L8,
2018-10-20 09:59:49+00:00,L8,171.41
2018-11-13 09:56:30+00:00,L7,
2018-11-21 09:59:53+00:00,L8,
2018-11-29 09:56:06+00:00,L7,
2018-12-15 09:55:40+00:00,L7,
2018-12-23 09:59:50+00:00,L8,
2018-12-31 09:55:12+00:00,L7,
2019-01-08 09:59:49+00:00,L8,
2019-01-16 09:54:42+00:00,L7,
2019-02-17 09:53:43+00:00,L7,190.71
2019-02-25 09:59:39+00:00,L8,
2019-03-29 09:59:30+00:00,L8,141.46
2019-04-30 09:59:22+00:00,L8,
2019-05-08 09:50:57+00:00,L7,129.21
2019-06-01 09:59:41+00:00,L8,
2019-06-25 09:49:11+00:00,L7,
2019-07-03 09:59:52+00:00,L8,
2019-07-11 09:48:34+00:00,L7,133.79
2019-07-19 09:59:54+00:00,L8,
2019-07-26 10:06:09+00:00,L8,
2019-07-27 09:47:56+00:00,L7,129.61
2019-08-04 10:00:01+00:00,L8,
2019-08-12 09:47:17+00:00,L7,133.24
2019-08-20 10:00:06+00:00,L8,
2019-08-27 10:06:19+00:00,L8,
2019-09-05 10:00:10+00:00,L8,128.01
2019-09-29 09:45:13+00:00,L7,147.74
2019-12-10 10:00:15+00:00,L8,
2019-12-26 10:00:12+00:00,L8,
2020-01-03 09:40:43+00:00,L7,
2020-01-27 10:00:04+00:00,L8,
2020-02-20 09:38:18+00:00,L7,188.08
2020-02-28 09:59:55+00:00,L8,
2020-03-07 09:37:27+00:00,L7,157.49
2020-03-31 09:59:39+00:00,L8,129.91
2020-04-08 09:35:39+00:00,L7,141.65
2020-04-16 09:59:33+00:00,L8,
2020-04-24 09:34:43+00:00,L7,127.29
2020-05-02 09:59:24+00:00,L8,
2020-05-26 09:32:46+00:00,L7,129.15
2020-06-03 09:59:28+00:00,L8,
2020-06-27 09:30:54+00:00,L7,134.37
2020-07-05 09:59:46+00:00,L8,
2020-07-21 09:59:51+00:00,L8,
2020-07-29 09:28:57+00:00,L7,127.54
2020-08-06 09:59:55+00:00,L8,
2020-08-13 10:06:07+00:00,L8,
2020-08-14 09:27:56+00:00,L7,133.84
2020-09-07 10:00:09+00:00,L8,132.40
2020-09-15 09:25:51+00:00,L7,136.07
2020-10-09 10:00:17+00:00,L8,
2020-10-17 09:23:47+00:00,L7,135.25
2020-10-25 10:00:17+00:00,L8,
2020-11-02 09:22:43+00:00,L7,192.58
2020-11-10 10:00:14+00:00,L8,
2020-11-18 09:21:37+00:00,L7,
2020-12-28 10:00:15+00:00,L8,
2021-01-13 10:00:08+00:00,L8,
2021-03-10 09:13:23+00:00,L7,153.99
2021-03-26 09:12:06+00:00,L7,139.58
2021-04-27 09:09:25+00:00,L7,130.38
2021-05-05 09:59:27+00:00,L8,
2021-05-21 09:59:36+00:00,L8,
2021-05-29 09:06:44+00:00,L7,133.54
2021-06-30 09:04:05+00:00,L7,133.48
2021-07-15 10:06:02+00:00,L8,
2021-08-09 10:00:04+00:00,L8,
2021-08-17 08:59:55+00:00,L7,133.89
2021-09-18 08:57:08+00:00,L7,
2021-09-26 10:00:16+00:00,L8,166.86
2021-10-12 10:00:22+00:00,L8,
2021-10-20 08:54:17+00:00,L7,172.30
2021-11-13 10:04:47+00:00,L9,
2021-12-07 08:49:44+00:00,L7,
2021-12-07 10:00:20+00:00,L9,
2021-12-15 10:00:18+00:00,L8,
2021-12-23 08:48:11+00:00,L7,198.02
2022-01-08 08:46:36+00:00,L7,
2022-01-08 10:00:13+00:00,L9,
2022-01-16 10:00:10+00:00,L8,
2022-01-24 08:45:05+00:00,L7,
2022-01-24 10:00:13+00:00,L9,
2022-02-01 10:00:05+00:00,L8,
2022-02-09 08:43:28+00:00,L7,
2022-02-09 10:00:12+00:00,L9,
2022-02-17 10:00:00+00:00,L8,
2022-02-25 08:41:53+00:00,L7,155.59
2022-02-25 10:00:02+00:00,L9,
2022-03-05 09:59:57+00:00,L8,
