dates,nzd0540-0000,nzd0540-0001,nzd0540-0002,nzd0540-0003,nzd0540-0004,nzd0540-0005,nzd0540-0006,nzd0540-0007,nzd0540-0008,nzd0540-0009,nzd0540-0010,nzd0540-0011,nzd0540-0012,satname
1999-10-13 22:07:36+00:00,280.17,291.75,299.90,297.29,296.18,297.09,282.33,283.98,295.44,300.56,309.28,306.58,303.14,L7
1999-12-07 22:13:41+00:00,306.14,304.02,312.62,307.88,304.21,303.98,283.19,280.20,292.47,295.73,295.32,305.19,327.32,L7
1999-12-16 22:07:33+00:00,301.41,308.53,310.13,302.94,307.07,304.99,295.37,286.10,285.64,298.92,296.74,293.66,304.07,L7
2000-02-18 22:07:16+00:00,,325.42,309.45,305.31,300.73,296.79,279.87,290.96,292.89,290.39,292.61,289.90,310.62,L7
2000-05-08 22:06:44+00:00,265.95,292.75,299.56,300.50,297.38,297.79,272.31,284.82,291.59,295.13,296.97,286.82,291.53,L7
2000-05-15 22:12:54+00:00,288.56,299.83,303.03,307.72,301.16,301.87,284.39,282.27,291.43,290.12,292.73,287.26,284.22,L7
2000-06-25 22:06:19+00:00,,,,302.45,301.71,303.06,297.89,284.68,291.20,315.65,311.51,293.59,317.48,L7
2000-08-12 22:05:41+00:00,253.14,278.30,289.72,291.59,295.30,294.87,273.50,272.22,288.39,292.60,284.39,277.42,276.56,L7
2000-09-20 22:11:14+00:00,279.30,294.72,297.96,296.62,298.89,295.69,290.05,270.27,280.43,288.86,285.60,285.10,294.22,L7
2001-02-11 22:11:12+00:00,302.01,297.17,301.95,311.36,308.35,310.46,305.68,301.56,305.13,300.47,292.34,286.33,303.67,L7
2001-02-20 22:05:00+00:00,314.30,317.77,323.07,322.84,318.84,317.71,303.30,296.07,300.14,310.10,307.26,304.83,318.68,L7
2001-04-16 22:10:54+00:00,307.15,312.64,312.13,312.03,311.19,315.41,295.71,291.89,294.38,307.30,298.27,295.44,305.88,L7
2001-05-11 22:04:33+00:00,291.13,310.56,321.31,312.20,314.05,315.03,301.51,,296.12,306.57,304.48,295.67,295.29,L7
2001-06-19 22:10:17+00:00,270.76,308.23,311.07,316.07,317.96,318.68,316.06,,308.55,322.39,312.20,,,L7
2001-07-05 22:10:09+00:00,,312.97,310.10,315.06,306.35,301.32,268.30,,288.75,,,,,L7
2001-07-14 22:03:57+00:00,,,303.08,297.80,304.56,304.39,283.58,258.21,283.62,297.77,283.34,281.89,290.90,L7
2001-08-15 22:03:26+00:00,293.40,308.41,305.93,301.43,302.92,302.13,284.05,270.36,277.72,283.13,279.83,279.27,289.38,L7
2001-08-31 22:03:17+00:00,274.75,273.26,,,278.32,280.57,274.05,260.55,271.85,289.26,285.33,281.19,284.92,L7
2001-09-07 22:09:22+00:00,290.50,,,,,289.31,274.75,262.20,267.13,276.80,270.46,267.50,284.75,L7
2001-11-03 22:02:58+00:00,,,,,,278.96,266.64,255.46,263.33,273.48,267.63,263.23,,L7
2001-12-21 22:03:17+00:00,,336.88,331.69,324.04,321.41,313.72,304.68,289.10,283.66,288.57,283.42,281.25,293.41,L7
2002-03-11 22:03:31+00:00,307.48,312.28,316.54,310.07,306.35,305.30,289.91,274.94,280.02,283.51,278.12,273.04,276.05,L7
2002-04-12 22:03:25+00:00,266.31,290.41,293.43,297.13,287.06,282.21,268.26,,,286.09,289.32,287.90,282.77,L7
2002-05-05 22:09:37+00:00,266.72,281.88,288.83,290.69,290.72,285.65,261.02,,,273.57,264.86,266.37,262.31,L7
2002-05-14 22:03:19+00:00,229.33,284.84,305.15,301.47,289.63,287.31,281.70,282.54,289.22,291.31,297.96,292.00,,L7
2002-06-15 22:03:07+00:00,,223.88,264.54,282.32,285.76,278.40,278.18,276.48,277.09,293.25,297.55,291.54,283.03,L7
2002-06-22 22:09:15+00:00,,245.86,269.66,276.47,274.65,274.22,270.24,262.07,270.42,279.93,278.26,274.56,278.06,L7
2002-07-01 22:03:02+00:00,209.23,230.56,,,,,,,,,,,,L7
