dates,satname,nzd0271-0000,nzd0271-0001,nzd0271-0002,nzd0271-0003,nzd0271-0004,nzd0271-0005,nzd0271-0006,nzd0271-0007,nzd0271-0008,nzd0271-0009,nzd0271-0010,nzd0271-0011,nzd0271-0012,nzd0271-0013,nzd0271-0014,nzd0271-0015,nzd0271-0016,nzd0271-0017,nzd0271-0018,nzd0271-0019,nzd0271-0020,nzd0271-0021,nzd0271-0022,nzd0271-0023,nzd0271-0024,nzd0271-0025,nzd0271-0026,nzd0271-0027,nzd0271-0028,nzd0271-0029,nzd0271-0030,nzd0271-0031,nzd0271-0032,nzd0271-0033,nzd0271-0034,nzd0271-0035,nzd0271-0036,nzd0271-0037,nzd0271-0038,nzd0271-0039,nzd0271-0040,nzd0271-0041,nzd0271-0042,nzd0271-0043,nzd0271-0044,nzd0271-0045,nzd0271-0046,nzd0271-0047,nzd0271-0048,nzd0271-0049,nzd0271-0050,nzd0271-0051,nzd0271-0052,nzd0271-0053,nzd0271-0054,nzd0271-0055,nzd0271-0056,nzd0271-0057,nzd0271-0058,nzd0271-0059,nzd0271-0060,nzd0271-0061,nzd0271-0062,nzd0271-0063,nzd0271-0064,nzd0271-0065,nzd0271-0066,nzd0271-0067,nzd0271-0068,nzd0271-0069,nzd0271-0070,nzd0271-0071,nzd0271-0072,nzd0271-0073,nzd0271-0074,nzd0271-0075,nzd0271-0076,nzd0271-0077,nzd0271-0078,nzd0271-0079,nzd0271-0080,nzd0271-0081,nzd0271-0082,nzd0271-0083,nzd0271-0084,nzd0271-0085,nzd0271-0086,nzd0271-0087,nzd0271-0088,nzd0271-0089,nzd0271-0090,nzd0271-0091,nzd0271-0092,nzd0271-0093,nzd0271-0094,nzd0271-0095,nzd0271-0096,nzd0271-0097,nzd0271-0098,nzd0271-0099,nzd0271-0100,nzd0271-0101,nzd0271-0102,nzd0271-0103,nzd0271-0104,nzd0271-0105,nzd0271-0106,nzd0271-0107,nzd0271-0108,nzd0271-0109,nzd0271-0110,nzd0271-0111,nzd0271-0112,nzd0271-0113,nzd0271-0114,nzd0271-0115,nzd0271-0116,nzd0271-0117,nzd0271-0118,nzd0271-0119,nzd0271-0120,nzd0271-0121,nzd0271-0122,nzd0271-0123,nzd0271-0124,nzd0271-0125,nzd0271-0126,nzd0271-0127,nzd0271-0128,nzd0271-0129,nzd0271-0130,nzd0271-0131,nzd0271-0132,nzd0271-0133,nzd0271-0134,nzd0271-0135,nzd0271-0136,nzd0271-0137,nzd0271-0138,nzd0271-0139,nzd0271-0140,nzd0271-0141,nzd0271-0142,nzd0271-0143,nzd0271-0144,nzd0271-0145,nzd0271-0146,nzd0271-0147,nzd0271-0148,nzd0271-0149,nzd0271-0150,nzd0271-0151,nzd0271-0152,nzd0271-0153,nzd0271-0154,nzd0271-0155,nzd0271-0156,nzd0271-0157,nzd0271-0158,nzd0271-0159,nzd0271-0160,nzd0271-0161,nzd0271-0162,nzd0271-0163
2007-10-30 21:44:02+00:00,L7,327.61,304.09,294.49,281.28,270.11,267.20,270.23,262.58,258.33,254.52,244.17,235.05,213.73,209.30,206.16,213.74,229.87,244.99,256.36,271.04,286.33,290.57,293.58,305.07,307.84,302.99,296.99,282.99,280.01,276.42,277.65,278.24,274.15,274.81,274.88,290.33,299.16,304.56,309.40,309.72,307.67,307.96,301.85,303.48,301.16,303.85,302.75,304.00,307.16,309.56,316.35,319.03,323.10,326.84,322.73,318.17,311.25,311.54,309.05,309.55,307.05,308.20,306.76,311.56,314.44,316.50,319.68,324.80,332.07,340.19,340.67,338.13,337.30,335.36,332.08,336.47,334.06,335.82,342.45,344.17,345.30,333.02,324.27,312.29,306.53,295.65,289.90,280.11,276.58,272.30,271.61,273.70,280.42,286.55,304.27,315.52,325.56,332.25,342.34,353.00,344.30,334.26,317.74,305.93,281.41,272.79,267.20,275.47,268.86,230.90,,152.29,203.34,237.75,278.28,350.18,390.12,414.41,422.22,425.84,432.91,430.54,425.59,417.75,410.70,409.57,398.85,391.13,381.86,382.06,374.88,370.56,366.95,361.41,365.92,359.10,350.84,349.57,340.44,341.09,340.19,343.84,352.21,362.68,369.05,381.93,390.88,398.79,415.82,412.67,408.32,401.87,399.52,395.28,401.09,401.69,408.21,419.79,422.13,416.45,413.44,408.00,402.51,394.93
2008-01-02 21:44:25+00:00,L7,372.68,356.98,334.17,329.27,324.83,323.80,301.19,295.18,289.33,281.72,286.80,275.16,265.19,254.28,257.11,266.21,278.68,292.63,310.75,316.55,335.60,339.08,345.20,354.42,345.33,338.07,333.68,317.01,318.53,316.76,321.51,321.29,306.64,314.63,334.79,330.65,334.00,346.75,345.70,357.78,356.30,344.25,347.99,347.38,346.23,345.79,340.21,345.64,349.82,344.99,345.89,352.18,348.46,361.74,359.55,356.68,343.06,342.30,342.33,330.30,331.66,340.75,339.98,340.66,343.22,344.79,359.46,365.93,367.06,374.36,375.83,371.65,371.43,370.25,369.00,369.63,367.59,367.37,369.21,370.36,363.38,354.61,346.33,330.48,323.33,320.17,310.83,304.31,296.50,295.94,293.97,302.41,305.94,315.25,324.60,334.62,343.39,358.04,365.59,375.84,373.24,356.91,344.89,337.33,322.26,313.79,307.72,298.60,281.55,275.22,230.82,,331.38,272.45,312.06,365.19,397.35,428.95,461.78,457.85,466.12,457.64,446.01,447.15,440.47,430.15,430.34,422.64,416.70,415.75,410.30,411.41,400.67,396.79,398.61,392.62,385.32,377.38,371.77,367.04,368.30,372.98,377.91,385.52,393.91,408.08,420.11,433.13,444.92,441.15,439.72,439.27,436.57,437.33,436.46,443.97,444.42,454.11,457.52,452.34,451.84,451.82,453.08,462.86
2008-02-03 21:44:23+00:00,L7,357.94,335.61,320.62,310.39,305.94,299.06,290.23,275.53,279.73,279.54,274.61,259.99,255.46,244.34,242.24,248.88,258.59,275.69,292.92,303.99,310.21,318.66,327.24,335.12,339.99,333.45,324.24,316.85,313.33,309.60,305.54,302.28,298.78,306.27,306.98,309.53,314.29,322.38,336.40,337.58,327.88,325.17,330.08,328.12,329.38,323.22,323.30,325.92,329.89,333.52,333.82,337.20,338.98,341.91,344.10,339.64,334.64,329.99,321.95,321.05,319.78,327.07,325.40,327.92,327.42,329.76,340.93,344.45,345.91,351.59,354.72,349.11,346.33,343.90,340.57,338.98,348.84,349.19,349.44,352.50,353.48,339.05,327.90,317.68,306.62,293.49,292.60,290.99,285.77,280.70,285.60,286.30,291.00,299.56,308.74,322.24,332.92,339.79,351.13,355.15,346.49,338.54,321.29,318.05,310.05,307.13,294.35,288.08,288.48,268.58,,,249.63,270.21,335.40,370.39,392.97,423.39,442.52,448.71,447.45,445.95,435.99,418.13,418.96,412.09,405.38,399.46,402.10,394.89,392.79,385.85,385.08,382.30,380.34,375.66,365.85,358.72,352.92,351.01,349.84,359.16,362.43,374.21,383.57,391.16,404.45,411.77,421.86,417.86,413.75,415.14,412.86,409.92,413.37,417.67,427.95,432.84,440.03,440.17,438.07,438.08,434.01,439.94
2008-06-10 21:43:51+00:00,L7,311.69,297.38,288.47,272.55,264.53,263.92,252.84,254.49,253.04,245.29,248.17,229.99,207.82,199.58,201.83,212.38,224.59,239.24,257.69,273.32,287.68,294.45,299.08,309.12,308.88,306.01,288.77,280.55,272.57,268.26,271.30,272.34,278.46,277.39,273.83,282.93,291.50,301.96,307.96,306.14,302.01,301.19,300.28,299.44,301.54,301.39,298.84,300.22,294.74,299.39,305.82,312.67,313.87,319.11,317.50,312.76,315.03,305.86,307.21,304.53,304.47,300.99,305.42,311.55,306.23,308.87,313.83,321.53,328.85,329.83,337.86,331.05,333.19,336.52,335.10,333.40,337.26,340.63,339.01,333.94,330.91,321.40,310.49,292.62,285.26,279.87,279.16,267.90,272.37,272.56,275.13,277.60,275.22,281.46,298.94,310.33,323.14,328.59,347.62,360.95,347.55,333.59,,,,,,,,,,,,,,376.28,398.10,407.57,412.63,411.15,406.90,404.92,409.85,409.56,407.66,400.08,398.19,394.87,385.67,387.56,385.23,363.43,364.98,360.49,361.43,357.19,347.50,352.88,348.72,346.15,343.78,350.70,355.60,,,,,,,,,,,,,,,,,,,,,
2008-07-12 21:43:29+00:00,L7,356.07,338.80,312.44,306.46,300.47,297.56,290.23,287.71,279.45,272.90,264.67,252.00,236.43,227.66,226.60,231.70,251.68,273.07,286.47,293.62,306.37,314.25,324.64,335.62,340.48,333.28,315.61,312.54,308.58,298.49,298.44,300.97,305.11,305.72,312.40,316.64,318.73,326.67,332.57,334.39,333.67,331.53,320.60,319.46,326.00,317.35,314.69,315.76,320.95,320.51,323.33,328.34,337.39,337.24,335.61,335.00,332.40,321.86,319.70,321.95,323.83,326.74,325.43,324.20,327.01,330.48,337.53,344.31,347.82,358.22,357.18,357.46,356.24,347.55,352.17,352.81,353.62,346.30,352.50,353.45,351.83,334.34,330.65,316.23,306.15,300.15,292.56,283.74,282.39,282.45,281.43,286.41,292.61,299.98,307.71,321.69,353.12,373.15,374.26,370.04,340.94,326.63,343.14,,,,,,,,,,,,,,,,,,436.60,446.79,438.34,437.00,434.74,425.45,419.24,418.76,417.05,406.40,399.78,403.50,403.64,396.13,398.41,385.00,381.39,365.58,361.52,364.96,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-14 21:42:59+00:00,L7,373.44,343.85,329.46,320.97,309.83,309.62,305.43,301.96,298.96,290.99,280.42,259.52,239.26,226.93,230.38,237.46,256.40,274.64,290.03,304.72,315.93,324.04,335.95,333.93,342.11,338.01,326.25,317.96,311.16,304.83,302.72,307.11,300.40,307.30,310.42,317.08,321.34,330.36,339.53,341.86,340.29,327.63,327.79,324.53,323.25,330.27,319.66,322.58,328.25,332.18,331.68,330.69,330.56,344.29,348.67,341.04,332.56,323.38,322.09,322.44,325.90,315.93,322.30,329.96,334.83,336.29,348.53,352.43,352.05,357.19,363.94,359.65,358.24,353.36,350.39,345.47,352.73,352.72,352.39,354.18,351.36,340.56,327.44,320.19,313.53,297.58,300.24,291.44,294.54,294.37,291.90,289.19,303.03,314.86,320.13,327.56,343.55,364.45,370.09,364.92,371.09,347.15,320.26,321.44,342.39,343.95,353.80,353.16,,,,436.02,463.43,468.90,492.42,504.66,365.29,387.86,410.13,428.12,440.37,444.25,455.55,449.56,442.41,432.77,420.88,410.36,408.36,408.07,399.21,397.08,395.60,389.19,400.94,392.89,379.84,373.56,363.70,366.33,366.08,369.30,369.05,377.10,390.07,395.70,415.47,422.33,435.92,437.31,431.95,426.71,425.84,425.84,416.36,422.13,426.37,430.65,436.48,437.69,450.83,454.00,457.41,455.67
2008-09-30 21:42:49+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.97,289.99,289.78,298.77,321.80,321.73,331.53,340.33,332.42,334.15,326.90,324.55,339.94,341.04,333.38,331.02,336.39,338.21,341.31,341.36,340.47,330.69,315.33,310.16,301.37,288.12,281.41,280.40,281.11,281.48,276.85,278.18,285.07,295.49,302.59,312.82,330.07,341.92,356.66,359.78,351.11,334.67,320.51,321.66,316.43,312.21,301.06,265.93,,,,,85.31,191.87,267.76,334.43,369.21,386.39,398.19,409.00,417.82,425.40,432.15,426.60,425.07,412.55,402.31,391.46,388.88,385.05,380.20,379.13,373.30,369.39,371.34,,,,,,,,,,,379.92,388.84,403.98,417.21,414.02,407.75,404.42,400.18,392.34,394.05,395.45,400.71,407.46,413.57,408.67,405.89,404.36,400.34,390.73
2009-01-04 21:43:42+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,318.26,312.65,302.65,306.27,303.89,308.98,312.00,315.31,319.39,322.28,331.48,332.91,340.44,344.00,339.40,337.69,335.79,333.22,332.44,333.69,331.17,332.94,334.44,337.87,340.33,343.75,347.36,356.95,354.26,352.57,351.32,345.30,341.73,334.23,334.94,334.46,335.25,340.66,340.61,345.85,342.14,349.06,356.21,361.39,361.49,361.21,356.26,357.23,352.87,352.48,355.97,357.93,358.95,361.67,357.64,344.66,334.44,325.79,314.83,305.52,299.29,297.95,292.14,294.04,291.67,291.16,298.79,310.65,318.76,328.65,342.90,359.30,372.02,376.57,373.11,357.29,347.06,334.84,319.99,310.38,303.36,272.31,232.63,,306.84,353.74,371.26,381.59,390.74,393.94,414.74,424.82,433.92,426.32,432.92,434.45,436.53,430.26,430.80,422.76,411.97,402.35,400.24,396.75,394.89,385.17,380.08,379.51,375.50,375.72,364.82,356.88,357.62,355.47,360.70,358.74,369.08,376.85,382.66,388.91,397.72,410.22,422.87,417.12,417.10,418.35,409.45,409.40,404.29,400.82,406.72,416.00,418.42,414.07,412.72,408.57,403.23,386.09
2009-03-09 21:44:11+00:00,L7,371.26,346.99,337.21,328.77,327.63,326.36,313.21,306.34,300.07,295.36,282.17,277.46,263.15,251.93,254.40,260.33,272.55,287.84,306.21,326.44,327.68,332.32,342.67,353.78,347.37,344.01,335.57,333.39,321.48,319.34,320.76,323.57,322.94,324.19,332.23,335.52,334.02,343.42,347.23,359.35,355.21,345.38,343.93,346.98,343.63,337.84,339.87,352.43,350.19,356.09,356.62,358.19,357.07,378.40,379.05,366.04,352.81,352.57,353.52,343.19,348.95,347.04,347.61,347.48,349.48,355.03,364.19,372.44,372.64,377.93,376.77,365.07,366.78,368.52,358.85,368.39,369.50,359.60,359.76,362.12,363.55,349.53,345.54,331.17,321.15,313.94,305.90,303.17,295.31,295.93,298.64,297.54,307.18,313.91,322.83,332.54,353.82,368.67,374.99,381.01,371.44,351.09,346.94,343.95,330.24,309.52,306.43,259.26,212.10,185.17,287.54,304.06,315.28,357.13,367.84,392.70,417.56,434.18,458.42,452.22,443.89,446.22,435.77,435.12,430.82,417.77,414.25,405.38,402.79,397.38,401.37,403.97,397.16,397.08,401.99,405.54,388.09,380.84,375.93,377.57,370.33,370.62,379.12,397.14,407.93,418.49,423.36,435.84,447.60,444.20,434.23,431.44,424.65,423.50,414.08,410.50,419.45,431.86,437.42,433.21,420.43,434.41,437.78,472.55
2009-03-25 21:44:18+00:00,L7,352.56,333.51,325.63,319.67,318.83,315.09,299.64,293.30,287.50,277.33,267.67,261.76,247.15,237.41,236.77,247.32,266.83,287.45,303.89,324.71,327.27,334.29,342.65,348.19,341.79,340.30,330.68,319.79,316.96,314.53,317.92,316.69,315.67,316.46,321.78,325.98,330.79,336.41,340.58,339.38,338.18,336.10,335.59,331.17,331.35,334.72,332.49,333.39,335.34,337.01,337.46,338.26,343.12,346.45,346.62,339.90,336.31,336.28,331.17,332.88,333.57,332.72,331.29,333.36,335.10,340.00,346.04,350.26,353.60,357.71,357.88,350.72,356.85,342.84,341.21,346.93,352.44,352.90,351.33,354.23,352.44,339.49,334.56,322.12,307.60,298.36,296.06,290.67,283.73,284.68,288.26,287.42,299.38,311.09,318.83,329.64,343.37,358.60,369.15,371.94,361.06,343.82,337.50,329.59,311.57,288.65,279.45,249.74,223.52,184.30,297.01,301.90,322.16,353.93,367.22,393.45,411.67,424.10,450.36,448.04,436.96,433.55,432.90,422.70,417.59,410.68,404.46,406.28,403.40,401.65,399.69,401.97,389.40,384.76,390.39,381.53,376.41,366.49,363.19,361.01,363.18,367.19,372.80,381.81,393.71,409.56,418.48,427.98,433.67,432.42,425.91,421.57,417.03,413.71,410.29,414.47,415.67,424.12,427.82,420.59,420.44,423.37,440.61,443.10
2009-04-10 21:44:23+00:00,L7,311.72,300.62,294.13,283.09,279.77,269.91,263.26,263.78,260.33,253.13,247.75,239.36,222.02,214.79,209.75,215.84,231.86,251.31,271.32,280.98,289.82,299.63,305.56,307.86,309.05,309.17,304.21,294.55,291.43,284.08,276.48,268.65,272.33,275.52,276.84,292.05,294.72,302.05,309.63,310.39,306.16,310.95,305.13,302.27,300.05,301.04,300.42,304.65,300.37,306.39,309.16,313.27,319.03,323.86,321.34,315.52,313.39,306.61,308.13,307.48,306.67,304.61,308.47,312.08,317.99,320.70,324.90,329.29,332.45,338.23,339.12,333.35,330.92,326.26,327.12,320.35,327.24,329.45,334.73,340.42,336.11,325.51,310.00,299.43,285.17,282.09,276.86,270.19,268.57,268.09,271.90,272.84,280.32,289.73,304.06,312.71,322.13,334.50,348.98,348.82,336.57,320.07,321.24,317.87,297.04,280.35,267.50,237.76,203.05,197.92,255.22,277.40,310.67,349.82,366.65,382.57,391.67,418.53,432.26,427.16,428.55,424.77,412.19,410.37,398.50,392.70,386.04,383.47,372.00,372.03,372.55,375.65,366.52,361.12,359.92,354.09,340.79,332.85,329.19,335.50,334.90,340.91,346.33,353.32,363.89,379.94,389.53,398.17,415.91,410.23,402.04,392.08,390.17,387.16,380.73,387.93,383.01,393.40,397.61,396.58,395.79,391.74,382.44,361.25
2009-04-26 21:44:27+00:00,L7,317.66,311.75,298.80,293.98,292.85,284.66,276.51,268.80,267.22,264.05,262.68,250.24,229.25,221.91,221.26,228.33,240.72,256.55,281.89,293.32,302.73,305.88,315.30,325.31,325.09,314.21,312.07,301.39,295.27,293.75,290.81,291.01,294.48,296.67,300.26,304.43,310.96,315.04,323.98,327.91,322.39,316.67,315.55,314.47,311.04,307.35,303.59,308.84,312.67,314.77,318.97,321.18,327.26,335.53,334.49,328.57,324.63,326.84,320.97,318.66,317.41,315.75,316.32,321.37,318.45,323.40,326.29,332.11,343.00,350.45,349.63,347.31,341.74,337.34,336.68,339.80,328.40,330.87,334.26,336.30,332.88,326.19,314.29,310.34,304.19,294.94,292.12,282.52,279.96,276.99,274.41,276.95,284.37,294.45,306.44,319.05,327.85,344.87,348.07,350.86,335.17,337.69,327.23,311.31,291.31,286.76,274.93,256.59,186.48,247.30,273.24,306.32,327.42,363.34,373.71,377.65,392.46,424.29,433.28,426.51,422.77,426.19,425.62,421.30,401.55,395.20,399.07,390.64,388.80,377.76,377.60,375.87,373.05,368.68,371.61,370.38,357.01,353.19,349.70,348.86,346.51,344.03,351.71,355.10,372.25,384.42,395.43,412.16,425.15,417.30,409.56,404.01,395.51,389.73,381.24,384.56,384.48,397.00,403.59,399.09,399.17,398.60,394.54,382.90
2009-05-28 21:44:31+00:00,L7,295.53,292.74,276.06,272.06,265.12,259.83,254.23,252.17,241.52,241.83,233.04,222.38,208.11,202.09,202.66,212.73,218.46,233.65,252.80,270.03,278.23,283.79,291.87,301.93,303.47,299.94,284.38,284.20,278.31,274.90,265.98,269.41,269.48,265.79,262.27,279.56,290.74,296.81,305.86,300.43,299.14,300.08,298.93,295.63,297.28,296.69,292.36,295.39,297.47,301.56,297.67,303.54,308.87,317.01,316.03,310.51,301.95,298.79,302.28,303.74,304.74,306.00,307.00,303.88,304.28,304.33,311.48,310.54,316.51,323.66,325.25,320.85,318.62,320.18,311.92,310.67,317.70,322.72,325.71,329.61,319.20,306.36,294.05,293.24,286.90,276.07,265.09,263.98,263.48,266.57,264.34,265.42,266.24,271.19,289.63,304.69,313.53,323.17,339.14,344.50,330.49,312.98,311.91,307.10,292.86,,,,,,,,,,,,,,,,,,,,379.58,382.28,375.27,369.14,371.56,361.86,367.81,360.78,363.98,354.36,352.59,353.02,344.67,338.20,332.47,334.29,333.63,333.34,345.19,352.83,356.45,363.27,379.62,389.18,400.13,394.10,388.57,389.92,379.29,377.32,371.03,370.25,372.10,378.99,379.95,383.08,381.57,372.46,369.73,356.58
2009-09-01 21:44:14+00:00,L7,357.74,341.77,318.90,310.83,304.58,299.95,296.15,292.62,278.15,275.92,271.19,258.97,243.43,236.56,235.74,237.59,240.77,267.32,278.93,285.02,291.20,302.24,306.88,325.24,327.14,321.53,315.06,307.42,296.36,289.37,291.14,292.88,296.20,304.52,305.08,303.06,311.75,323.95,328.66,333.88,324.33,317.90,308.72,305.58,312.37,317.52,318.49,323.32,320.12,310.53,324.51,325.52,334.80,329.38,336.87,331.59,325.48,318.60,324.11,318.77,321.10,325.94,318.32,320.12,331.59,338.89,337.98,334.42,339.15,340.39,352.34,346.90,327.04,333.93,354.54,342.67,335.11,346.78,341.69,333.44,331.51,326.64,322.35,309.05,298.55,294.99,290.91,294.03,279.49,275.65,280.26,287.56,290.34,297.52,305.28,325.65,331.97,335.95,349.87,355.02,349.63,342.89,325.15,314.62,297.59,274.76,206.74,,,93.33,147.94,251.30,313.47,335.06,355.37,365.41,398.44,412.31,409.62,412.72,407.36,418.46,407.59,401.83,404.13,397.15,392.27,393.34,396.09,387.82,388.81,386.32,382.36,390.56,396.44,394.54,385.92,383.59,364.12,362.56,364.47,371.51,379.79,388.08,395.81,408.07,419.51,428.53,437.27,427.58,428.90,425.70,409.80,408.42,397.98,402.32,412.29,419.96,417.86,408.06,407.35,397.63,387.39,402.34
2009-12-06 21:44:55+00:00,L7,,,,,,,,267.38,262.93,249.12,241.27,232.96,212.09,201.89,204.27,212.96,230.23,248.09,263.61,273.70,271.65,284.08,293.32,299.77,300.06,292.51,289.40,280.91,274.14,267.82,266.18,266.38,272.14,272.28,272.00,280.85,295.13,302.93,309.75,306.37,303.54,305.64,297.01,297.40,295.75,295.20,295.58,299.09,296.21,297.64,302.87,306.65,315.34,320.35,319.75,312.37,312.76,305.13,303.50,294.03,296.73,300.92,301.94,306.36,307.60,306.95,313.38,318.04,331.46,336.33,337.08,334.70,330.89,328.07,323.04,328.92,324.72,321.70,323.24,328.25,327.78,314.43,307.66,300.70,283.35,276.25,277.35,276.33,277.32,280.77,274.32,270.51,270.42,286.43,300.05,303.68,318.51,325.50,342.14,345.86,328.35,319.69,314.86,309.20,278.69,229.48,178.70,,,215.84,256.65,302.95,319.16,333.07,336.01,357.64,392.03,399.64,400.80,395.78,404.29,399.95,392.22,392.69,390.95,394.25,398.52,392.22,391.90,387.23,385.19,379.52,370.11,370.27,368.79,364.60,349.83,344.40,341.62,337.94,342.77,346.03,357.92,363.76,372.33,381.24,387.74,396.09,413.29,407.26,405.81,390.18,388.44,383.38,379.70,379.13,,,,,,,,
2010-01-23 21:45:42+00:00,L7,335.76,326.19,302.97,300.77,297.97,296.72,289.53,278.65,268.03,263.81,261.06,246.19,230.70,216.74,218.87,223.27,237.94,257.63,279.74,286.14,297.45,301.93,312.21,318.53,324.68,313.20,304.14,290.10,285.66,283.94,287.51,289.99,281.10,283.76,296.28,301.91,306.48,315.84,319.90,311.30,313.30,313.10,311.45,314.66,310.75,306.10,303.69,302.76,306.76,309.80,314.67,321.02,326.60,333.44,331.21,327.98,324.31,318.64,317.44,317.64,309.76,313.94,317.16,321.46,314.22,316.29,319.57,328.75,333.28,342.01,339.87,343.20,343.60,339.53,338.12,341.91,342.02,335.26,334.64,334.78,334.10,321.88,312.01,311.69,296.91,289.91,284.83,284.48,281.99,278.12,273.03,275.42,286.36,290.40,299.91,311.06,328.75,336.62,353.80,352.85,344.46,333.82,321.43,307.82,300.96,273.07,175.04,125.86,174.49,214.87,255.71,308.25,314.79,336.28,352.63,364.46,383.73,392.76,405.20,402.30,406.56,408.78,406.49,403.31,400.84,392.99,392.81,387.32,386.93,381.40,381.61,376.06,371.97,370.17,362.99,363.74,349.93,341.60,338.18,341.21,411.57,421.16,415.61,373.71,380.30,386.74,395.28,410.77,423.63,418.63,414.41,414.42,407.13,393.10,393.16,392.00,392.77,396.85,401.78,399.37,385.89,374.53,367.21,381.37
2010-02-08 21:45:54+00:00,L7,358.01,332.90,322.66,310.91,309.77,305.08,297.92,292.49,286.53,274.60,269.16,263.80,241.63,230.24,230.33,232.70,252.83,274.04,289.43,302.61,310.92,308.98,316.29,334.37,338.21,331.23,317.49,303.97,300.14,297.28,297.75,299.28,300.85,299.25,305.90,311.29,319.43,328.87,331.97,333.92,327.15,328.84,332.86,326.90,321.34,317.23,318.50,321.00,319.44,331.39,330.10,327.94,333.96,340.54,349.07,336.00,329.42,326.04,328.49,320.01,313.28,323.52,324.91,325.45,326.66,328.52,335.12,336.03,341.11,356.07,357.06,352.85,359.26,356.90,344.87,356.75,349.11,350.27,349.12,350.50,344.11,332.11,320.03,319.15,308.36,297.29,293.72,295.24,289.22,292.79,285.60,288.34,297.04,298.50,317.32,328.11,340.21,348.26,362.17,364.97,353.35,347.00,326.51,314.56,310.12,302.66,170.69,80.89,186.58,218.44,275.09,314.13,332.11,351.92,366.95,382.86,390.37,404.63,417.26,417.81,417.21,420.47,418.72,419.18,413.83,402.51,401.12,396.40,395.67,390.40,396.17,390.77,383.28,381.23,388.96,384.75,372.92,371.87,364.32,366.57,369.73,375.58,381.44,389.40,396.15,413.00,420.55,431.01,443.50,437.99,438.93,427.68,428.54,420.62,412.95,411.90,415.84,424.70,422.52,416.14,402.94,396.05,380.81,454.95
2010-03-12 21:46:11+00:00,L7,357.85,331.53,321.89,315.57,309.91,304.58,300.11,291.43,276.83,269.55,264.73,254.42,239.71,233.65,231.63,227.41,248.62,273.47,290.04,303.72,313.12,316.17,318.43,332.95,333.34,328.68,318.35,310.97,300.37,298.43,296.45,299.73,305.92,301.85,309.73,313.59,323.27,329.53,336.63,334.93,326.37,325.60,328.44,319.24,318.70,315.48,313.42,312.22,317.85,324.22,325.11,322.58,325.00,341.66,345.92,334.00,326.61,334.35,330.26,320.84,313.29,320.07,320.85,326.37,322.53,325.47,330.36,338.82,340.07,351.63,354.70,348.14,344.29,344.09,344.08,344.84,344.20,343.08,342.34,344.49,337.91,328.54,316.19,312.98,306.65,294.08,290.49,286.30,284.14,282.58,277.47,275.35,283.59,285.96,302.22,317.49,328.29,348.81,357.01,361.96,345.40,336.59,320.39,312.38,286.67,269.22,203.69,106.17,188.12,234.99,269.72,302.50,308.47,335.77,345.88,367.60,393.37,410.31,409.88,414.00,406.95,408.86,405.55,399.58,401.95,391.10,387.60,385.08,383.64,380.13,379.91,374.02,370.99,370.36,374.17,378.82,368.86,360.19,360.98,360.55,359.16,359.18,364.49,374.29,386.51,398.69,412.59,427.29,431.47,425.30,424.94,417.71,412.46,403.02,401.28,400.53,405.52,415.76,414.23,408.65,401.33,402.15,411.01,427.40
2010-04-29 21:46:15+00:00,L7,322.47,312.13,301.60,302.04,299.74,295.45,277.57,269.70,266.19,260.66,244.10,246.74,222.09,221.86,218.35,226.76,241.52,265.94,283.53,290.95,306.30,305.04,314.87,328.13,323.88,314.36,305.84,297.86,292.51,291.39,290.89,291.37,293.41,295.09,300.49,304.64,307.08,312.23,325.64,324.44,315.65,314.69,310.24,315.95,310.04,310.52,307.91,311.65,317.11,318.46,314.75,316.44,321.41,334.63,337.96,330.77,325.77,325.29,318.72,319.67,316.73,313.90,315.12,320.85,323.22,324.70,324.90,331.32,344.39,348.90,348.60,342.13,346.86,343.83,344.21,341.08,340.29,344.26,343.07,339.14,330.89,323.59,321.17,315.57,303.02,300.49,288.62,289.99,282.71,279.89,273.55,284.32,280.33,288.17,307.10,314.70,330.52,345.88,355.10,355.93,340.53,322.69,314.32,290.43,259.18,241.10,111.69,139.91,169.45,204.20,227.80,269.05,289.95,334.01,366.36,368.87,380.13,401.86,404.74,406.95,405.62,401.84,401.29,399.15,396.77,389.52,384.47,384.61,379.39,376.49,372.61,376.27,366.51,365.81,369.32,373.97,364.82,355.59,354.12,352.42,352.11,351.29,359.22,369.28,379.60,388.98,405.31,418.83,428.34,423.60,412.79,409.01,400.77,391.56,392.08,392.40,399.62,403.77,408.41,401.47,395.71,395.53,392.43,383.15
