dates,nzd0271-0000,nzd0271-0001,nzd0271-0002,nzd0271-0003,nzd0271-0004,nzd0271-0005,nzd0271-0006,nzd0271-0007,nzd0271-0008,nzd0271-0009,nzd0271-0010,nzd0271-0011,nzd0271-0012,nzd0271-0013,nzd0271-0014,nzd0271-0015,nzd0271-0016,nzd0271-0017,nzd0271-0018,nzd0271-0019,nzd0271-0020,nzd0271-0021,nzd0271-0022,nzd0271-0023,nzd0271-0024,nzd0271-0025,nzd0271-0026,nzd0271-0027,nzd0271-0028,nzd0271-0029,nzd0271-0030,nzd0271-0031,nzd0271-0032,nzd0271-0033,nzd0271-0034,nzd0271-0035,nzd0271-0036,nzd0271-0037,nzd0271-0038,nzd0271-0039,nzd0271-0040,nzd0271-0041,nzd0271-0042,nzd0271-0043,nzd0271-0044,nzd0271-0045,nzd0271-0046,nzd0271-0047,nzd0271-0048,nzd0271-0049,nzd0271-0050,nzd0271-0051,nzd0271-0052,nzd0271-0053,nzd0271-0054,nzd0271-0055,nzd0271-0056,nzd0271-0057,nzd0271-0058,nzd0271-0059,nzd0271-0060,nzd0271-0061,nzd0271-0062,nzd0271-0063,nzd0271-0064,nzd0271-0065,nzd0271-0066,nzd0271-0067,nzd0271-0068,nzd0271-0069,nzd0271-0070,nzd0271-0071,nzd0271-0072,nzd0271-0073,nzd0271-0074,nzd0271-0075,nzd0271-0076,nzd0271-0077,nzd0271-0078,nzd0271-0079,nzd0271-0080,nzd0271-0081,nzd0271-0082,nzd0271-0083,nzd0271-0084,nzd0271-0085,nzd0271-0086,nzd0271-0087,nzd0271-0088,nzd0271-0089,nzd0271-0090,nzd0271-0091,nzd0271-0092,nzd0271-0093,nzd0271-0094,nzd0271-0095,nzd0271-0096,nzd0271-0097,nzd0271-0098,nzd0271-0099,nzd0271-0100,nzd0271-0101,nzd0271-0102,nzd0271-0103,nzd0271-0104,nzd0271-0105,nzd0271-0106,nzd0271-0107,nzd0271-0108,nzd0271-0109,nzd0271-0110,nzd0271-0111,nzd0271-0112,nzd0271-0113,nzd0271-0114,nzd0271-0115,nzd0271-0116,nzd0271-0117,nzd0271-0118,nzd0271-0119,nzd0271-0120,nzd0271-0121,nzd0271-0122,nzd0271-0123,nzd0271-0124,nzd0271-0125,nzd0271-0126,nzd0271-0127,nzd0271-0128,nzd0271-0129,nzd0271-0130,nzd0271-0131,nzd0271-0132,nzd0271-0133,nzd0271-0134,nzd0271-0135,nzd0271-0136,nzd0271-0137,nzd0271-0138,nzd0271-0139,nzd0271-0140,nzd0271-0141,nzd0271-0142,nzd0271-0143,nzd0271-0144,nzd0271-0145,nzd0271-0146,nzd0271-0147,nzd0271-0148,nzd0271-0149,nzd0271-0150,nzd0271-0151,nzd0271-0152,nzd0271-0153,nzd0271-0154,nzd0271-0155,nzd0271-0156,nzd0271-0157,nzd0271-0158,nzd0271-0159,nzd0271-0160,nzd0271-0161,nzd0271-0162,nzd0271-0163,satname
1999-08-21 21:46:56+00:00,334.63,304.93,287.79,274.45,274.57,272.39,276.62,263.55,265.73,256.06,247.40,230.15,215.79,202.89,199.12,211.03,229.80,248.80,270.69,275.83,283.56,288.23,291.06,307.70,309.35,299.83,291.05,284.04,277.09,275.03,265.64,271.54,273.82,267.20,278.67,279.40,276.99,292.17,297.79,300.33,298.54,287.66,286.63,287.89,280.76,282.73,285.26,281.07,280.41,290.90,300.70,307.09,311.58,318.60,309.01,311.66,308.77,296.96,301.19,301.01,294.94,289.89,294.91,297.33,299.82,298.50,292.78,300.34,314.15,321.81,317.22,315.12,321.90,316.96,305.91,306.23,310.79,310.93,321.69,325.62,312.47,313.85,313.11,309.53,300.19,294.10,296.17,286.32,279.40,286.17,283.33,284.46,286.33,295.99,305.63,319.13,346.12,364.25,370.65,373.11,381.70,384.00,379.13,370.66,362.45,,,,,,,,,,,,,,429.14,408.59,404.28,418.41,427.98,427.34,422.47,412.33,400.81,393.36,376.41,373.86,378.58,377.98,381.48,378.82,378.32,371.89,365.05,353.48,350.07,346.23,356.18,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-09-06 21:46:59+00:00,334.63,304.93,287.79,274.45,274.57,272.39,276.62,263.55,265.73,256.06,247.40,230.15,215.79,202.89,199.12,211.03,229.80,248.80,270.69,275.83,283.56,295.06,299.77,310.62,302.74,298.83,294.94,277.00,265.81,261.69,260.56,261.97,263.20,262.31,282.00,287.94,283.69,292.17,297.79,300.33,298.54,287.66,286.63,287.89,282.90,285.08,284.76,280.65,286.47,292.07,299.04,303.15,305.89,318.24,313.95,314.38,306.10,300.01,300.30,296.75,283.26,280.90,286.75,285.31,292.75,297.99,295.89,301.83,309.87,320.11,320.66,315.87,317.00,312.25,308.40,309.06,314.45,316.34,324.64,325.74,320.54,317.51,312.61,305.39,300.16,293.51,294.81,290.51,287.55,288.65,286.45,288.18,291.14,302.11,311.48,325.31,357.23,368.60,378.02,381.28,392.87,398.29,388.79,371.81,360.79,356.31,375.86,389.96,404.77,413.72,420.62,420.12,429.19,423.61,275.47,353.45,443.02,464.44,446.20,424.63,413.45,430.84,437.10,437.28,432.39,423.00,415.66,404.05,388.73,389.10,390.55,390.09,387.76,384.85,383.11,382.88,371.34,362.66,356.57,354.98,364.10,370.54,377.18,385.25,390.24,403.49,421.62,434.57,452.36,446.32,443.52,438.73,428.55,423.42,420.14,416.25,419.52,435.31,435.10,423.06,420.37,434.74,430.77,410.03,L7
1999-09-22 21:47:00+00:00,337.19,309.32,291.97,280.14,277.02,275.56,277.23,268.03,267.94,267.84,253.37,230.53,216.91,202.43,199.38,217.63,235.66,246.67,267.76,277.02,281.81,293.91,301.84,312.32,307.25,301.38,296.27,280.34,268.54,266.18,264.42,265.13,270.02,266.67,282.05,288.31,286.00,295.20,297.10,295.12,299.88,290.42,286.77,284.32,283.60,287.97,282.19,283.62,289.13,290.71,300.13,305.50,309.53,317.47,314.56,314.55,308.33,300.17,299.34,297.29,286.84,285.66,290.77,290.37,295.84,296.82,297.19,301.82,310.59,320.87,323.11,316.60,316.32,311.53,309.76,311.19,316.18,320.86,323.61,327.05,326.20,319.51,310.86,307.82,304.19,293.05,296.18,292.70,289.25,289.40,284.56,288.43,294.21,304.76,316.69,330.44,359.38,369.54,381.51,386.87,393.24,394.27,384.58,365.52,358.93,362.75,374.45,381.61,393.50,398.25,408.27,409.75,414.68,404.61,263.84,343.24,437.80,450.11,443.29,428.77,420.01,432.31,438.82,438.53,432.37,427.49,413.73,404.88,392.64,392.95,391.26,390.27,387.56,384.22,383.12,382.64,371.56,361.95,358.65,356.72,364.17,367.43,372.89,381.50,390.26,405.09,418.16,434.34,449.55,444.16,441.40,436.76,424.40,419.57,417.12,412.91,415.79,432.27,432.45,421.89,420.40,427.78,424.24,427.66,L7
1999-10-24 21:46:56+00:00,336.19,309.22,292.20,281.74,278.76,277.64,275.07,267.52,270.18,264.37,253.48,229.35,212.62,204.09,201.06,218.17,234.68,246.30,268.05,275.57,281.81,294.49,302.49,312.22,307.80,301.66,297.44,282.24,270.80,269.56,268.00,266.08,269.62,268.81,281.81,288.57,287.80,295.14,295.31,296.30,299.16,291.83,288.31,287.13,284.41,288.30,283.18,284.81,289.89,291.42,300.81,305.56,308.73,317.72,317.20,315.96,308.33,303.10,300.90,297.12,289.01,287.27,292.84,292.98,296.83,298.61,300.01,304.02,312.84,321.76,322.62,317.08,317.18,313.44,313.15,314.51,318.82,324.08,325.97,330.71,329.17,320.97,314.88,310.07,304.75,298.62,300.42,294.82,291.21,290.94,287.13,293.12,300.03,310.49,321.22,337.20,362.01,372.20,386.58,393.02,394.02,393.22,382.02,368.31,364.00,367.55,376.80,382.94,395.63,397.69,408.38,402.59,404.77,394.92,269.05,338.35,430.09,446.03,443.51,433.09,425.17,435.66,440.73,440.79,433.97,428.07,416.22,406.95,396.89,398.60,397.68,395.56,391.75,387.76,383.25,381.60,372.03,363.10,358.43,357.45,363.50,367.11,371.54,380.16,388.51,404.78,417.10,434.85,448.75,442.46,440.32,436.67,425.69,419.30,416.60,412.44,416.67,431.21,431.91,424.38,420.76,428.21,420.06,427.66,L7
2000-02-13 21:46:48+00:00,335.69,308.07,292.20,281.74,278.76,277.64,275.07,267.52,270.18,264.37,253.48,229.35,212.62,204.09,201.06,218.17,234.68,246.30,268.05,275.57,281.81,294.49,302.49,312.22,307.80,301.66,297.44,282.24,270.80,269.56,268.00,266.08,269.62,268.81,281.81,288.57,287.80,295.14,295.31,296.30,299.16,291.83,288.31,287.13,284.41,288.30,283.18,284.81,289.89,291.42,300.81,305.56,308.73,317.72,317.20,315.96,308.33,303.10,300.90,297.12,289.01,287.27,292.84,292.98,296.83,298.61,300.01,304.02,312.84,321.76,322.62,317.08,317.18,313.44,313.15,314.51,318.82,324.08,325.97,330.71,329.17,320.97,314.88,310.07,304.75,298.62,300.42,294.82,291.21,290.94,287.13,293.12,300.03,310.49,321.22,337.20,362.01,372.20,386.58,393.02,389.80,389.55,379.13,367.79,360.81,364.12,370.19,374.03,379.74,382.06,390.15,385.14,381.37,394.92,269.05,335.08,416.34,434.64,436.10,429.96,424.24,432.54,436.08,436.01,428.77,422.41,412.86,403.35,393.87,394.77,392.88,389.86,387.26,382.53,378.58,376.32,365.36,356.76,353.01,352.51,357.81,360.48,366.23,374.53,384.08,400.36,412.17,430.14,442.88,437.45,434.72,430.37,420.72,414.36,416.60,412.44,416.67,431.21,431.91,424.38,420.76,428.21,420.06,427.66,L7
2000-05-03 21:46:19+00:00,330.84,310.04,288.42,279.01,263.30,270.98,264.83,265.06,262.17,258.70,250.75,236.11,214.05,213.13,208.92,218.36,231.15,255.22,261.42,274.38,281.80,290.53,302.70,308.44,308.52,302.25,296.12,287.24,275.54,272.72,270.42,267.62,270.39,270.48,271.98,278.34,282.46,289.68,300.39,297.55,292.64,287.05,287.13,285.61,279.33,281.84,291.23,292.54,292.91,294.58,301.62,300.32,308.20,315.51,318.75,311.04,305.13,308.99,306.09,294.90,297.97,299.83,303.52,298.65,298.48,300.42,302.18,306.93,308.24,313.41,318.84,316.48,316.36,312.27,312.45,320.22,319.94,322.65,323.34,330.21,333.85,326.85,313.55,312.41,306.72,301.41,294.02,291.27,295.31,297.86,298.17,303.31,309.41,323.57,339.27,360.51,371.48,382.83,403.58,409.93,388.83,382.24,379.63,376.31,368.07,367.62,362.26,357.97,350.14,348.60,343.11,338.98,329.42,324.21,299.79,325.27,375.09,398.97,414.44,422.06,423.70,426.97,424.95,426.13,416.49,407.16,402.77,393.77,387.70,382.45,378.68,375.30,374.07,368.44,365.19,364.45,350.17,340.87,341.31,340.74,342.29,348.13,355.73,361.94,373.58,389.14,402.21,416.44,427.25,424.03,420.22,414.54,410.72,405.80,404.80,406.48,404.23,414.78,416.47,401.83,398.77,395.78,403.91,,L7
2000-05-19 21:46:07+00:00,325.46,308.65,290.95,277.52,267.62,272.06,266.45,267.15,265.65,258.89,253.56,235.21,215.30,209.31,207.87,219.45,234.58,254.11,264.19,276.99,284.89,293.66,298.81,308.06,309.45,304.00,291.72,286.59,278.73,274.50,272.27,268.51,270.71,269.91,273.81,280.79,283.42,290.68,299.57,298.29,293.67,291.46,291.29,289.55,283.29,284.29,290.08,291.40,292.51,295.03,301.42,302.94,305.39,316.47,320.19,312.16,308.58,307.44,305.25,297.12,300.35,302.09,302.97,301.02,300.27,303.39,304.46,309.13,312.43,319.38,315.96,317.01,316.64,313.48,317.66,322.00,321.78,320.69,327.99,331.05,332.23,325.84,316.25,313.10,305.20,301.92,296.51,294.32,294.49,298.18,301.26,306.31,312.87,327.37,340.73,359.85,372.97,385.33,402.42,408.86,393.06,386.35,384.75,380.99,374.35,371.20,365.04,360.41,354.05,348.89,344.43,345.45,338.20,326.94,295.93,325.27,375.09,387.31,412.26,421.07,422.36,426.51,425.90,425.71,417.68,409.36,403.49,395.55,390.44,384.19,379.48,378.06,374.18,370.83,366.23,365.05,352.35,344.32,341.61,340.86,342.51,348.28,355.31,362.97,374.87,389.07,401.07,414.95,426.77,423.77,420.22,414.54,410.72,405.80,404.80,406.48,404.23,414.78,416.47,401.83,398.77,395.78,403.91,,L7
2000-08-07 21:45:08+00:00,325.67,311.26,293.63,281.00,270.74,275.64,268.68,268.77,265.13,258.41,251.70,236.88,216.38,211.56,208.87,219.54,234.75,253.82,265.46,278.02,285.85,291.92,298.81,307.50,309.94,304.66,291.70,286.07,280.47,274.22,270.49,268.28,270.63,271.85,274.54,280.96,282.49,291.47,300.38,300.22,294.13,292.90,291.93,290.40,286.61,286.82,289.55,291.13,291.36,295.21,301.10,304.28,306.91,317.11,320.43,313.42,306.41,305.08,304.17,298.73,301.81,300.88,301.01,298.74,299.79,301.92,304.50,308.94,313.67,320.22,318.56,318.18,316.65,313.64,317.08,321.48,322.83,322.84,326.72,330.46,332.44,327.24,317.15,313.98,304.88,301.91,295.99,293.52,293.59,297.33,299.32,304.55,310.52,325.12,340.94,357.35,369.81,382.66,397.51,406.49,393.63,387.36,383.44,379.22,373.07,371.14,366.22,360.41,354.05,348.89,344.43,345.45,338.20,326.94,295.93,325.27,375.09,387.31,412.26,421.07,422.36,415.83,418.87,418.72,414.52,407.16,403.01,393.86,388.67,382.08,378.63,376.55,373.26,370.78,367.46,366.44,352.47,345.27,342.52,341.56,344.07,349.40,356.76,364.28,376.58,390.05,403.06,414.95,426.77,423.77,420.22,414.54,410.72,405.80,404.80,406.48,404.23,414.78,416.47,401.83,398.77,395.78,403.91,,L7
2001-04-04 21:44:06+00:00,338.52,316.67,291.79,284.39,283.15,285.12,279.66,277.71,277.29,274.02,263.70,258.41,234.10,222.94,220.89,227.34,237.04,257.32,273.72,287.51,292.49,293.37,300.73,313.05,317.24,306.63,295.73,284.15,272.85,276.05,269.03,264.16,270.87,270.03,272.23,276.49,282.57,297.13,308.63,296.85,298.19,298.47,289.18,296.67,297.85,286.45,286.53,291.12,296.19,294.91,304.84,306.90,306.62,313.14,318.29,316.99,309.33,305.63,304.25,305.08,310.22,307.40,306.15,309.39,310.83,304.20,309.27,314.22,322.39,322.08,330.93,329.91,327.54,325.72,328.58,328.29,331.32,330.65,337.25,342.44,340.20,328.52,321.65,318.35,311.63,305.02,298.43,298.08,299.35,305.11,307.96,306.71,316.84,327.58,337.73,350.83,365.02,382.66,392.93,400.39,399.71,387.11,388.13,390.84,377.12,370.12,381.06,379.72,378.25,366.89,366.15,346.79,350.19,350.01,349.05,351.01,362.02,,441.40,430.48,,364.28,406.67,417.57,421.82,407.49,399.59,383.00,390.15,390.12,381.11,371.52,374.95,376.36,379.14,377.09,368.72,359.35,358.52,357.57,361.08,366.51,365.78,369.84,382.74,399.31,413.20,431.64,445.10,438.56,438.55,434.41,425.41,416.48,414.83,400.78,,,,,,,,,L7
2001-04-20 21:44:10+00:00,338.91,316.77,292.99,284.62,281.90,283.78,280.10,277.37,273.65,269.87,259.76,254.72,232.06,220.69,220.56,226.30,241.19,257.12,273.07,287.24,291.78,293.22,300.38,308.36,313.21,302.90,295.06,281.96,272.74,274.18,269.76,266.25,269.51,270.77,273.20,277.64,285.70,296.92,304.98,301.29,301.44,298.83,291.86,296.51,294.97,290.15,290.75,296.11,298.40,296.94,305.10,310.73,311.26,318.85,320.13,317.12,312.95,306.81,305.50,306.01,306.80,306.51,305.69,305.94,309.14,306.28,308.81,317.60,325.69,326.98,336.08,333.64,330.39,324.62,328.44,331.95,334.23,337.03,341.58,344.43,343.65,331.35,323.21,318.26,314.83,310.69,302.38,301.28,299.79,305.29,306.50,308.70,313.60,329.89,336.00,352.27,363.12,383.55,393.85,400.08,397.01,391.76,388.49,387.85,381.58,373.53,380.13,376.37,380.62,367.41,360.78,345.15,350.59,353.24,360.75,375.56,395.04,,434.88,443.15,,364.74,412.80,419.14,416.56,408.17,402.96,388.70,389.56,387.02,384.05,378.21,371.73,374.11,381.97,383.17,369.00,360.12,357.15,357.78,360.38,365.69,367.11,372.15,385.12,399.69,418.31,432.96,444.80,436.16,437.44,433.43,421.83,415.77,414.88,401.79,410.85,422.31,428.32,422.35,410.82,426.68,442.27,424.33,L7
2001-05-22 21:43:54+00:00,331.32,312.58,290.78,283.87,279.07,281.76,276.79,271.82,269.29,265.44,257.69,251.64,229.79,218.35,216.80,222.04,235.30,254.35,269.45,283.32,289.98,293.28,298.11,306.15,310.34,301.56,290.76,280.19,273.48,272.12,267.40,264.44,267.21,270.01,272.84,276.54,283.65,293.68,302.06,300.01,300.13,298.67,291.56,294.46,293.12,288.30,290.67,294.46,295.98,295.72,303.07,308.30,311.53,319.10,317.92,315.70,311.08,305.87,305.21,304.90,304.48,304.97,304.88,304.49,307.08,307.39,308.27,316.47,324.88,328.25,333.87,331.89,328.68,325.54,328.13,330.25,333.25,337.05,339.44,343.98,341.43,331.46,323.36,318.23,312.45,308.26,301.75,300.84,297.56,303.20,305.45,306.57,312.17,328.20,334.75,352.87,363.65,381.50,394.04,399.93,395.16,390.94,387.26,386.38,381.58,374.62,379.59,374.23,376.05,367.41,360.78,345.15,350.59,353.24,360.75,375.56,395.04,,434.88,443.15,,364.74,412.80,419.14,416.56,406.80,402.34,390.41,390.41,385.60,382.96,377.93,372.20,373.81,378.64,380.40,368.66,358.13,355.88,356.06,359.28,365.21,367.40,372.71,383.50,399.42,416.77,430.04,444.58,435.90,437.44,433.43,421.83,415.77,414.88,401.79,410.85,422.31,428.32,422.35,410.82,426.68,442.27,424.33,L7
2001-07-25 21:43:18+00:00,327.09,308.82,289.54,281.89,277.44,278.32,272.73,268.58,265.94,262.96,254.25,248.12,227.34,215.32,212.12,217.43,231.47,250.65,266.42,279.46,287.34,291.52,294.99,303.58,307.02,300.11,289.86,277.94,272.53,270.49,265.53,262.75,265.34,267.84,270.50,275.77,281.99,290.45,298.50,299.07,297.74,295.01,290.02,292.47,289.92,286.43,288.41,291.50,293.44,294.04,301.35,306.88,310.40,317.22,316.96,314.07,310.84,305.12,304.75,304.14,302.97,302.80,303.46,303.31,305.16,307.51,309.07,316.29,323.67,328.45,332.89,330.94,327.55,324.56,326.53,326.64,328.28,332.44,336.22,340.12,337.01,329.75,321.10,316.63,310.74,307.00,301.10,302.27,298.90,302.35,305.05,307.10,312.56,326.78,334.78,351.18,362.42,378.78,392.72,399.16,393.87,389.31,386.51,386.38,381.58,374.62,379.59,374.23,376.05,367.41,360.78,345.15,350.59,353.24,360.75,375.56,395.04,,434.88,443.15,,364.74,412.80,415.66,414.08,405.69,401.59,392.98,390.06,384.06,383.63,377.01,373.52,371.68,374.27,375.16,363.37,353.75,352.06,356.06,359.28,365.21,367.40,372.71,383.50,399.42,416.77,430.04,444.58,435.90,437.44,433.43,421.83,415.77,414.88,401.79,410.85,422.31,428.32,422.35,410.82,426.68,442.27,424.33,L7
2001-08-10 21:43:00+00:00,325.41,309.16,291.75,282.53,278.78,278.05,272.88,270.24,267.52,263.41,254.63,246.85,227.01,215.72,211.83,215.84,229.71,249.32,267.13,280.01,288.48,291.90,295.70,305.21,308.26,300.76,291.87,280.25,273.60,271.16,265.93,263.01,265.07,268.56,270.69,276.75,282.69,290.28,299.43,300.71,297.68,294.17,290.41,291.76,288.09,286.08,288.21,292.61,292.84,294.02,302.37,306.55,310.06,317.27,317.92,315.28,311.22,305.07,304.95,305.58,304.26,303.77,303.23,302.62,306.17,309.17,309.90,316.28,323.92,330.06,332.82,330.54,327.63,325.28,327.40,327.81,327.78,332.30,335.68,339.86,336.30,329.96,320.10,316.90,311.35,308.17,302.33,303.92,301.31,303.30,306.26,307.83,313.16,326.38,335.30,351.34,362.43,378.74,392.89,399.21,392.39,387.89,386.51,386.38,381.58,374.62,379.59,374.23,376.05,367.41,360.78,345.15,350.59,353.24,360.75,383.17,397.22,397.78,434.88,443.15,,358.91,410.31,415.31,413.32,404.60,401.02,393.65,388.80,383.35,382.40,376.45,373.53,370.34,372.04,371.71,358.99,350.68,352.06,356.06,359.28,365.21,367.40,372.71,379.75,396.58,412.45,427.11,441.12,434.20,432.93,427.32,417.52,411.58,410.65,402.63,410.59,418.69,421.71,418.61,408.83,411.11,414.78,424.33,L7
2001-09-11 21:42:38+00:00,328.60,312.62,294.28,285.15,280.30,280.00,274.01,270.95,268.66,265.00,256.76,248.33,229.09,217.03,211.79,215.77,229.03,248.75,266.62,279.59,288.05,291.19,296.52,305.89,309.59,302.70,293.56,281.97,274.99,272.28,266.37,263.64,265.84,269.04,271.87,277.20,284.68,291.19,299.03,300.56,297.72,294.90,289.94,291.96,288.20,285.70,288.45,292.31,291.80,294.73,302.64,308.43,311.80,317.50,317.44,315.72,312.50,305.39,305.35,305.90,304.62,304.12,303.78,303.58,308.30,309.88,310.23,316.06,324.54,330.88,332.02,329.60,327.40,325.95,326.74,328.50,328.92,331.36,334.44,338.64,336.98,331.73,321.17,317.05,311.23,307.65,303.27,303.76,302.18,303.49,305.41,307.60,313.86,325.88,335.10,351.15,362.57,379.16,392.10,400.59,395.06,388.18,385.98,388.19,380.79,376.40,382.09,378.29,374.33,365.64,358.00,354.36,360.20,361.68,373.73,386.65,397.54,403.64,426.00,443.15,,351.14,400.83,415.74,416.13,407.15,402.55,394.55,390.19,384.73,384.71,378.58,374.43,371.59,372.11,371.78,358.42,351.56,351.85,354.64,357.11,364.15,366.01,372.62,380.40,396.07,412.27,426.33,439.17,433.84,432.53,426.74,417.94,411.25,409.85,404.83,411.20,418.24,422.95,418.71,411.21,411.02,409.11,424.33,L7
2001-09-27 21:42:29+00:00,333.14,315.83,297.51,287.42,281.70,281.44,275.52,272.49,271.38,267.27,258.90,249.24,230.92,218.12,213.01,216.47,229.75,249.37,267.28,279.87,288.56,292.40,298.35,307.65,312.24,304.68,295.33,284.96,276.87,275.48,268.90,266.39,269.03,270.86,273.73,279.56,285.92,292.20,300.00,301.05,298.92,296.24,290.05,292.43,289.94,287.35,289.19,293.00,292.99,296.14,304.38,309.95,314.28,317.78,317.52,316.94,314.80,307.29,305.65,306.56,305.95,306.13,305.39,303.89,310.01,311.24,310.98,316.31,325.11,332.16,332.93,329.56,328.05,327.04,327.08,329.39,332.12,333.04,334.65,338.38,337.86,334.55,323.35,318.11,313.27,308.35,304.50,303.99,303.45,303.98,305.58,308.54,315.12,326.36,336.02,351.54,363.83,381.01,393.28,402.33,397.30,389.45,386.31,389.45,382.68,379.85,385.02,381.53,375.80,367.25,360.88,360.05,364.81,367.13,380.38,389.67,405.05,417.54,431.56,442.06,420.99,347.01,392.73,420.78,421.95,410.70,407.15,398.32,391.92,388.37,390.00,384.61,377.42,374.56,375.64,374.62,361.25,354.55,353.88,357.38,358.91,365.63,367.21,374.32,381.84,397.50,414.59,427.99,440.94,435.80,435.73,430.06,422.85,415.24,414.10,410.52,415.58,420.92,429.46,424.37,417.01,418.05,415.05,432.59,L7
2001-10-13 21:42:15+00:00,335.57,318.53,301.75,290.78,281.80,279.78,275.33,272.56,271.82,267.45,258.28,247.13,230.91,218.36,212.79,214.68,227.41,247.93,265.65,278.57,287.26,291.82,298.66,309.00,313.23,305.57,295.99,286.81,278.39,276.59,270.53,268.46,270.11,270.86,274.86,281.25,286.28,291.39,298.69,301.76,300.22,296.54,289.78,291.75,289.40,286.85,288.91,293.10,292.86,297.31,304.87,311.25,316.41,318.74,317.48,318.43,316.07,308.31,305.24,305.38,305.93,306.69,304.91,304.40,310.26,311.75,311.88,318.26,325.86,333.75,333.71,330.31,327.71,327.59,326.13,329.20,333.38,334.68,332.95,336.84,338.32,336.44,324.12,317.82,314.15,308.39,305.93,304.07,304.38,302.94,304.55,308.51,314.89,325.48,334.82,351.65,363.73,380.74,393.34,402.65,396.89,389.84,385.94,389.10,384.07,382.28,386.01,381.98,375.19,366.78,360.19,364.10,367.74,373.98,390.67,396.36,413.62,416.61,424.43,437.39,410.86,337.50,378.89,414.88,421.40,411.75,409.65,400.82,391.19,390.75,394.05,388.40,379.12,376.85,376.57,376.00,361.72,355.37,355.89,358.16,358.95,365.36,367.91,375.53,382.47,396.88,414.47,428.07,441.26,435.77,435.62,430.19,424.70,417.35,415.92,415.21,417.03,423.08,431.65,424.54,419.95,421.94,418.16,433.90,L7
