,dates,usa_CA_0062-0000,usa_CA_0062-0001,usa_CA_0062-0002,usa_CA_0062-0003,usa_CA_0062-0004,usa_CA_0062-0005,usa_CA_0062-0006,usa_CA_0062-0007,usa_CA_0062-0008,usa_CA_0062-0009,usa_CA_0062-0010,usa_CA_0062-0011,usa_CA_0062-0012,usa_CA_0062-0013,usa_CA_0062-0014,usa_CA_0062-0015,usa_CA_0062-0016,usa_CA_0062-0017,usa_CA_0062-0018,usa_CA_0062-0019,usa_CA_0062-0020
0,1984-04-27 17:55:28+00:00,202.83055471349144,204.05570372366282,209.1213018450789,203.89152092463388,201.85504481333766,,,,,,,,,,192.1294176348646,185.18274233908298,181.34362653642663,184.30020896355487,177.42312312254688,179.97118538427196,183.78383108074405
1,1984-05-29 17:56:19+00:00,,,190.8531337854588,191.48126224818725,188.87100887369448,186.22771840762096,196.32867343766551,201.61350910629014,200.27245265516382,201.27731073919452,200.99732834336763,203.24580440972252,200.57288351654458,193.55055375787143,195.1841573804493,181.4252327679694,181.51834282901137,182.91991668132624,174.9094151556007,174.88359127751323,178.860384210011
2,1984-06-14 17:56:37+00:00,185.47472941414898,197.34801314502408,197.15755259193634,200.6354363734644,198.96083432033154,193.62459896909155,201.3141778109656,201.05290659304177,203.04287634507773,201.08958300302703,200.8261888792972,205.93072328105322,194.89509487571343,190.98943100096636,189.74560525281134,191.19509967278864,184.17129371669972,183.02271893939053,179.02755441799482,177.88545126241874,181.27582743473548
3,1984-11-21 17:58:12+00:00,171.24192911482655,188.46189412376572,184.41093850414077,193.26808467843537,185.53412864737234,186.774334586948,196.1017287164103,196.40164999352422,197.52301973632692,185.73220666648433,186.31398773072695,186.45552237226397,186.55522116592746,183.6916054213153,184.76520756591356,182.30267560157642,180.87181483252246,183.4694877093299,175.98875746523024,177.02964018099334,174.40515008823326
4,1985-01-08 17:58:37+00:00,189.30629239808582,195.4683916257158,189.17835656813924,195.56511772443835,182.67222143231038,189.0990874344441,198.71904053297808,203.911017542394,193.40834131114391,195.03599485942678,190.56683432347958,184.29191005761496,177.0084169799295,184.13018740099108,189.299584873723,184.33727914294298,180.4324394616967,183.11709676837197,174.97414976082055,173.8861964447014,174.15042004413598
5,1985-03-29 17:58:42+00:00,,,,,,,,,,194.12749481633543,204.17995240920973,201.75040604581238,201.25243129434017,,186.4619181830989,186.7677495223684,185.3127599225269,179.4371075027582,170.90228113080954,170.4333179018096,181.3866902811485
6,1985-06-17 17:58:24+00:00,190.11616277644458,196.77273530571844,194.23662419539852,197.35261057312442,196.48725175422734,193.61787799647175,199.17571682411685,195.42424823551372,193.2931101455861,183.53997936294024,187.56400391058344,186.79907046058153,183.02950560381043,187.29247777275484,183.3672784225841,182.38098332320553,179.53173634134282,178.81707856356223,175.5007755509144,176.54605022503054,183.2978812808044
7,1985-09-21 17:57:31+00:00,182.92950843597117,192.87656338708823,197.5976891761425,195.52995837355277,192.81829014370987,191.8103238252025,200.31692356459817,199.73036657460477,200.73731411592945,192.82660508159466,189.221571479333,191.66190349526207,196.05960496689744,193.6139060798792,196.60760862611113,193.38876336834812,190.14103397651138,191.09515663251412,183.6852467185321,190.8556369578302,190.70236198177503
8,1985-10-07 17:57:46+00:00,,,,,,,,,,,,,,178.8984508393838,,,,,,,
9,1986-01-27 17:55:26+00:00,197.177532449612,209.02872915167325,208.03509265575386,212.5386168557195,212.68948904175582,209.69189697825198,211.48215873584553,213.50794397184822,217.74205495768607,214.24327822648988,211.59884660608654,207.2991608638834,205.85364696888072,201.21297529621674,198.39219223120045,206.48554803495523,196.90239262685705,200.33117588766706,194.49360910978308,194.02627265495556,196.8364844219068
10,1986-04-17 17:53:42+00:00,195.58891604139828,197.2494699544483,200.5624898448647,196.38973142167526,195.2480097284816,194.15349591103725,201.27464912154346,193.32715235364307,196.69208179634376,200.3943434698783,196.19628084813527,198.97862737845588,192.12792300986789,189.57624532925573,190.02055255748252,188.34650681987438,181.2578187119258,183.28337854271743,177.9057857599528,169.6498867472886,178.8320424375158
11,1986-06-20 17:51:54+00:00,199.2214385152873,198.3393277978732,202.2166631511025,200.80424757512546,198.4423879285978,197.31273708975436,202.6972187499089,204.83652234126916,203.03508012883478,202.76727180929518,200.06295784559015,194.45580843258588,190.60941842847518,189.78599779190785,194.46917101194137,192.64151868142966,186.76675622909488,187.30025069903863,180.84782995739562,186.4624996316044,187.16281610277198
12,1986-07-22 17:51:13+00:00,171.44022887783666,174.88318095194478,180.63967868806057,191.99454020165595,178.31160722536015,183.50706263527113,192.60331504059363,185.82265024622671,193.42854057819,171.80515093934142,173.7649480281451,174.02899126501816,176.0373782143908,179.0275911655884,173.30300449655113,168.84741555004723,162.47229572797937,169.09503449222402,163.78707171799152,165.03897076390427,163.79049796202426
13,1986-08-23 17:49:39+00:00,203.3006647660263,198.97500888197854,207.13494449455368,205.1510804444095,192.272311111955,192.8821910663503,205.66822837204754,204.01668963404933,203.3733303862586,201.12358824831907,197.01128568507053,204.78916877221346,203.25752809626982,202.5840837308707,203.06709989630602,198.55125250616135,188.0974117650182,187.73962551590424,182.00796744094268,184.79804912409514,191.19925762188714
14,1986-11-11 17:46:55+00:00,197.5719209325655,201.78682097470602,206.04521952147462,206.89050810992504,204.19714936170234,204.91394572285728,206.0085665942463,209.8785381719938,209.78605756748374,209.36543512485395,210.28514457937163,202.25016221577334,206.20097172089842,196.11549404930642,198.62581285566634,202.17400252662307,193.05845914477115,196.48350325449607,190.7736064872743,192.7109508239485,192.18405417361802
