dates,satname,nzd0197-0000,nzd0197-0001,nzd0197-0002,nzd0197-0003,nzd0197-0004,nzd0197-0005,nzd0197-0006,nzd0197-0007,nzd0197-0008,nzd0197-0009,nzd0197-0010,nzd0197-0011,nzd0197-0012,nzd0197-0013,nzd0197-0014,nzd0197-0015,nzd0197-0016,nzd0197-0017,nzd0197-0018,nzd0197-0019,nzd0197-0020,nzd0197-0021,nzd0197-0022,nzd0197-0023,nzd0197-0024,nzd0197-0025,nzd0197-0026,nzd0197-0027,nzd0197-0028,nzd0197-0029,nzd0197-0030,nzd0197-0031,nzd0197-0032,nzd0197-0033,nzd0197-0034,nzd0197-0035,nzd0197-0036,nzd0197-0037,nzd0197-0038,nzd0197-0039,nzd0197-0040,nzd0197-0041
2000-05-01 21:58:18+00:00,L7,378.17,360.03,350.99,366.95,369.48,354.85,329.43,314.58,315.65,304.12,306.27,310.87,313.12,340.61,358.05,353.26,353.39,368.22,378.55,372.87,375.71,393.42,419.32,403.96,356.61,361.78,384.63,381.17,370.34,354.96,350.93,351.76,361.12,377.30,375.05,372.01,359.86,370.15,378.74,353.73,358.94,370.63
2000-05-26 21:51:48+00:00,L7,371.91,348.80,341.63,345.74,362.43,337.56,316.73,309.93,310.45,301.64,300.32,310.26,311.74,313.95,331.30,333.30,336.27,345.74,354.96,347.38,352.62,355.37,362.28,360.85,323.63,331.18,350.27,355.59,345.81,333.09,332.89,331.36,343.84,352.17,367.02,351.44,346.38,353.21,346.36,342.08,331.85,331.22
2000-07-29 21:51:02+00:00,L7,366.88,354.60,360.08,380.44,368.58,335.43,313.68,294.83,304.74,294.14,288.38,289.68,305.43,324.41,,329.57,324.30,336.60,343.11,339.29,337.17,343.94,342.07,367.18,366.04,340.84,340.52,340.45,337.83,318.19,317.67,320.98,321.47,341.01,359.51,344.22,333.76,327.20,325.04,325.83,319.53,333.35
2000-08-05 21:57:08+00:00,L7,351.31,331.65,333.36,342.25,345.83,322.74,292.03,279.70,286.68,278.71,265.94,271.67,284.14,307.90,323.86,318.47,309.88,314.08,327.31,323.11,317.18,319.13,320.74,328.60,308.71,321.87,324.40,325.46,313.29,302.25,299.40,304.02,303.95,315.89,335.42,321.19,315.83,303.12,306.62,305.33,303.57,302.82
2000-08-14 21:50:56+00:00,L7,360.27,346.93,340.13,355.60,359.65,331.07,300.12,296.78,295.03,283.18,280.56,283.73,304.94,316.64,327.97,327.11,325.88,326.81,344.23,335.06,331.09,332.12,337.15,347.25,329.47,335.21,340.45,341.72,334.31,315.45,315.70,316.37,320.42,324.61,348.13,333.78,330.80,320.11,319.38,325.03,315.68,326.74
2000-10-17 21:50:01+00:00,L7,364.35,351.42,346.91,345.84,362.50,334.37,292.98,299.50,293.38,281.13,273.71,293.19,308.93,319.74,337.39,333.87,330.70,340.76,340.01,333.43,324.11,319.04,331.16,340.39,324.58,349.29,342.73,325.98,329.24,320.49,318.66,317.51,333.65,350.07,361.45,346.63,325.26,301.61,307.44,313.38,305.12,321.36
2000-11-09 21:56:21+00:00,L7,361.17,349.43,339.47,337.58,346.59,323.20,301.40,284.83,288.23,279.63,281.78,284.21,289.88,306.06,328.25,319.56,323.69,330.80,337.39,332.98,331.72,334.84,351.13,338.98,313.69,321.75,334.60,328.36,322.13,307.61,307.41,301.60,308.42,321.51,345.13,325.74,314.77,316.40,309.26,313.61,315.46,322.56
2000-12-20 21:50:16+00:00,L7,375.37,358.71,350.41,356.54,362.42,337.91,322.10,306.16,299.73,292.09,296.28,296.94,301.17,318.82,330.36,327.81,331.77,342.01,347.01,338.87,348.38,365.31,375.44,377.08,332.62,346.49,359.23,367.45,352.91,340.39,332.07,312.58,332.33,340.18,356.70,330.89,332.78,332.23,333.88,326.35,330.29,336.38
2001-01-05 21:50:16+00:00,L7,391.45,364.90,363.37,367.49,365.36,339.22,325.51,307.78,299.85,304.54,304.90,308.00,313.72,322.53,342.09,336.68,336.94,340.01,350.36,345.48,356.53,367.34,386.18,382.36,342.07,354.89,371.63,373.94,366.13,353.96,343.06,343.48,344.03,353.60,365.85,356.02,342.65,343.05,337.22,349.44,334.65,377.55
2001-03-10 21:50:10+00:00,L7,363.00,349.52,341.38,341.82,342.16,326.42,302.77,286.41,285.06,276.10,278.04,282.42,290.08,306.95,319.30,315.37,316.27,318.79,328.77,320.25,316.78,322.50,332.99,330.50,294.39,302.91,321.44,326.08,325.80,309.57,308.36,307.63,317.26,324.19,337.25,327.32,318.11,305.45,312.13,312.69,314.19,310.63
2001-03-26 21:50:01+00:00,L7,364.29,351.42,347.60,347.82,360.00,329.10,315.29,300.02,294.47,281.13,282.47,284.47,295.05,309.45,317.67,315.82,316.17,325.65,336.39,329.68,331.19,328.39,343.10,345.63,319.07,327.30,340.32,345.40,335.88,319.85,313.00,320.21,322.53,340.01,358.25,349.75,336.55,,,,,
2001-06-21 21:55:29+00:00,L7,366.98,355.41,347.15,349.87,347.64,334.22,319.88,309.63,302.41,293.67,295.12,297.66,311.27,319.27,328.06,326.62,323.72,334.56,340.47,335.49,323.73,323.47,334.04,351.54,323.56,334.03,345.44,352.27,337.54,324.15,314.24,321.88,333.90,341.69,351.67,344.89,345.04,,,,,
2001-06-30 21:49:12+00:00,L7,377.31,355.02,348.12,348.95,363.25,339.13,315.39,307.51,297.30,286.88,292.53,302.12,309.69,318.70,326.21,329.20,325.97,340.23,355.19,347.46,342.92,344.87,365.79,404.46,350.41,347.96,355.41,357.88,339.35,322.76,318.82,323.11,330.47,340.10,354.51,355.56,352.00,335.64,343.62,324.93,323.81,325.65
2001-09-09 21:54:36+00:00,L7,364.17,346.24,334.65,348.48,360.27,330.49,315.61,302.05,296.62,293.46,295.03,296.92,300.71,316.40,325.34,320.83,324.02,334.87,337.85,330.88,331.09,325.39,341.37,346.15,321.12,329.66,347.68,349.79,340.18,326.35,320.36,325.11,329.82,339.76,353.72,347.45,333.88,324.78,332.35,330.73,321.68,329.38
2001-09-25 21:54:28+00:00,L7,377.20,354.75,347.95,357.79,368.61,338.20,317.16,304.35,302.89,308.28,308.48,309.47,314.15,319.89,329.22,324.41,325.44,349.04,349.54,340.95,338.57,344.92,364.59,373.33,337.70,345.30,371.69,377.22,363.78,336.19,332.88,335.75,337.23,353.00,366.84,357.42,343.39,342.03,345.24,342.74,327.36,337.54
2001-10-11 21:54:09+00:00,L7,371.60,352.83,345.61,359.30,366.60,338.77,316.36,304.08,296.19,289.98,299.10,306.45,305.56,313.48,325.65,320.75,327.76,339.11,347.31,336.78,335.87,,,,,,,,,,,,,,,352.77,337.22,335.02,345.15,335.64,323.14,333.42
2001-11-05 21:48:14+00:00,L7,349.23,328.45,320.11,333.33,335.72,308.53,285.64,274.99,266.72,264.63,269.76,276.68,282.33,288.56,308.02,306.00,310.30,311.89,323.51,310.90,309.86,308.98,316.30,320.77,294.41,308.54,321.45,325.62,312.85,301.29,299.13,304.33,307.47,322.39,333.38,320.69,309.48,309.33,307.57,309.33,294.69,305.39
2002-01-24 21:48:42+00:00,L7,371.08,365.43,350.34,360.68,365.28,353.34,329.12,311.89,307.26,307.27,305.91,317.69,321.98,332.05,355.18,351.43,349.10,356.90,356.91,346.60,344.93,348.20,366.46,383.69,355.91,356.71,369.83,374.51,372.46,361.25,365.27,373.65,375.56,375.82,385.86,377.76,367.98,354.99,364.35,357.57,360.90,358.99
2002-01-31 21:54:50+00:00,L7,357.73,335.83,328.50,336.22,341.43,321.25,293.51,284.61,276.54,273.66,273.85,283.97,290.43,299.88,316.74,312.24,310.97,317.34,320.64,315.23,310.88,308.83,322.52,327.62,308.92,311.54,327.30,343.29,333.50,324.42,318.02,319.37,323.77,332.21,340.93,331.37,319.31,313.71,311.54,312.31,312.19,306.05
2002-02-25 21:48:47+00:00,L7,379.31,353.12,349.17,350.35,364.11,338.61,322.71,307.26,298.24,297.73,295.49,306.99,314.83,326.80,344.39,339.30,336.74,344.91,347.28,336.03,337.18,353.77,376.78,363.85,326.64,337.66,357.00,360.66,357.72,347.11,349.57,356.33,367.51,372.25,374.33,361.91,344.85,352.00,343.22,353.53,356.73,358.76
2002-03-29 21:48:39+00:00,L7,365.16,342.54,333.92,340.09,341.10,323.64,305.92,293.37,291.19,285.48,287.02,295.92,302.72,309.46,324.25,320.89,322.77,327.83,336.22,326.94,328.05,324.40,339.87,344.24,307.38,311.50,326.98,342.61,338.49,332.31,330.75,329.14,338.63,346.60,357.37,343.15,334.01,326.11,324.72,328.86,324.10,319.50
2002-04-05 21:54:49+00:00,L7,,,,,,,,,301.46,299.53,301.17,312.38,317.80,327.52,,,343.15,,,408.93,,,352.02,,326.48,,,,354.71,349.42,345.97,348.10,361.23,366.66,383.30,363.70,347.30,348.15,347.18,346.22,335.67,330.63
2002-06-01 21:48:28+00:00,L7,363.32,335.40,344.87,349.23,362.17,338.24,318.07,310.84,298.16,285.56,291.86,293.16,304.96,314.93,328.63,329.46,327.74,334.96,336.18,333.44,325.44,328.84,343.85,357.51,320.56,320.49,330.73,337.31,331.59,326.76,326.21,329.79,340.25,352.65,366.91,357.18,350.53,347.19,341.48,338.46,325.32,312.82
2002-08-27 21:54:00+00:00,L7,383.18,364.82,356.48,372.03,372.46,354.10,325.46,318.47,302.10,308.29,301.22,311.58,315.96,325.64,342.96,343.81,346.09,345.55,348.36,338.33,333.90,338.26,341.82,342.17,317.52,330.13,342.81,344.75,335.55,323.35,317.15,322.81,337.35,352.30,366.28,358.58,362.45,351.39,347.17,343.38,343.12,333.62
2002-10-07 21:47:33+00:00,L7,366.80,351.92,347.57,340.87,345.02,315.80,297.07,287.39,286.35,288.42,285.74,296.08,301.82,310.37,328.93,328.48,330.17,337.21,336.90,331.49,330.27,325.35,332.79,317.06,294.78,308.45,324.31,332.18,326.10,307.42,308.69,312.57,323.49,328.51,338.66,330.16,321.27,318.81,313.63,316.13,322.91,326.55
2002-10-14 21:53:43+00:00,L7,372.56,358.31,349.29,356.85,361.58,337.80,315.97,307.30,297.65,301.58,292.90,307.57,312.59,325.25,342.84,340.11,340.59,348.04,352.53,338.01,338.32,340.85,347.17,352.86,340.33,343.11,355.42,347.77,337.01,315.61,316.17,326.43,330.62,349.84,357.78,349.55,339.24,332.25,332.23,327.96,330.38,331.05
2002-10-23 21:47:39+00:00,L7,367.38,353.96,347.12,348.99,355.11,329.32,310.80,295.58,294.61,285.76,288.32,304.85,307.70,318.11,327.73,324.68,327.76,338.56,335.06,331.63,326.28,329.48,333.20,329.59,311.45,327.79,332.02,341.22,334.48,323.05,312.62,322.55,331.54,341.78,353.33,342.77,328.45,320.11,320.30,315.99,321.32,321.87
2003-01-02 21:54:22+00:00,L7,387.71,359.23,352.72,353.29,366.89,336.19,315.34,303.92,296.46,286.67,294.85,299.41,310.50,319.57,331.41,329.53,331.57,337.92,341.88,333.75,330.64,332.18,337.70,342.35,325.44,330.02,340.98,346.14,333.11,313.75,313.65,322.67,329.41,342.56,354.86,341.98,332.99,326.93,334.75,321.34,326.63,340.68
2003-01-18 21:54:30+00:00,L7,376.28,354.79,347.51,349.04,361.63,326.95,314.01,289.76,290.41,283.42,290.54,297.56,302.14,309.31,325.65,327.20,323.71,328.04,337.95,332.80,322.57,328.88,333.02,337.88,311.35,320.30,328.42,336.37,320.66,306.27,303.18,313.62,326.80,336.75,353.26,330.79,333.31,323.83,320.75,318.22,322.13,329.46
2003-04-01 21:48:34+00:00,L7,366.31,351.86,344.66,345.03,349.10,315.70,299.25,280.40,275.53,276.84,270.98,290.15,303.67,308.96,328.71,326.45,325.23,326.58,335.24,333.70,326.64,333.96,340.74,340.38,300.23,303.18,321.95,320.29,313.62,305.33,301.42,309.71,316.64,329.03,342.27,332.40,315.71,305.88,307.66,310.97,302.80,315.50
2003-04-24 21:54:46+00:00,L7,373.62,358.82,348.70,354.81,361.08,335.82,315.90,306.63,297.50,295.68,,,,,,,,,,,,,,,,,,,322.85,306.27,287.51,268.37,,323.56,329.28,307.00,,,314.20,315.06,307.78,323.36
2003-05-03 21:48:37+00:00,L7,361.38,342.11,333.60,337.91,346.28,320.87,297.37,282.66,277.86,277.76,267.73,276.57,292.01,302.50,322.15,311.95,314.33,314.39,330.05,325.93,322.61,319.50,317.38,311.18,291.21,300.94,321.97,315.96,304.97,291.47,290.38,295.99,306.58,315.40,327.73,327.09,311.39,312.69,311.07,312.40,302.17,297.43
2003-07-21 21:42:33+00:00,L5,386.65,372.31,363.43,365.54,366.77,344.30,320.92,311.96,313.13,311.52,312.80,323.52,329.03,341.01,366.20,355.13,358.31,370.04,366.46,351.44,353.96,349.48,360.43,360.76,366.92,378.32,377.30,364.21,350.89,328.49,342.97,347.50,351.13,359.79,368.22,359.17,352.68,345.42,347.18,333.13,335.16,342.26
2003-08-15 21:36:48+00:00,L5,362.63,349.61,345.76,342.23,352.31,314.44,300.70,283.39,277.44,277.46,277.96,286.64,291.04,305.75,334.33,324.87,325.61,329.40,330.42,331.38,320.27,320.29,318.55,321.06,301.67,320.08,330.21,324.71,313.58,298.77,299.99,300.08,297.07,310.07,335.73,319.57,306.64,296.78,302.19,298.67,301.69,313.54
2003-10-17 21:54:15+00:00,L7,365.31,354.79,349.03,349.28,362.53,329.76,314.96,297.44,292.56,,,,280.41,310.77,336.95,335.89,337.73,342.30,348.57,339.85,334.50,341.84,342.49,340.54,345.25,363.44,362.57,,,,312.74,318.24,324.88,342.51,349.72,337.10,308.66,307.52,324.32,324.85,,
2003-10-25 21:44:04+00:00,L5,374.44,356.71,352.38,355.50,353.00,319.82,296.72,280.89,273.74,279.15,292.00,295.95,310.40,325.04,336.91,340.55,340.73,339.66,343.18,337.61,333.53,336.58,339.09,342.51,328.85,338.18,342.81,346.24,339.40,320.79,317.69,316.65,327.48,338.22,337.54,312.62,300.61,306.03,311.89,317.67,327.97,332.22
2003-12-04 21:54:43+00:00,L7,367.86,349.90,347.01,354.97,358.93,329.63,314.87,297.57,294.65,,,,,325.93,343.14,347.04,348.02,361.81,362.71,356.05,361.48,362.63,359.67,364.87,369.12,369.70,369.10,,,,333.45,333.10,337.35,352.06,356.79,332.07,316.78,327.34,328.73,,,
2003-12-29 21:48:45+00:00,L7,,,349.03,352.32,361.54,328.62,315.29,297.40,288.81,285.68,,,,,,,350.36,359.63,358.88,350.97,353.09,349.71,348.57,359.42,357.61,363.52,366.00,371.46,,,,,,335.18,330.69,311.08,295.02,324.76,334.26,317.56,,
2004-01-05 21:54:57+00:00,L7,366.99,346.08,344.36,348.94,362.37,331.00,314.10,,,,,306.74,314.91,329.69,348.73,347.35,349.76,353.84,358.59,353.06,349.37,353.46,348.40,352.77,351.09,,,,355.79,340.24,337.71,331.24,339.71,349.32,353.47,328.10,323.42,330.10,,,,
2004-01-21 21:55:02+00:00,L7,365.49,337.51,336.42,349.85,,,,291.74,283.76,280.99,289.57,291.19,307.59,317.39,335.81,334.82,336.02,,,,,,,,320.23,329.32,337.61,342.85,333.45,324.77,316.03,322.99,336.95,344.32,,,,324.00,321.67,319.51,324.15,330.70
2004-02-22 21:55:07+00:00,L7,363.12,334.39,328.59,345.05,,,,298.52,289.28,287.27,294.05,304.48,313.57,326.29,348.37,341.24,357.18,,,,536.07,,,,379.56,371.62,354.02,358.69,349.98,337.66,332.69,334.07,338.71,352.75,,,,324.05,324.66,320.57,324.68,329.76
2004-03-09 21:55:15+00:00,L7,363.88,,,,343.73,315.79,287.80,279.52,272.36,272.56,273.95,278.04,287.88,,,,,,323.10,319.13,312.84,310.71,306.98,307.50,294.89,319.80,329.11,322.44,315.73,303.40,293.86,,,,,314.97,308.09,308.82,307.56,312.22,310.68,320.81
2004-03-17 21:45:08+00:00,L5,,350.34,349.56,364.44,370.92,345.32,321.81,301.82,292.40,287.64,291.64,300.10,311.58,330.64,349.80,347.02,344.03,351.55,355.89,346.88,342.14,341.87,344.80,369.40,362.37,362.88,364.18,361.08,354.33,348.66,345.95,350.35,364.05,369.59,370.65,362.34,355.88,336.72,341.61,340.35,340.37,354.81
2004-03-18 21:49:07+00:00,L7,372.38,340.66,,,,,,294.83,289.56,283.57,290.50,299.93,308.74,316.67,338.57,,,,,,,,,,,342.16,348.66,343.29,339.75,333.07,326.00,327.15,336.84,,,,,,326.16,325.00,327.93,338.42
2004-03-25 21:55:18+00:00,L7,372.66,338.84,343.03,349.92,,,,287.64,281.53,280.92,286.67,290.66,305.73,315.49,332.39,331.58,332.05,,,,,,,,324.14,338.96,348.03,341.81,343.70,330.54,316.60,317.58,331.08,341.27,,,,320.80,323.84,322.34,326.77,335.72
2004-04-18 21:45:49+00:00,L5,360.10,335.37,339.77,347.61,355.91,337.70,314.92,301.76,293.70,288.38,290.33,296.19,301.45,311.99,330.33,326.98,326.18,331.56,338.42,332.91,327.75,327.93,324.51,328.66,333.72,349.29,354.13,345.62,336.32,318.97,312.75,318.79,331.87,341.32,351.54,341.92,335.13,332.17,334.53,336.42,342.28,337.56
2004-05-20 21:46:44+00:00,L5,368.14,348.57,344.60,351.51,353.78,327.75,307.51,296.18,288.72,280.39,288.65,296.05,304.38,315.53,333.82,329.46,331.23,330.44,338.70,332.68,327.27,324.75,328.68,334.66,311.91,327.97,332.62,331.90,328.43,312.12,310.38,313.07,323.07,334.35,347.09,329.08,323.31,317.33,322.00,321.62,322.53,327.84
2004-05-28 21:55:11+00:00,L7,,,,,365.66,337.80,322.09,311.80,300.70,286.18,298.09,310.78,316.90,,,,,,349.58,340.08,334.22,334.24,350.29,369.17,342.52,353.34,356.10,362.29,354.72,329.18,329.68,,,,366.06,351.35,344.62,333.92,338.94,336.89,350.60,358.71
2004-07-07 21:48:09+00:00,L5,383.18,363.45,353.59,367.48,372.17,345.85,322.02,316.28,305.97,296.20,298.22,307.31,317.82,324.72,345.02,341.75,338.12,341.76,340.14,338.04,333.18,330.01,335.08,345.89,342.13,356.29,360.61,362.27,363.91,353.25,342.32,340.21,346.26,361.54,372.40,363.67,352.30,352.21,345.85,344.10,348.91,343.91
2004-07-23 21:48:33+00:00,L5,391.97,363.19,363.45,364.23,371.80,345.81,317.44,309.84,299.29,290.07,293.46,305.82,311.79,329.15,342.42,343.73,337.29,341.88,348.45,341.53,337.99,333.78,343.30,359.33,335.96,343.93,350.99,360.75,348.05,326.32,326.75,330.98,347.05,350.63,364.56,355.97,345.44,337.78,337.77,333.95,336.93,340.82
2004-07-24 21:48:45+00:00,L7,378.19,,,,,,,301.25,296.24,281.45,289.30,301.14,308.40,318.78,,,,,,,,,,,,342.23,348.99,350.56,342.15,324.17,320.45,327.37,,,,,,,335.42,325.58,328.08,333.64
2004-08-16 21:54:50+00:00,L7,,354.55,347.60,358.93,364.15,337.00,317.54,303.89,295.98,283.95,,,,,336.30,328.24,327.81,327.45,336.06,331.06,330.94,323.55,327.02,343.52,328.05,341.48,352.83,358.88,,,,,339.02,353.11,363.14,353.68,344.85,333.05,332.73,329.38,330.22,
2004-08-25 21:48:37+00:00,L7,,,,372.73,378.20,353.49,329.23,315.79,307.27,300.35,,,,,,,,354.20,359.33,366.37,367.63,363.02,363.87,393.03,388.95,372.18,383.57,388.78,,,,,,371.54,380.62,378.07,370.25,361.04,350.51,354.11,,
2004-09-17 21:54:39+00:00,L7,373.44,357.01,351.17,357.47,367.94,343.06,319.05,292.14,293.19,,,,,318.51,336.60,334.37,332.64,332.26,342.28,336.31,332.85,327.32,335.99,352.77,341.40,341.68,357.12,,,,332.56,341.76,347.69,351.53,369.12,363.64,344.90,344.99,339.61,342.39,,
2004-09-25 21:50:07+00:00,L5,391.31,370.13,361.48,369.48,381.46,349.10,323.29,307.14,302.59,298.50,302.17,309.75,315.72,327.44,347.46,343.07,346.82,352.82,352.61,347.87,348.28,354.45,,409.37,343.38,351.95,368.27,380.40,375.65,353.68,349.81,358.28,362.92,368.57,371.92,372.85,353.02,349.29,352.01,351.66,355.56,351.30
2004-10-04 21:44:07+00:00,L5,382.57,349.70,352.79,359.45,369.82,331.07,313.45,305.03,294.04,284.79,288.59,294.83,301.56,313.63,330.65,327.27,328.85,330.65,338.70,329.83,330.49,328.08,337.15,351.97,329.13,338.63,353.07,358.13,353.04,339.58,342.27,347.65,350.18,359.57,373.49,363.52,342.30,340.31,342.44,341.65,342.57,340.35
2004-10-20 21:44:28+00:00,L5,384.54,359.61,352.00,366.28,381.18,347.07,328.36,314.66,304.34,299.05,304.53,313.39,314.81,323.47,340.02,336.62,336.83,349.04,366.82,359.81,354.31,358.15,364.89,372.93,352.59,361.61,376.18,376.26,362.55,350.59,352.54,350.87,362.07,370.60,390.28,377.62,357.29,354.44,359.00,352.42,355.81,351.13
2004-10-27 21:50:47+00:00,L5,392.90,,,,,,,,,,,,,,,,,,,,,,,365.42,350.08,352.06,371.28,376.62,370.21,357.25,352.82,359.27,363.67,363.88,377.47,371.96,349.48,347.79,350.82,355.07,357.14,354.06
2004-11-12 21:51:03+00:00,L5,,,348.69,360.33,367.57,,302.84,290.08,278.29,274.50,280.70,289.97,307.95,316.11,332.71,329.42,330.34,330.35,334.87,329.38,326.97,328.08,334.00,351.20,321.54,327.92,336.48,338.75,331.85,325.92,320.43,332.04,344.02,357.65,370.91,354.61,327.16,323.88,328.40,329.90,333.34,343.20
2005-01-15 21:52:09+00:00,L5,373.72,351.66,363.67,366.24,375.17,360.32,331.70,317.58,289.43,282.82,289.53,297.38,303.69,313.97,340.95,345.90,345.84,349.58,353.90,351.43,352.78,356.93,351.72,364.25,355.56,368.81,353.28,353.65,348.03,333.50,333.98,339.22,370.27,382.26,390.92,380.58,371.80,366.52,353.67,350.01,356.97,357.27
2005-01-23 21:55:25+00:00,L7,368.62,353.18,349.57,355.04,370.33,353.47,329.80,312.84,308.11,304.37,,,,,345.14,343.24,341.50,349.71,358.20,352.02,352.96,352.30,350.44,358.53,354.31,362.39,363.49,371.49,,,,353.59,360.13,373.69,381.87,364.83,364.09,355.41,365.20,366.41,,
2005-01-24 21:46:06+00:00,L5,378.16,355.81,358.91,364.73,372.74,353.71,331.40,318.01,306.67,299.71,302.88,310.43,313.36,325.39,342.20,346.35,346.84,352.58,361.42,352.25,356.68,351.89,357.39,361.13,352.11,361.36,359.45,357.52,358.01,338.51,340.60,346.54,362.80,374.03,383.96,370.52,364.42,361.97,366.48,359.76,360.41,365.63
2005-02-08 21:55:35+00:00,L7,367.39,352.31,349.17,346.98,361.54,336.28,,,,280.49,276.72,285.71,289.69,305.62,321.51,318.76,315.58,322.58,327.22,326.24,321.37,315.13,326.21,,,,,342.45,337.56,322.68,322.51,326.58,339.48,349.18,360.86,347.51,,,,,324.71,330.88
2005-02-17 21:49:28+00:00,L7,,,335.69,338.79,347.66,329.00,319.89,310.36,299.64,,,,,,,330.19,333.78,341.86,346.07,338.65,332.79,338.01,348.38,375.96,360.33,361.65,369.16,,,,,,358.97,364.01,376.88,364.99,367.25,360.08,368.51,353.25,,
2005-02-24 21:55:41+00:00,L7,369.48,353.26,349.96,352.38,362.13,332.57,315.77,,,,283.74,289.76,292.11,309.32,324.28,320.41,325.69,329.58,338.78,333.85,328.29,327.27,329.69,345.42,,,,,343.00,330.81,328.68,332.41,341.49,354.69,367.71,353.45,338.70,,,,,335.82
