dates,nzd0197-0000,nzd0197-0001,nzd0197-0002,nzd0197-0003,nzd0197-0004,nzd0197-0005,nzd0197-0006,nzd0197-0007,nzd0197-0008,nzd0197-0009,nzd0197-0010,nzd0197-0011,nzd0197-0012,nzd0197-0013,nzd0197-0014,nzd0197-0015,nzd0197-0016,nzd0197-0017,nzd0197-0018,nzd0197-0019,nzd0197-0020,nzd0197-0021,nzd0197-0022,nzd0197-0023,nzd0197-0024,nzd0197-0025,nzd0197-0026,nzd0197-0027,nzd0197-0028,nzd0197-0029,nzd0197-0030,nzd0197-0031,nzd0197-0032,nzd0197-0033,nzd0197-0034,nzd0197-0035,nzd0197-0036,nzd0197-0037,nzd0197-0038,nzd0197-0039,nzd0197-0040,nzd0197-0041
1999-07-18 21:58:49+00:00,179.64534502469482,163.09540886452922,156.64150224182174,155.77388638538284,169.2910426407616,145.12617693943986,124.01310447542349,106.04427870625307,105.47995017444023,91.45585838539506,99.44437127595975,107.86486637498832,110.7016899103646,116.91453303704162,137.27279072549638,130.37993208703156,131.6659997536315,134.41023719906536,128.73704515815294,118.91155368133957,121.9926150023557,133.27534874290072,140.10925369721926,141.22160896500566,115.12370364181764,125.99973770381831,153.2614649723416,158.32413901892448,146.25206547997084,131.2604063940661,132.1844859524511,135.61223373692093,140.10226790676188,141.93254326252097,157.82297061107178,156.76927237535142,143.77520590606127,139.78989811181302,138.20707050575618,132.20496055412252,120.60371887231724,138.47527363059982
1999-09-13 21:52:41+00:00,169.38779012743618,144.68673068919338,133.2490612058959,136.58820558035308,146.12161091646828,134.56546305467086,111.54756662429295,91.35011064379802,86.41449571632793,,,88.18523766390399,98.1576235596212,106.269872502861,125.09928144980412,122.9079170184672,125.2086146234316,129.51473361803576,135.64698960265574,131.66156087000056,129.35358092506252,132.89410985560477,139.61589475493122,141.36360750001245,122.4907230792212,129.3221478437367,151.1074312594954,170.2668920327567,151.34505033208427,131.45581213455984,133.73086803460976,160.43032090489592,139.33066430041578,136.91016147669697,151.8649114514226,144.9852823364865,140.55906214057958,120.95091105313246,125.59428708954384,133.15715160265052,115.40941769855858,120.30866578385464
1999-09-29 21:52:52+00:00,179.30185348810497,164.5191481589347,153.81942309823594,155.57287558101422,168.7288234668245,155.34280879751634,135.9054230828364,120.55591652602074,111.30790475719503,103.2625725306318,110.04733985247763,119.81731487151377,125.80520634464743,130.07447020404612,142.65343477436963,143.17885497993083,144.89887457435452,150.4928214411883,158.60266924012623,152.28403307690937,149.82651482972568,161.9352559343553,166.61492307691654,180.15222652123492,158.7071060661912,161.5920473127442,176.4852623721579,177.09222406253215,171.1060176625267,158.4937029358426,163.6599726405569,168.43561717075903,164.09403023683495,165.20506917849985,178.0022690986981,165.9721610183734,151.7360309112784,143.45608381144365,139.82991560680827,139.8110283471801,128.14526173314596,125.49686163501232
1999-10-15 21:52:49+00:00,171.32022722970214,152.80257452794837,134.22495415950385,145.0711167280986,148.91281573399658,139.72580783945173,122.60633697231296,95.54892547587467,99.63624475693256,91.10515517608607,96.56661894326976,99.48460580691368,107.86159668301337,116.72251541798364,132.64955016769082,130.69883573607018,133.11938853441873,139.3660108895022,147.6063527339243,141.86368272162258,140.35775086540755,145.46161298407168,154.51408726885666,162.72939505110264,140.5458370733953,145.29801091227588,162.49437763926312,163.77535192268977,156.65884687378568,147.46710630133978,149.36798533841468,155.70590356799664,152.7976105880761,155.04735723548444,166.31930181058,155.7717684467181,143.84705204947562,133.17320489624257,124.05177174895573,126.27256461774256,111.40076109829906,114.58317477234735
1999-11-23 21:58:47+00:00,163.2683942242753,137.11141440368348,135.21975086702548,140.27958398584522,149.83089219473626,127.79194231787146,103.12905843958275,88.66434852136564,85.4903711060929,78.52151730034912,82.7229991290691,97.16416400835372,103.92914151783008,109.51767775032015,123.98359635711623,117.85393631367306,119.8307141648312,128.49753192154577,129.4610871392963,129.58617061294146,127.68254609986288,126.4719427811542,133.5689665775581,140.90678704434978,126.27747482760708,127.54287469976855,131.6548787453662,145.3029936459841,138.9376070911545,132.63441814446068,135.01710082152272,138.3461466494414,138.86736465716965,147.685667531005,153.31024964598734,136.26138455402332,125.39155804262853,119.2632815630235,115.23147717718713,113.16509854092894,108.38478804759033,111.54642859941251
1999-12-02 21:52:40+00:00,175.26236178262627,148.54113017369863,153.8467726645249,148.6791605271317,173.7137444926341,,,,,,101.07311906587526,,,,,129.79736747253241,135.67667182440672,150.2528479537154,158.6636066270168,151.42288306805963,155.84187066159865,158.69829502625413,167.0450478275519,173.3163094729816,168.8704863435564,152.2265257964167,160.25713797133423,179.39019337901104,174.4396982258384,163.64343881607883,147.02385209956023,150.7455034047302,164.10497183653086,170.29859828836038,174.38285005680703,167.1145121230801,152.3041280014012,145.77148374903834,152.15728980325306,136.5336709929889,158.4760837777985,209.8889427804592
2000-01-19 21:52:37+00:00,159.06713657839464,141.60591523531383,137.3751359890487,140.01607292775083,154.5353186053081,125.30640386662768,110.96780285495629,98.79588204386833,88.9530142438684,83.3242846759296,88.9303530867812,100.29784331711923,103.21294422340954,113.41896334704464,129.98668844062846,124.0169191002906,126.35391642253818,133.95603036462094,136.9045998526008,131.1295088568334,128.88170188666504,129.857619439274,151.36347047514218,142.88301881382546,106.93697615109393,124.38044364861598,145.9327156402128,153.2678914775095,148.1599942707136,133.8096561516109,135.7670418420491,137.06200592339837,144.429883018374,147.77007605904015,158.19455272381333,146.99993116790282,130.71624020606905,130.32675671435845,,,,
2000-02-04 21:52:37+00:00,174.4674399992578,153.11437080476867,147.89436535635093,152.9854523797005,167.21761475659486,139.42920976084181,127.53367514216282,114.3278770965174,109.71697032510541,108.77409879624042,111.45346977238921,117.67432392206963,122.78615216230247,129.41408629564765,144.02471435878084,137.1194283072549,144.06930422398293,153.51786327573708,154.55055407045353,152.9856585371685,147.53773468882216,152.53076223897153,156.19692059927337,159.53137087322756,132.0798121731422,140.77920921585599,167.12585834487658,182.0480410638538,176.57436679422605,164.81366591529286,159.85178755904758,161.4330949027125,165.17314226003614,174.94283330250943,187.29375277461276,164.55885555300335,154.21361792062814,154.17180607819176,147.06437428299407,146.39827554522594,139.97982738639703,140.83889705483378
2000-03-14 21:58:35+00:00,161.49221332948449,144.16199737956765,138.94774593150362,146.59626174954536,161.17224096864516,138.18559647638526,116.8476115427869,109.96795165747908,97.43409101577038,99.3898495700647,98.325962366267,110.0753398758589,113.13779538192642,122.0071442545568,142.58032765813587,136.52069252263448,138.4298878977151,148.20348631519434,154.1215267993223,146.94264067773705,138.9024677277348,146.88406466292835,169.14042345139447,162.71153239893036,122.7916498876274,134.06713712826624,160.9691302769127,162.55789918514287,160.21217958798815,146.9316324267003,148.1374032221756,149.79826942286348,163.02639101630908,166.9716274537589,173.22307332205898,168.39648657593523,152.29363858915335,147.72443690080607,145.84016999065233,144.07787107698988,148.20931679524062,150.67282858752776
2000-03-30 21:58:33+00:00,164.7185917661302,149.87866282603892,143.12709667676222,160.23664412822905,166.97127343793196,137.34546680580647,118.35490865404299,107.72107863828883,97.65845951248953,90.04963629027066,91.51176209727561,102.21293379331993,103.96495920100887,111.96046382626453,128.3049037981669,127.26136213442598,133.19264766485347,144.45148200530073,152.57222765772386,144.97160293533918,142.97810771833983,153.4201690528647,179.6028310675397,160.99567988843063,122.59845413454649,135.89289892412086,154.0495353473599,156.3193595914596,142.860630608995,132.2399648752971,134.32623296133494,139.14050971945267,148.3378219032658,159.80606929554892,169.13021731436203,164.35863805343098,152.13734893412027,145.0103402304613,147.3528219766051,143.34383461123446,143.0888605004222,146.33819922694536
