,dates,mex0253-0000,mex0253-0001,mex0253-0002,mex0253-0003,mex0253-0004,mex0253-0005,mex0253-0006,mex0253-0007,mex0253-0008,mex0253-0009,mex0253-0010,mex0253-0011,mex0253-0012,mex0253-0013,mex0253-0014,mex0253-0015,mex0253-0016,mex0253-0017,mex0253-0018,mex0253-0019,mex0253-0020,mex0253-0021,mex0253-0022,mex0253-0023,mex0253-0024,mex0253-0025,mex0253-0026,mex0253-0027,mex0253-0028,mex0253-0029,mex0253-0030,mex0253-0031,mex0253-0032,mex0253-0033,mex0253-0034,mex0253-0035,mex0253-0036,mex0253-0037,mex0253-0038,mex0253-0039,mex0253-0040,mex0253-0041,mex0253-0042,mex0253-0043,mex0253-0044,mex0253-0045,mex0253-0046,mex0253-0047,mex0253-0048,mex0253-0049,mex0253-0050,mex0253-0051,mex0253-0052,mex0253-0053,mex0253-0054,mex0253-0055,mex0253-0056,mex0253-0057,mex0253-0058,mex0253-0059,mex0253-0060,mex0253-0061,mex0253-0062,mex0253-0063,mex0253-0064,mex0253-0065,mex0253-0066,mex0253-0067,mex0253-0068,mex0253-0069,mex0253-0070,mex0253-0071,mex0253-0072,mex0253-0073,mex0253-0074,mex0253-0075,mex0253-0076,mex0253-0077,mex0253-0078,mex0253-0079,mex0253-0080,mex0253-0081,mex0253-0082,mex0253-0083,mex0253-0084,mex0253-0085,mex0253-0086
0,1985-01-04 16:48:49+00:00,308.3532030802253,295.56670648255437,286.38652396167106,277.8261729992054,279.88273469042826,275.97520261515905,260.35212987000745,255.05810935214467,251.2800090131642,250.98267743137757,254.43088734788137,240.8482654680075,235.4327054721036,236.57177259315392,229.8348516037732,229.91715105273255,228.15544602927872,223.38759130788745,218.90533744900426,218.61815412128436,211.80206513108732,210.5846758383162,204.2236562898716,200.7109597723548,194.85165963111214,192.59682003559456,199.4892381276561,198.3584304962524,197.6839939313145,197.11191591031414,201.5697820863714,198.76476275775212,198.6023181509911,199.38038621293393,197.1083209311623,197.67137813776034,197.99069951282718,203.09107717164483,200.2257590202743,204.13002771065587,207.8469051984927,214.24816959910945,213.89519977198802,221.5890633003571,213.81448645089864,221.6557293327938,226.88080016346532,236.88749132926966,233.8846628159524,238.18262069926232,235.2053241848242,238.01205253866414,241.43653679715447,236.54541087146154,244.05578633678925,248.85499563333457,251.6732162677378,254.28870011150383,254.5694503264026,257.2537859500082,258.10677708963044,247.40480622393102,247.46103707803422,235.13277226904012,229.15247781778154,228.11092452062323,220.80359065363052,225.4288022096607,220.30346868339012,226.0819380245193,234.55228546265923,238.6314677719907,242.93809604511094,240.06790044313277,243.01130018429848,238.87046060658346,238.71191045575023,249.11744122655466,241.46637779579595,243.9313072511162,239.76049892679808,230.11431716553525,217.51728567466577,216.7252158467538,224.750042480978,212.7164271104812,215.1148084730103
1,1985-01-20 16:48:54+00:00,294.7224296726612,287.9271457187228,279.29440680152294,256.5243037391853,263.13790089492187,261.3501560224024,253.88446559863678,244.41484797763695,243.68334385482967,241.64952677837294,243.3249031700132,233.3995384952823,227.80743547372276,222.19978844925868,222.653998789412,219.89972622906552,215.2676011063465,216.033670612469,210.29230944807614,209.98175265722926,210.09503588588132,204.04225957449077,200.0202648803203,199.63154583739714,195.90906630069176,192.80505672125196,192.25897949097902,197.6288121577772,193.85772777324786,190.1236682004834,194.62932613305102,198.4682524622568,197.41222481625516,194.71870818995237,200.278777840931,200.48498605723933,195.7830258258092,200.37465229316436,203.65496174886624,203.4793371300366,209.82028128308784,208.78929950588676,217.43689748817846,214.87859859696792,218.25499423117603,224.16630504725424,247.09051198474438,246.05014703608612,,,,252.77805356263937,248.39422950771603,240.70541519078725,248.1842278644249,246.630876989603,256.94152795521467,249.62963751743067,257.57982650865614,261.868255544946,255.85574104167114,246.8125497218339,248.7741271472906,233.31653130905843,234.6802322657627,229.25586201168682,222.97042951562818,227.25898487846553,220.44768837456655,231.4125967638727,231.41897053806844,242.66810345638197,242.66277213982488,237.4801088468172,243.78459935165262,243.447044929076,245.545789366948,247.67178685600078,249.91483971172931,243.83195347654154,244.09223141745414,230.05672355499314,222.09742040071137,215.23161583628885,218.46965833367852,214.90887548784048,213.35237747139576
2,1986-01-07 16:46:05+00:00,289.75341436394035,267.86800857220885,256.8655025064826,258.2284075154115,262.1692634559984,259.3014722854616,254.29837881361266,243.22398706585363,245.33081988955198,241.64039954681306,241.86950509552963,236.12739630323372,230.6400184618449,226.69475767149962,225.4076480397674,225.68245960141616,225.10440837391937,231.2026487397491,226.18493348240233,223.61508710543552,216.7512319154694,216.8374976355643,208.58488641247578,209.17359028962326,205.88737538767424,209.6839699540029,209.1500594064257,202.67547978009384,202.449094080345,199.95087198867245,202.15197214090475,205.4442445658764,203.13744271240455,200.10073282367878,201.1944300551174,200.3919157883126,198.64805265486794,191.54992651679612,209.74497252853402,204.31369174766482,214.27189031688778,210.06598514186965,211.90740301584538,223.59121906835244,215.0651719516122,226.6029543369266,228.8663172500827,236.82803756091806,239.36070787195544,237.74191143364678,239.61962316030545,247.85238502642025,242.7767492927554,247.40837323635853,254.16795179584537,246.67082039068492,257.1651923825643,249.77877030572924,250.14432163460575,260.48312828415834,263.1564099908815,260.9582424623896,246.40551581370102,239.37188318261235,228.45047466014802,226.33703436561927,211.79402172947286,215.57233624506222,216.03754644014057,221.71013681423975,226.06399531451956,239.52146835349174,242.61863331777687,233.02315675365796,234.7887149166208,231.72059024320458,241.57332465884505,245.83362448818332,243.40214159375017,251.81335631649645,247.2794292366194,238.15714950550367,231.44756435484194,232.89645620139007,242.06645173411667,233.53623428621927,220.45466746413652
3,1986-03-12 16:44:40+00:00,307.65013214949005,288.7201648693137,274.97256786183266,267.92002274098496,268.6058849200472,267.3421794456098,269.9716267733883,255.4717017631175,255.27620227502032,261.55535820624885,261.18676289007993,251.29052808930902,246.10747905124092,232.65642490959374,228.98953358787358,229.9979899748941,219.08662417014085,213.13765111277792,215.68176380481918,207.4738071003797,207.02330555992182,200.98961871221854,197.76927112141496,194.5102477332157,200.8928471357365,197.75036569331743,198.86176732992837,198.7175472295669,202.28628484148646,203.61209350613203,200.86937249163594,200.78491445904692,202.14182409781486,199.92122750227784,202.93032624998568,200.4232233538941,196.07124636116495,197.46334505328343,202.78286969193948,209.90440415332637,210.37700581889302,207.60015632165224,212.94377818590957,221.56700085352145,221.8870322179009,226.7991664149995,226.49692263993052,235.79817488694633,239.83056489399272,242.49186538101517,250.61407776177916,250.75988006288745,250.92799282861776,255.16238954339116,255.25646934899768,256.0277840937821,262.13779230150726,262.71012096475056,267.576965099936,270.14844738504075,269.3285255465242,259.36607937308713,248.1912705430208,246.3990549736765,240.59978836105986,229.30620184187973,230.4582478559925,228.13653185841125,226.6381600630114,231.56561647382114,233.06458052662893,241.8913526297152,243.2552281300267,241.51826747061128,241.4054582871634,240.6622208989585,254.9452371260031,258.53087152392106,254.60449632150082,254.7518869497309,252.55669904964478,242.49210072632204,239.6036980217771,233.38957276180338,242.80894286200243,241.9899976261791,236.86750933277904
4,1986-03-28 16:44:21+00:00,309.5951398226068,285.1674429712663,273.6382569268286,268.85232519968923,266.22673601690207,269.005250794544,256.73856181459524,247.84051949052827,254.31742163430013,254.27815581714677,252.3647514982188,241.96635446712386,235.4174349058207,229.35088270260195,222.0371329776371,217.38865757101095,218.29874838411433,214.20248739180616,210.28579061896917,201.20373346914306,199.7541351566148,193.90137621158286,189.99158813378787,196.43144044027116,196.3577756866774,196.75476942670815,192.0453084594531,190.47890837332713,190.59506555126833,189.1271259849738,191.17218016896342,190.6192399812082,191.73280787154584,190.43892458403784,188.71224745059828,190.53701591415017,186.95426041689868,192.63835660063114,196.7404517501831,196.50344523644813,205.11833792836532,204.87211365134397,208.99187414162338,210.95053422405124,214.12236801877089,216.69612295235962,222.68977324533847,226.69672626097775,232.04794270907237,232.14722194302,236.35862627135182,241.96891638077804,243.77500812715397,243.82039740336387,248.00697895900694,247.77148143578114,251.58809238747213,255.6210898098375,255.7211744839337,258.682219978058,264.6545140198892,244.49382811111371,239.35494691601423,228.94992475493626,223.9168672092652,220.96217244667258,208.42494651903345,215.12111089762783,220.02457325263865,223.11518299118015,227.84833618958882,232.70982584926205,236.75106514237106,227.74103281927688,232.44129282741562,233.35825567553076,236.98415820844917,241.77795832611594,240.35100289132976,242.9027018280095,239.52395736710355,235.1087322276412,226.91163080055335,228.21045542142778,240.8702895011983,234.11215543849838,227.2112129951864
5,1986-04-13 16:44:01+00:00,307.1622654615318,289.2563754988331,281.72759274486646,273.24539485875795,272.2019448216301,274.6245427603684,262.6154655155317,256.9040971667516,259.22440135090795,255.85393859536484,253.6106907586425,245.99025309029386,239.9051708975148,231.80162517358252,220.76171958967893,222.55098785526164,218.04286257396816,220.19897951523026,211.781586274132,205.64236431802703,200.94845369184893,200.44849672992376,195.30291932235048,192.55798902960677,195.44133646487902,194.1344739430719,190.38521706402602,188.18093809822722,189.3081537783905,192.32249166891762,194.37337087288415,196.29122396476959,197.40391846610018,189.94529512654213,193.6483238778905,188.94721593027774,186.3643604868931,193.42803364440067,198.68947118089866,198.88784350684128,206.0526416802412,209.24606591314324,210.81984605931862,211.66580490577618,211.04753677489745,218.37850735046945,221.57152217223418,228.02575451617048,230.63958717457552,235.07506952808436,233.5754492897223,240.05297083254564,238.09199244691837,247.42673878061447,247.42480240641117,245.7376719652377,253.07290223036847,256.6552250740725,256.623542342431,253.61445057309095,265.90289201014855,247.16954097429627,243.6641965746581,228.97419474871793,226.4298519439111,223.78695313969908,206.746347187046,214.74592896650563,217.67756060243394,223.95957395412645,227.46360068977646,232.51603090308546,236.23379271366343,229.22313694555993,229.5919476911767,229.40428562828984,237.72648412771605,239.16696802477395,241.86803881993654,242.6868337380963,245.18603794977295,233.02499209416843,226.88126870848464,228.77139306045257,240.18591251218584,234.14235893335922,224.5511454335475
6,1990-02-03 16:40:25+00:00,278.4020331965662,265.9588223197153,249.05408634160662,253.8715930359491,243.2448371428544,249.77105707006214,238.6094805131462,235.82710320250894,238.43837971982023,232.11894852079246,242.2347325937771,237.01113741856585,233.3193404289689,230.88294471843858,220.15260202867267,228.00227716195653,228.3900341711782,231.36125906081017,221.31242216417021,219.79217697515074,220.0364340514733,217.36949264369605,207.87323899645762,204.53825663649397,200.7411650822262,201.71284191631787,203.73049243112715,200.19798906645244,199.80732653392218,201.07471151355907,205.24405618274264,207.32609198919596,208.94372713921103,206.38807961265988,209.92734558890635,210.95978069827268,214.42384058937276,216.66660734575262,213.168229065496,,219.2998164269853,214.60722530371734,213.48406666082215,219.29566157969865,220.5987504524606,225.69037585345538,219.72915399437747,228.19524340267455,226.70666099977342,232.04803277303785,232.63927201714512,232.3163883454599,236.11369521142745,239.11653855130837,243.55394024142427,236.68169858356885,241.7455759235491,245.73751438031186,244.6628425630533,245.6070492945734,252.11407280731586,229.82320921816338,231.69250602347665,225.28330933283414,212.5042024529281,214.87755747486872,207.65347633205522,206.6291353146768,212.5680513258378,221.04714243992427,224.5387344998706,234.94205661433816,239.66019657066118,232.9436362003884,230.096947188399,240.36670451086167,244.18118073850502,249.40397946739193,251.5270810637465,248.08900900353208,247.7806709617023,245.59664648555514,237.859979163428,243.54711859191102,251.91940603388298,238.38113668307173,221.4589913732825
7,1990-02-19 16:39:55+00:00,287.4076483990605,280.67640301945835,257.5741189881405,260.2099559720323,258.8242971492561,259.1802480612521,252.82536431112663,245.0463161967428,253.16188211424284,248.2611272466948,254.71060135915525,245.33987798128553,239.61112576605782,240.7977860000625,234.9070868575785,238.52478016923718,236.03001996573775,235.10953300891987,233.7318190124795,227.27395704735116,229.84390306713627,220.880165504655,220.61733276131002,208.8301736161664,208.32772515605842,209.19410444648375,209.91872251829412,209.56998230481142,203.5781446198659,206.78307847964484,209.38207982164198,208.90335683288592,208.93505665526732,211.8157023893057,216.51684958756792,222.01555174404444,221.92973143977707,219.80721116185515,221.8201709903523,,221.37511873665233,222.80220014600394,219.90233121433934,223.52816514894522,222.06539292560697,224.3832258725213,220.66731845251215,226.28250640598839,232.7362355046351,236.70188957878494,238.99541860132885,238.88621171686526,240.8817440373367,246.57146633171863,242.1463327919729,241.9983556782981,248.79354328009853,251.90549678240666,250.50507105330445,258.40680128354165,253.18826979299166,244.5206652377513,234.61809311814406,225.45623902303626,230.45656495331173,219.3843064714216,224.39066084327462,214.44630182687465,212.5149924835772,226.90705179452863,225.24089992807006,239.81693078947467,225.12294177039115,250.42139581269313,241.98973999319446,242.8229564168332,244.77975223297128,256.7804492670605,259.9377257668182,261.4753931022386,257.55114935649925,247.94162381923198,248.43760847345186,242.8039093205882,259.3554669814001,251.40739788171211,235.269193518583
8,1990-03-07 16:39:20+00:00,282.5941877972729,263.5814401737758,262.9219819988575,258.3786293816063,249.25112892135593,260.08971140941026,255.1049693803168,247.77889438561655,244.1868688062695,246.95993407918797,250.1380559845393,243.3684226925391,237.91121262876428,235.5108399742878,226.86904953191492,226.13310369458898,227.43694832450495,228.80423849085122,233.06348082525523,222.93500240273966,221.7474844880859,216.08426407844536,205.40906146684662,205.04053982486712,202.2372229314052,198.0637613257092,193.7298747404331,195.12379239313105,198.4093262512735,197.0259327055588,197.92391553529683,204.93956239601232,206.57200140547098,203.19882245266328,202.549625067116,209.34603364573545,209.05750617631415,209.61680980729383,210.65186763908403,183.08772880868497,208.3978818388511,202.86639339699582,205.76099455899598,206.10722433591127,206.7942448769821,215.047282173297,217.2254515379733,219.6300789468102,220.41075690325093,225.72457295462797,226.13460800007465,230.31009542125466,234.82112549041665,231.42848002640955,230.30990316172478,235.62279691734784,240.94424827653827,244.85088327477038,240.37568219551184,242.88936986416007,241.27530290072565,235.627624293455,232.75321039721806,227.21465955940502,222.0270614759381,214.41359065541207,209.6206249747441,207.42958507315385,198.83875873613988,213.5200048853605,222.71631501585958,226.75977318174745,228.13167439189377,232.85720552416868,227.52133784317365,232.88410188125965,242.76890055547435,245.7174222592311,252.52111101136933,246.02955467196685,255.99451233726276,248.25393643310056,240.07599154488284,241.87094564039214,262.0393716875052,247.15408298572262,234.31542236740611
9,1990-03-23 16:38:48+00:00,,,,260.55337455113744,258.39143363188873,265.1671611133922,255.21415186942173,246.92250823497363,257.64900057558987,242.01198053387006,248.13218874485892,242.3769726149494,237.63518350022895,232.9070208794869,231.25166299048695,228.73486621297684,230.48875938402776,229.14100672145133,223.51837450948724,225.6383485587433,215.46615292560142,202.34240002874208,196.85427467861408,200.05989259356295,200.7573787672629,200.5473511651097,199.46024937213696,201.4913743081297,201.2783156465916,200.06576813908518,198.64175031807483,200.39013670818073,,194.43459956736743,,,209.80993947472922,208.61938256331263,204.41489199304334,,214.31173260421312,213.61625212037865,212.6297671864497,215.80633653157605,212.63716375638847,216.35932134684924,216.1561110913614,224.82805269760604,227.1008920364299,231.20947114404527,228.22951451265675,232.19396424666823,237.18407865429407,234.4075178334962,230.2368963924087,237.1075479788075,233.15075257208085,242.72134303540213,241.1710684840986,240.76223696699765,243.4047526546421,231.83997243532127,227.4862477289761,222.87832366856813,214.53584374312803,212.7858867058949,210.95012122504633,208.8166459078001,205.56829953166113,215.68902293255044,219.20263508914752,237.33474317713814,236.34254403272055,237.53326081789027,233.6169647727246,232.86612065362314,243.0209717620578,242.3101695674113,248.37080790594575,245.07645046137608,250.16095812029593,242.51728097775185,232.58835038720656,236.52861865779738,258.3975809828718,247.73350024426486,225.57118506377614
