,dates,jap0120-0000,jap0120-0001,jap0120-0002,jap0120-0003,jap0120-0004,jap0120-0005,jap0120-0006,jap0120-0007,jap0120-0008,jap0120-0009,jap0120-0010,jap0120-0011,jap0120-0012,jap0120-0013,jap0120-0014,jap0120-0015,jap0120-0016,jap0120-0017,jap0120-0018,jap0120-0019,jap0120-0020,jap0120-0021,jap0120-0022,jap0120-0023,jap0120-0024,jap0120-0025,jap0120-0026,jap0120-0027,jap0120-0028,jap0120-0029,jap0120-0030,jap0120-0031,jap0120-0032,jap0120-0033,jap0120-0034,jap0120-0035,jap0120-0036,jap0120-0037,jap0120-0038,jap0120-0039,jap0120-0040,jap0120-0041,jap0120-0042,jap0120-0043,jap0120-0044,jap0120-0045,jap0120-0046,jap0120-0047,jap0120-0048,jap0120-0049,jap0120-0050,jap0120-0051,jap0120-0052,jap0120-0053,jap0120-0054,jap0120-0055,jap0120-0056,jap0120-0057,jap0120-0058,jap0120-0059
0,1984-08-16 00:45:13+00:00,105.0226224669521,103.35547710281206,100.40388640615816,102.24307539539438,107.41279593424309,112.40541201149972,118.94853933590208,129.40047328328623,125.01701584738623,129.51329840017627,135.24068213925221,147.01601372596164,153.531596223083,149.88017793210477,154.59197129552203,157.95401053878447,160.04453623357574,156.03456344306375,157.70245250781556,159.02664210380942,166.57692612514512,168.77472112205498,175.70548718742674,178.19708701314408,175.7698946716085,181.88654879313717,178.33947890540136,175.36378758952003,192.78335911876803,184.46451382845996,191.161361048814,191.63692492675307,198.31531197214971,206.2717662160468,207.86211078950777,205.2478600249238,212.6834291268313,223.28254966251706,221.2371947167302,227.88082274521645,231.61964210057204,226.91230760825374,227.1125186184239,220.29122111103652,224.02262445475813,220.77554300499835,225.3399452216739,216.01162303389745,219.40339599140094,228.07008190343294,234.32769109610715,228.85048383474208,223.7843460610994,221.84825110475143,218.84714861359893,223.5383101462232,,223.93940081748474,215.6527363107784,216.27799022516612
1,1984-09-17 00:45:32+00:00,101.87815175706761,94.65695248423195,100.63175340110087,100.00301851945233,107.01701509587555,105.69383594677504,100.05123532434419,115.94888501024023,119.7174862295762,123.70449759221079,124.15907863252161,137.26426351868616,136.61267737188857,144.1288196332099,150.20754996001853,153.84466598477186,157.4984925505171,151.8134468372755,161.9688820253583,155.09228328077052,161.5878395435784,159.16901986967244,154.77616337206206,158.356827592203,,,,,,,,,183.02146201989203,191.7481610103329,193.1033051435226,195.39389728834485,203.96392254456484,209.12072413105534,214.11393096195889,214.17522563055564,220.61730529719628,218.6951851715962,227.40767217648346,220.65319498019284,218.25678412105367,210.6878756711845,218.25997320970112,214.6707692571795,207.24583105695285,214.13510111029456,218.0259468962297,220.51723361746775,217.8318277131361,209.5820164102811,212.0814975551516,221.45334558105225,,,,
2,1984-11-04 00:45:22+00:00,90.68989925390908,,138.26305757105493,136.82495390788876,143.60039945094468,145.90750346480303,153.27315849619018,159.14203015954917,124.56880731191316,133.75995457387324,136.5943819651147,146.99809185210722,147.33650218062652,151.46412712043195,157.4729950243055,164.30585604238112,168.0133255942098,162.64406004346205,158.78949805014872,157.7044957321118,171.39727566014997,177.05611979273772,173.00888699073562,168.55480928223108,170.23060399676106,183.36667689039982,185.7281144743909,192.17586160006022,186.43080919856544,188.65701408439872,188.99265461360363,201.51613784180353,201.23116818585945,200.10130630938028,207.49143491357927,201.81772411404847,222.81960526662183,218.73502856254495,225.3540167091348,227.3768806155677,228.3000553980965,227.16898792150886,226.0525321957231,221.87643772050797,216.58710847349076,226.3570934973859,232.83068694726506,230.7846781167654,216.8680646769255,216.60219709478932,217.46149897040218,224.53836792197,224.89807946785567,224.90941349401615,217.61388665083686,223.3525268223736,,222.57033497277564,215.5425559479044,214.49832497076417
3,1985-01-07 00:45:19+00:00,118.38743137217796,108.96895373751836,110.3728985296018,109.2133022624329,115.29210169642667,114.56343562961848,120.53977471049896,128.67007637670378,130.55285553060875,135.1202939257958,146.18241535975267,146.53915796372416,154.28059259805448,154.13299357285013,168.7805544004441,165.02469271299137,171.02896807276716,167.36720653617982,168.72587371033052,173.7414368008068,178.15815615438015,173.729965242994,180.44361977157806,179.64449199295024,184.93106005695526,187.91160625214434,188.3239448637352,201.56480364561938,192.26686414430011,197.64021220625443,199.88202812249628,202.31815080475405,206.79198894048608,204.0948766097106,211.2604272053893,211.13736048346493,220.04694253705935,224.42239491220906,228.5483947266478,239.42087868841844,,,,,,,,,231.88416802856918,233.00168163105474,230.74489479067466,221.50555901751082,,,,,,,,
4,1985-03-28 00:45:48+00:00,,,,,,,,,,,,,,,,,,,143.66822009135433,138.2258347075511,143.63707402810158,141.12969627666882,143.3288882147147,138.79685739450804,,,,,,,,,168.49229855420418,172.33748582409333,185.75594256033594,189.6789234159999,193.33883922274697,188.65263638849459,193.602472600932,203.97529283846146,211.2312196196962,207.9388380940215,198.6489192145717,203.15890093010904,209.7444601200897,205.6718372849223,201.7147449850636,204.74987755287913,203.04956708940264,197.37222345191876,197.70602153183177,202.87604148269736,197.88588048123205,,,,,,,
5,1985-05-31 00:45:32+00:00,110.29655424942081,111.22606630410206,97.72361828491486,107.79925680843188,116.16054475874218,98.28831528748972,102.29327617895083,113.8362065724115,117.84494499846798,135.44666565668246,135.58179657927136,150.34205280291235,148.93247396287316,149.81160803231666,156.19606209190226,159.15606742904725,162.60099214658163,166.84101293488695,166.2670719463761,169.93503869596233,161.50232185589948,167.4566865188217,166.0612766762187,166.44898683313096,172.9133713102206,175.98127691324854,170.98844460973712,178.30695705975728,196.4639988678853,185.99001206285365,191.57031230325674,189.569068248205,192.4879692824233,197.13976888942474,217.0426116496943,216.45470595652904,207.85300940066512,210.4458202274467,220.23118356442615,239.5300069141777,237.7466336900347,226.09546275302483,220.83349875122374,244.56414186896927,248.68865077108674,228.7597526897369,220.69383759493454,231.965219291283,230.3779089157748,229.54963566889685,231.7016677173109,232.69377911626043,236.31827766102523,235.24566791202318,214.7542437978648,223.88982136539536,225.15278351893167,223.29369206551019,228.63138868560952,229.93628105758415
6,1985-06-16 00:45:31+00:00,106.74717114620664,103.01945708991325,96.65756819885789,99.48283504232175,104.39488805286669,112.95057650686562,115.43551161874676,118.95723366174266,123.68690322871282,132.55231045398943,137.2283067886483,147.50494184969173,157.30901426518784,157.24504728675717,156.78828221092942,163.7252514835365,164.70005984199295,168.1071719629694,161.1562773654562,168.0411497420214,169.2515686556426,169.98310113607215,169.59630342803177,180.5747163305823,181.77945471587879,185.27236632928253,180.75938878438484,183.8229490239636,195.27894305099449,193.57687662309567,190.09568995655872,199.81495406345465,196.46365044322806,206.8736945536786,207.89892450439885,220.7124335017542,221.55221548592579,225.06651312097569,223.7593611364117,237.61661682953383,237.1727102864676,236.5721564324343,223.54741401547483,238.7447811732887,239.66737230935038,235.92165802124373,224.9598720715289,223.95772784375873,228.31189573070696,227.5897732524922,229.57294404783454,237.52498042269195,234.07880501660233,232.72666090828338,227.04076451668303,228.3308746902113,230.9225865405544,230.82627142706048,234.89423312356948,235.04783648959864
7,1985-08-19 00:45:02+00:00,114.97785243122925,108.66647131657471,117.00442038599044,118.21061402579511,119.27591844451074,117.79953592551603,123.13796402120133,118.16021957193388,127.14947779180442,129.12750011943524,140.56848870087134,,,,163.78993321231226,,,,,,,,,,,,,,,,,,204.81719541669972,,,,,,,,,,,,,,,,244.08090726859837,238.80240801700708,233.08900070305054,229.3709170215639,230.55530726541448,219.68472324462172,214.39742792544658,226.24623562166963,235.12342407549124,233.94729518125956,225.88213567811465,223.0765422843727
8,1985-09-04 00:44:27+00:00,121.39395536395038,124.2766217596662,120.80046581531268,116.30922150932285,116.07963360063238,112.48806982098071,115.55194942477844,120.37112530114398,124.56890113465062,132.25662499807225,137.07308472441002,141.37346537655594,146.25135744584014,154.2365995168435,155.05461080713962,156.968578558192,160.14892991829237,164.3138619290981,156.4270682462813,157.11799116750035,164.10206061074734,158.9936042673703,166.03234993631935,168.43037006009635,173.45460786793353,174.71809111716613,179.1667908221931,181.64991096989843,189.46371712609488,190.6877539239523,196.62852269299657,194.21009963976294,193.40617945313906,210.03511045751765,211.50306115755973,213.75315672851764,209.51552719423714,221.25724261519863,228.71350197579983,237.80505548515094,241.19250006265378,235.91955191972102,229.70794141494343,232.25119838543336,232.27496197898859,240.95133235747937,245.46292530627522,241.57540701338428,239.70427248128624,234.9798524241781,227.95068430154248,233.83831159116207,229.5444342805838,226.8654822523478,225.55125329627828,233.08043231082792,235.05853717939243,229.0493143618863,221.97857039920765,221.57351660059192
9,1985-11-23 00:43:25+00:00,,,,135.0973576875677,123.9497301406598,123.66844971660811,131.1286151952599,129.4562866127422,134.88469907440748,128.4964291245719,114.32323183794044,143.79213430858158,156.7564006638562,155.43720341505866,157.10876530780604,145.29499020950635,162.92529686349374,166.42212936740552,173.03728350283023,174.88735413924587,175.00644134474078,176.6710999468268,177.18437303517328,170.04774858119987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.22557667119906,201.86185933456258,,
