dates,nzd0063-0000,nzd0063-0001,nzd0063-0002,nzd0063-0003,nzd0063-0004,nzd0063-0005,nzd0063-0006,nzd0063-0007,nzd0063-0008,nzd0063-0009,nzd0063-0010,nzd0063-0011,nzd0063-0012,nzd0063-0013,nzd0063-0014,satname
1999-08-26 22:04:44+00:00,351.53,342.45,346.41,352.18,369.73,363.64,365.38,360.99,358.09,358.45,365.51,361.86,362.30,362.58,355.56,L7
1999-09-27 22:04:48+00:00,360.71,349.14,357.79,358.87,368.18,367.50,367.06,362.91,361.66,360.98,367.66,366.61,364.24,365.87,360.50,L7
1999-11-14 22:04:42+00:00,360.01,346.97,357.56,357.72,365.59,366.99,365.41,362.79,360.81,359.68,365.67,365.22,362.77,366.33,361.70,L7
2000-01-17 22:04:11+00:00,358.38,345.44,353.80,356.95,363.95,365.32,363.70,361.39,359.94,358.00,365.67,365.22,362.77,366.33,361.70,L7
2000-02-18 22:04:29+00:00,358.38,345.44,353.80,356.95,363.22,362.99,362.90,361.86,359.81,357.92,364.57,364.10,362.65,366.09,361.23,L7
2000-05-24 22:03:46+00:00,351.66,342.94,350.98,355.78,363.07,361.28,361.40,361.30,359.16,356.56,367.26,363.50,365.01,367.26,362.23,L7
2000-08-12 22:02:30+00:00,353.08,343.99,356.48,359.09,364.99,362.09,362.41,362.01,358.91,357.38,366.74,362.33,363.51,365.38,361.48,L7
2001-01-03 22:01:48+00:00,360.37,345.81,352.81,360.86,365.27,361.92,362.62,359.40,357.35,355.45,366.19,360.19,361.85,363.30,360.78,L7
2001-03-24 22:01:35+00:00,354.10,340.48,347.25,357.06,360.09,356.00,363.63,359.49,358.11,359.99,363.11,363.56,375.04,374.04,362.37,L7
2001-07-14 22:01:09+00:00,352.66,345.31,352.88,361.24,364.06,360.64,368.31,369.48,364.93,368.82,366.75,367.58,379.62,380.06,365.73,L7
2001-10-02 22:00:04+00:00,355.25,345.17,353.14,359.75,363.57,362.76,363.97,364.62,361.64,364.58,368.02,363.88,365.18,369.91,362.18,L7
2001-12-21 22:00:29+00:00,355.17,343.06,353.41,358.89,361.90,362.19,362.54,362.23,360.38,361.42,364.70,362.56,363.42,366.46,360.31,L7
2002-01-22 22:00:40+00:00,355.31,340.12,351.69,355.67,359.61,360.69,360.87,359.71,358.31,357.98,362.72,360.34,360.06,362.23,357.53,L7
2002-02-23 22:00:19+00:00,356.83,342.18,352.68,358.47,361.82,362.12,361.84,360.45,359.38,358.61,363.90,359.72,360.64,363.67,358.44,L7
2002-03-27 22:00:37+00:00,355.22,341.96,351.96,356.75,361.01,360.15,361.20,359.34,358.71,357.23,361.60,358.53,359.23,362.71,357.84,L7
2002-04-28 22:00:38+00:00,356.18,344.80,353.79,358.14,363.78,360.95,360.68,358.08,357.38,356.37,361.23,358.34,359.53,362.68,358.29,L7
2002-05-14 22:00:07+00:00,353.06,343.80,351.06,356.92,362.83,359.65,359.22,356.23,355.30,354.45,359.81,356.44,357.44,361.34,357.63,L7
2002-07-01 21:59:51+00:00,351.92,345.11,352.14,358.00,365.04,361.05,360.49,357.43,356.18,355.62,362.62,357.88,358.45,363.20,359.41,L7
2002-07-17 21:59:44+00:00,353.60,346.39,353.06,358.98,365.70,362.15,361.34,358.67,358.12,357.30,363.75,359.40,359.75,364.24,360.84,L7
2002-08-18 21:59:33+00:00,352.28,345.33,351.88,359.08,365.19,361.45,360.78,358.42,358.50,356.38,363.04,362.19,359.78,364.20,360.79,L7
2002-09-19 21:59:35+00:00,350.76,344.82,351.26,357.02,363.29,359.97,359.75,357.70,357.86,356.48,362.29,361.44,358.35,362.23,359.23,L7
2002-10-21 21:59:36+00:00,351.31,344.49,351.15,357.51,363.22,359.87,359.50,357.11,358.04,357.41,363.29,363.17,359.58,362.61,359.38,L7
2003-01-09 22:00:09+00:00,354.66,343.63,351.81,356.96,361.46,360.71,359.06,358.82,359.53,359.62,363.09,364.75,361.13,363.49,359.91,L7
2003-01-25 21:59:54+00:00,354.63,342.60,345.96,353.19,359.42,358.70,357.23,356.99,356.97,357.02,360.59,364.18,360.63,362.25,358.08,L7
2003-02-26 22:00:28+00:00,355.26,342.77,344.64,351.53,358.13,357.96,356.51,355.94,355.51,357.02,360.59,359.41,358.35,361.23,355.38,L7
2003-07-28 21:48:04+00:00,346.08,342.11,351.09,355.80,364.76,357.40,352.51,357.42,355.13,352.55,355.54,364.43,355.79,364.47,354.23,L5
2003-08-05 21:59:47+00:00,351.43,346.46,353.12,360.75,367.27,361.99,358.35,360.51,355.13,352.55,355.54,362.31,358.81,365.82,358.10,L7
2003-08-13 21:48:21+00:00,350.70,344.93,353.94,359.52,365.16,361.16,358.06,359.09,354.14,354.14,360.43,363.83,359.36,365.85,359.43,L5
2003-08-29 21:49:02+00:00,351.51,344.25,351.89,359.48,364.24,361.69,358.70,359.88,355.88,356.55,364.33,365.43,363.88,368.47,364.34,L5
2003-09-14 21:48:54+00:00,352.47,344.36,351.41,359.23,364.64,362.71,359.17,359.79,355.58,357.10,364.73,364.77,363.34,368.20,364.34,L5
2003-12-03 21:49:55+00:00,352.21,344.36,351.41,359.23,364.64,363.48,359.78,360.44,357.09,358.35,362.98,363.02,362.33,366.68,362.63,L5
2004-02-05 21:50:17+00:00,353.10,341.64,349.81,357.67,363.52,365.71,362.52,361.77,359.48,361.40,365.61,362.94,361.90,365.49,361.52,L5
2004-04-01 22:00:40+00:00,354.49,341.99,348.43,356.04,366.00,367.68,365.17,363.71,362.38,363.18,363.53,358.68,359.21,363.41,360.16,L7
2004-05-03 22:00:35+00:00,353.40,342.93,349.22,357.94,366.00,367.68,364.73,363.05,361.21,361.35,363.64,359.24,360.00,363.32,360.51,L7
2004-06-12 21:52:47+00:00,356.11,345.50,353.08,361.21,366.59,368.20,365.23,363.33,362.35,362.05,368.23,364.41,363.78,367.35,363.71,L5
2004-07-22 22:00:44+00:00,356.11,344.94,353.17,361.26,366.93,367.25,366.08,363.89,362.17,362.37,367.86,364.41,363.78,367.35,365.91,L7
2004-07-30 21:54:04+00:00,356.22,346.03,353.90,362.76,367.74,367.70,366.60,363.89,362.17,361.62,366.83,364.13,363.32,368.71,366.05,L5
2004-08-15 21:54:49+00:00,355.61,346.20,353.55,363.29,366.03,365.53,363.96,361.70,360.65,359.44,365.92,364.29,363.14,368.37,365.77,L5
2004-09-16 21:55:41+00:00,355.61,346.20,353.55,362.69,366.03,365.53,363.96,361.70,360.73,359.56,366.47,364.15,363.18,368.50,365.21,L5
2004-10-10 22:00:20+00:00,355.85,346.18,353.55,362.43,365.82,365.77,363.96,361.87,360.79,360.48,366.45,364.17,363.24,368.37,365.47,L7
2004-11-03 21:56:42+00:00,358.64,346.57,351.91,361.06,363.35,362.78,361.09,358.53,360.30,360.40,365.38,364.15,363.23,369.03,365.90,L5
2004-11-19 21:56:55+00:00,359.17,347.78,353.14,361.66,363.16,362.11,360.84,358.05,359.37,359.52,365.09,364.71,363.96,368.99,366.27,L5
2004-11-27 22:00:53+00:00,360.83,348.76,354.92,361.86,363.16,362.11,360.84,358.05,359.37,359.52,365.09,364.71,363.96,368.42,365.78,L7
2005-01-14 22:01:13+00:00,361.46,348.55,354.49,361.15,362.94,361.42,361.12,357.18,358.62,358.70,363.77,363.00,362.56,367.75,365.46,L7
2005-02-07 21:58:15+00:00,362.25,349.13,351.25,359.67,361.35,359.91,357.84,354.02,353.39,353.16,358.80,357.78,360.55,365.06,361.98,L5
2005-02-15 22:01:25+00:00,364.44,350.05,352.87,359.77,362.24,359.73,359.38,355.30,353.36,353.47,358.23,357.80,361.37,365.16,362.55,L7
2005-02-23 21:58:31+00:00,364.10,349.06,353.08,359.75,363.68,361.18,360.59,355.75,353.81,354.00,358.40,358.05,361.45,365.13,363.31,L5
2005-03-03 22:01:30+00:00,363.66,349.13,353.61,360.49,364.80,362.29,360.59,355.75,354.30,354.63,358.51,358.43,361.90,364.91,363.18,L7
2005-03-11 21:58:44+00:00,363.95,349.42,354.31,360.62,365.47,362.91,360.97,356.28,354.62,355.25,359.68,359.44,362.34,365.59,363.65,L5
2005-04-04 22:01:03+00:00,363.30,349.13,354.51,360.76,365.49,363.17,360.97,356.28,353.89,355.03,358.85,358.77,362.09,365.06,363.70,L7
2005-04-12 21:58:55+00:00,362.65,348.70,354.69,360.66,365.42,362.87,360.45,354.77,352.62,353.46,358.13,359.30,362.84,365.68,363.71,L5
2005-05-22 22:01:24+00:00,362.58,346.82,355.15,360.33,367.62,365.17,363.04,357.51,352.74,353.67,357.44,357.83,362.12,365.19,363.08,L7
2005-05-30 21:59:15+00:00,361.41,345.85,353.99,359.99,365.56,363.10,360.63,356.39,351.74,353.56,356.64,357.90,362.87,368.75,364.57,L5
2005-06-07 22:00:55+00:00,358.86,345.66,353.19,360.02,365.56,363.10,360.63,356.96,352.58,354.29,357.13,358.96,363.64,368.65,364.84,L7
2005-07-09 22:01:14+00:00,357.82,345.99,353.93,360.05,366.36,364.03,361.84,357.89,353.44,354.29,357.13,358.96,364.23,368.91,365.40,L7
2005-07-17 21:59:11+00:00,355.95,346.47,354.38,360.68,366.73,364.88,362.19,358.47,353.51,354.28,357.28,358.65,363.93,368.59,366.13,L5
2005-08-10 22:01:10+00:00,355.92,346.58,355.66,360.93,366.45,365.09,363.14,359.25,356.34,357.30,359.56,361.65,365.68,370.10,367.18,L7
2005-08-26 22:01:03+00:00,353.03,346.09,355.15,359.92,364.56,364.73,362.33,359.03,355.18,356.25,358.91,361.39,366.39,371.56,367.61,L7
2005-09-11 22:00:29+00:00,350.90,344.62,354.00,358.77,363.00,363.75,362.49,359.38,355.16,355.22,357.83,360.47,366.16,371.79,367.73,L7
2005-11-30 22:01:24+00:00,350.22,344.83,353.20,359.05,363.25,368.22,368.14,363.35,358.06,355.71,358.33,360.08,365.77,368.33,367.00,L7
2005-12-16 22:01:26+00:00,353.18,345.70,354.48,359.77,364.29,368.50,368.14,363.82,358.54,354.24,357.52,359.67,365.17,368.32,366.28,L7
2006-01-01 22:01:10+00:00,355.08,346.52,354.48,359.77,364.85,368.00,366.27,363.41,358.38,355.55,359.12,360.47,364.91,367.79,365.88,L7
2006-01-17 22:01:43+00:00,356.32,343.42,350.42,357.54,361.95,363.70,360.63,358.29,356.88,354.59,359.23,361.53,364.80,367.37,363.55,L7
2006-02-10 22:01:51+00:00,356.43,342.56,350.29,358.04,362.61,362.94,358.97,357.71,356.23,354.82,359.34,361.97,364.64,367.54,363.59,L5
2006-02-26 22:02:11+00:00,358.83,343.71,351.19,359.69,364.75,362.54,358.10,357.15,355.99,354.02,358.74,363.62,366.65,366.42,363.21,L5
2006-03-14 22:02:55+00:00,357.77,342.62,349.41,358.69,363.58,361.43,353.97,352.10,352.07,348.98,354.62,360.56,365.88,365.69,362.88,L5
2006-05-09 22:01:28+00:00,356.92,342.78,349.72,359.35,363.87,361.80,355.21,353.63,352.07,348.98,354.62,360.54,365.49,365.87,363.12,L7
2006-05-17 22:03:33+00:00,356.82,343.17,350.50,359.65,364.91,362.99,357.31,355.67,354.10,351.71,358.03,361.90,366.42,367.10,363.61,L5
2006-06-10 22:01:26+00:00,357.20,344.31,351.39,361.00,366.32,363.59,358.37,355.67,353.97,354.20,360.20,362.72,367.10,367.96,364.83,L7
2006-06-26 22:01:20+00:00,354.86,343.73,350.06,359.81,365.69,363.51,359.09,356.62,353.38,354.53,360.20,362.39,367.57,368.42,365.34,L7
2006-07-04 22:04:17+00:00,351.42,342.02,349.79,359.52,365.19,363.65,360.51,357.35,354.83,354.60,359.94,361.82,367.64,369.66,365.83,L5
2006-07-28 22:01:30+00:00,351.45,343.49,351.10,360.31,366.77,365.65,362.72,359.64,354.69,354.60,360.76,362.66,367.46,368.54,365.73,L7
