,dates,mex0225-0000,mex0225-0001
0,1985-01-04 16:48:49+00:00,243.46060181852204,236.64738237865544
1,1986-01-07 16:46:05+00:00,248.7705155132479,243.06324874658333
2,1986-03-12 16:44:40+00:00,238.33153670226096,240.4057124036052
3,1986-03-28 16:44:21+00:00,234.92008625719401,235.06642893644334
4,1986-04-13 16:44:01+00:00,234.35314142227435,242.15723753748654
5,1990-02-03 16:40:25+00:00,237.45002864694564,234.34495098618376
6,1990-02-19 16:39:55+00:00,236.33808159171323,232.43006390325374
7,1990-03-07 16:39:20+00:00,230.88535994978574,228.1611777169585
8,1990-03-23 16:38:48+00:00,236.27451415495082,237.68622391780133
9,1991-04-11 16:40:23+00:00,236.06183626455754,239.99949660794425
10,1993-01-10 16:40:08+00:00,245.47501825042832,235.8352493666162
11,1993-01-26 16:40:18+00:00,235.80901052633462,230.80567058882187
12,1993-02-11 16:40:28+00:00,232.51453679322387,231.03654391310135
13,1993-02-27 16:40:33+00:00,240.49632275651143,235.74248171381143
14,1993-03-15 16:40:43+00:00,235.04937859043503,224.79578106150467
15,1993-04-16 16:40:54+00:00,235.31562836180123,247.42860655803455
16,1993-05-02 16:40:59+00:00,250.53704266580198,246.8372393328178
17,1993-05-18 16:41:01+00:00,249.73693928219467,245.19713010781206
18,1993-06-03 16:41:05+00:00,249.27154727809744,255.10974030187944
19,1993-09-07 16:40:54+00:00,215.80818759018265,231.5351531863372
20,1993-10-25 16:40:40+00:00,232.3445216474953,238.51419456147744
21,1993-11-10 16:40:33+00:00,239.76438965193242,244.53828890463504
22,1993-11-26 16:40:27+00:00,228.3644866798529,231.8741019440146
23,1993-12-28 16:40:12+00:00,233.84493489593854,227.23503822888188
24,1994-01-29 16:39:46+00:00,238.84520154672487,236.5202205245483
25,1994-02-14 16:39:35+00:00,236.72984050360733,236.5520462337221
26,1994-03-02 16:39:21+00:00,236.69474012572456,233.6520917983319
27,1994-03-18 16:39:07+00:00,239.3669395391959,246.9981087313615
28,1994-04-03 16:38:50+00:00,244.35925390515266,244.699403749291
29,1994-04-19 16:38:32+00:00,234.13900662622973,231.94113165423045
30,1994-05-05 16:38:14+00:00,246.59403537156683,249.25638899240303
31,1994-05-21 16:37:57+00:00,250.10828360735786,248.13175720263445
32,1994-07-24 16:36:26+00:00,248.44025384682632,246.84255863953217
33,1994-11-29 16:32:40+00:00,239.10939466118108,238.17769723896276
34,1994-12-15 16:32:11+00:00,238.47337215603406,233.6365762501558
35,1994-12-31 16:31:39+00:00,237.50321291229125,224.90408438685384
36,1995-01-16 16:31:04+00:00,232.65064490597044,224.20842584896158
37,1995-02-01 16:30:27+00:00,219.49022076481123,209.93807505542154
38,1995-02-17 16:29:48+00:00,230.80145788895462,223.6667488948882
39,1995-03-05 16:29:10+00:00,237.5884314923416,225.65223195199314
40,1995-03-21 16:28:30+00:00,211.95240890316543,216.67715722588375
41,1995-04-06 16:27:51+00:00,237.01190179942958,228.91076574051795
42,1995-04-22 16:27:10+00:00,246.67435542900526,246.51006769147062
43,1995-05-24 16:25:44+00:00,239.4887266106125,225.00993153727282
44,1995-06-25 16:24:16+00:00,243.87055898110825,247.25435811813912
45,1995-07-27 16:22:49+00:00,248.5928193805649,219.76645069204866
46,1995-08-12 16:22:05+00:00,233.769306135955,223.59251040419218
47,1995-09-29 16:19:46+00:00,226.32125556339375,226.5399642504187
48,1995-10-15 16:18:54+00:00,218.3735680480333,215.22618834517743
49,1995-10-31 16:18:06+00:00,235.13020222216235,231.50128348843367
50,1995-11-16 16:18:03+00:00,237.73761046842168,228.1183698240165
51,1995-12-02 16:18:39+00:00,244.53628340191662,228.18287811655793
52,1996-01-19 16:22:08+00:00,250.08676954840564,226.0989478877482
53,1996-02-04 16:23:15+00:00,246.69146162205186,218.36759795999768
54,1996-02-20 16:24:21+00:00,248.61756385974164,222.62151719287783
55,1996-03-07 16:25:25+00:00,232.50299478958053,227.27013218276946
56,1996-03-23 16:26:27+00:00,228.7543098605024,232.06027503564658
57,1996-04-08 16:27:27+00:00,235.58779232990662,238.1085719062889
58,1996-04-24 16:28:25+00:00,240.780185928896,236.01359968593482
59,1996-05-26 16:30:16+00:00,242.63750095044693,236.65539090643995
60,1996-06-11 16:31:10+00:00,251.3595191843623,250.6409300487089
61,1996-07-29 16:33:42+00:00,233.90031157809045,232.7322489964867
62,1996-08-14 16:34:32+00:00,240.78805916193707,233.86544308068864
63,1996-09-15 16:36:17+00:00,217.21747823346567,227.6329408871301
64,1996-11-18 16:39:30+00:00,235.34606078779208,233.23616893395052
65,1996-12-04 16:40:16+00:00,238.58526148172493,234.66885145840826
66,1997-01-05 16:41:47+00:00,247.33192352758294,235.31463286940516
67,1997-01-21 16:42:31+00:00,232.44307900128956,229.40355583601473
68,1997-02-22 16:43:55+00:00,241.55636023361498,236.68531558719505
69,1997-03-10 16:44:33+00:00,231.31526531432104,230.2968907292435
70,1997-04-27 16:46:18+00:00,233.65729864497376,245.1725246287494
71,1997-05-13 16:46:50+00:00,239.07759018938023,243.8440736339023
72,1997-07-16 16:49:04+00:00,244.02020293589482,238.9798083068519
73,1997-08-17 16:50:07+00:00,219.00916160373123,216.70668709792292
74,1997-09-02 16:50:35+00:00,226.91338205555948,221.51466569990183
75,1997-11-05 16:52:22+00:00,228.8225433997124,231.93804404475048
76,1997-12-07 16:53:08+00:00,231.56309690639105,225.33416565019675
77,1998-01-08 16:53:53+00:00,217.63668856623423,228.2443065743624
78,1998-01-24 16:54:13+00:00,225.87964123911303,227.15254368542335
79,1998-02-09 16:54:34+00:00,228.75489670678394,222.73909454734334
80,1998-02-25 16:54:52+00:00,213.05568190472977,209.74158454797194
81,1998-03-29 16:55:19+00:00,228.2878116437598,229.72517071613524
82,1998-04-14 16:55:31+00:00,236.64559985230053,238.34129856890803
83,1998-04-30 16:55:43+00:00,227.07403747733974,227.06829300274777
84,1998-06-01 16:56:16+00:00,253.8665722981117,239.6605750635067
85,1998-07-03 16:56:40+00:00,227.52743694552893,228.2653957053398
86,1998-09-21 16:57:22+00:00,222.44273950770543,229.9069104629098
87,1998-10-23 16:57:23+00:00,224.60028546968132,226.0219474949801
