,dates,per0042-0000,per0042-0001,per0042-0002,per0042-0003,per0042-0004,per0042-0005,per0042-0006,per0042-0007,per0042-0008,per0042-0009,per0042-0010
0,1985-03-27 15:04:27+00:00,253.67834227125323,244.24706197112639,,,238.6997436621309,227.85544453575176,211.387546245398,209.59695797757942,196.33189788086008,186.2982506098635,166.51490998107732
1,1985-10-05 15:03:08+00:00,210.33788700229158,202.0592436912958,195.37181723900582,196.61549360417925,205.1227341679023,194.49683943963956,187.65322941344914,183.39409717608612,186.75732283274982,,
2,1985-12-08 15:02:09+00:00,216.11352423364437,208.4458264304048,201.0748431599417,204.5983651982797,212.56262662931113,201.04744281013672,188.0915946590887,181.73733997680867,185.07017336273384,164.95766618145205,157.09391700135956
3,1986-05-17 14:58:41+00:00,233.7503190781823,227.9448664725947,221.01956621382243,217.62544250737824,218.504284475445,212.11177207050739,197.07484064125092,193.30059440282304,192.14272408478564,173.32193206113473,144.73845722527562
4,1986-12-11 14:52:44+00:00,242.62647202683112,,,,,,,,,,
5,1989-12-19 14:57:25+00:00,219.37804685326103,205.72655993380477,199.68226971754927,209.43361100497546,213.18354412838258,204.89442987177802,193.41576170256147,190.77704310398084,195.02965355077762,167.1084505046555,155.38281525232844
6,1990-01-20 14:56:25+00:00,233.7337976357946,223.0513464590481,215.71946548567263,224.40668200225133,229.11410833029117,216.70264996861695,207.2887643068311,196.06486991620665,200.47544850002063,187.447245353907,155.54163285979072
7,1990-02-21 14:55:23+00:00,240.75080639378484,228.45987653348186,229.32363682480823,234.90067156962903,237.045503171911,225.9631729053927,207.647610469041,200.3527896460734,196.97980931015164,182.19465396554799,159.71130339213897
8,1991-03-12 14:55:24+00:00,235.0236280185637,226.98528713219451,221.93592537420088,226.61619763045485,226.70064918494765,218.0584575667344,208.8256114353091,204.59169164098577,199.28354421909916,183.38289480104544,161.79837838966702
9,1991-03-28 14:55:37+00:00,231.2176879114394,225.82206642148984,222.99109524242255,220.7325578344243,224.18046547234206,210.86408580396454,208.38503479870562,203.1390421365811,197.4948204596377,181.90872213523568,162.61943179146044
10,1991-04-13 14:55:59+00:00,248.4915392520404,240.57190667077458,243.98342355660668,242.06992425560807,244.3170994431802,228.85636208334464,218.62292899300402,210.88439712728925,204.00571292895512,185.1089350266974,167.70922611982166
11,1991-05-31 14:56:45+00:00,213.34480954216855,206.63824412518414,208.52544737365508,211.73269198085663,210.21938031313442,206.9249085708583,195.92329418880672,190.36469511956977,184.9842673409416,165.74077356167817,
12,1991-06-16 14:56:55+00:00,220.3052603526757,212.61725525079027,214.44603059353764,215.58861084052796,218.4613128875652,210.81127395347912,198.35480217952596,189.5494766677488,192.8786935111793,165.54472525349075,149.34134795116248
13,1993-05-20 14:56:34+00:00,201.82818420735828,199.8819781320299,197.44883764522035,215.447463891451,208.47152574844077,188.6629051288663,181.7837056409508,177.39148609481643,,156.64531292707863,133.15064553488648
14,1993-10-11 14:56:18+00:00,212.56516651057737,,,,,,,,,,
15,1993-12-30 14:55:42+00:00,239.1590466928257,217.85274220356882,215.97274540544387,223.17137122358906,228.48311874964313,215.93183362974708,199.68765169551992,194.28507325605298,197.3222011091408,179.66385003767627,157.7482288018743
16,1994-06-08 14:53:09+00:00,233.95974090209003,229.75907210074854,226.61825263443956,226.90686854907327,227.84027523638247,216.1381051258258,202.8634165725809,196.72830796821637,197.8160290165856,164.5397933677502,149.47481287561413
17,1994-07-10 14:52:21+00:00,229.5102848459786,228.49090009502183,211.1967252119617,214.79185664690044,217.08534490053242,211.57497145909102,194.87365267364947,190.82165844715132,192.04261025353833,161.79827889387525,145.51616016543306
