,dates,jap0370-0000,jap0370-0001,jap0370-0002,jap0370-0003,jap0370-0004,jap0370-0005,jap0370-0006,jap0370-0007,jap0370-0008,jap0370-0009,jap0370-0010,jap0370-0011,jap0370-0012,jap0370-0013,jap0370-0014,jap0370-0015,jap0370-0016,jap0370-0017,jap0370-0018,jap0370-0019,jap0370-0020,jap0370-0021,jap0370-0022,jap0370-0023,jap0370-0024,jap0370-0025,jap0370-0026,jap0370-0027,jap0370-0028
0,1984-07-02 01:16:26+00:00,163.56468414184772,162.6705472827953,169.475328050291,171.86970762001468,172.5023423091528,173.87690171208166,173.53541086926467,175.94962071536438,174.28860312924624,181.45601934177992,184.88584323185108,186.3511536870571,187.7364823867935,181.6913263769696,179.58483098351655,188.29870219818994,186.04138505033131,186.96906531577582,184.1170895630824,174.41998621942327,168.76171005109416,170.72858778195294,169.63993749761673,165.4698589178934,162.30586099628167,160.1714887413643,161.65409015873436,153.95247072028243,150.99231443617572
1,1984-07-09 01:22:40+00:00,,,,,,,,,,,,,,,,,,,,,149.77241900473607,152.13248084167927,154.92024362474794,147.7191888487002,149.63035701086588,148.3776497268705,145.6948851547934,133.20919421655768,127.19396642514603
2,1984-10-22 01:17:58+00:00,158.60516222171725,156.4456883504427,158.57632915856973,156.99051833789795,158.1488835295985,162.00299827694326,165.61809429236743,164.14609271976678,161.67275055726114,171.5655069157895,171.95107901478826,172.6482497412234,173.54385155992165,174.5924383024812,169.73378334955498,173.96463376521345,174.4875043367279,169.78338897042954,167.70100307342742,159.1913555204066,167.73519715563273,164.60853142221737,159.4633309767991,161.07435747176828,161.3079558775829,160.33633756783513,156.70003029783578,155.90820081258485,148.31674331383667
3,1985-05-02 01:18:05+00:00,159.84092536328896,153.85471741067695,156.99613032287655,155.072907248661,149.61026319554588,150.81899466552383,148.21047379514704,149.05038962987234,151.2808583215835,150.83934943763626,154.43382270453225,164.3272948127958,160.81581310579486,161.9010855805362,164.18776371143213,169.08278808476607,163.61431980603808,161.61414887500504,152.49295383263447,146.16685884587005,150.40133603291844,142.5810467665918,150.62582554383002,143.5694282228981,144.24697455620915,,,,
4,1986-01-29 01:15:00+00:00,,209.9010098732393,218.16158826545848,189.6393049543135,161.2046576925228,155.1349779069342,157.20961143909358,153.69158906682543,158.02855966084522,170.44451744722716,,,,,,,,,,139.5843683561467,155.5739622993793,125.55202238391567,,139.32379230088304,167.05120961863605,159.04752654053226,,,141.58429440377944
5,1986-07-08 01:10:55+00:00,174.39004330002012,169.71479128547665,167.56045901178365,165.0054164994847,166.10011043733937,170.25431180974496,168.92619781644083,169.5350358569468,168.73424701574513,183.8591419499727,182.49038242500328,184.58355033800612,185.68288693188882,185.76244834508086,176.90638815892646,184.98396790938992,178.1082111535321,173.0624827187722,174.59359615681333,163.50313678742103,165.38976523864923,164.61650785457815,164.06923037813615,169.56742791785928,164.99808201808045,164.40185754326657,163.31687259539424,156.00886375689166,146.17486563549537
6,1986-08-09 01:09:48+00:00,,,182.8805506813007,183.78073752899627,180.68138587180886,184.9976096731147,181.2988966574792,188.7189626176219,188.59149553741605,192.94634283044803,198.11534213646485,198.93726151293703,201.0952502990878,202.28342873815865,201.3775569882145,200.2249584610338,195.20155090979995,194.045880334385,191.95031378445685,188.00127681600384,188.52732289341293,187.34508543579182,185.50567684200433,181.77532674642572,183.85596971820547,183.02653731117164,180.7629969216472,177.2648276212318,169.11032676755002
7,1986-09-10 01:08:37+00:00,174.82136989037784,166.75660906964126,163.17426858486778,156.80761459040292,156.18648283716868,164.45957644153046,158.74926256553556,158.64825338065185,165.53106626629176,179.55037308391732,181.89225663520318,183.49079521996885,185.2061605736575,184.81016291278155,184.74085754252286,176.26862471535466,176.83169765500944,174.2784471875615,171.62987563122866,172.09867542365416,172.81078399049161,170.4767905283831,175.28182730432573,175.88840985175077,181.24864038084147,171.8061626810983,169.2964280796046,169.8083132162529,164.86962818706795
8,1986-09-26 01:08:08+00:00,163.9284308051022,157.16468458204955,156.27752984147136,155.77958500943478,163.49031867779178,168.24865698923023,164.18775251046154,166.73729095290034,168.0871561887704,178.3540810882359,181.24535582264693,175.40516480842618,174.88650659648627,178.39219659949325,171.18831360342458,172.4690858658125,169.42414531267258,168.8818213454775,174.2465437220943,168.3454932840564,170.95929829106115,167.665130869097,162.4119477492461,164.83198467147318,169.07983269912813,162.86146785797118,159.04019394082982,152.18647520132558,147.24289960487468
9,1986-12-15 01:06:42+00:00,161.6739425375539,154.86976706352638,155.0349759722854,154.68600065595186,165.04779274875403,170.8719769195983,168.4771921707253,166.48311304715924,171.60862952159763,178.06874905285082,181.6931967092269,179.38436252623083,181.26460221733134,180.20214960725556,181.7514289035175,172.68321070876746,175.16889354635538,178.7953696791745,176.81511281812942,172.45701499642715,174.62621237066733,166.62231350177515,165.90462805022995,169.16960247712095,174.61758525398645,164.7755121035963,160.07228572660873,155.4831129318679,144.4489547148789
10,1987-01-16 01:07:39+00:00,177.43051736557112,176.11526539643395,172.0389166168713,177.98219318753235,171.38232976223892,177.52870289165543,187.49212969068824,189.7422418998463,197.8641724745737,199.50985341861866,200.39096118255372,199.49593334071668,204.84508949440774,200.9950274107876,199.30310617644835,197.6569702452224,195.18321992220098,194.96945367874952,193.8066338168607,180.52650332170907,187.7575684725888,183.09047309092375,192.64963381735225,190.64809610651437,185.7067625735129,178.5896614956768,180.121106866643,176.29258815628236,165.17048764636675
11,1987-02-08 01:14:36+00:00,156.33293219963505,151.09346236640525,152.84779557663765,142.2516842250055,142.54611588369505,151.2772075230226,143.70348562101864,153.5419569998506,157.817016726766,167.2414292927164,170.69488606795474,166.0272054241834,169.5444097201064,163.62264547238655,160.2139148964077,164.64138332300058,160.2896502603909,155.20552013295926,149.44592931098427,124.24435568383885,137.64166300562127,142.8845937849808,155.018056060968,143.38846712309044,153.00471361258607,146.66907792031165,142.86914069783614,137.54140850222618,131.90785568326098
12,1987-03-05 01:09:24+00:00,175.3538986490438,163.96599016021207,170.76510465735947,165.6768962999971,161.91089428386107,164.33230505633605,161.9843706483928,165.66064982425982,170.8871735438384,178.2463390081756,181.83072017096276,181.92593083659636,181.02745874365525,181.22567398598943,181.27616080537078,190.2181262279874,185.33459537468502,179.549707039604,177.35197671362846,159.4504315870043,164.31156607094005,165.5797700214109,173.46433504233286,174.62829275518223,167.71565417327588,166.7523021856157,168.5511795516214,162.18699876885347,155.81684400965094
13,1987-05-08 01:11:32+00:00,165.76889299224248,162.10872773068147,162.7129240077184,161.61303168067147,161.59885706601852,159.41084428124935,160.38862511985855,165.9782978729765,162.74639726489846,173.67837020005143,171.59277813882633,174.19641414792085,176.38833445245575,179.60799632480473,174.99537228515578,177.56737814852264,173.09702921959007,169.74837161349097,161.08687449222003,154.34146158374685,165.08823876719845,162.30530729539768,162.38487932770477,158.76448776966993,155.50064003908147,154.66873797613957,158.3849361597284,149.81011525012005,144.8478182556335
