,dates,jap0370-0000,jap0370-0001,jap0370-0002,jap0370-0003,jap0370-0004,jap0370-0005,jap0370-0006,jap0370-0007,jap0370-0008,jap0370-0009,jap0370-0010,jap0370-0011,jap0370-0012,jap0370-0013,jap0370-0014,jap0370-0015,jap0370-0016,jap0370-0017,jap0370-0018,jap0370-0019,jap0370-0020,jap0370-0021,jap0370-0022,jap0370-0023,jap0370-0024,jap0370-0025,jap0370-0026,jap0370-0027,jap0370-0028
0,1984-07-02 01:16:26+00:00,155.3076019967947,154.41346513774226,161.21824590523798,163.61262547496165,164.24526016409976,165.61981956702863,165.27832872421163,167.69253857031134,166.0315209841932,173.1989371967269,176.62876108679805,178.09407154200406,179.47940024174048,173.43424423191658,171.32774883846352,180.0416200531369,177.78430290527828,178.7119831707228,175.86000741802937,166.16290407437023,160.50462790604112,162.4715056368999,161.3828553525637,157.21277677284036,154.04877885122863,151.91440659631127,153.39700801368133,145.6953885752294,142.73523229112268
1,1984-07-09 01:22:40+00:00,,,,,,,,,,,,,,,,,,,,,161.46197948974435,163.82204132668755,166.60980410975623,159.4087493337085,161.31991749587417,160.06721021187877,157.3844456398017,144.89875470156596,138.88352691015433
2,1984-10-22 01:17:58+00:00,170.01781430634264,167.8583404350681,169.98898124319513,168.40317042252335,169.56153561422389,173.41565036156865,177.03074637699282,175.55874480439218,173.08540264188653,182.9781590004149,183.36373109941366,184.0609018258488,184.95650364454704,186.0050903871066,181.14643543418038,185.37728584983884,185.9001564213533,181.19604105505493,179.1136551580528,170.604007605032,179.14784924025813,176.02118350684276,170.8759830614245,172.48700955639367,172.7206079622083,171.74898965246052,168.11268238246117,167.32085289721024,159.72939539846206
3,1985-05-02 01:18:05+00:00,168.3786675214032,162.3924595687912,165.5338724809908,163.61064940677525,158.14800535366012,159.35673682363807,156.74821595326128,157.58813178798658,159.81860047969775,159.3770915957505,162.9715648626465,172.86503697091004,169.3535552639091,170.43882773865045,172.72550586954637,177.6205302428803,172.15206196415232,170.15189103311928,161.0306959907487,154.7046010039843,158.93907819103268,151.11878892470605,159.16356770194426,152.10717038101234,152.7847167143234,,,,
4,1986-01-29 01:15:00+00:00,,198.29588618430674,206.5564645765259,178.03418126538094,149.59953400359024,143.52985421800165,145.604487750161,142.08646537789286,146.42343597191265,158.8393937582946,,,,,,,,,,127.97924466721416,143.96883861044674,113.94689869498312,,127.71866861195049,155.4460859297035,147.4424028515997,,,129.97917071484687
5,1986-07-08 01:10:55+00:00,174.1906345257619,169.51538251121843,167.36105023752543,164.8060077252265,165.90070166308115,170.05490303548675,168.72678904218262,169.33562708268857,168.5348382414869,183.65973317571448,182.29097365074506,184.3841415637479,185.4834781576306,185.56303957082264,176.70697938466824,184.7845591351317,177.90880237927388,172.86307394451399,174.39418738255512,163.3037280131628,165.19035646439102,164.41709908031993,163.86982160387794,169.36801914360106,164.79867324382224,164.20244876900836,163.11746382113603,155.80945498263344,145.97545686123715
6,1986-08-09 01:09:48+00:00,,,173.56510484965446,174.46529169735004,171.36594004016263,175.68216384146848,171.98345082583296,179.40351678597568,179.27604970576982,183.6308969988018,188.79989630481862,189.6218156812908,191.77980446744158,192.96798290651242,192.06211115656828,190.90951262938756,185.88610507815372,184.73043450273877,182.63486795281062,178.6858309843576,179.2118770617667,178.0296396041456,176.1902310103581,172.4598809147795,174.54052388655924,173.7110914795254,171.44755109000096,167.94938178958557,159.7948809359038
7,1986-09-10 01:08:37+00:00,168.25965873826516,160.19489791752858,156.6125574327551,150.24590343829024,149.624771685056,157.89786528941778,152.18755141342288,152.08654222853917,158.96935511417908,172.98866193180464,175.3305454830905,176.92908406785617,178.64444942154483,178.24845176066887,178.17914639041018,169.70691356324198,170.26998650289676,167.71673603544883,165.06816447911598,165.53696427154148,166.24907283837894,163.91507937627043,168.72011615221305,169.3266986996381,174.6869292287288,165.24445152898562,162.73471692749192,163.24660206414023,158.30791703495527
8,1986-09-26 01:08:08+00:00,164.064914266844,157.30116804379134,156.41401330321315,155.91606847117657,163.62680213953357,168.38514045097202,164.32423597220333,166.87377441464213,168.22363965051218,178.49056454997768,181.38183928438872,175.54164827016797,175.02299005822806,178.52868006123504,171.32479706516636,172.6055693275543,169.56062877441437,169.0183048072193,174.38302718383608,168.4819767457982,171.09578175280294,167.8016143308388,162.5484312109879,164.96846813321497,169.21631616086992,162.99795131971297,159.1766774025716,152.32295866306737,147.37938306661647
9,1986-12-15 01:06:42+00:00,159.63464336390305,152.83046788987554,152.99567679863455,152.646701482301,163.0084935751032,168.83267774594745,166.43789299707444,164.4438138735084,169.5693303479468,176.02944987919997,179.65389753557605,177.34506335257998,179.2253030436805,178.16285043360472,179.71212972986666,170.64391153511662,173.12959437270453,176.75607050552367,174.77581364447857,170.4177158227763,172.5869131970165,164.5830143281243,163.8653288765791,167.1303033034701,172.5782860803356,162.73621292994545,158.03298655295788,153.44381375821706,142.40965554122806
10,1987-01-16 01:07:39+00:00,169.81832738753315,168.50307541839598,164.42672663883332,170.37000320949437,163.77013978420095,169.91651291361745,179.87993971265027,182.13005192180833,190.25198249653573,191.8976634405807,192.77877120451575,191.8837433626787,197.23289951636977,193.38283743274962,191.69091619841038,190.04478026718442,187.571029944163,187.35726370071154,186.19444383882274,172.9143133436711,180.1453784945508,175.47828311288578,185.03744383931428,183.0359061284764,178.09457259547492,170.97747151763883,172.50891688860503,168.6803981782444,157.55829766832878
11,1987-02-08 01:14:36+00:00,154.9669951147754,149.72752528154558,151.48185849177798,140.88574714014584,141.18017879883539,149.91127043816294,142.33754853615898,152.17601991499095,156.45107964190635,165.87549220785672,169.32894898309507,164.66126833932373,168.17847263524672,162.25670838752688,158.84797781154802,163.27544623814092,158.92371317553125,153.8395830480996,148.0799922261246,122.8784185989792,136.2757259207616,141.51865670012114,153.65211897610834,142.02253003823077,151.6387765277264,145.30314083545198,141.50320361297648,136.1754714173665,130.5419185984013
