,dates,usa_HI_0015-0000,usa_HI_0015-0001,usa_HI_0015-0002,usa_HI_0015-0003,usa_HI_0015-0004,usa_HI_0015-0005,usa_HI_0015-0006,usa_HI_0015-0007,usa_HI_0015-0008,usa_HI_0015-0009,usa_HI_0015-0010,usa_HI_0015-0011
0,1990-08-19 20:14:00+00:00,198.7926358381024,222.71200559252472,209.9585871389712,216.58797195309205,227.90672683480608,207.67249052758902,199.01111364226904,187.38563221624074,182.92291447433308,204.68143749384,225.63135803329402,228.9405772942383
1,1990-09-20 20:13:50+00:00,168.87784035081728,208.7083928311632,201.4756951236934,203.95125327060381,217.51232085603309,202.078480606209,198.89309246858954,181.0132583617466,168.1065919322331,195.94354420235908,204.54827735340035,216.55751714476617
2,1991-10-09 20:18:07+00:00,213.8679190901482,213.0927840023171,206.9014528660419,205.10569656784966,216.160723464278,197.67746507918548,194.70692520136458,176.8782469487983,188.3235166941922,201.51565212688894,215.43026329482683,214.6145897457287
3,1991-10-25 20:18:11+00:00,212.85006093402382,213.79536914971098,202.89280650313256,209.39207706081964,214.9049919365062,203.01933208535644,194.6340832983422,178.7608614499482,186.359338877251,201.14425807158594,207.49758954094986,215.987891868975
4,1991-12-03 20:24:42+00:00,209.6582864907718,210.7162306824244,205.24841025271726,201.5738385518106,205.35046830072358,197.0591870491221,189.89348256055592,188.4480651416428,195.11115992058072,204.60224668316013,193.60464658149368,189.5398825091208
5,1991-12-12 20:18:31+00:00,197.54782027090465,205.09467733448787,199.64721429900743,198.40992236669354,212.40495014525388,200.25214462582073,194.6204428881365,192.89088385460772,193.8444035805141,200.41359827822865,198.861851413595,192.1317147403599
6,1999-07-10 20:53:01+00:00,,,,,,,182.9320752101373,165.06879520953825,160.15286845784857,188.54295153562987,216.18392153204988,220.393214171109
7,1999-07-26 20:53:05+00:00,186.06665362865948,223.7180888003502,206.24907071939003,205.7929312329721,218.87637028117445,173.13211647879277,209.0046234313611,184.66974480939828,168.50374917738984,201.952293413747,215.08422840037585,219.58677828405627
8,1999-10-14 20:53:13+00:00,214.8880336100757,223.1286232492394,209.62071153715092,210.32175794310535,219.5468879176278,206.99702831020196,191.25718972799575,184.81123016226505,175.84552173019333,204.7109594794568,223.80712108921807,230.81727289664332
9,1999-11-15 20:53:07+00:00,213.8680904800982,222.72653969261768,214.8523679905352,215.51235940394997,221.48746108794444,214.5834458215513,201.2892229225003,179.61283081634835,181.46304031900723,207.7237243205689,213.17098642571787,218.46174512734783
10,1999-12-01 20:53:02+00:00,220.46139205287997,223.68916281399612,215.44186290864656,210.11955108369563,227.48129719505692,221.626187128831,223.86570916194626,197.27472842050832,212.82112344710507,214.29108095950022,231.65474522904412,236.36942680371962
11,1999-12-17 20:53:11+00:00,182.76498062238082,193.1478300570801,187.06589400282328,189.68071339764253,196.39543612844258,,,193.28676396346017,215.92201178279086,217.6065212846939,233.68004253576234,231.6063893707723
12,2000-01-02 20:53:03+00:00,211.89231271499966,223.0684656862198,212.5756029406517,207.12198329558646,220.28549743520415,202.47401888082686,209.2891939508918,200.06793804395332,205.85174230163074,208.81304557067142,218.38289523502667,211.70986992693247
13,2000-01-18 20:53:00+00:00,222.2027372405324,225.2704483421892,218.4891827113155,214.432889425933,223.75932453788369,213.37895957510565,213.31541158752844,198.4899557285079,216.95158237886372,218.23529795339124,228.48903436199095,219.33028128889094
14,2000-02-19 20:52:54+00:00,212.73348174213672,221.15039727360684,211.56450932124383,200.33111548228504,215.54691971856994,207.3229975866711,190.6888987974855,216.00438955465276,212.58360492511295,214.13263063119993,211.9208261610055,207.30655494241242
15,2000-04-07 20:52:39+00:00,205.1013197516713,216.3532467104565,203.43958868987207,204.25698207168404,214.62768541526387,202.25499774804294,205.47725813602224,185.57596174041925,199.48745587934977,204.86640561945387,203.83388939407666,192.30341380485916
16,2000-06-19 20:45:53+00:00,216.45915689612556,227.4716882621238,210.35899109051695,222.85747748497795,231.8380073494651,197.94435745025697,200.91055066954712,180.7933660812884,178.8046756290601,,,
17,2000-06-26 20:51:56+00:00,197.71602185094167,199.43300508750522,186.05508924460307,203.34334082730587,214.05255686213602,186.75478031538776,180.28158592124717,170.66838196238845,162.17547951650084,202.0418759484357,216.65854007670404,212.03198420604673
