dates,nzd0085-0000,nzd0085-0001,satname
2016-05-28 22:11:27+00:00,341.18,345.43,L8
2016-06-13 22:11:30+00:00,356.05,353.70,L8
2016-07-15 22:11:46+00:00,354.10,341.89,L8
2016-08-16 22:11:53+00:00,,347.18,L8
2016-09-09 22:14:31+00:00,363.86,350.86,L7
2016-09-25 22:14:33+00:00,345.36,340.96,L7
2016-11-20 22:12:09+00:00,367.63,361.90,L8
2017-01-31 22:13:49+00:00,356.85,359.95,L7
2017-02-16 22:13:47+00:00,360.78,361.42,L7
2017-04-29 22:11:06+00:00,346.33,351.24,L8
2017-05-07 22:14:16+00:00,365.56,350.46,L7
2017-06-08 22:14:24+00:00,368.51,355.33,L7
2017-07-26 22:14:27+00:00,355.94,358.56,L7
2017-08-03 22:11:47+00:00,345.61,343.67,L8
2017-08-11 22:14:25+00:00,361.39,345.38,L7
2017-08-19 22:11:53+00:00,344.19,339.29,L8
2017-09-04 22:11:55+00:00,336.51,343.60,L8
2017-09-20 22:11:58+00:00,353.39,350.92,L8
2018-01-10 22:11:54+00:00,349.30,350.94,L8
2018-01-26 22:11:45+00:00,348.48,349.67,L8
2018-02-03 22:13:27+00:00,343.37,351.42,L7
2018-03-31 22:11:15+00:00,,361.68,L8
2018-04-24 22:12:23+00:00,361.58,351.32,L7
2018-05-18 22:10:46+00:00,368.56,369.84,L8
2018-05-26 22:11:51+00:00,364.02,349.13,L7
2018-06-27 22:11:16+00:00,370.52,356.01,L7
2018-07-05 22:10:54+00:00,369.97,359.36,L8
2018-07-29 22:10:41+00:00,365.17,362.97,L7
2018-08-06 22:11:10+00:00,354.35,343.88,L8
2018-08-14 22:10:23+00:00,358.94,354.77,L7
2018-08-30 22:10:04+00:00,343.96,345.56,L7
2018-09-07 22:11:24+00:00,352.96,340.83,L8
2018-09-23 22:11:29+00:00,352.77,346.28,L8
2019-01-05 22:06:53+00:00,357.09,357.80,L7
2019-02-14 22:11:33+00:00,358.58,350.25,L8
2019-03-02 22:11:29+00:00,346.49,344.13,L8
2019-04-11 22:03:48+00:00,373.94,361.90,L7
2019-05-13 22:02:36+00:00,361.71,348.79,L7
2019-05-21 22:11:27+00:00,377.12,370.63,L8
2019-05-29 22:02:00+00:00,351.51,344.27,L7
2019-06-06 22:11:35+00:00,365.25,362.10,L8
2019-06-22 22:11:40+00:00,345.74,362.06,L8
2019-07-08 22:11:44+00:00,361.79,360.49,L8
2019-07-24 22:11:48+00:00,344.17,347.57,L8
2019-08-09 22:11:55+00:00,353.15,342.06,L8
2019-09-10 22:12:03+00:00,353.31,347.10,L8
2019-10-04 21:56:51+00:00,367.55,360.92,L7
2019-11-21 21:54:43+00:00,,347.34,L7
2019-11-29 22:12:08+00:00,361.97,358.60,L8
2019-12-07 21:53:57+00:00,362.00,346.22,L7
2019-12-23 21:53:08+00:00,362.37,346.67,L7
2019-12-31 22:12:02+00:00,352.76,363.04,L8
2020-01-16 22:11:59+00:00,361.39,363.19,L8
2020-02-01 22:11:53+00:00,363.04,359.76,L8
2020-02-09 21:50:42+00:00,377.90,360.87,L7
2020-02-17 22:11:50+00:00,353.02,347.78,L8
2020-02-25 21:49:52+00:00,372.34,362.18,L7
2020-04-21 22:11:21+00:00,372.13,356.14,L8
2020-05-07 22:11:12+00:00,372.62,360.37,L8
2020-06-08 22:11:24+00:00,363.64,367.79,L8
2020-06-16 21:43:22+00:00,358.74,346.92,L7
2020-06-24 22:11:32+00:00,343.96,344.30,L8
2020-07-02 21:42:25+00:00,,350.56,L7
2020-07-10 22:11:39+00:00,365.56,364.89,L8
2020-07-26 22:11:44+00:00,369.33,359.20,L8
2020-08-27 22:11:56+00:00,361.90,350.25,L8
2020-10-06 21:36:19+00:00,344.00,351.62,L7
2020-11-15 22:12:06+00:00,345.69,346.54,L8
2020-12-17 22:12:09+00:00,353.36,357.26,L8
2021-02-03 22:11:56+00:00,350.45,362.66,L8
2021-02-19 22:11:51+00:00,362.45,358.43,L8
2021-03-31 21:23:31+00:00,336.50,333.90,L7
2021-04-16 21:22:11+00:00,362.47,363.75,L7
2021-04-24 22:11:25+00:00,363.08,348.90,L8
2021-05-02 21:20:50+00:00,,366.96,L7
2021-05-18 21:19:29+00:00,372.68,353.72,L7
2021-05-26 22:11:31+00:00,338.79,325.05,L8
2021-06-03 21:18:07+00:00,365.74,345.03,L7
2021-06-11 22:11:38+00:00,346.19,349.08,L8
2021-06-19 21:16:49+00:00,357.45,346.33,L7
2021-07-13 22:11:43+00:00,354.70,355.94,L8
2021-07-21 21:14:07+00:00,353.27,340.56,L7
2021-08-06 21:12:42+00:00,352.18,345.28,L7
2021-08-22 21:11:18+00:00,345.28,344.01,L7
2021-09-15 22:12:06+00:00,348.79,341.55,L8
2021-10-01 22:12:10+00:00,363.21,353.41,L8
2021-11-06 22:12:48+00:00,351.40,359.37,L9
2021-11-10 21:04:07+00:00,358.23,353.70,L7
2021-11-18 22:12:08+00:00,362.57,355.91,L8
2021-11-26 21:02:34+00:00,366.55,355.24,L7
2022-01-13 20:57:57+00:00,342.73,350.23,L7
2022-01-13 22:12:02+00:00,344.92,343.27,L9
2022-01-21 22:11:59+00:00,353.49,355.95,L8
2022-02-14 22:12:01+00:00,361.69,353.83,L9
2022-02-22 22:11:50+00:00,351.71,364.07,L8
2022-03-02 20:53:13+00:00,336.98,334.76,L7
2022-03-26 22:11:35+00:00,364.06,349.80,L8
2022-05-21 22:11:19+00:00,373.79,362.11,L9
2022-06-09 20:43:06+00:00,345.97,341.35,L7
2022-06-14 22:11:59+00:00,370.06,357.49,L8
2022-06-26 20:42:04+00:00,372.23,,L7
2022-07-08 22:11:39+00:00,350.52,342.67,L9
2022-07-16 22:12:03+00:00,365.14,369.13,L8
2022-08-09 22:11:58+00:00,350.86,343.33,L9
2022-10-23 20:30:45+00:00,352.50,349.85,L7
2022-12-30 20:20:35+00:00,,337.88,L7
2023-02-09 22:12:09+00:00,353.79,364.19,L8
2023-03-01 20:19:07+00:00,348.92,,L7
2023-03-13 22:11:47+00:00,372.77,362.71,L8
2023-03-18 20:14:51+00:00,,356.03,L7
2023-03-21 22:11:55+00:00,365.71,361.26,L9
2023-04-09 20:13:47+00:00,360.55,373.18,L7
2023-05-16 22:11:04+00:00,360.36,347.23,L8
2023-05-24 22:11:17+00:00,355.33,362.20,L9
2023-06-09 22:11:12+00:00,351.61,354.07,L9
2023-06-17 22:11:17+00:00,365.01,353.90,L8
2023-07-11 22:11:24+00:00,364.65,351.83,L9
2023-07-27 22:11:26+00:00,359.12,347.53,L9
2023-08-20 22:11:47+00:00,352.30,352.80,L8
2023-08-28 22:11:44+00:00,342.99,340.69,L9
2023-09-05 22:11:46+00:00,343.17,346.11,L8
2023-09-15 19:51:48+00:00,,350.08,L7
2023-09-29 22:11:50+00:00,344.14,341.30,L9
2023-10-07 22:11:57+00:00,349.81,349.34,L8
2023-10-12 19:48:46+00:00,367.67,,L7
2024-01-11 19:37:01+00:00,353.75,355.53,L7
2024-01-11 22:11:56+00:00,349.77,359.28,L8
2024-02-04 22:12:07+00:00,367.99,353.94,L9
2024-02-12 22:11:54+00:00,354.40,358.08,L8
2024-02-28 22:11:48+00:00,364.50,364.84,L8
2024-04-16 22:11:19+00:00,361.72,351.31,L8
2024-05-10 22:11:24+00:00,364.01,354.32,L9
2024-05-18 22:10:55+00:00,355.09,346.43,L8
2024-05-26 22:11:12+00:00,371.73,365.27,L9
2024-06-11 22:11:06+00:00,352.77,355.63,L9
2024-08-06 22:11:21+00:00,355.94,361.96,L8
2024-11-18 22:11:59+00:00,349.36,346.65,L9
2024-12-04 22:12:00+00:00,354.57,354.63,L9
2024-12-28 22:11:50+00:00,366.91,352.68,L8
2025-01-05 22:11:55+00:00,362.43,369.38,L9
2025-02-06 22:11:55+00:00,366.16,352.14,L9
2025-02-22 22:11:57+00:00,360.58,352.12,L9
2025-03-26 22:11:41+00:00,363.50,347.16,L9
2025-05-05 22:11:12+00:00,346.74,346.56,L8
2025-05-21 22:11:16+00:00,362.94,352.35,L8
2025-05-29 22:11:15+00:00,349.75,342.66,L9
2025-06-06 22:11:18+00:00,336.01,342.50,L8
2025-06-22 22:11:31+00:00,362.73,344.17,L8
2025-06-30 22:11:31+00:00,354.48,361.95,L9
2025-07-16 22:11:36+00:00,353.21,344.57,L9
2025-08-01 22:11:42+00:00,344.26,352.16,L9
2025-08-09 22:11:49+00:00,349.24,355.39,L8
2025-08-25 22:11:51+00:00,336.17,338.69,L8
