dates,nzd0085-0000,nzd0085-0001,satname
1999-09-27 22:04:48+00:00,359.95,355.19,L7
1999-11-14 22:04:42+00:00,355.04,356.15,L7
2000-01-01 22:04:37+00:00,349.44,353.08,L7
2000-01-17 22:04:35+00:00,345.88,348.52,L7
2000-02-18 22:04:29+00:00,347.46,349.11,L7
2000-07-11 22:03:17+00:00,345.43,344.69,L7
2000-10-15 22:01:56+00:00,348.80,342.24,L7
2001-01-03 22:02:12+00:00,353.07,345.58,L7
2001-03-24 22:01:59+00:00,353.96,344.56,L7
2001-08-15 22:00:38+00:00,353.43,346.27,L7
2001-10-02 22:00:04+00:00,350.25,344.71,L7
2001-11-03 22:00:10+00:00,351.07,347.69,L7
2001-12-05 22:00:18+00:00,346.46,344.95,L7
2001-12-21 22:00:29+00:00,347.35,347.26,L7
2002-01-06 22:00:31+00:00,347.47,347.82,L7
2002-01-22 22:00:40+00:00,348.87,348.65,L7
2002-03-27 22:00:37+00:00,347.31,347.70,L7
2002-04-28 22:00:38+00:00,347.61,347.17,L7
2002-06-15 22:00:19+00:00,352.17,347.88,L7
2002-07-01 22:00:15+00:00,352.15,346.57,L7
2002-07-17 22:00:08+00:00,354.11,346.91,L7
2002-08-02 22:00:01+00:00,355.66,346.98,L7
2002-08-18 21:59:57+00:00,355.39,347.23,L7
2002-10-21 21:59:36+00:00,358.06,348.31,L7
2002-11-22 21:59:57+00:00,360.25,349.15,L7
2003-01-09 22:00:09+00:00,357.90,347.93,L7
2003-01-25 22:00:18+00:00,359.33,348.41,L7
2003-07-28 21:48:28+00:00,333.24,321.49,L5
2003-08-05 22:00:11+00:00,344.49,335.39,L7
2003-11-09 22:00:18+00:00,346.79,339.31,L7
2003-11-25 22:00:29+00:00,343.06,336.42,L7
2003-12-19 21:50:27+00:00,345.49,337.78,L5
2004-04-25 21:51:47+00:00,347.69,342.55,L5
2004-05-03 22:00:59+00:00,348.93,343.61,L7
2004-06-20 22:00:50+00:00,349.39,346.70,L7
2004-07-30 21:54:28+00:00,352.24,348.79,L5
2004-09-16 21:55:41+00:00,353.82,349.08,L5
2004-11-19 21:56:55+00:00,353.39,350.77,L5
2005-02-23 21:58:31+00:00,356.14,352.39,L5
2005-03-03 22:01:30+00:00,357.12,353.08,L7
2005-03-11 21:58:44+00:00,357.91,353.27,L5
2005-03-19 22:01:30+00:00,358.90,353.65,L7
2005-03-27 21:58:51+00:00,357.38,354.19,L5
2005-05-30 21:59:15+00:00,358.79,353.55,L5
2005-07-17 21:59:35+00:00,357.57,353.22,L5
2005-07-25 22:01:13+00:00,357.57,354.46,L7
2005-08-26 22:01:03+00:00,355.70,352.59,L7
2005-10-13 22:00:54+00:00,350.47,349.68,L7
2005-11-30 22:01:24+00:00,349.52,348.57,L7
2006-01-17 22:01:43+00:00,351.97,349.68,L7
2006-02-18 22:01:53+00:00,350.10,345.59,L7
2006-03-14 22:02:55+00:00,348.37,348.41,L5
2006-04-15 22:03:30+00:00,351.06,351.61,L5
