dates,nzd0538-0000,nzd0538-0001,nzd0538-0002,nzd0538-0003,nzd0538-0004,nzd0538-0005,nzd0538-0006,nzd0538-0007,nzd0538-0008,nzd0538-0009,nzd0538-0010,nzd0538-0011,nzd0538-0012,nzd0538-0013,nzd0538-0014,nzd0538-0015,nzd0538-0016,nzd0538-0017,nzd0538-0018,nzd0538-0019,satname
1999-08-17 22:13:37+00:00,326.28,314.29,323.07,331.43,350.56,345.42,352.10,374.26,365.42,346.08,347.38,360.51,369.42,,315.33,313.18,314.77,322.78,336.57,322.30,L7
1999-10-04 22:13:49+00:00,338.17,322.69,327.19,330.62,343.13,338.39,344.11,356.52,348.77,328.43,324.64,345.10,361.63,356.67,320.58,319.77,325.83,329.73,333.96,292.01,L7
1999-10-13 22:07:36+00:00,332.88,326.74,330.94,337.78,344.29,342.29,338.59,352.72,343.52,337.33,333.36,343.20,350.33,,324.79,322.68,321.96,332.83,327.42,327.00,L7
1999-11-05 22:13:40+00:00,333.10,323.97,329.36,328.74,346.27,337.89,342.35,361.82,351.44,336.06,333.39,341.41,353.92,,310.48,308.11,310.03,319.06,332.42,329.17,L7
1999-12-07 22:13:41+00:00,360.11,334.74,330.38,345.63,357.29,362.26,355.61,370.46,366.98,346.75,343.69,352.71,361.93,373.43,336.42,331.33,344.79,,,325.12,L7
1999-12-16 22:07:33+00:00,355.17,327.08,336.37,340.47,352.39,355.58,357.49,379.93,371.25,357.46,341.92,358.16,373.75,362.66,324.42,322.24,329.60,343.95,346.50,321.21,L7
2000-02-02 22:07:23+00:00,337.54,333.64,340.49,343.57,349.05,347.83,352.26,370.31,362.10,343.98,336.47,351.10,369.79,378.47,332.06,330.94,331.31,336.69,344.06,320.14,L7
2000-03-21 22:07:12+00:00,362.96,347.30,336.24,343.56,349.19,353.30,361.44,376.57,372.98,366.95,365.65,369.17,367.60,363.55,351.84,342.24,338.61,344.93,320.85,347.00,L7
2000-05-08 22:06:44+00:00,333.01,336.49,338.81,345.14,353.61,353.38,358.27,364.18,362.63,350.86,341.78,353.87,369.92,364.70,337.18,332.20,330.18,333.23,338.90,344.69,L7
2000-05-15 22:12:54+00:00,,326.00,329.75,331.53,347.87,344.93,356.05,363.82,356.11,345.84,339.86,352.17,373.96,,,,,,,342.18,L7
2000-05-31 22:12:42+00:00,301.87,,,310.25,320.62,331.32,328.59,336.27,347.15,322.49,332.04,329.59,335.72,,306.71,300.63,298.36,310.81,306.43,317.82,L7
2000-08-12 22:05:41+00:00,311.62,314.24,319.19,333.45,346.56,342.47,338.32,352.11,344.85,332.43,331.83,346.59,346.92,336.13,313.73,313.33,312.30,321.35,316.50,316.84,L7
2000-08-19 22:11:49+00:00,292.05,288.02,,360.27,,,,,,,,,,,,,,,,,L7
2000-09-20 22:11:14+00:00,337.45,318.80,319.71,328.63,330.94,337.89,352.05,368.00,363.32,345.68,335.53,346.99,365.57,356.60,320.03,315.88,319.45,322.76,337.52,308.93,L7
