dates,nzd0538-0000,nzd0538-0001,nzd0538-0002,nzd0538-0003,nzd0538-0004,nzd0538-0005,nzd0538-0006,nzd0538-0007,nzd0538-0008,nzd0538-0009,nzd0538-0010,nzd0538-0011,nzd0538-0012,nzd0538-0013,nzd0538-0014,nzd0538-0015,nzd0538-0016,nzd0538-0017,nzd0538-0018,nzd0538-0019,satname
2004-03-23 22:10:04+00:00,337.04,324.01,327.93,339.12,347.61,343.77,349.31,372.60,363.49,346.86,340.36,353.02,363.56,368.43,332.46,323.21,334.44,327.90,335.02,329.97,L7
2004-03-31 21:59:59+00:00,337.42,324.07,328.00,337.09,345.88,344.07,349.32,371.08,363.27,347.33,342.09,354.88,364.55,367.63,333.09,324.96,334.81,326.13,333.45,330.75,L5
2004-04-08 22:10:00+00:00,337.76,324.67,328.10,332.72,341.60,340.66,346.35,369.93,362.03,348.07,342.60,356.67,365.81,367.28,335.50,326.92,333.65,326.90,331.71,330.42,L7
2004-05-02 22:00:57+00:00,336.45,324.38,330.84,339.91,344.25,341.28,345.99,368.16,360.98,349.43,343.21,356.59,367.40,367.28,335.50,326.92,333.65,325.97,331.07,330.85,L5
2004-05-03 22:03:47+00:00,334.36,323.91,329.99,340.26,344.61,341.28,345.99,368.16,360.98,349.43,343.21,356.79,367.53,367.00,334.36,327.02,333.59,327.92,332.41,331.24,L7
2004-05-18 22:01:26+00:00,335.86,327.17,332.43,341.75,346.30,341.92,346.61,369.54,363.09,351.10,344.16,356.77,368.75,369.18,336.20,328.80,335.98,330.16,334.65,330.25,L5
2004-05-26 22:09:57+00:00,336.91,328.07,332.82,342.19,347.15,343.88,348.87,370.24,365.00,353.09,345.98,356.77,368.75,369.18,336.20,330.11,336.29,331.23,335.29,331.08,L7
2004-06-04 22:03:43+00:00,338.11,329.18,331.58,342.19,347.15,343.88,348.87,370.24,365.81,355.12,349.16,358.96,368.58,368.35,336.20,328.82,333.49,331.23,335.29,331.08,L7
2004-06-12 21:55:59+00:00,339.83,331.80,333.26,344.12,349.16,345.88,350.82,371.12,367.13,356.36,350.15,361.33,371.16,370.36,339.36,330.54,334.79,333.21,337.65,331.83,L5
2004-06-27 22:09:48+00:00,339.96,331.79,333.33,343.50,347.10,346.74,352.90,371.86,369.06,357.67,351.42,363.40,372.44,368.72,337.60,329.42,334.01,332.49,336.55,332.60,L7
2004-07-06 22:03:36+00:00,339.37,332.10,333.42,343.68,347.04,345.66,352.90,369.76,369.06,357.67,351.42,363.40,372.44,369.89,337.47,329.99,334.24,333.07,337.02,333.49,L7
2004-07-29 22:09:38+00:00,338.81,332.35,333.39,343.69,347.18,346.11,353.62,369.76,369.06,357.67,351.42,363.80,373.06,369.89,337.02,330.12,334.22,333.84,337.33,334.23,L7
2004-07-30 21:57:15+00:00,337.85,332.04,334.52,343.68,347.70,346.60,354.75,371.41,371.45,358.93,353.83,365.75,374.14,369.45,336.79,329.86,333.52,334.12,338.13,334.80,L5
2004-09-08 22:03:17+00:00,337.68,331.75,333.99,343.38,348.19,347.43,354.95,371.41,371.45,358.93,353.83,365.75,374.09,368.87,335.92,329.45,333.05,334.62,338.58,333.82,L7
2004-09-23 22:04:50+00:00,336.87,332.19,333.76,344.25,348.41,347.94,356.29,369.50,373.65,359.18,354.16,366.49,375.97,368.01,336.59,331.54,333.19,337.90,340.00,331.40,L5
2004-09-24 22:03:12+00:00,336.60,331.35,332.84,344.25,348.41,347.94,356.29,369.50,372.92,358.02,352.52,364.97,375.44,367.63,335.74,331.02,332.89,337.90,340.00,331.40,L7
2004-10-01 22:09:21+00:00,336.38,331.64,332.74,345.40,349.60,349.08,357.77,372.04,373.15,358.01,351.44,364.42,375.89,367.92,335.69,330.94,332.16,338.67,340.52,330.70,L7
2004-10-17 22:09:26+00:00,336.77,330.82,331.47,346.07,351.74,351.36,359.27,371.66,372.61,358.01,351.44,364.04,375.55,367.15,333.48,329.07,330.99,336.63,340.11,329.65,L7
2005-01-13 22:06:52+00:00,337.60,328.16,328.50,340.10,352.02,354.27,360.88,376.32,371.19,354.25,346.76,361.13,372.14,361.61,329.44,325.96,327.89,334.48,341.13,326.19,L5
2005-02-14 22:07:21+00:00,340.32,327.66,326.81,341.09,354.25,357.12,360.80,374.60,368.21,350.90,341.33,354.44,366.73,360.94,327.98,324.50,329.09,334.60,340.29,322.85,L5
2005-03-03 22:04:17+00:00,340.22,326.76,326.71,340.65,353.84,355.18,360.80,374.60,368.21,350.90,341.33,354.44,367.64,360.84,327.90,323.86,328.23,334.66,339.11,321.83,L7
2005-03-10 22:10:29+00:00,343.58,329.90,328.15,341.89,356.17,354.76,363.45,374.60,368.21,350.90,347.36,358.56,367.37,361.23,328.16,326.23,330.30,334.67,338.15,326.03,L7
2005-04-04 22:04:14+00:00,347.72,334.05,332.83,343.82,360.71,357.12,363.80,375.29,370.86,354.79,356.37,365.57,367.82,362.07,329.11,327.89,330.98,336.14,336.60,328.90,L7
2005-04-11 22:10:22+00:00,347.72,334.05,332.83,343.82,360.71,357.33,362.10,369.71,370.86,354.79,356.37,357.51,360.91,362.07,329.11,327.89,330.98,336.14,336.60,328.90,L7
2005-04-20 22:04:08+00:00,348.97,336.83,336.43,346.26,360.71,354.49,362.90,370.09,372.97,354.06,354.21,359.19,362.72,361.39,331.77,330.38,333.78,339.77,337.80,331.54,L7
2005-04-27 22:10:21+00:00,348.68,339.57,339.31,346.26,360.71,354.49,362.90,374.82,374.17,356.89,354.84,361.73,364.35,363.26,332.62,331.24,334.10,340.46,337.80,331.54,L7
2005-05-13 22:10:24+00:00,350.26,339.57,339.31,346.26,360.71,354.49,362.90,374.82,374.17,356.89,354.84,361.73,364.35,363.26,333.19,331.24,334.10,340.46,337.80,331.54,L7
2005-06-14 22:10:13+00:00,350.76,342.25,341.33,349.82,363.43,357.30,365.70,377.79,378.17,356.89,354.84,361.73,364.35,366.36,335.93,334.55,336.21,342.62,342.67,333.30,L7
2005-06-15 22:02:10+00:00,348.35,340.97,340.17,347.80,362.06,355.87,365.83,377.56,378.60,358.91,354.71,363.58,367.01,365.54,334.96,333.05,335.15,342.25,340.67,328.96,L5
2005-06-22 22:08:22+00:00,348.87,340.84,340.90,346.78,361.42,354.73,365.71,377.56,382.09,362.77,357.74,365.19,368.16,364.99,333.45,331.58,334.05,340.06,340.67,332.89,L5
2005-06-23 22:04:01+00:00,350.21,343.36,342.02,346.58,362.04,353.97,365.38,379.69,383.10,362.77,357.74,365.19,368.16,364.99,333.45,329.46,330.82,340.06,340.67,332.89,L7
2005-07-08 22:08:27+00:00,352.89,343.91,342.46,345.18,360.82,352.22,365.38,379.22,383.10,364.08,357.66,367.12,370.41,366.43,333.45,329.70,330.33,341.03,343.67,335.27,L5
2005-07-09 22:04:02+00:00,352.88,344.51,343.63,345.48,360.90,352.33,365.72,379.22,383.10,364.08,357.66,367.12,370.41,367.38,333.83,329.88,330.67,343.44,346.47,337.44,L7
2005-07-16 22:10:12+00:00,352.05,344.11,343.79,344.96,360.68,351.04,365.70,379.87,385.09,365.45,359.81,369.89,372.54,368.09,333.50,329.55,330.16,343.32,345.19,337.95,L7
2005-07-25 22:04:01+00:00,350.74,343.43,342.93,344.37,359.64,350.33,364.43,378.52,383.18,365.45,359.81,369.89,372.54,368.09,333.48,329.68,329.81,341.86,343.82,337.45,L7
2005-08-09 22:08:46+00:00,348.57,341.97,342.09,344.01,358.52,350.26,363.61,377.84,382.25,365.56,359.45,369.07,372.14,366.98,332.40,328.56,328.70,339.77,340.48,335.85,L5
2005-08-17 22:10:06+00:00,349.24,342.75,342.29,343.17,358.23,349.31,363.35,377.71,382.78,368.04,359.86,369.92,374.22,367.48,332.69,328.93,327.73,339.21,340.11,335.65,L7
2005-08-26 22:03:51+00:00,349.41,342.46,342.08,343.99,358.50,350.01,363.35,377.71,382.78,368.04,359.86,370.07,374.60,367.36,332.92,328.91,328.48,340.09,339.62,336.41,L7
2005-09-02 22:09:58+00:00,348.46,343.34,343.15,344.02,357.42,349.04,363.35,378.69,382.99,367.31,359.33,370.07,374.82,368.01,333.42,329.40,328.64,339.71,340.79,337.58,L7
2005-09-10 22:08:55+00:00,347.18,341.27,342.49,343.76,356.53,349.35,362.23,378.38,382.53,367.15,357.04,368.14,374.28,367.69,332.55,327.86,327.31,339.03,340.31,336.93,L5
2005-10-13 22:03:42+00:00,348.02,341.93,342.81,344.81,357.04,349.22,364.35,381.89,382.53,367.15,357.04,371.62,378.38,368.61,333.97,328.54,328.78,340.56,343.33,340.65,L7
2005-10-28 22:08:48+00:00,348.26,341.05,342.46,346.05,357.92,350.28,364.56,380.79,383.23,368.07,356.03,371.99,379.75,368.17,333.79,328.00,328.20,340.26,343.33,340.65,L5
2005-11-06 22:02:46+00:00,347.18,340.27,342.26,346.15,358.10,351.37,365.39,381.01,382.73,368.41,356.87,372.22,379.76,367.67,333.47,328.15,328.46,339.37,343.05,340.47,L5
2005-11-13 22:09:08+00:00,344.96,340.27,342.26,346.15,356.02,350.18,363.93,379.20,381.46,367.23,357.10,370.87,379.00,368.96,334.02,327.99,328.51,338.50,342.33,340.12,L5
2006-01-01 22:04:22+00:00,343.24,337.08,339.52,345.27,353.84,350.43,360.33,375.54,376.11,366.41,356.99,369.69,378.37,369.16,334.05,328.43,329.55,339.07,341.39,339.90,L7
2006-02-18 22:04:40+00:00,339.89,334.08,337.44,347.51,354.79,354.12,361.00,376.83,377.56,365.62,357.28,365.59,374.19,368.36,335.26,327.52,330.88,336.70,339.80,339.24,L7
2006-03-14 22:05:42+00:00,342.86,337.77,340.23,349.08,356.27,358.21,361.84,375.43,375.91,366.16,358.75,366.38,370.59,361.13,339.84,331.88,335.75,336.35,339.85,337.88,L5
2006-03-22 22:04:42+00:00,342.86,337.77,340.23,349.08,356.27,357.29,361.76,375.11,377.22,366.93,360.74,368.22,373.75,363.82,339.84,331.88,335.75,336.35,339.85,337.88,L7
2006-03-29 22:10:52+00:00,342.86,342.04,342.57,348.48,357.94,360.14,363.77,377.10,380.56,371.27,365.93,374.35,373.75,363.82,339.84,331.88,335.75,338.45,339.26,334.98,L7
2006-04-22 22:12:36+00:00,343.31,343.17,343.40,348.65,356.93,359.44,362.23,376.26,382.06,372.73,367.50,378.02,378.52,366.83,341.23,330.13,330.56,338.79,341.41,333.83,L5
2006-04-30 22:10:50+00:00,345.32,343.59,342.44,346.61,355.29,359.97,362.55,376.47,382.85,374.43,371.58,378.02,378.52,366.83,341.23,330.13,330.56,338.79,341.41,333.83,L7
2006-06-01 22:10:50+00:00,352.72,343.40,343.01,346.42,359.93,363.47,363.36,378.15,384.95,375.83,371.69,380.65,379.97,363.01,343.32,332.86,330.71,342.79,343.04,332.47,L7
2006-06-25 22:13:31+00:00,349.23,343.70,343.34,346.03,360.02,363.59,365.12,378.15,387.17,378.71,371.53,380.67,381.47,364.41,339.81,331.67,328.28,342.79,350.62,339.23,L5
2006-07-03 22:10:40+00:00,349.23,343.70,342.99,344.88,357.74,360.99,366.03,377.08,386.01,375.41,367.94,378.62,379.45,364.41,339.81,331.67,328.28,337.95,347.08,342.52,L7
2006-07-12 22:04:25+00:00,349.23,343.70,342.99,343.67,356.09,358.80,363.23,376.91,383.57,370.66,363.62,374.99,379.45,364.41,339.81,331.67,328.28,335.27,344.98,343.09,L7
2006-07-27 22:13:58+00:00,347.03,342.67,343.55,345.19,357.11,360.73,364.93,379.75,384.39,370.52,363.15,375.11,378.85,365.04,338.29,331.59,329.23,336.29,345.38,345.09,L5
2006-08-04 22:10:28+00:00,344.93,340.31,341.21,344.66,356.64,359.31,364.49,378.92,384.39,370.52,363.15,374.71,378.24,364.47,336.24,330.50,328.95,336.17,345.61,342.14,L7
2006-08-05 22:07:55+00:00,345.32,339.25,342.24,346.21,357.89,360.12,365.64,380.11,384.83,370.83,362.22,374.37,378.67,366.09,336.66,330.83,332.19,338.07,346.77,342.22,L5
2006-08-20 22:10:26+00:00,343.80,338.21,343.32,346.71,358.31,360.42,364.60,378.70,382.83,367.87,361.00,372.78,377.00,365.14,336.02,330.72,334.06,339.68,347.64,342.61,L7
2006-08-28 22:14:23+00:00,342.07,336.97,342.30,346.77,358.69,360.86,364.44,378.57,382.68,367.43,360.61,372.53,375.62,364.26,335.05,329.47,332.24,338.01,345.61,341.78,L5
2006-09-13 22:14:35+00:00,339.55,334.62,341.59,346.92,358.82,360.51,364.56,378.84,382.59,365.79,358.92,371.81,375.96,365.63,333.11,327.10,331.07,338.71,346.75,340.87,L5
2006-09-14 22:04:09+00:00,339.94,333.94,341.38,346.89,358.71,360.15,364.56,378.84,382.59,365.79,358.92,371.98,376.00,365.99,333.05,327.02,330.80,338.58,346.55,337.97,L7
2006-09-21 22:10:16+00:00,340.12,335.38,342.62,347.49,359.08,360.93,364.84,379.38,382.36,365.10,357.68,370.91,374.55,366.02,333.43,328.03,331.93,338.97,347.10,337.97,L7
2007-01-04 22:04:49+00:00,339.27,334.31,344.54,350.54,361.38,359.66,362.35,379.87,376.97,355.26,353.00,366.49,370.80,364.56,334.06,329.75,337.11,337.74,344.57,333.54,L7
2007-02-28 22:11:16+00:00,344.23,341.24,348.65,353.00,363.24,358.67,367.12,380.66,374.27,354.19,357.41,367.60,371.03,365.93,337.28,333.91,339.87,338.22,346.79,326.19,L7
2007-03-09 22:05:07+00:00,343.92,340.76,348.05,353.65,363.23,358.70,362.69,380.66,374.27,354.19,357.41,367.60,371.03,366.62,337.65,333.93,338.85,338.11,348.35,329.87,L7
2007-03-16 22:11:19+00:00,347.00,346.43,348.89,353.63,362.62,357.87,358.03,368.55,372.04,363.30,363.59,368.97,371.76,370.11,341.61,338.06,338.94,335.99,349.12,339.89,L7
2007-06-13 22:04:52+00:00,350.35,345.24,347.36,353.52,362.50,357.12,358.03,368.55,372.04,,369.88,377.62,379.88,373.38,346.29,338.79,341.34,338.30,349.95,341.40,L7
2007-07-06 22:11:01+00:00,346.45,339.49,344.08,352.64,359.87,358.50,361.93,375.93,378.31,371.27,369.61,379.56,381.67,374.65,343.73,335.50,338.16,338.83,347.69,343.22,L7
2007-07-15 22:04:48+00:00,346.45,339.49,344.08,352.64,362.79,358.50,367.89,384.20,384.10,384.07,378.93,386.30,387.80,374.65,343.73,335.50,338.16,338.83,347.69,347.87,L7
2007-08-07 22:10:52+00:00,342.89,333.05,337.27,345.28,357.06,355.11,365.60,379.06,384.10,384.07,378.93,386.30,382.04,368.64,337.64,329.84,333.90,337.21,344.56,347.87,L7
2007-09-01 22:04:31+00:00,343.06,331.91,335.78,344.07,356.81,353.78,363.12,376.44,377.97,369.80,371.78,379.88,375.97,368.47,338.03,329.15,334.29,338.95,344.84,346.95,L7
2007-09-08 22:10:38+00:00,342.22,328.57,332.72,341.27,355.23,352.51,364.09,375.23,373.60,362.39,364.49,372.93,371.77,367.92,331.53,323.35,331.22,335.85,342.41,347.42,L7
2007-09-09 22:07:45+00:00,340.59,327.34,333.16,342.30,354.35,351.96,361.96,374.87,370.89,358.32,359.70,368.57,368.91,368.15,329.74,321.23,329.24,334.67,341.74,344.32,L5
2007-11-20 22:04:46+00:00,341.81,327.41,332.76,341.81,352.17,348.36,361.21,374.90,370.66,358.32,359.70,368.57,368.91,366.99,327.34,319.24,328.20,334.09,339.78,338.16,L7
2007-11-27 22:11:00+00:00,341.81,327.41,333.74,342.56,352.06,347.99,359.36,373.62,369.90,356.00,357.11,365.50,367.20,366.99,327.34,319.24,328.20,333.22,338.18,335.18,L7
2007-12-06 22:04:52+00:00,341.81,327.41,333.74,342.29,350.97,346.88,357.01,371.47,367.03,352.84,353.25,361.71,364.44,366.99,327.34,319.24,328.20,330.94,335.76,332.06,L7
2007-12-22 22:04:56+00:00,338.03,328.10,333.77,341.88,350.47,347.12,355.67,371.47,367.03,352.84,350.17,358.41,360.58,360.48,320.26,313.89,321.75,326.88,331.13,328.22,L7
2008-01-07 22:04:58+00:00,340.15,327.09,333.81,339.55,348.19,344.91,353.92,369.99,364.33,349.88,345.20,352.41,360.42,364.04,322.82,315.73,320.16,326.77,329.88,326.25,L7
2008-03-18 22:10:55+00:00,346.40,330.65,337.11,340.50,345.16,342.16,344.05,362.58,361.86,344.51,336.87,344.73,355.15,368.93,329.19,318.54,320.66,326.25,327.84,311.78,L7
2008-04-12 22:04:44+00:00,346.40,330.65,337.11,340.50,345.92,343.51,345.83,365.43,363.78,346.05,337.03,347.05,358.23,368.93,329.19,318.54,320.66,326.25,332.51,315.81,L7
2008-05-05 22:10:50+00:00,339.89,327.67,334.57,340.50,345.92,343.51,346.18,366.82,363.78,341.66,335.16,347.47,357.21,364.42,325.44,318.01,320.77,326.25,332.51,315.81,L7
2008-07-08 22:10:15+00:00,320.37,315.12,322.57,331.38,345.82,346.34,346.23,367.28,362.18,338.45,334.25,352.12,361.34,350.91,314.19,313.19,316.62,323.35,341.88,322.24,L7
2008-07-17 22:03:58+00:00,321.36,317.77,323.51,332.84,346.52,345.86,347.93,367.28,362.18,338.45,334.25,352.12,361.34,363.93,318.67,317.88,320.84,328.19,342.26,324.56,L7
2008-07-24 22:10:04+00:00,321.36,317.77,323.51,332.84,346.52,343.19,347.57,362.84,356.19,336.10,331.89,349.69,357.35,358.98,317.63,317.88,320.84,328.19,336.29,324.56,L7
2008-08-09 22:09:59+00:00,323.45,318.60,323.04,331.84,344.35,343.33,348.70,363.09,356.37,337.12,331.89,349.69,357.35,355.75,317.94,316.44,320.83,327.72,334.52,321.25,L7
2008-08-18 22:03:44+00:00,323.45,318.60,324.52,333.04,344.41,344.81,348.19,364.70,356.37,333.00,329.38,347.13,357.35,355.75,317.94,316.44,320.83,328.48,336.42,321.25,L7
