dates,satname,nzd0158-0000,nzd0158-0001,nzd0158-0002,nzd0158-0003,nzd0158-0004,nzd0158-0005,nzd0158-0006,nzd0158-0007,nzd0158-0008,nzd0158-0009
1999-07-18 21:58:49+00:00,L7,,,,,,,343.80,337.11,328.66,328.40
1999-10-22 21:58:52+00:00,L7,386.38,381.24,391.07,374.97,379.09,380.94,377.20,371.04,368.71,392.90
1999-12-09 21:58:57+00:00,L7,383.48,378.03,375.20,371.43,370.12,366.58,363.72,363.31,355.14,370.65
2000-02-27 21:58:16+00:00,L7,391.71,385.80,392.79,389.21,382.71,375.09,382.56,375.83,375.62,393.41
2000-03-14 21:58:11+00:00,L7,387.64,385.76,380.08,388.82,379.62,372.24,375.93,369.45,370.19,389.12
2000-03-30 21:58:33+00:00,L7,385.57,383.36,378.73,389.01,379.20,371.33,373.74,369.53,373.80,382.89
2000-05-01 21:58:18+00:00,L7,390.37,381.78,387.36,386.17,379.87,374.04,377.85,374.67,372.97,391.70
2000-06-18 21:57:51+00:00,L7,372.37,375.70,374.65,368.85,373.27,363.05,357.58,356.56,351.19,366.48
2000-08-05 21:56:44+00:00,L7,382.24,371.23,370.34,364.42,353.53,336.87,351.16,347.88,350.62,364.63
2001-01-12 21:56:06+00:00,L7,374.37,375.67,371.79,365.92,357.36,363.35,347.03,360.05,358.28,358.87
2001-06-05 21:55:40+00:00,L7,392.19,394.14,390.86,390.90,381.61,376.60,380.57,371.88,371.93,382.63
2001-06-21 21:55:29+00:00,L7,384.24,378.11,375.99,377.67,373.93,362.40,,,,372.28
2001-09-09 21:54:12+00:00,L7,385.20,378.60,374.37,382.48,368.81,363.28,350.59,363.61,365.11,373.69
2001-09-25 21:54:28+00:00,L7,390.31,383.25,381.14,382.68,377.15,372.06,381.38,376.37,373.38,384.80
2001-10-11 21:53:46+00:00,L7,388.67,381.84,380.32,376.17,377.75,375.61,375.13,371.82,365.65,387.13
2002-01-15 21:54:47+00:00,L7,363.16,362.40,369.28,364.07,361.24,348.01,342.57,351.93,347.91,359.21
2002-04-05 21:54:49+00:00,L7,,,,,,,,,,
2002-08-27 21:53:36+00:00,L7,383.26,377.92,370.99,381.86,372.16,365.87,350.44,364.15,363.59,371.08
2002-10-14 21:53:19+00:00,L7,385.09,384.27,386.16,389.20,382.96,379.39,382.10,379.93,379.46,392.31
2002-10-30 21:53:25+00:00,L7,381.25,378.60,378.27,388.92,379.69,377.30,,,,
2002-12-01 21:53:52+00:00,L7,379.17,380.55,385.45,387.51,382.12,386.36,383.84,379.52,379.53,417.80
2003-01-02 21:54:22+00:00,L7,364.79,368.88,372.67,372.62,371.09,365.49,371.00,370.37,370.14,377.61
2003-01-18 21:54:30+00:00,L7,383.52,377.08,377.43,368.99,377.41,367.10,379.42,373.27,366.74,382.65
2003-05-10 21:54:22+00:00,L7,387.26,386.97,379.88,388.11,380.51,365.97,376.97,371.59,371.24,381.12
2003-05-26 21:54:19+00:00,L7,389.84,381.01,383.78,381.24,377.28,380.00,381.24,371.23,360.71,377.17
2003-07-21 21:42:33+00:00,L5,,,400.60,386.23,380.72,382.52,375.28,374.71,373.67,380.15
2003-08-06 21:42:27+00:00,L5,402.19,400.57,391.26,387.09,381.01,383.06,385.12,376.28,374.19,388.33
2003-08-30 21:54:22+00:00,L7,367.26,373.14,369.07,361.99,358.13,335.17,353.47,,,
2003-09-07 21:43:24+00:00,L5,392.41,388.71,380.37,382.27,374.32,372.56,377.55,376.01,371.11,385.81
2003-09-23 21:43:39+00:00,L5,389.57,381.92,374.11,,,,,,,
2003-10-17 21:53:51+00:00,L7,,,,,,,,,373.77,380.36
2003-11-02 21:54:02+00:00,L7,374.66,373.41,373.15,374.17,371.21,359.67,363.11,,,
2003-11-18 21:54:39+00:00,L7,383.24,377.80,381.86,377.84,377.71,373.41,378.64,373.77,373.47,383.94
2003-12-04 21:54:43+00:00,L7,384.41,384.07,395.17,,,,,,,392.95
2004-01-05 21:54:33+00:00,L7,373.28,376.20,372.97,369.30,374.45,371.44,374.86,,,
2004-01-21 21:54:39+00:00,L7,374.11,374.97,373.70,366.72,367.94,361.08,369.12,368.22,362.80,374.51
2004-02-06 21:54:44+00:00,L7,378.37,374.28,371.52,371.31,371.46,362.98,364.14,368.55,364.82,373.51
2004-02-14 21:44:33+00:00,L5,383.36,376.55,377.67,384.44,378.37,365.63,376.44,375.76,374.38,385.61
2004-03-01 21:44:38+00:00,L5,383.34,385.27,380.07,380.82,377.92,368.24,370.68,372.14,367.63,376.64
2004-03-25 21:55:18+00:00,L7,378.38,376.53,371.56,368.54,359.99,338.80,347.01,367.39,362.74,371.28
2004-04-02 21:45:18+00:00,L5,389.81,391.54,394.22,390.76,387.29,390.68,390.23,387.96,382.51,387.95
2004-04-18 21:45:25+00:00,L5,382.09,379.05,377.28,378.12,371.27,369.78,370.94,378.19,376.28,385.29
2004-05-04 21:46:16+00:00,L5,380.95,379.48,386.99,389.82,374.50,369.46,374.92,372.79,371.39,381.79
2004-05-20 21:46:44+00:00,L5,380.41,374.84,375.33,375.46,369.78,357.92,364.32,371.39,371.60,375.64
2004-06-21 21:47:40+00:00,L5,363.75,,471.56,,358.55,357.03,352.72,357.31,360.38,359.22
2004-07-23 21:48:33+00:00,L5,386.73,384.48,388.44,384.25,381.86,374.77,370.26,376.23,375.75,386.07
2004-08-16 21:54:50+00:00,L7,383.73,385.96,,,,,,,355.43,372.30
2004-09-25 21:49:43+00:00,L5,388.99,386.51,389.46,389.19,385.71,383.11,385.42,386.84,378.71,392.77
2004-11-04 21:54:55+00:00,L7,375.62,374.72,374.81,373.96,378.20,378.11,375.95,372.94,373.38,396.93
