dates,nzd0158-0000,nzd0158-0001,nzd0158-0002,nzd0158-0003,nzd0158-0004,nzd0158-0005,nzd0158-0006,nzd0158-0007,nzd0158-0008,nzd0158-0009,satname
1999-07-18 21:58:49+00:00,,,,,,,353.25,344.04,336.66,,L7
1999-10-22 21:58:52+00:00,378.60,373.00,385.69,366.22,371.31,372.19,358.86,352.88,347.30,385.53,L7
1999-12-09 21:58:57+00:00,384.32,378.99,382.72,372.51,374.00,373.07,364.06,358.98,352.94,381.19,L7
2000-02-27 21:58:16+00:00,386.60,381.06,385.95,377.87,376.71,373.53,373.52,369.35,365.67,385.09,L7
2000-03-14 21:58:11+00:00,385.80,381.12,383.75,379.42,376.38,372.02,372.40,368.11,365.34,385.10,L7
2000-03-30 21:58:33+00:00,384.69,380.44,382.01,380.14,375.88,370.68,370.92,367.11,365.55,383.65,L7
2000-05-01 21:58:18+00:00,385.53,380.59,381.30,382.43,376.08,369.35,371.12,367.89,366.47,383.45,L7
2000-06-18 21:57:51+00:00,382.84,379.63,380.86,381.39,376.24,368.12,369.13,365.98,365.03,382.17,L7
2000-08-05 21:56:44+00:00,383.74,379.29,379.80,379.68,373.46,364.04,367.77,364.16,364.02,380.19,L7
2001-01-12 21:56:06+00:00,387.86,383.56,377.68,375.92,365.00,360.86,364.73,365.43,367.68,370.80,L7
2001-06-05 21:55:40+00:00,388.73,390.67,385.10,384.53,374.93,376.10,372.71,372.50,372.64,375.90,L7
2001-06-21 21:55:29+00:00,386.86,386.09,381.80,381.83,374.23,371.12,372.71,372.50,372.64,374.35,L7
2001-09-09 21:54:12+00:00,387.58,384.01,380.66,384.10,375.15,367.84,367.39,369.07,370.06,376.55,L7
2001-09-25 21:54:28+00:00,387.43,382.94,380.20,382.81,374.82,367.96,370.24,370.17,369.62,377.82,L7
2001-10-11 21:53:46+00:00,386.79,381.78,379.61,380.48,374.52,368.49,369.64,369.25,367.09,378.84,L7
2002-01-15 21:54:47+00:00,383.22,377.99,377.24,377.91,372.63,366.30,364.69,367.60,364.94,377.52,L7
2002-08-27 21:53:36+00:00,390.48,385.57,375.99,389.99,379.38,374.00,362.26,372.82,373.59,377.92,L7
2002-10-14 21:53:19+00:00,385.89,382.92,379.76,387.47,379.28,374.57,369.09,374.11,373.91,383.33,L7
2002-10-30 21:53:25+00:00,383.09,380.15,378.39,386.54,378.16,374.06,369.09,374.11,373.91,383.33,L7
2002-12-01 21:53:52+00:00,379.91,377.93,378.64,384.31,376.95,374.67,369.22,372.40,371.73,392.04,L7
2003-01-02 21:54:22+00:00,377.18,376.42,377.64,382.30,376.07,373.16,370.25,372.33,371.83,388.78,L7
2003-01-18 21:54:30+00:00,378.85,377.18,378.03,380.77,376.90,372.84,373.29,373.40,371.83,388.25,L7
2003-05-10 21:54:22+00:00,376.66,376.22,377.45,377.03,375.75,368.95,374.49,371.25,369.11,387.87,L7
2003-05-26 21:54:19+00:00,377.78,375.58,377.67,376.17,374.55,369.46,373.37,369.44,365.34,384.30,L7
2003-07-21 21:42:33+00:00,382.55,377.63,384.70,379.69,374.61,370.66,369.83,366.64,361.77,374.85,L5
2003-08-06 21:42:27+00:00,387.21,383.28,385.36,379.95,374.80,372.17,371.34,367.35,362.91,376.88,L5
2003-08-30 21:54:22+00:00,384.64,383.31,383.44,378.53,373.40,366.95,370.93,367.35,362.91,376.88,L7
2003-09-07 21:43:24+00:00,384.55,382.64,381.98,377.61,372.18,366.34,369.79,367.11,362.28,377.10,L5
2003-09-23 21:43:39+00:00,384.22,381.29,380.16,377.61,372.18,366.34,369.79,367.11,362.28,377.10,L5
2003-10-17 21:53:51+00:00,384.22,381.29,380.16,377.61,372.18,366.34,369.79,367.11,364.91,378.14,L7
2003-11-02 21:54:02+00:00,382.28,379.56,378.94,376.48,371.47,364.74,367.90,367.11,364.91,378.14,L7
2003-11-18 21:54:39+00:00,381.87,378.42,379.28,375.19,371.23,365.99,368.40,367.81,365.54,378.78,L7
2003-12-04 21:54:43+00:00,381.28,379.05,380.82,375.60,371.48,365.07,368.32,369.22,368.60,381.62,L7
2004-01-05 21:54:33+00:00,380.03,378.43,379.80,374.38,371.62,365.66,368.79,369.22,368.60,381.62,L7
2004-01-21 21:54:39+00:00,379.55,378.23,377.13,372.27,370.40,363.27,368.89,368.87,367.59,381.35,L7
2004-02-06 21:54:44+00:00,378.01,376.49,375.71,371.62,370.46,362.01,368.23,369.94,368.49,380.46,L7
2004-02-14 21:44:33+00:00,378.20,376.13,375.67,372.74,371.02,361.98,368.55,370.28,368.67,380.73,L5
2004-03-01 21:44:38+00:00,378.40,375.85,375.79,373.11,371.73,364.13,367.82,369.70,367.65,379.69,L5
