dates,nzd0158-0000,nzd0158-0001,nzd0158-0002,nzd0158-0003,nzd0158-0004,nzd0158-0005,nzd0158-0006,nzd0158-0007,nzd0158-0008,nzd0158-0009,satname
1999-07-18 21:58:49+00:00,,,,,,,353.25,344.04,336.66,,L7
1999-10-22 21:58:52+00:00,378.60,373.00,385.69,366.22,371.31,372.19,364.47,361.71,357.94,385.53,L7
1999-12-09 21:58:57+00:00,390.04,384.97,379.74,378.81,376.68,373.95,374.45,371.18,364.22,376.86,L7
2000-02-27 21:58:16+00:00,391.15,385.21,392.41,388.58,382.15,374.46,381.65,375.16,374.85,392.88,L7
2000-03-14 21:58:11+00:00,383.42,381.29,377.16,384.07,375.40,367.49,369.02,364.38,364.34,385.12,L7
2000-03-30 21:58:33+00:00,380.24,377.71,375.04,383.01,373.87,365.33,365.01,363.13,366.42,377.84,L7
2000-05-01 21:58:18+00:00,382.81,373.78,382.13,377.67,372.31,365.54,365.49,365.60,362.51,384.54,L7
2000-06-18 21:57:51+00:00,376.59,380.17,377.57,373.60,377.49,367.80,364.49,361.63,357.04,370.48,L7
2000-08-05 21:56:44+00:00,388.24,377.58,374.49,371.17,359.53,343.62,360.98,355.08,358.93,370.31,L7
2001-01-12 21:56:06+00:00,387.48,389.55,380.87,380.67,370.47,378.10,368.48,375.78,376.43,371.29,L7
2001-06-05 21:55:40+00:00,389.97,391.79,389.32,388.40,379.39,374.10,376.93,369.21,368.85,380.52,L7
2001-06-21 21:55:29+00:00,383.13,376.93,375.22,376.42,372.82,361.15,,,,371.23,L7
2001-09-09 21:54:12+00:00,389.64,383.31,377.45,387.48,373.25,368.28,357.86,368.94,371.26,377.90,L7
2001-09-25 21:54:28+00:00,386.98,379.72,378.83,378.93,373.82,368.31,375.93,372.37,368.76,381.64,L7
2001-10-11 21:53:46+00:00,384.23,377.13,377.24,371.17,373.31,370.61,367.86,366.49,359.50,382.92,L7
2002-01-15 21:54:47+00:00,372.05,371.81,375.43,374.07,370.13,358.01,357.12,362.60,360.22,367.63,L7
2002-08-27 21:53:36+00:00,390.48,385.57,375.99,389.99,379.38,374.00,362.26,372.82,373.59,377.92,L7
2002-10-14 21:53:19+00:00,381.31,380.27,383.54,384.95,379.18,375.14,375.92,375.40,374.23,388.73,L7
2002-10-30 21:53:25+00:00,377.47,374.60,375.65,384.67,375.91,373.05,,,,,L7
2002-12-01 21:53:52+00:00,370.39,371.26,379.37,377.63,373.34,376.49,369.48,368.99,367.38,409.48,L7
2003-01-02 21:54:22+00:00,366.23,370.41,373.67,374.25,372.53,367.12,373.36,372.10,372.14,378.98,L7
2003-01-18 21:54:30+00:00,387.19,380.96,379.97,373.12,381.08,371.23,385.42,377.67,371.82,386.12,L7
2003-05-10 21:54:22+00:00,382.82,382.26,376.80,383.11,376.07,360.97,369.70,366.26,365.09,376.91,L7
2003-05-26 21:54:19+00:00,382.28,373.01,378.55,372.74,369.72,371.50,368.88,362.16,350.25,370.01,L7
2003-07-21 21:42:33+00:00,,,398.75,383.23,378.05,379.52,370.92,371.51,369.98,377.62,L5
2003-08-06 21:42:27+00:00,396.52,394.57,387.34,380.71,375.34,376.69,375.85,369.48,366.34,382.96,L5
2003-08-30 21:54:22+00:00,376.93,383.38,375.76,372.87,367.80,346.05,369.29,,,,L7
2003-09-07 21:43:24+00:00,384.19,380.00,374.68,373.02,366.10,363.31,364.10,366.14,359.73,378.02,L5
2003-09-23 21:43:39+00:00,382.57,374.51,369.26,,,,,,,,L5
2003-10-17 21:53:51+00:00,,,,,,,,,378.08,383.31,L7
2003-11-02 21:54:02+00:00,370.66,369.17,370.38,369.67,367.21,355.17,356.56,,,,L7
2003-11-18 21:54:39+00:00,379.91,374.27,379.55,374.09,374.38,369.66,373.19,369.77,368.85,380.78,L7
2003-12-04 21:54:43+00:00,378.19,377.48,390.86,,,,,,,387.06,L7
2004-01-05 21:54:33+00:00,371.28,374.08,371.59,367.05,372.45,369.19,371.59,,,,L7
2004-01-21 21:54:39+00:00,375.67,376.62,374.78,368.47,369.50,362.83,371.67,370.09,364.95,375.98,L7
2004-02-06 21:54:44+00:00,382.70,378.87,374.52,376.19,375.79,367.86,371.23,373.75,370.82,377.62,L7
2004-02-14 21:44:33+00:00,379.92,372.90,375.29,380.56,374.93,361.75,370.80,371.63,369.61,382.35,L5
2004-03-01 21:44:38+00:00,378.90,380.56,376.99,375.82,373.48,363.24,363.41,366.81,361.48,372.43,L5
2004-03-25 21:55:18+00:00,386.38,385.00,377.10,377.54,367.99,347.80,360.10,376.99,373.82,378.86,L7
2004-04-02 21:45:18+00:00,384.03,385.42,390.22,384.26,381.51,384.18,380.78,381.03,374.51,382.48,L5
2004-04-18 21:45:25+00:00,380.98,377.87,376.51,376.87,370.16,368.53,369.12,376.86,374.74,384.24,L5
2004-05-04 21:46:16+00:00,380.17,378.66,386.45,388.94,373.72,368.58,373.65,371.86,370.31,381.05,L5
2004-05-20 21:46:44+00:00,384.74,379.43,378.33,380.33,374.11,362.80,371.41,376.59,377.60,379.75,L5
2004-06-21 21:47:40+00:00,369.75,,,,364.55,363.78,362.54,364.51,368.69,364.90,L5
2004-07-23 21:48:33+00:00,391.40,389.42,391.67,389.50,386.53,380.02,377.90,381.83,382.21,390.49,L5
2004-08-16 21:54:50+00:00,385.62,387.96,,,,,,,358.05,374.09,L7
2004-09-25 21:49:43+00:00,380.10,377.10,383.31,379.19,376.82,373.11,370.87,376.17,366.40,384.35,L5
2004-11-04 21:54:55+00:00,377.95,377.19,376.43,376.58,380.53,380.74,379.77,375.74,376.61,399.14,L7
2005-01-15 21:51:45+00:00,381.96,380.41,382.36,383.93,382.77,376.04,393.12,387.60,388.74,396.01,L5
2005-02-08 21:55:35+00:00,370.69,371.54,369.23,364.43,367.86,361.15,367.75,366.59,360.34,374.74,L7
2005-03-12 21:55:20+00:00,385.26,383.03,377.29,378.36,372.32,363.69,378.07,378.36,370.25,377.43,L7
2005-04-21 21:52:46+00:00,388.02,389.73,385.52,387.31,383.82,385.19,383.50,381.92,378.51,394.18,L5
2005-04-29 21:55:36+00:00,403.44,393.02,380.67,391.99,384.42,381.25,383.49,378.79,379.33,383.14,L7
2005-05-23 21:53:00+00:00,385.36,384.83,381.42,385.19,379.19,369.32,374.27,379.07,373.09,385.27,L5
2005-06-08 21:53:09+00:00,385.70,389.52,386.04,377.09,378.88,370.21,376.91,379.61,375.73,386.03,L5
2005-08-03 21:55:25+00:00,379.17,374.27,382.75,378.24,373.61,370.12,,,368.79,382.55,L7
2005-08-19 21:54:56+00:00,,,,,360.14,361.36,,,362.52,375.55,L7
2005-10-06 21:55:01+00:00,374.83,383.57,364.58,357.44,345.51,330.52,343.99,346.95,,381.55,L7
2005-10-30 21:53:39+00:00,385.56,380.44,386.59,381.70,377.86,377.55,,,,,L5
2006-02-11 21:55:41+00:00,377.73,375.56,372.54,367.79,369.71,366.56,361.54,366.33,366.70,375.27,L7
2006-02-19 21:56:15+00:00,384.48,382.72,376.64,385.20,376.75,372.32,381.79,376.99,378.15,388.64,L5
2006-03-31 21:56:06+00:00,383.14,384.75,376.60,376.81,366.69,353.63,371.88,375.50,369.81,374.57,L7
2006-04-08 21:57:12+00:00,376.77,370.99,372.06,369.04,366.61,358.02,358.48,362.35,358.79,376.79,L5
2006-06-19 21:56:00+00:00,,372.42,371.51,368.06,362.71,357.60,355.58,355.77,350.32,364.37,L7
