,dates,aus0212-0000,aus0212-0001,aus0212-0002,aus0212-0003,aus0212-0004,aus0212-0005
0,1987-05-22 23:08:08+00:00,235.99032714211484,172.15701508519663,190.9680230155219,,163.20749308716245,195.7576388163207
1,1987-09-11 23:10:29+00:00,223.03906164166182,175.7668667581122,187.17620404951822,170.2806353496358,169.01102761891974,182.74305992529275
2,1987-09-27 23:10:51+00:00,242.98412038456314,198.66481286856924,221.15091018901603,202.76462340970824,197.88842074415123,201.25455222943444
3,1987-11-14 23:12:11+00:00,237.11324791832573,177.4474507587871,195.74520032647087,192.04759279470238,174.6397166013361,198.0089914761946
4,1987-12-16 23:12:17+00:00,243.46642525483173,187.1572727006531,202.40440696061597,212.80767126386556,180.92504992157293,195.1721455573918
5,1988-02-18 23:13:23+00:00,219.31977797443267,176.19874658655505,215.05083921692312,216.36551399021968,165.77588670173662,172.50128364772968
6,1988-04-22 23:13:52+00:00,232.73171054813108,173.6934321311242,189.06426573941482,167.65147221646242,173.1219655102768,182.19148720453663
7,1988-06-09 23:14:15+00:00,214.02849796290644,182.25097165661654,208.39509584619782,,164.2184904954523,197.44342605424197
8,1988-06-25 23:14:20+00:00,232.24731234217188,182.72389227942,208.01263150811047,158.667386161705,169.9587509930701,190.66480933905305
9,1988-07-27 23:14:50+00:00,210.61991744977323,162.92050187659567,190.80298400998942,171.51375545804353,164.46938328721143,182.38767907649202
10,1988-08-28 23:14:54+00:00,216.04386669251696,165.7683264175895,195.9758672203866,,168.79253222326736,179.9564536835321
11,1988-09-29 23:14:21+00:00,238.67559514619185,165.30278548438736,198.34116226526575,,172.7819502279337,178.53127329834504
12,1989-01-19 23:14:06+00:00,235.68264909398636,170.81617097306508,218.59469240502398,,172.37388505720554,181.56935676794262
13,1989-02-20 23:13:39+00:00,210.64002120843156,164.3446814678951,192.16457103642938,182.1040438843397,165.30211836642377,166.6288797449902
14,1989-03-08 23:13:39+00:00,199.31253460914797,150.50528049036603,193.33984613553164,165.73976533561347,164.3486458818561,166.27956053265223
15,1989-06-12 23:12:05+00:00,237.91854919182896,187.844790185258,219.4490965490391,,191.80384478940869,200.35886008053555
16,1989-06-28 23:11:49+00:00,239.13617850039657,,205.9457366330162,177.6878459244823,183.81600208928063,189.83044813725692
17,1989-07-14 23:11:05+00:00,214.39825150192698,167.558840223135,200.34583974614128,170.48659902898993,176.07585680928054,188.64314482764627
18,1989-07-30 23:11:11+00:00,236.01414881983536,172.30901046771214,,,172.13320429532865,197.1377566047185
19,1989-08-15 23:10:47+00:00,224.2349081627565,168.2600239342045,191.18739588532924,,163.96769864846524,180.84752974501262
20,1989-08-31 23:10:29+00:00,,175.80279957223416,,,181.98137725711183,198.0333222127037
21,1989-09-16 23:09:32+00:00,217.46324049921768,177.21864433150944,217.10059233516643,,181.1850407444558,197.1037574907343
22,1989-10-02 23:09:23+00:00,210.68871461900955,162.84751061685324,188.6766938273755,168.65968309783034,167.59680855582812,174.35253981264188
23,1989-10-18 23:09:03+00:00,240.28333839303014,182.33454032547144,223.18122037017392,,179.57064002809818,196.41176436874088
24,1989-11-03 23:08:23+00:00,202.71385079604045,151.20926327670583,192.21355842198045,,171.37254007658223,187.90091638546693
25,1989-11-19 23:07:42+00:00,232.24490331106227,162.6112186966551,188.787286157243,194.8377180958309,182.08996573665183,185.46455695420642
26,1990-03-27 23:04:16+00:00,233.71083660954582,167.2603786854126,194.56492850505396,,169.60639309602135,185.38305248162158
27,1990-04-12 23:04:18+00:00,241.713791038309,179.27498474193146,223.11977605874907,,189.69971739620013,198.0828801302991
28,1990-07-01 23:03:52+00:00,257.0574741949423,198.12827656681557,223.05476283248686,,204.5312322323678,201.9921286714281
29,1990-08-18 23:04:04+00:00,217.00504379638357,174.29890149358323,194.34606534523357,177.31138231166435,182.80231306430147,184.23569735011563
30,1990-09-03 23:03:57+00:00,204.86954610116538,164.79258285449853,186.79848771622528,,163.63390534469204,176.29512349015857
31,1990-09-19 23:03:30+00:00,233.9415622358969,167.02086676114595,205.1975707057148,190.20647098709918,171.61936026350492,189.5482995520035
32,1990-11-06 23:03:11+00:00,253.53936167633455,172.39784774515584,,,183.5153998449887,197.68026979106708
33,1990-12-24 23:03:44+00:00,234.58253288925192,164.7129778634215,188.99271767488074,,171.46012037815382,180.2579399532723
34,1991-03-14 23:05:04+00:00,236.6480482876686,180.4211935599564,,,178.8818804223365,184.16317516186484
35,1991-03-30 23:05:43+00:00,235.3217268544584,179.0799016134111,220.5355423165958,205.19829522804417,188.14335092745324,183.48993148169234
36,1991-04-15 23:05:39+00:00,214.16213815688604,168.47820596528933,189.6121017978382,191.97029317970458,171.66224739162774,190.75773527354727
37,1991-05-17 23:06:34+00:00,214.5771815407203,190.14488545552462,192.38740717309298,168.21360879422093,188.92175067038937,200.24102381362496
38,1991-07-20 23:07:31+00:00,234.67164004415847,184.75941842319253,206.5795206036854,,179.58805727484565,194.4560660281593
39,1991-08-05 23:07:13+00:00,257.4525819893823,194.6955087377989,223.86157055751502,215.47876465528805,202.25259048427833,204.926603973483
40,1991-08-21 23:07:41+00:00,237.40249087884774,184.56276610958105,203.8444250502463,194.13651490356034,194.63267880686917,199.03184803531104
41,1991-09-06 23:07:32+00:00,233.0727338844731,181.5090945143359,207.08758042692955,,188.94489932886506,193.59755516480053
42,1991-09-22 23:08:04+00:00,212.90036202816975,179.20803467694364,195.09237900038943,179.27212211442037,187.85638965029347,180.7650016637164
43,1991-11-09 23:08:19+00:00,208.90204860120804,189.75935368226257,218.22174501331864,,200.1723268876331,199.00685976046927
44,1991-12-27 23:08:02+00:00,241.35263070239347,209.90709869853882,195.51074369110324,195.66216609969908,197.57776975785572,189.3343522065976
45,1992-01-12 23:07:58+00:00,222.25694194937972,207.50634111829527,196.52020121413096,185.7339295245779,192.24451962769842,188.91143625447145
46,1992-04-17 23:08:04+00:00,210.75868640218158,182.8966044593459,193.32225610547172,175.20537997094615,182.0461037945762,181.99331999604493
47,1992-05-03 23:07:54+00:00,213.36134400949072,194.64106404491542,,,194.68677617314037,186.60464571559604
48,1992-05-19 23:07:45+00:00,215.60383863613384,200.67676987834392,189.51218100338775,169.41424400583543,195.12817041895846,191.3587195853776
49,1992-06-04 23:07:13+00:00,212.78407556383087,206.2186555124054,204.74435321931912,,199.58053298764355,197.64394117578576
50,1992-07-06 23:07:13+00:00,242.1121016512633,220.6234256664559,223.68944659831126,,215.98414955548824,204.35406144271596
51,1992-07-22 23:06:36+00:00,237.56397208929457,207.5433802878163,212.6473362724061,171.69363872171948,202.67199412252972,190.40270272980916
52,1992-08-07 23:06:48+00:00,214.7949905784289,210.57640536877003,205.58556969228442,165.52954123735256,195.51589966750095,186.1681473136727
53,1992-08-23 23:06:32+00:00,209.23289851871053,216.51886647771525,206.45775994522762,194.4905809149297,199.3558111294303,197.70115672628663
54,1992-10-10 23:05:38+00:00,201.03784263905462,193.91671426514847,207.5446608588913,188.3666144788442,185.86878525825117,177.50795466972733
55,1992-11-27 23:05:11+00:00,201.99761291646956,184.89184924711248,218.88242925064088,,174.12066077324243,195.84883135907842
56,1992-12-13 23:05:00+00:00,221.78348983416367,186.683594555118,191.52694228616195,,164.52081954461215,174.9230951320506
57,1992-12-29 23:05:08+00:00,200.6349195504331,190.26897772444318,202.10807690109954,,183.44042766617628,200.49591197046146
58,1993-01-14 23:05:45+00:00,244.9307354645675,204.068284376292,214.99549936483407,215.7921994105211,201.9436128065635,211.26188777978564
