,dates,aus0098-0000,aus0098-0001,aus0098-0002,aus0098-0003,aus0098-0004,aus0098-0005,aus0098-0006,aus0098-0007,aus0098-0008,aus0098-0009,aus0098-0010,aus0098-0011,aus0098-0012,aus0098-0013,aus0098-0014,aus0098-0015,aus0098-0016
0,1987-05-22 23:06:56+00:00,213.92893593772845,248.6834757418938,233.81637347400417,237.5099186384068,220.74360478064477,215.36800783876873,236.44265847971363,236.07582716645064,240.54642567443176,238.86416844196145,240.05533054146287,247.3405833382183,215.7975106955459,224.29534213431677,224.09435739634955,210.47348916613666,221.0935082466706
1,1987-09-11 23:09:41+00:00,228.66324667296936,256.56335669369247,238.13355726789365,230.12587577997493,228.51540478550177,228.6888611902332,232.45815395559782,242.27666865886113,240.03534331606767,245.26112441042395,241.02733093636704,252.34063147154984,226.24323199732368,220.2380225503292,220.48672667937979,215.68000733877733,222.66866416101902
2,1987-09-27 23:10:03+00:00,233.2665083981308,268.91891281802805,250.7731460382104,236.09374071773092,229.2321429768227,226.8788649353528,236.42275211478855,241.47550851133371,241.75450242315296,243.66137834218716,240.99993680999017,254.82157857766603,241.99962334028436,230.6537175522495,230.3479520608027,230.12363607047328,239.32590114367886
3,1987-10-06 23:04:03+00:00,237.1554820602293,267.6608453105898,249.39586037821954,243.7605439076131,235.89098265945313,235.2090338846207,243.0730025204598,244.0902023145756,245.16767873954058,239.57982823643854,243.3508006662691,255.64240248262246,233.48435719864622,227.67294654565515,225.17538928146976,223.46415346862557,235.09321455950163
4,1987-10-29 23:10:37+00:00,228.86489658982015,257.8211907413903,240.57284308337756,232.89806677755175,231.30765283416903,227.05842582071887,228.85650033392324,238.11221974730287,236.87847612848654,240.90050829170016,242.48161152981658,258.1551224076967,228.79822924714824,224.126394042969,220.33340027327083,207.9261281697374,232.10918148065585
5,1987-12-16 23:11:29+00:00,235.0479933412245,263.4826431682394,255.55737853069473,238.48836692515366,227.137694417656,230.83027652698837,231.03935780925627,238.7161638295445,237.84789201185544,247.67387703637874,254.38212857020693,258.4131316757055,239.54558931288378,231.33516675228637,222.9117701048484,220.23155360544678,234.23850788099534
6,1988-01-17 23:12:02+00:00,223.10819482898643,235.95665225206125,220.76009051890023,214.7863183909201,199.9249754764266,199.10505359896285,209.8681880481949,220.60240095079723,221.06298651781364,226.25682180942815,231.1388969719731,234.1326518662415,,,208.31158517759172,,211.4266191111221
7,1988-02-18 23:12:35+00:00,224.33888876811784,252.62998109245302,235.64052111494289,223.6941002739069,214.00336507247954,210.36231197278397,216.08163843533953,223.46264040365975,223.2690686207487,217.66964278029937,225.8995058262775,239.24947548253718,,,214.87202811983425,,220.74698967809542
8,1988-04-22 23:13:04+00:00,219.50472963370433,241.8299664407708,228.73845650072138,231.4991088178658,219.84094050990672,221.48016745906295,230.02167659231523,239.3628046720217,236.72384525955874,244.40629992299645,234.7345856156634,241.84984482910306,,220.44615525168882,215.53476843955826,210.15714098900574,203.2837956883366
9,1988-05-08 23:13:14+00:00,226.31317357699237,236.63016845110158,228.07251000813628,225.96542122702309,238.56992395394704,231.60912817734274,228.58538514662584,235.01154279281036,248.43655274498278,237.2563680667166,233.0719950249976,241.55711402526578,219.9245640683076,240.7004822012411,213.1802285255436,196.71937822143082,196.94218518127624
10,1988-05-24 23:13:21+00:00,225.2667198157586,249.88588809368932,227.38475622048463,222.9988821944427,233.8711406591493,235.30771356460107,232.36769829658965,238.60626535784468,248.69406180205561,233.09510496672726,230.69112922967983,244.0328403026362,233.0766020499156,233.4776060862223,213.93786201885018,199.4121827503285,206.1583567392641
11,1988-06-09 23:13:27+00:00,223.01703375510962,249.1451654301393,235.11709108813707,225.67643939980687,226.53501967258111,229.79539404489972,232.44828003184438,241.53262253606763,236.3588779377398,232.65752367421166,233.2350888393329,241.7393502541994,229.0117069302843,214.29809562578708,213.91492845395908,194.12030600834294,210.9188897077927
12,1988-06-18 23:07:20+00:00,221.04849275380917,249.26565270416185,233.38239105682607,223.33085667898266,227.13308293950072,229.24665550164542,236.6427677096916,241.62211868796967,235.4055457476542,225.1461951783492,229.81289913066428,238.3273897910155,221.11015275916264,214.6332018975671,216.75032939328108,198.52154455984885,208.31928268715646
13,1988-07-27 23:13:38+00:00,219.31159574305258,248.42193805863866,230.96766317300523,232.87484598682263,220.81539871352572,223.56061278052192,226.68678881554658,236.99669539317966,228.23989040546465,223.73426880708885,224.00421133904774,226.55418616159682,218.4760390515231,199.9993979490231,203.7392848316807,197.59273931421686,207.26138740870317
14,1988-08-28 23:13:42+00:00,238.6967938454977,261.89463119376103,245.9617795504282,240.29563783037227,234.741645072606,230.6737788280581,233.95938214557975,242.74497714807782,239.58698870130178,232.16622437352382,221.991227354276,239.43242062902283,233.1971075033363,223.41949787407702,222.64597511013335,215.47311575154163,231.26697279703626
15,1988-09-22 23:07:26+00:00,234.46093767653508,263.31631942571744,243.87286566322427,238.43154125959228,227.92327927509623,226.2155408346063,234.15294208321478,239.15152882877885,228.89098946965868,224.8341135754688,226.37464795401223,244.82660310334467,223.44199801869425,197.12632905069788,209.87526588260044,207.87235535229334,220.5109698578741
16,1988-09-29 23:13:32+00:00,233.4992452312312,258.7646498114216,246.95823764265674,236.75749765551845,224.57893395539094,225.3343568152104,238.45015294887617,241.89420598029088,230.87921491757984,229.6310567838765,231.99774733681323,248.4117378096238,241.7953659223003,214.28494072150636,212.05032161507125,220.13156350844332,230.3476392034189
17,1988-12-02 23:13:27+00:00,229.67778092551308,246.8303210012334,235.26063750908364,225.67780214568384,222.01598807855615,227.00734808843777,232.04528545741698,237.24202891314033,232.8173810747669,235.73209731976692,237.3898789958912,242.86410979832357,237.8265511347442,238.5959947692709,223.28463133045537,219.00920087077333,227.54117401602895
18,1989-01-03 23:13:14+00:00,218.33754353187115,231.41680386653644,209.47649202270202,215.65127828787314,212.8074682272985,220.72212008214814,219.82044158775741,217.4778997108538,234.55747736024833,225.89256674031645,224.71030720770608,227.37614613240595,221.39246946699063,218.30854141346816,215.34216471110406,202.39890323577944,210.66709460212493
19,1989-01-19 23:12:54+00:00,214.169884657148,236.2669983687294,218.1436920422973,224.85231215663956,221.78263363282935,235.50576412208295,229.06131787069353,234.09723187444285,239.46836684801752,242.65313206957717,237.39200217991748,242.8914273779618,240.46097628491694,220.11153075123516,226.41302742074296,214.15928264648815,222.01524744755122
20,1989-03-08 23:12:27+00:00,226.9118262294875,241.8085396637838,240.5141875312825,230.3882119079098,214.21594889822777,218.58983183569754,239.5839998962164,234.60687125161974,229.8326654078849,227.19448804432048,227.76250246800186,236.86171822383642,247.58868933836425,215.89745697461012,227.68049879079038,223.6351400617031,270.99686993692654
21,1989-04-09 23:12:03+00:00,219.92241321051713,234.52825670666272,228.25004802825705,219.65304319345802,226.48571763312216,224.62298255183984,234.97805987407537,240.54897847741032,243.3700629641766,240.03715488601668,234.24014577639164,239.3792320008728,240.8860571335426,241.8315220768972,221.79873806110444,217.52781260428952,220.07538772516398
22,1989-06-12 23:10:53+00:00,200.81663299578577,219.71901275052878,213.1534721682925,213.239658040146,216.1350391297104,211.5043774196149,226.2981517099759,231.0997445061807,227.99837937958677,226.9345858724979,225.61077975528138,236.74426621292199,215.04276351140177,194.50759563354197,206.15928441810868,202.81764995865282,193.42920392741397
