dates,nzd0434-0000,nzd0434-0001,nzd0434-0002,nzd0434-0003,nzd0434-0004,nzd0434-0005,nzd0434-0006,nzd0434-0007,nzd0434-0008,nzd0434-0009,nzd0434-0010,nzd0434-0011,nzd0434-0012,nzd0434-0013,nzd0434-0014,nzd0434-0015,nzd0434-0016,nzd0434-0017,nzd0434-0018,nzd0434-0019,nzd0434-0020,nzd0434-0021,nzd0434-0022,nzd0434-0023,nzd0434-0024,nzd0434-0025,nzd0434-0026,nzd0434-0027,nzd0434-0028,nzd0434-0029,nzd0434-0030,nzd0434-0031,nzd0434-0032,nzd0434-0033,nzd0434-0034,nzd0434-0035,nzd0434-0036,satname
1999-10-27 22:19:03+00:00,402.12,396.60,405.42,420.56,426.94,422.58,416.04,411.57,409.27,414.61,417.42,409.15,405.76,407.75,409.42,404.86,403.84,399.72,397.83,396.87,390.11,393.27,390.85,383.19,,,,343.30,,,352.64,,,363.02,,362.28,392.61,L7
1999-11-21 22:12:47+00:00,399.49,408.01,408.59,416.90,415.77,407.00,401.49,393.03,397.32,400.75,406.68,400.72,396.24,397.80,393.32,386.21,377.60,373.50,368.48,372.92,369.84,360.39,371.06,358.72,,,,366.57,390.20,389.63,368.07,,,356.61,,354.97,386.26,L7
1999-11-28 22:18:56+00:00,392.93,400.55,404.28,418.24,425.72,425.41,420.30,414.76,416.51,414.47,399.33,407.81,397.32,396.50,397.41,395.82,386.21,390.43,386.32,369.65,376.57,383.41,391.49,424.44,,,397.86,385.08,362.83,364.46,381.63,390.34,389.68,399.05,390.32,373.89,406.00,L7
1999-12-07 22:12:53+00:00,373.93,373.89,390.81,400.19,404.80,404.02,400.28,403.90,404.57,397.44,398.99,388.33,386.77,384.46,384.49,382.32,378.59,373.27,373.23,381.04,368.45,384.06,394.81,405.05,375.95,,382.53,398.99,392.39,383.93,383.16,373.20,386.08,376.50,382.17,347.77,399.43,L7
1999-12-14 22:19:07+00:00,388.42,390.80,404.02,412.39,421.24,416.08,412.66,418.07,417.34,413.32,411.27,405.96,400.13,395.13,403.69,394.55,389.30,382.82,389.68,385.75,391.36,396.97,396.63,414.28,415.75,414.85,390.56,393.54,390.20,378.41,385.69,385.90,408.29,410.16,401.63,381.66,391.57,L7
2000-01-24 22:12:47+00:00,,,,,,,,,,,,408.90,398.76,396.08,391.16,385.25,396.63,394.54,394.23,398.56,406.13,409.09,401.79,396.02,,397.68,403.94,394.52,390.47,385.64,385.77,386.71,356.79,376.91,,,,L7
2000-02-16 22:18:52+00:00,,,441.40,446.59,458.82,,,,,,445.84,,432.56,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-04-13 22:12:18+00:00,382.71,372.64,388.82,397.97,408.62,405.78,400.34,394.77,394.74,392.31,394.98,395.65,394.55,394.62,,,,,,,,,,,,,,,,,,,,,408.59,396.70,397.06,L7
2000-05-31 22:11:54+00:00,366.33,360.65,354.94,372.55,371.61,375.14,378.91,373.77,380.58,380.62,375.76,379.33,375.42,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-09-20 22:10:27+00:00,375.09,365.23,365.42,387.79,397.68,398.73,395.76,397.79,398.38,404.70,392.25,395.34,382.52,380.74,,,,,,,,,,,,,,358.67,355.85,349.82,366.07,,322.08,318.01,320.41,332.33,332.00,L7
