dates,nzd0434-0000,nzd0434-0001,nzd0434-0002,nzd0434-0003,nzd0434-0004,nzd0434-0005,nzd0434-0006,nzd0434-0007,nzd0434-0008,nzd0434-0009,nzd0434-0010,nzd0434-0011,nzd0434-0012,nzd0434-0013,nzd0434-0014,nzd0434-0015,nzd0434-0016,nzd0434-0017,nzd0434-0018,nzd0434-0019,nzd0434-0020,nzd0434-0021,nzd0434-0022,nzd0434-0023,nzd0434-0024,nzd0434-0025,nzd0434-0026,nzd0434-0027,nzd0434-0028,nzd0434-0029,nzd0434-0030,nzd0434-0031,nzd0434-0032,nzd0434-0033,nzd0434-0034,nzd0434-0035,nzd0434-0036,satname
1999-10-27 22:19:03+00:00,402.12,396.60,405.42,420.56,426.94,422.58,416.04,411.57,409.27,414.61,417.42,409.15,405.76,407.75,409.42,404.86,403.84,399.72,397.83,396.87,390.11,393.27,390.85,383.19,,,,343.30,,,352.64,,,363.02,,362.28,392.61,L7
1999-11-21 22:12:47+00:00,400.81,402.31,407.00,418.73,421.36,414.79,408.76,402.30,403.29,407.68,412.05,404.94,401.00,402.77,401.37,395.53,390.72,386.61,383.15,384.89,379.98,376.83,380.96,370.96,,,,354.94,390.20,389.63,360.36,,,359.81,,358.62,389.44,L7
1999-11-28 22:18:56+00:00,398.18,401.72,406.10,418.57,422.81,418.33,412.61,406.45,407.70,409.94,407.81,405.89,399.77,400.68,400.05,395.63,389.22,387.88,384.21,379.81,378.84,379.02,384.47,388.78,,,397.86,364.98,376.51,377.04,367.45,390.34,389.68,372.89,390.32,363.71,394.96,L7
1999-12-07 22:12:53+00:00,392.12,394.76,402.27,413.97,418.31,414.75,409.53,405.81,406.92,406.82,405.61,401.50,396.52,396.63,396.16,392.30,386.56,384.23,381.47,380.12,376.24,380.28,387.05,392.85,375.95,,390.19,373.49,381.81,379.34,371.38,381.77,387.88,373.80,386.25,359.73,396.07,L7
1999-12-14 22:19:07+00:00,391.38,393.97,402.62,413.66,418.89,415.02,410.15,408.27,409.00,408.12,406.74,402.39,397.24,396.33,397.67,392.75,387.11,383.95,383.11,381.25,379.27,383.62,388.97,397.14,395.85,414.85,390.32,377.50,383.90,379.11,374.24,383.15,394.68,381.07,391.37,364.11,395.17,L7
2000-01-24 22:12:47+00:00,391.38,393.97,402.62,413.66,418.89,415.02,410.15,408.27,409.00,408.12,406.74,403.48,397.50,396.29,396.58,391.50,388.69,385.71,384.96,384.13,383.74,387.87,391.11,396.95,395.85,406.26,393.72,380.33,385.22,380.41,376.16,384.04,385.21,380.38,391.37,364.11,395.17,L7
2000-02-16 22:18:52+00:00,391.38,393.97,409.09,419.14,425.55,415.02,410.15,408.27,409.00,408.12,413.25,403.48,402.51,396.29,396.58,391.50,388.69,385.71,384.96,384.13,383.74,387.87,391.11,396.95,395.85,406.26,393.72,380.33,385.22,380.41,376.16,384.04,385.21,380.38,391.37,364.11,395.17,L7
2000-04-13 22:12:18+00:00,389.93,390.41,406.19,416.12,423.13,413.48,408.52,406.02,406.62,405.48,410.64,402.36,401.51,396.05,396.58,391.50,388.69,385.71,384.96,384.13,383.74,387.87,391.11,396.95,395.85,406.26,393.72,380.33,385.22,380.41,376.16,384.04,385.21,380.38,395.68,369.55,395.49,L7
2000-05-31 22:11:54+00:00,377.85,374.50,396.00,405.94,413.02,400.25,398.05,397.63,399.31,395.92,405.37,395.63,398.03,392.57,393.11,387.37,388.17,383.54,385.71,388.45,388.65,396.71,397.74,405.12,395.85,406.26,392.34,395.68,391.02,382.66,384.87,381.94,383.72,387.86,397.46,375.38,396.02,L7
2000-09-20 22:10:27+00:00,374.71,366.17,369.73,386.10,392.64,393.22,391.67,388.78,391.23,392.54,387.66,390.11,384.16,387.68,,,,,,,,,,,,,,358.67,355.85,349.82,366.07,,322.08,318.01,364.50,364.51,364.53,L7
