,dates,mex0269-0000,mex0269-0001,mex0269-0002,mex0269-0003,mex0269-0004,mex0269-0005,mex0269-0006,mex0269-0007,mex0269-0008,mex0269-0009,mex0269-0010,mex0269-0011,mex0269-0012,mex0269-0013,mex0269-0014,mex0269-0015,mex0269-0016,mex0269-0017,mex0269-0018,mex0269-0019,mex0269-0020,mex0269-0021,mex0269-0022,mex0269-0023,mex0269-0024,mex0269-0025,mex0269-0026,mex0269-0027,mex0269-0028,mex0269-0029,mex0269-0030,mex0269-0031,mex0269-0032,mex0269-0033,mex0269-0034,mex0269-0035,mex0269-0036,mex0269-0037,mex0269-0038,mex0269-0039,mex0269-0040,mex0269-0041,mex0269-0042,mex0269-0043,mex0269-0044,mex0269-0045,mex0269-0046,mex0269-0047,mex0269-0048,mex0269-0049,mex0269-0050,mex0269-0051,mex0269-0052,mex0269-0053,mex0269-0054,mex0269-0055,mex0269-0056,mex0269-0057,mex0269-0058,mex0269-0059,mex0269-0060,mex0269-0061,mex0269-0062,mex0269-0063,mex0269-0064,mex0269-0065,mex0269-0066,mex0269-0067,mex0269-0068,mex0269-0069,mex0269-0070,mex0269-0071,mex0269-0072,mex0269-0073,mex0269-0074,mex0269-0075,mex0269-0076,mex0269-0077,mex0269-0078,mex0269-0079,mex0269-0080,mex0269-0081,mex0269-0082,mex0269-0083,mex0269-0084,mex0269-0085,mex0269-0086,mex0269-0087,mex0269-0088,mex0269-0089,mex0269-0090,mex0269-0091,mex0269-0092,mex0269-0093,mex0269-0094,mex0269-0095,mex0269-0096,mex0269-0097,mex0269-0098,mex0269-0099,mex0269-0100,mex0269-0101,mex0269-0102,mex0269-0103,mex0269-0104,mex0269-0105,mex0269-0106,mex0269-0107,mex0269-0108
0,1985-09-24 16:53:54+00:00,,,,,,,,,237.97321858177565,248.24324518961444,250.76779867422562,254.8437752721854,247.68804188366965,244.6281972391921,240.68200504036972,234.673473400031,223.88060586429387,218.06774073528385,205.2456782216927,207.84568451041113,202.04043411737533,208.28051805846434,201.3029588518626,196.50430465376195,195.98044121938628,195.78111735315062,202.75394447910233,205.16632204308513,200.1779592094319,195.0912720589006,193.8883022398376,193.46039099593622,,186.61454428103193,186.30788591941715,190.16410505449994,190.69987583363047,190.53983438578882,185.76831450369113,181.73925818605312,185.2555190520248,183.4063114104456,178.47600802846188,178.97303925492812,177.89231941580618,173.76222712079039,176.4472793548197,176.17810727576895,177.6246517779909,182.43654378943108,179.93032894305608,177.36826035302164,176.63429132123522,176.33118842492104,177.8920540277881,182.89329411554397,179.66562607401198,172.2592859483924,177.85638737013204,184.93434127284428,184.96439584948658,189.02719969966117,187.35275246890637,194.77882148126955,194.12527405129026,192.77943284346702,186.8432469479054,184.02554047493152,183.66152526766268,178.650434658281,178.22133632266338,177.65602052826023,173.86523725346098,178.82900084059327,177.88162787833588,182.05174685967364,185.0012099076323,183.57632622507037,184.1234189409798,186.72672408049567,188.45193354371818,190.0550799923093,189.40193883721395,187.09398870884587,180.81214804641482,182.87608241740512,184.2556485126054,176.20007556647107,180.27692976335533,175.99322765015938,185.13531381254504,187.8986114988377,185.08869809879891,190.69727146986105,188.06322546783107,188.36733837822217,193.52595985185218,204.2291341684645,201.07842968523903,195.15931302326365,187.17851334057085,181.21366721525078,175.53239022379162,175.95014567415174,165.07555665976966,168.60024976884785,169.25566231833787,178.23748164502712,186.15471311202361
1,1985-10-03 16:47:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1986-01-07 16:46:05+00:00,206.60573437800576,220.92930349204516,227.25160235830964,229.99405905620878,235.03589714998907,234.19575171885595,237.24550580551394,241.677640437678,250.3308344912451,259.92488036356514,267.4866153588531,266.91866203896524,263.8726324572001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1986-03-12 16:44:40+00:00,230.57824099160217,233.66023392384878,245.62464524816298,255.2743333550724,251.41931532267108,262.49492099308577,254.75481900449034,264.5052336519519,266.1491158177653,276.60993927571883,280.076841850615,284.48903523510273,277.9059400672619,273.3814940746131,265.45803985464255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1986-03-19 16:50:43+00:00,229.86251801518162,243.65447681636425,241.42895229072826,256.25032014396254,256.54708915521974,261.8162855995472,257.5837571600228,255.76898272128938,264.7718145998348,275.616950770686,272.941307743264,270.8320005735321,276.1029869453523,266.9967543776541,261.10283862641,250.91486642898712,250.8104459458766,244.21277410983117,238.56890899766313,241.10269505193162,241.09187871782228,236.5024019476038,236.51661242666756,223.04977520324383,222.52309671543887,224.63090222863724,219.4060283133411,222.55524551950361,222.1879704986814,227.2937703354258,224.51596607459064,225.52283829385527,225.5148563204469,223.1562807696178,218.15669415328352,217.91126946010718,214.31256009225706,216.96103574819057,206.50856765364045,207.60412207625308,207.32229656338706,211.28729714737506,209.79623866446232,215.15108284157105,207.42654479138795,203.22718926951924,207.98570254034897,209.9012355408508,213.11060881460028,205.95151955394422,198.6153247601459,201.96472345018736,202.12731997758772,207.12578705830728,200.41532056366836,203.55100867519883,202.21596007293599,200.4635048858378,202.6579275913815,204.2867177793909,203.06334249875817,207.2543024433932,209.6696471493802,208.33572283898778,196.8759882502141,202.62458268448887,199.80303002459254,199.05322041376223,204.03774819516565,207.04623137159197,202.83267849426812,202.215230963969,199.78213170958327,200.15215432738916,191.10084541748378,185.05552941980665,193.27956909533168,185.77159957146642,189.921096270023,187.2263139049108,195.77689659321743,192.31964613178752,199.60068573905176,191.5089826151456,192.03819328761577,189.0365357505428,175.72004766012492,176.00507590296186,173.1768830741022,169.39652569717575,173.11875947681293,175.610483797023,176.85508463724608,177.76024683579143,177.71163573682117,184.45743640925477,184.40843407865347,185.30541066105403,189.32058779625132,182.7369781745083,180.24216995799586,169.2518746308203,172.18382614127125,164.99230264908476,161.99273955159612,154.73613154117078,157.55625105016279,163.932041887744,170.36977001232424
5,1986-03-28 16:44:21+00:00,218.48217076913423,229.92376458502426,239.1416060766792,247.36291585428592,248.38236457335626,245.122345466554,251.63903184123276,251.40033149335378,258.26600012721667,269.39042157667376,275.97139304840266,276.70940899011407,267.20213361951573,266.7537066850338,256.45686652711476,250.46226269637592,246.00718673653333,234.82013663824696,223.8469485382816,218.43159237407409,228.12877623505352,228.45919595942723,216.23724527599256,221.77962590460317,223.03328856772953,223.50251510824563,219.84314972222134,217.65535904674397,212.10139718717966,206.9526817095552,215.2480571019874,212.6027110790243,205.17845167832888,208.93293459887508,201.6474715101171,202.14563069594243,206.15247085642977,204.6113233708681,201.49064535923776,200.89694963827054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1986-04-04 16:50:23+00:00,240.80867950580316,251.7761807623165,259.54218515835066,260.8951231883726,271.4863329040378,264.6276292623095,265.44215663043434,273.5027110519653,281.86754828174094,288.3647901969523,298.59332506486373,302.48105490837634,298.43665392586547,292.68781854163933,286.86233163431916,277.5091876864825,267.27637237080813,260.7371993382685,249.06100986241617,247.76567236324422,257.6065809992523,248.61841529579354,240.6930157908047,233.89124662320594,230.38888415865776,243.17520394992616,246.2042472863249,240.85090562417912,244.1166900586652,239.71740457600276,237.52292983238124,233.3815314310258,236.4379555388566,236.56748759642298,231.5867764224113,227.51617121077186,231.7535082547805,228.5624311477456,229.41305182033977,228.41240016224955,229.06952284393182,222.87813418118606,226.00068733163366,225.77547724345584,221.8398401467345,217.78481228328036,226.23726156017324,219.62730072792715,218.86216395826025,219.49808376973903,218.17559189517104,210.69750373921272,211.92675631190724,209.23616628783407,213.20057799539723,220.20306264436374,215.98689704765954,204.12442452004547,208.96181598319697,219.56472947189656,229.52691268067647,227.10420709160158,222.94567923994146,229.4905009061971,232.78157490183776,227.3856075368352,225.54136004703554,220.09329286099407,219.27763483581987,215.8593243501577,219.01976699873362,217.2661259847727,216.59891586030048,216.01187633483502,217.33121890727102,215.240694994027,216.90919387712162,213.39989250048527,217.93577990165102,215.58374386047285,216.09858512690244,216.1999832957144,215.57450478806544,210.1999487019565,206.97364222646377,195.17401063935355,202.04057640773323,196.78432021412397,199.63484018053015,202.32913254250997,202.88320619751642,196.19903438907417,202.88418474770938,200.71430827737737,207.2121950331367,201.66871358412408,207.01555461479023,211.45776118428077,214.1675947097241,205.6687335517151,202.03291315237283,191.61229197392865,196.5223680112317,188.620332744913,191.57763324082873,183.3423153971941,188.2253095163774,186.7216409441974,185.31308113505128
7,1986-04-20 16:50:02+00:00,211.96115597342072,220.2409472622839,227.80470947157374,229.20665308864827,237.45361529754223,239.62818846337112,242.3145377209858,241.8047311382311,249.67304078383847,263.6181461987566,267.1029792899454,266.10826499722657,262.4264348376846,253.0248160782317,248.1313431623222,243.0312636115375,237.79088621075115,226.56092388328415,220.2490993897386,216.36157529099802,218.74623161684556,214.14274095650762,210.01764212814527,208.60051628535768,209.4099420315672,208.47181134076703,,208.3794617187269,,202.1416074529346,208.70959958075105,203.74613674959144,199.7869887752704,197.08646140158825,198.15202014274584,195.53063431635888,193.7244734810283,195.35110497354634,199.37623625083984,190.77196059739705,192.20441788143847,184.21183162273442,184.3842346250171,177.90140717042135,181.27706967831784,181.62170424600006,183.16407171670593,182.7898321621683,183.11273799124544,183.81490282409834,183.08353935309842,184.81705112152667,183.3578383630702,191.30033740679505,188.39035122514224,185.1717960948873,190.26136196838434,187.27721497856535,191.53948713144757,194.4583847594297,186.96916180057258,195.04404232038564,193.771465194938,195.60749932676043,194.5757244254837,194.8257029275424,190.23706803385974,193.94198067401075,191.0143229878339,182.22419420447693,190.2194417001439,181.265320000281,179.60105606981259,181.18551338509997,182.6773829497473,182.9811553449266,180.4871797043004,177.69535581120283,171.4955080011475,179.2995770728224,181.29977918490235,181.86861563305843,180.98344760980615,171.70504936602748,174.34128783880806,173.2739566917894,171.0205358021105,171.00700849316075,169.6274004309402,167.80147578173353,166.08931356957373,165.16830353286494,162.98688343497918,160.07287294105873,160.3725628508744,164.49349197982355,170.8665963523992,175.99131960838974,177.10787270585195,168.5952518651634,161.03540606774294,157.93927747395452,156.62643972169639,154.7177856027424,151.05959955025617,149.57140035887346,154.00859627381416,154.6423910145867,155.56795517036215
8,1987-09-14 16:51:34+00:00,,,192.78629472700365,204.52887645498475,210.18302722311145,212.2994836868741,,,,,,,,,210.41412642040387,207.90412455607998,202.14875233176338,,184.32692780185985,185.36979459282952,179.63105389150923,187.05540079039238,184.92150275601145,176.89274370330622,175.89795492194003,183.91752745605618,,174.11406956950665,,185.173808683394,186.5978895032639,182.77774023232521,182.0466401375224,177.43972699405688,181.47846026770245,181.42193341393534,180.63903605900197,174.06421121683442,172.78399486161706,175.60106457672603,175.22643396014314,171.91939387894683,163.91752610679976,,,,,,,,,165.67906838537687,170.97683789397823,168.26101223869728,174.42279277381755,175.29254866492622,179.80999952472314,178.5362990502797,181.33374708382576,178.2645579677953,181.42568890193073,181.05175884563755,182.54318094164978,183.3892940940686,188.80446271753334,182.7260000039102,180.21322632627374,177.47035915256916,161.76206744032646,,,,,,,,,169.88518991553508,167.64683002739758,163.26667840865417,171.69511055522264,176.49874483301863,176.89990605591987,168.20980015022175,159.8210684844141,155.37975563099025,163.29378077308658,153.4813138331355,165.38665416164827,157.21858966218824,151.86835079027742,163.12839255283217,171.14920798464595,167.12350798327384,174.22649024946446,177.3801922639168,177.22549898496692,181.93592896550894,190.12749698325158,184.54228899033924,175.5480851544236,173.6641199237647,170.58126417163393,172.27764501804614,173.34437177063256,175.36893564346354,189.74866090592832,193.30009777360857,197.34259234574552
9,1990-02-19 16:39:55+00:00,224.34617780413336,238.055989227037,247.38897085087274,251.59752921951048,256.99973160393927,257.8326285262824,255.55379344456188,254.66282749787254,265.4124774465962,265.89062415170383,276.8990028450103,276.82177001808816,267.5681249153404,262.31137813073394,259.13576741717844,249.58560888966892,242.86545962040697,232.7401177879236,227.08504324274764,220.22432930550798,218.31755544168013,221.8047261702216,220.35631520788203,219.40426731695726,221.3694360033445,221.68783011614408,223.42762669204825,221.64856450563917,222.33175886650992,229.09848241365762,221.45113284908717,219.88676693164615,217.63166600394817,212.73500260221695,214.84922212620674,216.85972487013962,210.95932138898218,210.49557136734037,208.62489974564244,208.68089638615223,211.61679656095777,205.9937641679006,200.0774893489621,196.34302456254363,205.86796833926505,212.34048279497352,207.11007124363482,209.99529908930174,208.98791829575782,214.7499210518841,206.3101487130075,205.75200591335954,207.11135756561853,206.37312560542503,213.89679474440598,211.8408123292343,213.7934374637498,210.0963093518291,206.50221528282373,211.68038110320703,216.94541017536113,218.4727505237462,224.80617505388443,224.67804183017716,210.8583503916978,212.5444979566073,211.99812213694392,210.24696201348922,208.16341723024863,215.5257236809028,219.1390272083742,211.84246838488048,205.3344118765893,208.9942475085953,209.3089621313813,207.88769931144793,202.9825164688933,208.3209844758662,203.96968210555,207.74509744338988,210.16363169731244,219.27076557013095,214.98448012381368,,,,,,,,,,,,,,,,,,,,,,,,,,
