,dates,chi0300-0000,chi0300-0001,chi0300-0002,chi0300-0003,chi0300-0004,chi0300-0005,chi0300-0006,chi0300-0007,chi0300-0008,chi0300-0009,chi0300-0010,chi0300-0011,chi0300-0012,chi0300-0013,chi0300-0014,chi0300-0015,chi0300-0016,chi0300-0017,chi0300-0018,chi0300-0019,chi0300-0020,chi0300-0021,chi0300-0022,chi0300-0023,chi0300-0024,chi0300-0025,chi0300-0026,chi0300-0027,chi0300-0028,chi0300-0029,chi0300-0030,chi0300-0031,chi0300-0032,chi0300-0033,chi0300-0034,chi0300-0035,chi0300-0036,chi0300-0037,chi0300-0038,chi0300-0039,chi0300-0040,chi0300-0041
0,1985-07-27 14:09:17+00:00,197.3663849927361,,,,,,,178.99369360715005,185.4798643313749,186.5963723772884,182.2170091862988,173.23901986044055,,,,,,,180.64117690682812,,,,,,,,,,,,,,,,,,,,,,,
1,1986-02-04 14:06:23+00:00,232.4202940917962,,,223.35684496262533,228.12056378096375,225.26659403437577,212.37382245732155,212.47663495289797,207.32922315778845,202.10734864453536,200.19787503536955,207.51249737993788,,,,,214.72343840963367,218.61197403469237,214.55946154112124,,202.17227107521148,192.45052699450244,188.25346497690546,188.4885599624678,195.99208679593107,194.3544554897983,198.8073945257227,192.5138183437315,185.55398745845173,186.7572232215672,192.21529722313934,,200.13909522672117,221.72368605038938,198.65668746941796,185.54532423777388,173.74600050328877,160.73135963509694,161.85861153711483,188.95701096874265,208.65387239408932,223.97404157322984
2,1986-07-30 14:01:40+00:00,,175.09493889127276,185.08440837888216,189.86978910907035,196.26020707254165,201.025003589749,182.64287886689308,178.911027988225,174.75453322177995,174.84939163715674,174.64317208327176,173.5670308446321,181.38035096412509,177.75957998833002,160.78694427182748,170.3398435385223,186.66348649546703,191.590406272308,179.29474376924347,159.95018322613177,175.17250638463398,166.93542717525966,165.95755822394176,161.03265788750448,164.3256865486694,194.05895537492412,181.8878045214081,161.69268762499505,197.77497669643608,214.52330745805256,183.71015441383494,169.6181043063014,185.2038458015551,197.79152025698613,182.98038988642037,189.37352158466467,150.86206368235742,141.8934286406608,169.17658181790858,184.9278952992318,205.41050844481524,212.40679547405045
3,1986-08-31 14:00:29+00:00,,168.2185318597124,179.07191364498334,187.59535204150438,185.63769426122622,194.32084685258906,183.02383447993532,179.5995912675741,178.9221858003919,175.2279219334876,173.60093672085034,175.166563288597,182.41721266921604,171.99019478829553,167.4617074131832,169.29819270260904,177.36290213440668,186.32404353006234,183.59383425394086,171.3037496768248,176.94447174144918,172.39115305536043,167.42161892435283,168.1284161918271,178.11614488524776,172.11763350913208,171.8327977459661,175.67204466514886,192.91118248665512,197.56329256965367,191.44228937106695,176.72837779673816,202.6026771869775,212.35511841761573,192.4737694433439,191.11759603525195,176.5502589207508,165.2784157265242,166.15689484647396,187.55817135380738,203.40422261275558,219.7404025826968
4,1986-09-16 13:59:58+00:00,,182.4376131647959,190.72461679370235,,196.7670963208232,205.6438616863032,191.0873385652073,190.6835634906375,185.7420369369615,185.77985570184347,185.8039091052265,183.4133155621257,190.45277063756865,181.68852894371716,177.20069493743256,177.56200707059193,185.91902523155412,197.20023752403594,190.11340861373475,167.74791934229532,179.80763151541987,178.56584128022692,168.46279659210717,166.0904696761774,181.85935386243298,177.49595015143674,168.3683580738156,171.17746398380535,193.8397787718116,208.18221727483183,194.9335051232871,187.67029222165922,194.91360832522923,213.00252965730652,190.2122997210739,181.59014166581773,167.36028917094376,158.41101143206964,163.7212139389181,182.21739260900242,189.11399987717195,211.83937275319235
5,1986-11-03 13:58:22+00:00,209.55256259811594,203.4564768536187,209.68036252095266,217.7296786983497,222.26597180273689,226.3260888186955,219.86499254617425,212.72110402195517,208.06830726758318,205.64216589827186,199.15024569000127,197.26227500790253,202.73188935882098,200.74601749384473,191.05663992508264,191.44864059346978,200.6169054125757,205.66390070635288,197.44312896817948,184.04176387728754,181.07593384099596,180.9562819987581,170.42832501394665,182.02490843631446,185.60689058400152,185.31346160101907,171.17079312592418,191.225404724968,207.7503150541411,201.55062258233733,207.83917982725347,196.84598395124843,204.50764135861098,213.9844912999118,194.9569988519266,184.64344222068365,170.64525810989898,168.5592583825337,176.98834894839112,188.02314680865413,199.71693212007546,221.98255036250018
6,1986-11-28 13:51:34+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1986-12-14 13:52:02+00:00,230.11991014859808,223.46437033983761,219.17929415166358,223.8448341186134,227.56083021902901,233.556583927696,219.88855589582096,214.63300020598268,204.93109711790265,203.49389968386373,205.30456023498814,205.09024324817625,212.64143023461642,204.43283354973303,199.51745725380653,197.36046996205522,196.02470515785024,203.38628279295892,202.0633722429132,176.78283611559596,189.35785986777188,187.78535538752683,178.0167751992111,182.3736786854518,187.94588558355576,174.74287345335534,163.51182538014004,185.25542480037765,189.76204441097116,187.17490235223622,204.0526737488969,205.36660010774804,203.10469648351426,204.2266782350783,195.7068698830894,178.17856369632727,169.83340103205018,162.71158744223834,159.19999775770088,190.5142400487675,196.28322587818772,217.32016121995025
8,1986-12-30 13:52:31+00:00,237.671645131766,229.89006901941212,240.70060225372,225.2435692844618,229.73652060362852,230.3814978635452,224.67419447434594,220.99320949300866,214.79977525463758,211.9068144279782,210.98856796013843,207.67108110044802,210.5462415476483,204.503582571899,196.5325740172954,192.91851162654925,210.56341296098572,217.63790787676334,209.17670814449406,193.61557799424233,194.52369948029425,169.20891081247194,175.7263780007403,178.59997481844374,180.2201325034372,180.80359884808666,172.60841134702525,191.37951441594782,186.87212980157824,198.5721831292679,199.0251392409985,208.5729682053689,187.59548373977077,201.6518322828327,188.26798598298615,175.36246070023876,161.11531617917802,162.59439009980343,173.5268024147745,194.39721004228727,200.38564541061425,222.0709318682751
9,1987-02-07 13:59:57+00:00,223.98806954750196,222.38205785824482,224.89942028928854,230.6142371179235,234.4024841274349,240.9562749937193,223.47822589197756,218.19699919825683,211.0440280475162,206.3066353940328,206.90585491766763,211.1330278563286,221.2319790466044,211.95968595157993,210.03990995851635,212.75059222079307,223.5638977789136,226.099100219875,226.67448826757575,209.874659898525,203.16182953445607,193.2192823256246,192.0423911460228,193.91767589688703,197.94855932321332,201.58866494090415,197.42830363904108,189.33378956775766,198.9297730296906,200.79586337874704,208.8022462296428,202.31553170279133,195.44200145011388,225.3529678403,178.82678438521336,187.2850015677341,183.47943461163092,160.58899314033238,168.5766160409199,188.54997164748346,205.65206549616335,225.1598514920028
10,1987-03-27 14:01:45+00:00,237.2823009249094,237.8287613215697,234.97955782087504,242.44067314791474,247.71024595236514,248.65441924015835,231.87953876734633,229.01013445195457,217.95643771755232,209.1179597098728,216.35515459403018,213.83972980791765,216.29524194323403,210.96122012055434,208.48905999385548,212.5508016050744,228.91656058290516,242.9863366669512,234.93414254927464,220.88800483214098,216.2510146058615,217.96786207657854,206.22399383869427,209.62372516980597,217.0375904045718,217.64405106704652,218.30580780915983,221.36619466201594,217.54445008370146,211.1458641292442,212.6241508465938,210.46801980084214,211.15383706730506,217.84075771288448,205.84176149514124,201.04616014594293,192.24744095369468,179.7951327463531,185.1011555555677,205.33690381284202,221.77551829634052,250.73010092415223
11,1987-11-06 14:07:20+00:00,186.05483453903489,189.8505298828137,207.67826046670584,211.2901563819365,218.5346524245033,217.8769476911668,202.74088083371115,199.81525066844554,193.00648136365265,190.54799517667843,191.52417287147665,189.64290800213894,207.8616708841846,197.09331607716615,172.464924740204,169.9014097724538,194.41116364239468,205.78952653955605,191.18224439503322,197.1188285556113,211.44082007253138,205.83421243448944,205.94677096180018,215.0712653177902,,,231.56882488041836,226.42714014494098,207.41421319483504,187.42508906329772,219.39199006403774,191.65496016343528,198.6810705662293,201.76096345975407,188.5942224506194,190.68695731547888,181.55484524338263,180.41205553569998,168.0960431648813,192.0890034469176,204.57203482954003,221.78251926880822
12,1987-12-08 14:07:53+00:00,209.9446907818424,209.20544755339859,211.09923008040602,213.51199819243632,218.43018279758977,220.79374642451776,215.07444984121324,209.82405587525446,198.67395097930478,194.4921345906952,192.1031668132713,195.84358639912384,208.99996339051464,201.23360971027336,186.1734941720045,190.73430424276884,204.35501762523705,210.14444924984468,208.90580941466655,206.66566503216083,207.15285352337713,212.52402927063355,207.342675232453,213.92335305227385,226.36941376951293,,229.86887717076795,239.1636910694293,227.63235600113882,223.36860544962315,213.92952085923758,203.5312522435161,204.3971224657355,198.93883029671477,180.71620443318236,196.75931772240176,186.27187449023333,170.7674490799313,164.61286032380016,192.1750060034714,200.298386093429,226.32666942537173
13,1988-02-26 14:09:12+00:00,221.35157152186363,223.30737247205536,230.63204579305,235.76087228572337,234.53331512630626,239.96872323704778,232.18141156621698,226.11056361217067,213.9540079700508,216.66135070673894,213.26728797267364,213.0005439364924,218.6216287119109,220.7387047206793,215.5028894275765,216.75532999113605,229.99642988134707,234.26938529474674,234.35978753454208,219.1603056311917,228.71891475197975,225.32714592313366,221.42539540746725,219.92901997462366,230.48321782765396,,233.7701579615056,237.65208592821213,247.0702813578447,252.73801723235098,247.88908278688035,235.80373605683502,239.97450008482193,229.4462594607531,175.11569625673238,182.90054877250253,193.6072686767076,171.0729554637023,180.80699011986746,199.3492677942199,212.00025321102527,231.57784828924403
14,1988-04-30 14:09:40+00:00,226.5924019398586,224.1884098737034,226.9748286689789,237.300338628102,236.634182498977,246.06344478049627,236.43965847176486,228.64090741509372,218.95216162059438,217.72875517872512,209.63649854676615,214.26841098347768,223.46454109974556,217.86824221358424,205.34791925639306,208.17805642535907,220.30090751368596,219.82208700891485,218.69581440294962,210.3852225290981,216.12656359729223,215.43600984488035,210.67084306906193,216.86629908063824,219.1785608002548,,230.80729432948624,223.01977050797493,218.9780594595691,235.75073545746199,238.46529460163003,225.78067718381033,235.35445340693877,236.43218892129863,205.390770932632,194.8243849579104,186.0189985462368,181.21999381016496,180.71173979159445,204.0018226066778,213.27860402991345,230.23324318054475
15,1988-05-16 14:09:51+00:00,229.83759519408795,228.09244571314014,226.58594988487172,239.61099616134553,237.50337120544728,233.49786583246785,222.11329944477865,214.9998030081522,213.9898374082813,209.7064095492169,203.496402003145,200.75641611677844,209.58379487970186,204.49893943821965,195.25212630655528,196.58075013938648,199.60521472674247,205.64377716176716,201.79454968243732,195.73668857721043,199.57485101743367,201.2076869969439,206.23172108453062,209.8031691154575,217.2148759709497,,204.38844136767756,,,223.924503339034,221.52680277662077,231.1214020585168,234.2263226414078,229.80792697753725,203.3374324448513,196.0334394971615,187.47711327488057,181.58630135709348,182.45621598551534,203.12944642523004,208.77963010872142,229.451941419867
16,1988-06-01 14:09:57+00:00,223.69425558784027,227.00769641200094,227.97937921465046,233.31709325532665,234.7397602395983,240.98811366880463,226.56655801151592,228.39907265776117,220.67646973617838,213.30296621310532,202.6587291440587,202.12436563251558,214.62108579178255,205.19440841091227,197.0193591938367,200.21266959798282,205.18942018261436,208.43631253051555,207.01064584905575,199.1674805406062,208.60448647764437,193.51835056564622,201.08292879644625,205.99297830843,220.33018543023576,,218.68133538456254,225.7266980500367,230.20891250168185,215.74071179584723,231.06521411671966,239.01227146959354,227.7765217420227,219.6628117298893,201.9841448015166,200.99030633658248,183.95180048588546,177.94769027241486,180.51023305837376,190.68726832329074,204.14054042851765,229.14112706823664
17,1988-07-19 14:10:09+00:00,218.77796668823754,224.34901924806772,223.85359812685627,222.82004599540355,226.32757104183784,230.5850617559539,220.28721978684123,215.15605993746303,210.00948656504207,209.92380539566975,209.29009243018822,204.12489167572468,211.9889079386398,198.47477021327873,189.62825235997929,196.5067195707331,202.00868317250337,215.502953776383,209.32799734306286,189.2958323545616,192.05697336397247,200.89417847253017,191.28054940100688,200.50628978454387,212.64968566392216,,192.9172613411072,211.3503928928342,229.26074438968186,226.1593870496206,232.40614742750483,232.7790922533246,214.85002620944368,216.6224236189118,210.55528671303364,207.2291480813845,191.89512069068505,181.81348695778857,175.35160026288187,188.20032450748818,203.28124925375926,219.90320336869044
18,1988-08-04 14:10:11+00:00,215.46400880057197,214.43592266869967,227.69917555868025,224.29858752438193,232.37434756000104,233.16304042787283,219.53740622307916,214.74384323939975,210.21623806966625,209.61047914991954,207.6872712640749,210.59818914842322,213.48308142383647,201.72322852017484,189.22813463128682,191.4001737711266,205.59471977140126,211.06728334966647,208.8653213151702,203.97975037954183,204.6658371475276,209.18898872247883,196.96740586197248,202.0420328716383,209.0157645991287,,194.48788170519296,206.8205921283553,234.92235174291181,234.61245845134994,237.51348170384767,233.579131471065,219.17043021765917,226.97316666113224,209.63229765817871,206.14558010635676,198.29397297290947,188.06639703705096,177.41137112259358,199.02419425706142,197.92546995361207,
19,1988-08-20 14:10:12+00:00,212.32393932185536,216.49418675765907,226.6877127312106,215.56387976574825,221.1152920319723,220.0081689442871,208.91531937935613,207.9199520949826,202.59682109320693,198.3089869621324,197.30552839810997,199.5844739254977,201.80913180932802,193.40285398187729,183.30021684878702,185.40727070790996,189.65765538224792,192.77891358578742,192.85618051300474,190.52096701814307,194.45851961319423,195.77426596412712,189.33252327160042,194.13995145482417,200.1166151223544,197.60799444814245,199.34338683827454,220.65542580691678,217.57359256691723,226.18658703689755,231.28134128065847,229.3268429956482,215.5545798310619,227.73709971907667,215.56860509871177,196.73195382307145,183.29392536595844,182.4699253505544,186.5203132459282,200.17834657616916,207.37155100781564,
20,1988-09-05 14:10:15+00:00,207.785271129884,214.05062702254557,220.82421304317663,217.4621979132537,221.79033292484843,224.2083577665355,213.56790515437848,211.60786350654723,205.956954348781,203.8984739283013,204.7678925066827,202.050665072882,208.33735797166995,200.58759595388358,190.81411267662733,191.7734204166872,197.72180721378925,200.4653367684889,201.48532466074838,196.5550099305998,200.40099768438233,199.02229506691754,193.87505905197267,195.36483762025333,192.86893085459977,197.0073398914373,206.76115108207009,221.26586103454267,218.153174432313,224.79737382990447,226.11916263304215,219.48888322161065,213.33548967439154,233.22430148189628,218.27126411947947,202.61513981976594,188.836962466997,171.70471613699172,188.66545886596106,203.23146943077143,203.77009664632894,238.06521602849375
21,1988-10-23 14:10:00+00:00,223.55403542761255,220.7188108227501,226.24934090396667,233.85230341337052,235.00607862943423,236.3830456714935,224.96573974329294,222.33404949724397,214.48213933758748,211.75554636862378,213.41999393392476,213.83972848887018,209.4852797694026,201.1145424186294,189.31485008928044,186.74029331943112,192.57810440776365,198.05580745248852,205.77050909485544,190.33673156006333,196.30664447351955,191.18968730270413,183.4432901566347,177.2466462039609,186.8583780285945,,197.99751255076566,207.83294699497554,211.92994136547443,206.25946314971574,205.96195869744497,197.34590544447752,203.75337709375057,227.54759706279077,197.1960026928307,195.14788135478875,179.0482234382377,163.73517171150345,171.18598572807358,175.97234771232192,195.6180401590787,220.74478460114116
22,1989-06-04 14:07:41+00:00,229.0703093704303,223.8920893455204,216.61796283943474,224.7703792227835,230.24011886314457,247.2892625114339,234.59736257309189,230.40718855783058,218.19754533596966,215.9544581341549,205.77988975945442,204.70901205669622,212.50785217184225,207.02144554925204,207.53214278536612,193.9781402186871,202.4827192121321,212.26413768321413,206.23084624463863,194.87999873228554,197.7876688124494,194.66126077745272,177.70019409978957,190.93660834508876,197.89545355848122,,203.7974899353814,203.93732279554138,,207.3881511494129,233.85260373788003,227.8931557259979,225.8139295063744,224.22308069104295,198.6912248053102,200.88623994038622,186.77954781976544,176.51465600697125,170.1506618028361,184.98306612140985,194.42982824302666,213.00666564082314
23,1989-09-08 14:05:36+00:00,215.98662834550836,210.80267848845182,221.0612471318799,227.78484666222977,225.40823957594873,230.4630579350146,205.411887760967,,,,,,,,,,,,,,167.89617318286497,175.34732516558847,157.5114112249757,,,,,,,,,,210.34806391766378,204.71138918596677,193.72897389536928,198.09903877042868,161.62847893878302,175.81025633351155,168.71963045207497,190.86234235966282,192.80605996403813,216.4108771513076
