,dates,chi0300-0000,chi0300-0001,chi0300-0002,chi0300-0003,chi0300-0004,chi0300-0005,chi0300-0006,chi0300-0007,chi0300-0008,chi0300-0009,chi0300-0010,chi0300-0011,chi0300-0012,chi0300-0013,chi0300-0014,chi0300-0015,chi0300-0016,chi0300-0017,chi0300-0018,chi0300-0019,chi0300-0020,chi0300-0021,chi0300-0022,chi0300-0023,chi0300-0024,chi0300-0025,chi0300-0026,chi0300-0027,chi0300-0028,chi0300-0029,chi0300-0030,chi0300-0031,chi0300-0032,chi0300-0033,chi0300-0034,chi0300-0035,chi0300-0036,chi0300-0037,chi0300-0038,chi0300-0039,chi0300-0040,chi0300-0041
0,1985-07-27 14:09:17+00:00,197.84687231014928,,,,,,,179.47418092456323,185.96035164878808,187.07685969470157,182.64944777197067,173.632145847415,,,,,,,181.00154239488802,,,,,,,,,,,,,,,,,,,,,,,
1,1986-02-04 14:06:23+00:00,237.61346642207462,,,228.55001729290376,233.31373611124218,231.108912905939,217.56699478759998,217.6698072831764,212.52239548806688,207.3005209748138,204.87173013262014,211.7614565592566,,,,,218.9723975889524,222.86093321401108,218.45434078883005,,205.51073900181905,196.04580014623366,192.14834422461428,192.73751914178652,200.66594189318167,199.0283105870489,202.70227377343153,196.4086975914403,188.8924553850593,189.6783826573488,196.11017647084816,,203.25499862488823,225.3189592021206,202.25196062114918,188.88379216438145,177.34127365502,164.98031881441565,166.10757071643354,193.63086606599325,213.3277274913399,228.64789667048043
2,1986-07-30 14:01:40+00:00,,176.21926313320006,185.983867772424,190.86918843522795,197.25960639869925,202.1493278316763,183.64227819305069,179.9104273143826,175.75393254793755,175.84879096331434,175.5426314768136,174.3847212023974,182.27981035766692,178.65903938187185,161.6046346295928,171.15753389628762,187.48117685323234,192.40809663007332,180.04429326386168,160.5926542215188,175.81497738002102,167.62731901644568,166.70710771855997,161.8503482452698,165.22514594221124,194.95841476846596,182.6373540160263,162.44223711961325,198.41744769182313,215.0854695790162,184.45970390845315,170.30999614748742,185.80348539724966,198.48341209817215,183.6722817276064,190.01599258005172,151.55395552354344,142.71111899842612,169.9942721756739,185.82735469277364,206.30996783835707,213.3062548675923
3,1986-08-31 14:00:29+00:00,,160.3061237942856,172.7419871926419,180.56210042779168,178.6044426475135,186.40843878716225,175.9905828662226,172.5663396538614,171.8889341866792,168.1946703197749,167.2710102685089,169.41208469555932,176.0872862168746,165.66026833595407,161.70722882014553,163.54371410957137,171.608423541369,180.56956493702467,178.3188955436563,166.78237363943805,172.42309570406243,167.52197886125163,162.14668021406828,162.37393759878944,171.7862184329063,165.78770705679062,166.55785903568156,170.39710595486432,188.38980644926838,193.60708853694027,186.1673506607824,171.85920360262935,198.38272621874987,207.48594422350692,187.6045952492351,186.5962199978652,171.68108472664198,159.52393713348653,160.4024162534363,181.22824490146593,197.07429616041412,213.41047613035533
4,1986-09-16 13:59:58+00:00,,165.8114550051134,177.42369026595637,,181.98828906777212,189.01770352662072,176.3085313121562,175.9047562375864,170.9632296839104,171.00104844879237,172.5029825774805,171.3215641732657,177.15184410982266,168.38760241597117,165.10894354857257,165.47025568173194,173.82727384269413,185.10848613517595,179.0293031739464,158.24725753676248,170.30696970988703,168.3343593358069,157.37869115231882,153.99871828731742,168.558427334687,164.19502362369076,157.28425263402727,160.093358544017,184.33911696627877,199.86913819499057,183.84939968349875,177.4388102772392,186.04632397339856,202.7710477128865,179.98081777665388,172.08947986028488,157.12880722652375,146.31926004320965,151.62946255005812,168.91646608125643,175.81307334942596,198.53844622544636
5,1986-11-03 13:58:22+00:00,200.73788729247653,193.53996713477437,201.7471547458772,208.91500339271028,213.45129649709747,216.40957909985116,211.05031724053484,203.90642871631576,199.25363196194377,196.82749059263244,191.2170379149258,190.05026793965212,194.79868158374552,192.81280971876927,183.84463285683222,184.23663352521936,193.4048983443253,198.45189363810246,190.83212248894992,178.3751868950908,175.4093568587992,174.8538144794693,163.8173185347171,174.81290136806405,177.67368280892606,177.3802538259436,164.55978664669462,184.61439824573844,202.08373807194437,196.59236772291516,201.22817334802392,190.74351643195962,199.21883617522735,207.882023780623,188.8545313326378,178.9768652384869,164.54279059061017,161.34725131428328,169.7763418801407,180.08993903357867,191.783724345,214.04934258742472
6,1986-11-28 13:51:34+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1986-12-14 13:52:02+00:00,225.4973264892223,218.26396372303984,215.01896885822538,219.2222504592376,222.93824655965324,228.35617731089823,215.26597223644518,210.0104165466069,200.30851345852687,198.87131602448795,201.14423494154994,201.3081293450506,208.48110494117822,200.27250825629483,195.73534335068086,193.57835605892956,192.24259125472457,199.60416888983326,198.59643449838137,173.81117519171153,186.38619894388745,184.58510516180513,174.54983745467928,178.59156478232615,183.78556029011756,170.58254815991714,160.0448876356082,181.78848705584582,186.79038348708673,184.57469904383734,200.58573600436506,202.16634988202634,200.33114628788877,201.0264280093566,192.5066196573677,175.20690277244285,166.63315080632847,158.92947353911268,155.41788385457522,186.3539147553293,192.12290058474952,213.15983592651205
8,1986-12-30 13:52:31+00:00,232.28160210438406,223.82627061360745,235.84956352907625,219.85352625707986,224.34647757624657,224.31769945774053,219.284151446964,215.6031664656267,209.40973222725563,206.51677140059624,206.13752923549467,203.26104589622642,205.69520282300454,199.65254384725523,192.1225388130738,188.50847642232765,206.15337775676412,213.22787267254174,205.1341758739576,190.15055033378252,191.05867181983444,165.47734256274597,171.68384573020384,174.18993961422214,175.36909377879346,175.9525601234429,168.56587907648878,187.33698214541135,183.40710214111843,195.54028392636556,194.98260697046203,204.84139995564294,184.36145792334162,197.92026403310672,184.53641773326018,171.89743303977895,157.38374792945206,158.18435489558183,169.1167672105529,189.5461713176435,195.5346066859705,217.21989314363134
9,1987-02-07 13:59:57+00:00,228.3222441880756,227.25800432889014,228.80017746580478,234.94841175849712,238.7366587680085,245.8322214643646,227.81240053255118,222.53117383883045,215.37820268808983,210.64081003460643,210.80661209418386,214.67917074407063,225.13273622312065,215.86044312809616,213.58605284625838,216.2967351085351,227.11004066665564,229.64524310761703,229.92511924800596,212.66091502460804,205.9480846605391,196.21986476909862,195.293022126453,197.46381878462907,201.84931649972955,205.4894221174204,200.67893461947128,192.58442054818786,201.71602815577364,203.2338366140697,212.052877210073,205.31611414626536,198.04250623445805,228.35355028377404,181.8273668286874,190.07125669381713,186.48001705510495,164.1351360280744,172.12275892866194,192.4507288239997,209.55282267267958,229.06060866851902
