,dates,jap0013-0000,jap0013-0001,jap0013-0002,jap0013-0003,jap0013-0004,jap0013-0005,jap0013-0007,jap0013-0008,jap0013-0009,jap0013-0010,jap0013-0011,jap0013-0012,jap0013-0013,jap0013-0014,jap0013-0015,jap0013-0016,jap0013-0017,jap0013-0018,jap0013-0019,jap0013-0020,jap0013-0021,jap0013-0022,jap0013-0023,jap0013-0024,jap0013-0025,jap0013-0026,jap0013-0027,jap0013-0028,jap0013-0029,jap0013-0030,jap0013-0031,jap0013-0032,jap0013-0033,jap0013-0034,jap0013-0035,jap0013-0036,jap0013-0037,jap0013-0038,jap0013-0039,jap0013-0040,jap0013-0041,jap0013-0042,jap0013-0043,jap0013-0044,jap0013-0045,jap0013-0046,jap0013-0047,jap0013-0048,jap0013-0049,jap0013-0050,jap0013-0051,jap0013-0052,jap0013-0053,jap0013-0054,jap0013-0055
0,1984-07-10 00:23:29+00:00,151.599301832388,,134.16056315545896,,120.53732691609926,,145.12460922215797,138.09959880943907,134.09092109871403,122.06400489214334,111.74347975826386,110.97673706479019,117.95788478926808,121.84272175375067,122.36979267872309,117.31595700537854,116.1092355637226,122.3710346378996,,109.2314264789927,123.97011823357626,142.26753720602892,123.43895459724308,128.51623938652224,140.58524558798186,161.77999121334096,89.82362912458606,95.90286695044284,138.676467744314,125.09459878371804,125.21774601956379,139.281481200516,129.8413793449734,126.81421137881937,,114.29117503774906,110.74314323742624,,100.99233485084484,93.52872886319706,88.74705467760647,74.37852506099424,,85.07228733510715,95.80542235357329,106.63346983733442,,102.7228966190409,101.27290996401938,92.41907721997318,82.7571715265435,56.239457197700574,89.04981056261711,,110.34969123271755
1,1986-05-13 00:19:38+00:00,171.23757936877277,,153.5383388216619,145.11637680754427,132.3610470999994,159.2181963302668,164.72718879522964,164.45400904999684,148.67567487345804,140.07960481248514,122.70665141605801,121.95790520343135,127.9703444411812,129.60765378431032,130.6359526574252,119.72015715686919,,,,134.61270434890778,131.49222079013427,115.809959844949,118.64964139356088,136.5263588599593,144.20503611904104,158.111462289712,115.62680995813551,124.66363539993853,137.3851563889232,136.36290460037384,,143.54055472568828,140.63230169488338,133.45759350764632,,115.25257713534948,112.0728487044876,,,,107.24091323693926,105.01442679588979,79.02971690533766,100.15615982198926,110.95430932198616,111.27089583603762,123.60717991979067,123.08209577306164,118.65541446947978,125.56665583928475,102.34045478568174,71.6306553308005,101.41717032521552,103.67104616510116,124.42055598496233
2,1986-09-02 00:15:52+00:00,144.72491224930272,,125.61179052283464,120.36418226783451,108.61857364978442,135.59063500001017,143.6875303047678,139.62557389268454,,,111.0017671440205,,116.36682593252567,105.6884291201574,107.9625361017664,117.25743307237693,123.30779803984231,136.8347990120457,137.84107582432617,131.7696651370161,143.8742227974367,126.54694631115586,135.8876283111805,146.6532294919729,149.95477764088872,156.52909685099533,150.76808309502456,150.6806059739063,161.07921554882427,166.5419699879874,155.4995970587339,,158.48795777737615,166.02678284639865,175.25044637658232,,,,,,,,,,,,,,,,,,,,
3,1986-10-20 00:14:19+00:00,171.42089033001648,164.98632463460547,156.81209286255992,146.18920713697662,142.69528027108373,153.40435404230647,158.16172998886728,153.91202455543254,,,117.8314342316031,120.28389335908177,123.46201058275606,135.2444123485798,136.53629048746245,133.86931738196742,132.7644925619947,134.1270111895597,134.74121245925113,138.19985522972266,132.2200443471672,116.72781480163208,120.85483732578317,142.17581797661487,158.78308124993674,169.6722144387862,121.13778261626494,134.75123039461303,157.03925383107403,147.11221203013315,,154.0462515843599,150.5440644466388,151.57164385500857,146.58030759779135,139.23278814498593,132.62577064393685,127.5249849630693,127.93411072953369,126.21384386980468,122.95836352411304,118.34925439486422,87.51966193840344,117.61399914305242,123.68369115560405,123.31466955314632,146.06777992132928,143.9400260978137,149.89187765067962,138.3785933333647,135.6730835419506,129.50373302243028,117.41120106554997,124.85808137612987,
4,1987-06-01 00:19:08+00:00,185.25799687318283,,158.45194880290782,156.53928990018056,133.90703734777847,153.4461593420669,160.29325931913513,161.5381487870727,150.94564986990676,135.60830719013796,128.80733413189333,,125.5277263473765,131.12915675211963,129.20797033810265,126.80357361533223,125.37555660282928,135.38168297110127,141.6420420655158,141.80990351582653,140.8096465285016,127.41050489145164,114.56546779804601,143.4033975993974,153.42241929789427,161.65737880793358,,,145.9630214910983,144.1312033902267,150.39470177788695,159.16839966144744,149.60037369570983,142.38798000270464,143.55089020598132,,136.64185972189995,134.4480463504074,140.68956220201886,130.03907699310025,127.21335652899924,114.32058884031066,78.35841848204569,133.19132889843334,137.85777342705325,139.84681959541882,133.14472152316517,130.95760739340474,,114.21769242780604,122.13726199399909,96.36163605997642,127.82766887580158,116.3521773817776,
5,1987-06-17 00:19:29+00:00,192.2304566332983,180.98732290295294,155.22674634927574,161.89961543489122,149.73978600375074,,171.69927582828336,,,152.25048407163143,142.73950326275076,139.01448565809474,,140.743643631817,136.9098709983386,131.55172851557387,130.20583583088188,139.5958339546015,144.83495634460485,140.94309047115303,142.77899882758635,143.95176936488355,134.24749502216625,150.60345567261777,161.4136497039396,162.0477252822298,154.32101444019088,158.48819536661267,161.2085110736426,160.4021742647209,164.9573246203429,,150.57032377480596,148.19553639300483,150.24153868348526,144.25604224515342,142.28518440512624,138.1058977126836,148.30261801896793,146.2430550546289,132.2426692306405,131.47558835461544,79.04614433960683,138.50471976436467,,157.54388494988785,158.66641911723366,144.61235207346084,139.84537717451644,155.25569083042544,148.5682906882691,135.30787630038182,,139.97247557478545,
6,1987-07-03 00:19:49+00:00,173.8332529673024,163.92530490173334,156.8842732202838,153.864603966012,146.5521910442889,156.04519654845237,167.1883033738838,169.97040571580487,157.93841359991686,146.34008185485834,,134.31642889119777,135.23837852419427,139.29475413897921,131.266081495998,125.8166832292689,132.67972030801502,130.83871671317416,136.2858065783637,134.14887650449774,134.1175503728337,113.93811305040893,109.85741533868334,139.43717694353796,148.29229194870143,157.57006564335927,114.22718134543263,135.5466312855899,158.67489995346372,154.78018292508722,158.92206115655267,164.03131940819935,147.19425153765584,146.0640279469758,,137.39771742591626,135.4692582237749,128.59919158767886,133.56275321876774,137.422471529358,127.09586389501578,110.12505492151291,73.18481927818198,135.18903130487973,148.9420284557914,143.4665158954928,145.05059100644826,143.51108434497849,,138.51671452308284,137.01643722325005,128.05565986884886,162.1872583627213,138.06672096282347,
7,1987-12-10 00:23:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1988-09-07 00:25:41+00:00,173.92486473594676,,158.95630398032858,151.93900110763525,146.60922755938302,154.08390774781597,164.6357902278068,,,161.1709839994594,,135.73715487008846,131.71474742970173,137.47562522782286,128.79794186145847,131.4474750822289,135.46581280707034,147.93743521140277,143.01210224192542,146.30053613311213,146.31781595604878,131.03351568444378,122.47623407589317,150.0158372203074,155.50415311954373,171.10069359192752,137.37554585146972,149.50732060541463,161.2862350967422,154.96480466306494,154.83113711743403,165.40192186827437,175.88695000604736,153.4394971436215,147.07129468372744,142.25846424156202,136.6410660144848,,128.99307099508337,128.30142661698088,130.34039800179414,108.75435532593974,76.06055226886815,128.65885073004645,131.44510168987216,137.31047826161472,140.7466469451443,142.72059978140675,,122.05854983778576,125.66219329522303,150.5188961739633,,118.21779208156703,
9,1989-01-13 00:25:03+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
