dates,nzd0186-0000,nzd0186-0001,nzd0186-0002,nzd0186-0003,nzd0186-0004,nzd0186-0005,nzd0186-0006,nzd0186-0007,satname
1999-09-29 21:52:52+00:00,334.49,326.58,341.26,343.22,358.70,342.29,362.68,360.20,L7
1999-10-15 21:52:49+00:00,317.57,307.52,314.43,319.43,334.13,322.66,342.06,344.36,L7
1999-10-22 21:58:52+00:00,314.26,314.59,309.95,318.34,324.31,327.03,331.17,337.75,L7
1999-11-16 21:52:44+00:00,323.86,311.18,315.86,322.90,331.73,324.01,339.38,350.19,L7
1999-12-09 21:58:57+00:00,319.72,306.96,314.88,324.78,332.59,318.97,341.06,341.67,L7
2000-03-14 21:58:35+00:00,318.19,313.10,318.43,322.66,318.77,329.26,338.13,339.98,L7
2000-03-30 21:58:33+00:00,318.37,317.24,318.96,325.19,321.86,331.05,335.55,340.75,L7
2000-05-01 21:58:18+00:00,321.34,318.12,316.74,326.86,320.88,334.28,331.22,342.50,L7
2000-08-05 21:57:08+00:00,293.26,288.25,298.19,300.27,316.12,315.14,327.57,332.32,L7
2000-12-20 21:50:16+00:00,,,,322.83,,,,,L7
2001-01-12 21:56:30+00:00,314.48,293.03,299.72,304.07,321.65,321.39,332.06,316.31,L7
2001-06-05 21:55:40+00:00,325.42,314.03,323.48,320.37,329.73,333.93,342.25,345.19,L7
2001-06-21 21:55:29+00:00,327.33,314.80,326.33,319.15,333.02,334.58,343.65,342.88,L7
2001-09-09 21:54:36+00:00,308.38,297.90,308.18,316.00,337.14,321.62,342.45,339.61,L7
2001-10-11 21:54:09+00:00,308.10,304.02,308.81,312.17,322.90,323.65,337.76,338.14,L7
2002-01-24 21:48:42+00:00,304.59,309.43,305.01,322.49,333.56,339.34,336.89,348.52,L7
2002-01-31 21:54:50+00:00,307.44,293.53,307.69,315.92,328.89,315.83,337.36,338.09,L7
2002-02-16 21:54:54+00:00,290.01,290.17,304.62,310.49,324.53,312.41,330.43,321.83,L7
2002-03-20 21:54:48+00:00,315.85,310.20,322.86,320.05,327.74,320.56,341.45,347.66,L7
2002-04-05 21:54:49+00:00,333.91,361.21,,,,,,,L7
2002-06-01 21:48:28+00:00,,,,,335.65,333.40,344.98,354.82,L7
2002-08-27 21:54:00+00:00,325.71,326.15,339.07,334.46,353.81,344.48,360.45,365.26,L7
2002-09-12 21:53:55+00:00,,,,321.18,331.56,311.22,323.63,323.34,L7
2002-10-07 21:47:33+00:00,321.50,310.03,317.36,323.24,327.72,318.74,336.11,338.19,L7
2002-10-14 21:53:43+00:00,318.74,312.45,311.13,319.62,322.40,325.27,338.25,342.07,L7
2002-10-23 21:47:39+00:00,333.97,326.12,322.09,330.49,336.62,328.20,350.47,345.00,L7
2002-11-08 21:47:44+00:00,354.31,338.89,351.88,359.85,362.03,345.93,362.55,363.11,L7
