,dates,chi0517-0000,chi0517-0001,chi0517-0002,chi0517-0003,chi0517-0004,chi0517-0005,chi0517-0006,chi0517-0007,chi0517-0008,chi0517-0009,chi0517-0010,chi0517-0011,chi0517-0012,chi0517-0013,chi0517-0014,chi0517-0015,chi0517-0016,chi0517-0017,chi0517-0018,chi0517-0019,chi0517-0020,chi0517-0021,chi0517-0022,chi0517-0023,chi0517-0024,chi0517-0025,chi0517-0026,chi0517-0027,chi0517-0028,chi0517-0029,chi0517-0030,chi0517-0031,chi0517-0032,chi0517-0033,chi0517-0034,chi0517-0035,chi0517-0036,chi0517-0037,chi0517-0038,chi0517-0039,chi0517-0040,chi0517-0041,chi0517-0042,chi0517-0043,chi0517-0044,chi0517-0045,chi0517-0046,chi0517-0047,chi0517-0048,chi0517-0049,chi0517-0050
0,1985-01-25 14:06:27+00:00,201.21901297785075,189.90729529722157,181.8059381515501,164.8552018749435,159.80392360719856,166.89973774945278,169.6392464922415,161.50343605731354,163.39630756614577,172.5103955163554,186.84459172075458,198.81626574795888,209.10577295414615,217.52812924908005,216.26023484492717,201.8895888250446,200.4853039240951,203.27426664692933,209.8030000279931,208.63154172552402,210.8242992977452,220.56508914098902,228.79085052729067,231.58930386654635,229.45609005267667,226.81995846957935,236.70196676173006,247.93973878105203,252.1595283031333,260.3018424338935,259.5162484553688,267.5961533132825,253.73485928656874,242.49832499575965,237.33629934825956,232.77965824395318,233.47900749718423,250.13536467475535,257.69302199376426,247.30261713775877,238.37784799036123,231.60318523676474,228.70796240148033,217.19318511748935,218.0201402303076,219.83193448681382,225.52780073494392,213.86277134817377,208.49101006064944,207.49063539886342,219.13757226576524
1,1986-08-15 14:03:53+00:00,190.39822245571926,170.67841988618022,164.34743702193447,148.13074291567796,160.06129686212878,157.95548419746484,157.35768090883678,158.66010113212093,154.47787727016976,161.15120255410244,175.9691936109466,195.21125148230473,200.24015873178845,209.79287359024184,200.00628215551038,207.46259939659,209.21663661358247,207.24942285665196,206.53649059836732,214.12993980455792,217.139251124344,219.06184019896372,227.28954549010544,231.2703592268512,229.86793843669298,230.62366158126633,235.39805218658645,241.85525064028093,240.83855390700836,246.2110889668096,250.85639101182608,260.4137841770324,243.6464157171058,224.62639094165945,220.2221921780722,225.47760709223633,221.36112915137602,226.16356339483568,234.23343408881902,224.3780234534774,217.067343594547,208.8137817618375,205.31141334046907,203.6206761490594,208.56968125669283,194.3872001585795,208.8296337375828,215.00020248354852,182.10629310750102,184.17540154406666,204.61596642456533
2,1986-08-31 14:03:16+00:00,170.04664052885101,155.79427191120632,134.42723993658416,130.0299630285712,130.19562973120077,135.0324821216613,139.71768761741788,140.1708032146456,131.792080274623,141.17727062896486,150.06410096999923,162.6968076859191,178.4988073628887,,,167.63196453148515,174.78722213772448,175.07845588885436,179.89562360319633,198.64716228378126,189.11415082610202,182.85995018056542,,,,,,,,,,,,,189.1202377635015,198.3413513588908,209.534240748452,193.19877024461542,,,,,,,,,,,,,
3,1986-10-18 14:01:44+00:00,196.8020564784686,171.93829055673507,166.34077181951216,165.98557033156936,161.961262513527,159.7150239200156,164.89159377221833,161.6835567646993,163.27366422548388,167.81710218743817,181.4788933155414,202.4211046154505,205.64541380446698,211.54332909540625,203.8133268922416,205.54231686948384,209.60762415570147,207.3934423519027,211.50670656263344,216.36643763026908,219.627494950101,226.57961356961587,230.7174397029834,236.0043454576049,230.1600279321662,232.88130637111112,231.63521827638854,237.90123510365743,242.24583579187544,244.0750793450308,253.58170738321422,259.09188282759357,259.7645193331906,238.78224880137088,224.12041207239983,221.70479177706625,228.91065696526496,232.48542897369154,238.64883607624884,234.57585803612346,220.68464108484778,217.2224122889954,205.90474200724378,205.9062619160285,211.94020573125044,201.198428817824,207.2024814076596,205.8446666487703,197.98135339747935,196.53330247887087,210.19635906379085
4,1986-12-21 14:01:13+00:00,213.6743443344547,186.22757212704542,176.6234213152474,165.7429504897108,167.82566483040466,167.43010708726894,174.31481900746337,172.1290055602828,167.47017181687636,174.92775689726494,191.78199716413866,203.78219687574892,215.99302237031242,212.38775485006357,205.6617138746708,207.50477557905378,219.4591779289698,210.96698520120452,209.11947174409318,209.59420661683995,222.17028064684567,225.48270600677452,229.34884529113816,239.53252397100778,232.63581082825382,232.23292524372042,210.7739243926996,224.0333980418287,235.00859073570484,243.94939995038442,257.361209719978,272.74212914346964,261.2326193230698,241.90487836145257,235.07406721514545,235.4035245189287,244.08156667074422,239.21392817159904,244.2678823943126,249.80132674410902,239.64024513109476,233.88440648231816,225.74634661002847,224.76885935122863,221.7410747697659,233.6030156553131,241.1004551567534,232.6463294508138,232.14961845451896,223.9618993808959,234.87701795933688
5,1987-01-15 13:55:47+00:00,211.01316096144603,185.35232250835065,177.20685811774598,162.68710101189833,163.33317012699692,169.82138197094457,165.1181306258651,169.88953827606494,161.52596456686257,163.49849394896347,190.43685689233376,205.0178514955437,206.86618363209072,206.0819100974545,204.89616440659537,198.29901915509402,212.41497618665014,196.56574830610606,202.4505839617139,204.54664376970396,212.1287233165168,209.71915431371082,218.68672192273212,233.07532769747877,223.32013434285287,229.33615399620066,224.50893645354606,232.21734724914575,239.27090709371066,250.78050447626674,258.7543548591847,267.4017329735681,258.56293707954603,229.33826624757012,222.43420553582382,228.40851199260217,238.52357536304106,243.68776420630724,253.86630226947958,251.96469860479283,230.8921350370236,224.97831660193322,223.45891180379704,219.22842749512586,214.1735162420984,218.16802714574501,222.8420799415437,207.7108505670174,204.15131825945033,204.19232980213116,220.87541598262547
6,1987-01-22 14:02:09+00:00,222.60571863984586,203.1069896196533,195.28136177308934,179.66184634195383,180.5067237896609,178.65250914478435,177.19416678279578,183.69469486952644,179.6341984991912,175.8472693539232,192.10535875753345,204.71508032867456,205.69620851831752,210.41255420817652,207.6514158930637,213.09947461083237,225.99148253276746,218.12809896251804,209.71263346856654,212.95037597770568,220.33162067539968,223.08548610326136,224.5547204684115,232.3939005377252,233.82114425436518,234.93925746941648,230.45255752399794,247.68085231846212,247.6835282386595,259.2589965935241,270.31437829584456,272.1868680477091,259.3748335631542,241.9796588774267,237.0866425247417,236.84760839576785,246.54379270376296,256.6015542117264,259.23120533878694,248.4772407663515,,,,,,222.96957979896024,243.39968413096477,230.06616461615502,228.4347650910995,222.63426177709454,236.33329676673583
7,1987-02-07 14:02:44+00:00,215.0807703757425,192.54897260789255,178.4851073152354,166.737284024962,166.13359014266177,164.55601755163352,167.42557242046536,174.59644500349722,163.63678987437189,176.8846059265669,192.26306624450234,204.8708232516978,209.70674823452464,210.0511161652314,208.17798296189656,208.32537856447738,216.58366499274703,196.49822793299566,193.49983376714562,206.80621208169504,212.50122668799173,216.32272425186454,215.31529793577607,226.4958631311005,226.96723234753108,227.33416441616828,226.16568113467196,221.3933139642607,222.8986409661286,234.27804178103918,245.8259841282067,261.89055547788826,254.4459258204978,240.2416456871104,230.50568978010952,236.5666877719974,248.64606561714075,254.63183768911077,267.58400071942305,249.21813728739693,246.94997935773802,247.84238002193783,234.18909298947003,230.9378396384837,226.1338730890348,232.29817051553547,235.06495439785658,225.5206934337442,194.37407607127653,212.85392030244208,219.4446002384829
8,1987-03-27 14:04:33+00:00,,,,128.5843266431117,,,127.5154637443644,135.21295881286022,128.8271447620319,,,,170.52857713655658,171.0659328159262,,172.94118459973362,,164.4128972761494,167.605019710349,171.22181005610236,174.93465582428786,185.86579979485282,187.83868653425446,196.00450869169947,200.03047440038168,,189.57027663118183,193.66366360806254,204.46382443921496,209.30894080003773,216.15493460204556,221.7317893618365,212.28142987446444,207.88177317776794,215.3553011435272,206.2332492542904,208.58212106117946,218.18361863194332,227.21713599576623,225.70089595680395,208.5099647692818,193.17376800168813,183.011890687549,169.66504747001628,175.70168370790498,174.29905512444995,186.21044847172783,187.52700506636296,186.5252638069706,184.78501822384544,205.37382262437328
9,1998-02-14 14:12:11+00:00,214.63983771366952,198.15186650376882,197.13426920011247,185.5651085415835,175.98492144219477,179.75042557818713,181.76603761046167,177.89383451110407,175.53378872347037,179.93701087418697,190.48936858353954,208.05773957457876,221.89844062521567,211.23865188883005,210.04842858073275,212.03680172070023,213.47338272655065,210.25829273038187,215.2956825392828,222.12409452666455,219.15637460427968,222.1690144141778,219.39737847664634,231.25533634532758,234.29008702715942,235.19217918890203,240.19567660865266,235.23927948728004,232.92532583273328,244.80788725780246,249.42707698206343,254.78860498765556,233.72490014011456,226.59795881083664,221.22116627123734,225.3430301217031,226.51269513843926,228.93580074096815,236.77703573167204,229.78718632776537,219.13879893320026,210.8593509134896,199.8466051807413,192.69536215487852,194.85716205601136,202.3754911668173,217.39832903437906,211.39357753774604,221.6618821409943,206.52251822180307,214.6145924093546
