dates,nzd0407-0000,nzd0407-0001,nzd0407-0002,nzd0407-0003,nzd0407-0004,nzd0407-0005,nzd0407-0006,nzd0407-0007,nzd0407-0008,nzd0407-0009,nzd0407-0010,nzd0407-0011,nzd0407-0012,nzd0407-0013,nzd0407-0014,nzd0407-0015,nzd0407-0016,nzd0407-0017,nzd0407-0018,nzd0407-0019,nzd0407-0020,nzd0407-0021,nzd0407-0022,nzd0407-0023,nzd0407-0024,nzd0407-0025,nzd0407-0026,nzd0407-0027,nzd0407-0028,nzd0407-0029,nzd0407-0030,nzd0407-0031,nzd0407-0032,nzd0407-0033,nzd0407-0034,nzd0407-0035,nzd0407-0036,nzd0407-0037,nzd0407-0038,nzd0407-0039,nzd0407-0040,nzd0407-0041,nzd0407-0042,nzd0407-0043,nzd0407-0044,satname
1999-09-04 22:00:33+00:00,344.58,340.96,347.63,350.57,350.04,354.26,351.09,348.57,351.22,352.50,357.39,358.55,352.20,355.84,353.16,356.96,351.72,342.66,311.86,338.49,336.99,329.35,336.56,336.29,338.10,342.31,345.31,347.55,350.48,343.47,341.93,341.96,345.10,345.45,346.71,350.76,345.30,339.57,333.57,332.86,337.14,344.64,348.55,350.68,361.24,L7
1999-10-22 22:00:28+00:00,348.73,343.62,348.83,352.54,351.95,355.13,353.38,350.94,357.74,358.47,362.94,368.15,366.27,362.30,358.34,358.98,356.23,348.12,327.29,342.82,343.44,337.92,344.63,345.99,348.12,351.31,353.63,352.06,351.81,345.02,346.07,345.61,346.59,346.32,346.24,351.66,347.36,341.79,336.85,333.92,335.96,341.17,348.63,354.24,361.09,L7
1999-12-09 22:00:33+00:00,348.73,343.62,348.83,352.54,351.95,355.13,353.38,350.94,357.74,358.47,362.94,368.15,366.27,362.30,358.34,358.98,356.23,347.02,328.80,343.28,340.73,338.49,343.39,345.84,347.02,351.10,353.07,350.31,347.78,342.46,342.46,342.39,344.57,342.65,344.58,348.45,346.49,341.83,336.85,333.92,335.96,341.17,348.63,354.24,361.09,L7
1999-12-25 22:00:28+00:00,346.92,341.69,344.60,349.05,348.80,352.33,349.80,349.17,353.23,355.83,361.00,365.58,364.31,361.34,356.38,356.52,351.95,345.30,329.38,341.30,338.57,336.05,342.80,344.72,345.89,349.31,352.30,350.10,346.04,341.51,340.92,340.33,343.10,342.22,344.35,346.78,344.56,339.17,333.86,333.86,334.36,338.49,345.61,349.42,355.75,L7
2000-01-26 22:00:26+00:00,346.81,341.54,342.42,347.54,347.89,352.16,349.88,349.52,351.82,355.65,359.67,363.89,362.24,360.00,356.24,356.22,350.46,342.84,331.91,339.83,337.21,334.99,342.59,343.27,345.22,348.04,350.64,349.00,345.75,341.33,339.64,340.43,343.47,342.94,344.09,345.86,343.12,337.00,332.43,333.62,332.30,337.04,342.25,346.75,353.49,L7
2000-02-11 22:00:21+00:00,346.98,341.44,342.17,345.80,346.87,351.25,349.46,349.01,350.80,355.05,358.42,362.82,360.94,357.82,354.83,355.20,349.53,341.03,332.89,339.04,335.55,334.39,341.86,341.45,344.45,347.15,349.47,348.01,344.91,340.59,339.38,339.92,342.86,343.32,344.14,345.13,342.08,336.16,331.86,334.65,332.44,336.48,340.93,344.96,352.08,L7
2000-02-27 22:00:16+00:00,347.48,341.70,342.68,345.74,346.97,351.04,349.31,348.51,349.79,353.92,357.51,362.22,360.01,357.13,355.13,354.47,349.84,340.40,334.07,339.02,335.40,333.84,341.13,341.06,344.48,346.88,349.20,347.11,344.14,340.47,340.05,340.65,343.63,343.51,344.35,344.52,342.65,336.02,332.25,335.45,333.49,336.85,340.31,344.24,350.52,L7
2000-03-30 22:00:09+00:00,347.61,341.92,342.60,346.07,347.01,351.23,349.65,348.86,349.46,354.00,356.67,362.11,361.09,357.53,355.00,354.43,349.46,341.34,338.27,339.72,336.46,336.17,342.79,342.90,346.17,348.91,351.58,348.57,344.50,341.17,341.04,342.38,345.04,344.44,344.39,344.30,343.38,336.94,334.38,337.97,333.53,335.85,338.68,343.08,349.28,L7
2000-04-15 21:59:55+00:00,346.52,341.73,342.93,346.40,347.29,351.19,349.30,348.50,348.64,352.85,355.83,361.43,360.56,356.90,354.56,353.60,349.69,342.26,337.94,339.77,336.65,335.98,341.96,342.53,346.29,349.92,353.23,349.38,345.80,341.73,341.09,342.97,346.04,345.69,345.41,344.26,343.32,337.24,334.87,337.56,333.25,335.53,338.14,342.26,348.60,L7
2000-05-01 21:59:54+00:00,345.68,341.34,342.65,346.63,347.27,350.99,349.04,348.56,346.56,351.26,354.37,359.22,358.04,356.44,354.27,353.76,349.78,342.69,338.28,340.41,337.18,336.30,342.57,343.72,347.56,350.98,353.55,349.58,346.35,343.21,341.81,344.29,347.09,347.53,347.35,344.79,344.28,338.04,335.61,339.59,334.67,335.86,337.38,339.45,346.96,L7
2000-05-17 21:59:43+00:00,345.52,341.48,343.18,347.64,347.94,351.43,349.33,349.09,346.95,351.53,354.74,359.29,358.06,356.67,353.85,354.14,351.06,343.20,336.25,339.90,337.26,336.87,343.20,345.14,348.49,351.55,354.28,349.67,346.45,342.47,341.14,344.36,347.21,348.08,346.59,344.33,344.53,338.83,335.94,339.76,335.67,335.49,336.87,339.02,346.26,L7
2000-06-18 21:59:27+00:00,345.52,338.98,341.50,345.23,346.32,349.20,346.90,346.30,344.22,348.65,352.29,356.37,355.65,356.67,353.85,354.14,351.06,343.00,329.22,334.09,330.38,336.53,343.49,345.08,344.80,347.84,350.50,350.03,347.29,338.38,341.88,345.41,348.04,349.68,344.07,341.45,341.96,338.45,335.94,338.03,333.75,333.54,334.99,339.02,346.26,L7
