dates,nzd0282-0000,nzd0282-0001,nzd0282-0002,nzd0282-0003,nzd0282-0004,nzd0282-0005,nzd0282-0006,nzd0282-0007,nzd0282-0008,nzd0282-0009,nzd0282-0010,nzd0282-0011,nzd0282-0012,nzd0282-0013,nzd0282-0014,nzd0282-0015,nzd0282-0016,nzd0282-0017,nzd0282-0018,nzd0282-0019,nzd0282-0020,nzd0282-0021,nzd0282-0022,nzd0282-0023,nzd0282-0024,nzd0282-0025,nzd0282-0026,nzd0282-0027,nzd0282-0028,nzd0282-0029,nzd0282-0030,nzd0282-0031,nzd0282-0032,nzd0282-0033,nzd0282-0034,nzd0282-0035,nzd0282-0036,nzd0282-0037,nzd0282-0038,nzd0282-0039,nzd0282-0040,nzd0282-0041,nzd0282-0042,nzd0282-0043,nzd0282-0044,nzd0282-0045,nzd0282-0046,nzd0282-0047,nzd0282-0048,nzd0282-0049,nzd0282-0050,nzd0282-0051,nzd0282-0052,nzd0282-0053,nzd0282-0054,nzd0282-0055,nzd0282-0056,nzd0282-0057,nzd0282-0058,nzd0282-0059,nzd0282-0060,nzd0282-0061,nzd0282-0062,nzd0282-0063,nzd0282-0064,nzd0282-0065,nzd0282-0066,nzd0282-0067,nzd0282-0068,nzd0282-0069,nzd0282-0070,nzd0282-0071,nzd0282-0072,nzd0282-0073,nzd0282-0074,nzd0282-0075,nzd0282-0076,nzd0282-0077,nzd0282-0078,nzd0282-0079,nzd0282-0080,nzd0282-0081,nzd0282-0082,nzd0282-0083,nzd0282-0084,nzd0282-0085,nzd0282-0086,nzd0282-0087,nzd0282-0088,nzd0282-0089,nzd0282-0090,nzd0282-0091,nzd0282-0092,nzd0282-0093,nzd0282-0094,nzd0282-0095,nzd0282-0096,nzd0282-0097,nzd0282-0098,nzd0282-0099,nzd0282-0100,nzd0282-0101,nzd0282-0102,nzd0282-0103,nzd0282-0104,nzd0282-0105,nzd0282-0106,nzd0282-0107,nzd0282-0108,nzd0282-0109,nzd0282-0110,nzd0282-0111,nzd0282-0112,nzd0282-0113,nzd0282-0114,nzd0282-0115,nzd0282-0116,nzd0282-0117,nzd0282-0118,nzd0282-0119,nzd0282-0120,nzd0282-0121,nzd0282-0122,nzd0282-0123,nzd0282-0124,nzd0282-0125,nzd0282-0126,nzd0282-0127,nzd0282-0128,nzd0282-0129,nzd0282-0130,nzd0282-0131,nzd0282-0132,nzd0282-0133,nzd0282-0134,nzd0282-0135,nzd0282-0136,nzd0282-0137,nzd0282-0138,nzd0282-0139,nzd0282-0140,nzd0282-0141,nzd0282-0142,nzd0282-0143,nzd0282-0144,nzd0282-0145,nzd0282-0146,nzd0282-0147,nzd0282-0148,nzd0282-0149,nzd0282-0150,nzd0282-0151,nzd0282-0152,nzd0282-0153,nzd0282-0154,nzd0282-0155,nzd0282-0156,nzd0282-0157,nzd0282-0158,nzd0282-0159,nzd0282-0160,nzd0282-0161,nzd0282-0162,nzd0282-0163,nzd0282-0164,nzd0282-0165,nzd0282-0166,nzd0282-0167,satname
2000-04-01 21:46:34+00:00,343.00,344.96,349.56,344.01,338.61,339.71,336.17,333.31,342.52,339.68,343.71,344.07,330.45,326.93,335.09,332.53,341.89,342.63,343.88,344.54,344.32,343.47,342.90,337.21,319.97,338.32,337.56,340.25,329.16,332.27,325.82,336.89,335.29,341.10,348.28,353.88,344.47,339.89,335.79,346.38,351.28,345.27,,,,,,,,,,,,,,,,,,,,,,,,,,,354.39,362.35,354.19,355.82,377.21,385.83,392.16,416.22,405.32,372.61,,365.13,363.90,328.44,328.00,336.58,338.43,342.70,339.87,335.90,338.36,337.62,336.71,330.43,336.05,333.26,334.74,332.75,337.98,342.08,345.57,346.97,344.06,353.29,347.73,339.85,341.79,341.36,340.48,337.01,337.12,333.18,335.78,336.42,334.40,335.68,340.63,341.26,343.64,342.55,343.00,339.32,340.47,350.92,359.80,365.93,361.76,359.94,350.52,354.58,344.21,343.74,336.03,335.41,329.15,328.25,327.39,322.90,325.20,330.21,328.23,328.53,327.46,,320.44,321.55,318.99,320.55,324.41,323.56,324.03,326.89,329.25,321.88,321.08,329.22,331.43,336.83,335.29,338.78,342.31,333.24,334.28,336.81,337.08,347.48,348.87,345.66,344.58,344.86,L7
2000-05-26 21:52:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.04,368.93,361.89,361.89,359.60,353.34,352.22,351.74,354.27,354.23,352.62,,,,,,,,,,341.01,349.45,352.83,354.17,354.01,351.77,353.99,358.26,358.51,360.20,363.25,370.31,379.57,397.63,407.04,,,342.95,327.58,320.76,325.99,330.16,335.18,332.39,322.51,334.48,333.67,336.51,337.34,333.42,342.83,345.87,345.67,339.22,341.33,344.24,348.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.91,325.99,333.09,327.15,336.44,314.18,318.12,331.43,331.59,318.79,315.50,,,,,,,,,,,,,,,,,,,310.46,307.99,319.93,326.86,345.83,340.25,336.62,344.17,351.47,362.06,350.51,340.09,L7
2000-06-04 21:45:56+00:00,332.71,328.36,329.00,,,,,,,,,,,,296.01,,312.36,304.35,326.81,326.60,323.69,320.15,323.06,318.72,308.75,,,,,313.16,307.50,300.79,309.43,304.70,272.97,277.45,,292.33,,323.90,324.51,331.58,,,,,342.38,342.28,341.57,336.33,339.13,337.91,333.91,337.65,334.03,335.11,325.80,329.76,330.59,331.22,333.98,327.76,329.89,329.58,335.03,331.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.41,328.53,327.12,326.23,328.98,,,,325.96,318.51,321.99,314.69,318.79,315.72,318.09,310.72,310.75,312.06,307.72,312.84,316.50,319.26,308.44,323.47,331.62,324.03,316.18,328.29,302.64,259.70,,,263.29,241.99,278.23,274.43,277.55,303.39,305.11,306.48,310.88,304.34,279.14,265.24,270.16,273.47,286.95,,280.51,,275.42,269.71,,,,282.03,,317.93,312.21,288.50,,,,277.26,294.11,,,,,329.26,330.14,L7
2000-07-13 21:51:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.56,344.71,345.64,349.62,347.60,347.74,349.36,347.18,353.27,358.06,351.76,360.80,357.12,359.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.28,339.07,344.07,343.41,340.39,337.56,323.06,332.95,338.14,341.19,334.91,335.30,338.03,335.82,335.13,331.96,333.06,336.61,335.77,,,342.98,348.99,349.59,336.18,324.85,,247.88,,,263.77,227.02,264.86,265.86,273.15,301.98,306.58,306.83,,307.18,271.96,260.44,271.59,265.93,280.45,,268.46,,291.25,280.16,,,307.84,,319.41,332.51,,280.58,,,,282.24,293.47,,,,,338.35,343.61,L7
2000-07-29 21:51:26+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.35,309.03,310.85,300.96,269.61,276.53,,284.77,313.39,340.93,345.43,353.44,351.66,357.96,352.81,351.34,360.49,357.30,357.74,356.38,356.54,358.37,351.79,347.49,344.27,342.73,345.14,341.66,338.20,341.35,340.00,342.93,342.98,337.53,345.57,348.22,352.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.35,337.15,336.31,324.40,325.44,333.09,332.05,331.75,330.99,334.52,332.45,333.19,337.17,332.92,334.15,337.68,335.44,340.42,343.28,343.16,344.82,338.22,329.54,304.23,244.00,,,267.28,241.99,263.74,265.92,273.78,309.50,311.86,305.05,311.06,300.76,270.89,262.87,265.74,264.02,275.63,279.51,301.18,312.44,309.72,305.44,316.55,,319.93,,321.76,328.42,333.51,,299.19,310.53,,321.79,332.80,339.89,335.16,340.73,341.85,335.68,336.55,L7
2000-08-07 21:45:08+00:00,341.46,339.62,341.09,340.33,,,,,,,,,,,289.54,,303.86,298.29,338.79,338.59,342.84,334.28,339.02,332.74,309.59,,,,291.28,321.94,310.77,299.65,309.45,315.06,270.37,276.10,,294.02,318.93,333.21,336.36,342.58,348.94,345.46,351.23,351.20,354.33,351.17,353.73,351.62,350.93,346.68,347.85,342.62,343.46,340.03,336.53,342.67,338.35,340.13,339.86,335.10,339.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.31,335.80,333.12,333.83,331.56,329.45,326.50,325.56,322.90,326.74,327.27,321.35,323.20,325.63,330.88,333.42,329.03,335.16,343.04,349.56,338.19,335.75,314.95,257.38,,,270.14,246.34,273.16,294.32,281.22,310.04,309.58,305.40,312.93,301.71,278.40,262.64,278.35,273.48,291.57,279.31,301.08,307.08,309.60,308.88,296.89,301.00,310.88,318.01,326.14,331.48,329.97,301.90,309.81,317.14,,328.85,335.86,329.09,330.17,333.68,338.54,339.45,342.51,L7
2000-08-14 21:51:20+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.96,332.12,333.47,333.49,335.42,333.28,334.41,335.29,337.89,343.31,342.14,342.91,347.20,348.20,355.25,357.08,368.99,358.06,362.64,363.89,378.87,378.20,333.09,342.72,337.66,330.80,319.64,321.91,313.46,310.60,310.87,304.85,314.59,310.67,310.99,310.14,310.12,310.09,315.37,316.95,320.45,326.21,326.83,321.83,326.49,319.04,322.21,327.80,316.79,314.77,315.50,320.02,323.34,325.72,326.03,320.09,320.44,316.99,317.13,316.77,321.21,318.80,319.82,330.02,334.14,335.84,335.76,327.42,,,331.87,321.53,,243.55,,304.96,293.87,308.12,304.90,304.51,309.37,298.98,275.28,268.89,268.87,282.81,284.19,294.82,306.54,307.94,305.92,297.54,294.60,295.97,305.06,298.15,315.61,322.49,322.79,,312.56,312.82,,317.97,317.16,324.00,324.57,329.59,331.76,335.39,336.83,L7
2000-09-15 21:50:49+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.04,326.40,311.99,314.72,323.30,323.85,333.60,336.06,343.87,,,,345.11,350.49,342.54,345.33,344.86,341.29,349.81,337.81,328.04,334.14,329.67,327.23,330.08,333.94,336.08,335.61,337.59,334.93,338.34,338.56,341.91,338.38,348.00,351.14,353.93,355.80,361.35,353.89,355.61,367.91,361.59,376.09,,,,,,308.74,332.35,338.79,318.41,311.81,314.21,318.75,310.17,317.63,312.00,312.44,312.69,313.26,315.04,319.16,322.85,327.79,320.13,327.30,,,,,,,,318.07,320.11,318.90,323.61,326.59,319.89,323.04,317.56,322.52,318.02,318.85,335.61,336.13,342.17,339.14,334.19,335.49,323.58,327.35,327.10,320.55,311.54,312.76,308.58,303.88,309.55,306.68,309.19,310.36,298.38,286.29,290.01,,309.96,287.52,304.52,306.87,302.97,307.02,302.87,298.85,303.59,304.69,312.95,318.16,323.93,328.53,324.29,324.84,319.31,319.50,320.43,322.82,327.38,329.41,324.72,328.66,330.93,330.26,L7
2000-10-26 21:44:22+00:00,,,,,,,,,,,,,,,,,,347.25,,,341.92,342.65,344.98,343.45,332.12,327.78,330.93,331.15,332.17,334.21,328.40,332.64,333.10,329.73,331.73,336.52,341.77,341.64,340.71,342.75,346.04,347.24,352.78,346.81,350.25,353.22,359.94,352.40,348.53,351.90,348.58,347.59,346.64,344.29,341.29,340.02,335.57,337.05,336.50,343.00,339.36,345.08,346.62,352.82,348.53,348.71,349.88,357.21,352.44,358.41,352.46,360.56,361.68,364.40,366.75,363.88,362.29,377.41,368.04,355.24,357.89,352.87,303.84,,371.78,346.55,345.67,344.76,335.82,330.70,326.42,320.33,320.51,322.23,317.08,319.94,317.30,325.72,324.80,329.37,329.95,328.02,331.25,323.62,327.48,320.60,325.99,324.14,328.45,327.12,325.43,332.52,321.24,315.75,319.36,324.60,325.04,329.00,335.96,340.11,346.54,349.17,351.58,353.56,351.39,345.49,344.74,341.10,337.41,329.55,325.14,324.06,326.32,323.79,321.41,325.60,319.95,325.07,319.10,322.78,321.27,311.84,315.83,312.52,311.82,319.69,322.73,322.68,318.52,318.71,317.50,324.17,329.63,331.05,330.96,336.03,335.85,335.56,330.94,329.02,330.55,330.50,332.71,338.75,338.07,345.65,344.67,343.69,L7
2000-12-13 21:44:28+00:00,371.12,369.23,368.96,371.61,369.34,374.08,367.37,369.85,370.24,363.58,364.58,360.05,366.98,371.56,366.81,375.57,369.06,363.03,360.76,366.34,362.31,362.94,362.83,355.48,350.59,357.63,353.92,349.33,348.71,348.10,343.22,347.49,348.49,353.56,354.34,352.18,353.73,352.88,357.62,356.81,353.24,358.60,363.54,365.66,372.11,368.80,371.16,365.39,369.82,368.27,364.53,367.19,368.09,367.14,360.21,359.34,358.69,357.29,354.54,354.74,359.54,355.16,353.82,358.31,361.81,364.19,372.53,369.30,371.05,372.45,383.06,383.12,380.03,383.67,383.49,386.71,379.30,378.48,371.62,364.22,358.31,351.36,326.48,312.09,367.32,372.74,372.13,359.64,364.45,359.89,356.14,348.31,347.40,347.74,345.70,344.68,347.96,349.72,350.77,347.03,349.72,349.97,348.40,344.67,347.82,355.84,350.69,352.46,345.75,347.29,341.06,341.77,339.81,342.80,340.42,341.44,341.35,343.77,349.36,354.28,354.43,366.99,371.82,369.73,373.68,366.21,360.16,356.58,349.43,350.10,348.64,341.75,347.08,341.62,337.27,339.85,340.30,337.71,334.07,337.32,335.68,333.46,335.90,333.22,331.94,331.57,329.83,331.06,334.67,334.01,331.52,333.85,338.61,345.02,339.97,348.71,348.94,351.38,349.81,347.61,352.11,354.13,356.49,357.68,362.94,361.67,354.86,355.99,L7
2001-01-05 21:50:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.24,381.62,385.53,373.74,361.96,349.84,356.96,303.41,361.45,389.66,374.24,354.22,355.21,350.46,349.75,350.34,347.42,339.56,340.28,343.50,336.88,339.27,344.40,341.05,344.44,349.78,349.84,346.41,345.37,345.58,344.25,342.49,346.04,343.39,340.75,344.55,343.22,347.58,345.10,342.66,347.54,347.78,350.02,351.08,359.01,363.48,366.89,371.09,367.06,367.15,361.10,356.53,353.38,349.79,340.72,341.17,337.20,336.41,331.14,334.30,329.61,332.64,335.07,334.93,336.19,331.62,331.64,333.96,327.52,326.40,328.87,326.23,328.32,325.82,327.97,329.82,334.55,340.06,339.41,344.31,342.29,344.42,342.83,337.95,343.34,348.79,353.26,357.37,355.83,355.92,354.42,351.25,L7
