,dates,aus0077-0000,aus0077-0001,aus0077-0002,aus0077-0003,aus0077-0004,aus0077-0005,aus0077-0006,aus0077-0007,aus0077-0008,aus0077-0009,aus0077-0010,aus0077-0011,aus0077-0012,aus0077-0013,aus0077-0014,aus0077-0015,aus0077-0016,aus0077-0017,aus0077-0018,aus0077-0019,aus0077-0020
0,1987-09-11 23:09:17+00:00,187.66548678700187,176.35068160172028,171.07942250217081,154.63560737976266,143.99780030646272,131.05709007981284,122.40177010325186,120.65349813985931,124.77996961987473,120.12397995607498,110.74726704430003,115.91121754461386,114.11136953725206,109.24599666557903,117.35779234452787,129.77083686174916,167.0324532252948,175.3674257079656,134.00984882262202,141.772498157143,157.47933911241074
1,1987-10-06 23:04:03+00:00,194.540475960229,197.60044035664976,192.64820630790854,174.90069962330028,162.51307085931842,155.87556870479014,144.31189356268078,142.01670101728732,137.8605584348099,135.55214793385915,133.0428569312133,129.17024476129313,125.56478655926902,126.37463411913116,128.41372209895195,143.23085732965524,185.30584282891908,190.13051669658685,145.21443132215538,153.02135955847092,160.84173752584226
2,1987-11-14 23:10:35+00:00,193.53371459870198,203.8458674571877,201.21821305675235,183.22855385098245,179.20189973540914,159.45968408145825,159.4374096398824,153.3628116587893,137.04551141373764,132.2067693588029,127.59327428077509,119.35144602947625,119.49235129436238,118.91636523819523,127.14482634966546,144.87868110197803,187.6497916694762,187.91801484938105,130.87428300557775,147.12874779049957,153.36287753520156
3,1987-12-16 23:11:05+00:00,205.36543628003477,218.13236373757013,212.2239569029274,196.73411385839933,181.38977229063892,174.16151467320128,166.5110911140127,160.4773418123196,154.521175054145,146.6848413659209,141.9488349453447,138.3685879667309,139.8533497841812,135.18357218597137,141.18685652436977,158.65191167355852,192.11695809711614,198.67781462310668,148.53855032070732,161.20475613707197,161.31445831934863
4,1988-01-01 23:11:21+00:00,183.94668106438155,189.97849528362173,194.28492950333484,181.75849972856957,158.1767250098606,150.8191382098016,136.46578419317044,131.54862440093416,125.22486642288109,122.42988599728419,122.07323774671893,123.43447173933924,121.67139336770285,128.6049050960503,121.25314926464483,129.33155006727145,156.1383893196679,160.10542870935475,128.86703743329576,132.53545699306045,139.33491699720832
5,1988-01-17 23:11:38+00:00,165.72675532569522,155.37826950449613,156.52818530950086,143.67587187722503,125.01983743056739,111.48824682404683,105.43897703084207,103.57917421041853,96.41544009327606,96.84893282731166,100.19604640833165,96.23958771502464,102.60570378080715,102.86541127611582,108.26847764303741,120.03261725593703,152.08866223108535,153.62200340123582,124.79983819883563,126.73321344038952,126.90616381160771
6,1988-02-18 23:12:11+00:00,167.60961747308824,156.96892484724566,149.77998357675756,138.07314016421293,124.07342270019615,113.5577427705835,103.73341830776693,101.7315561021251,97.65031181810264,93.14202571575785,91.07667097184064,93.93359615330186,95.14349135922185,103.76577349592199,101.51085716854729,120.17965396199804,156.42467730628533,161.22388717109095,132.79612337151764,126.76647559677309,139.78844463338055
7,1988-04-22 23:12:40+00:00,,162.95481387455496,167.05284907819652,159.85416556349884,146.13036357926256,127.31523602068313,114.5570455071291,106.60657079948275,96.82524861990805,103.27009401132052,104.68055791489718,114.5614487006257,108.06559379999993,103.45332555052018,110.54473866116861,,191.01671382252948,191.4263622953384,141.97843788991736,156.88211089724263,169.9886781052479
8,1988-05-24 23:12:58+00:00,205.84740159870552,184.35370424245048,183.661150371757,165.17168068378697,151.05049136460144,145.48340624179446,139.98996910190556,119.9371709621619,105.0561776146551,111.68673723797193,106.74321743365661,127.26932001959004,122.63842047519688,108.09761409224211,134.31159299929118,,197.07468473097492,193.1676102906117,154.08667018306605,169.68410425034455,170.70443816146457
9,1988-06-09 23:13:03+00:00,203.45132466722197,169.05313282329936,165.98623448392675,157.43187299104034,134.5554056432843,123.4230927968127,126.98888993768654,111.81888252142959,92.66069631668377,94.27720629718402,100.25852016973468,109.52144504236043,100.65814519855182,107.8219287989213,122.300836503889,,195.62648741408813,189.86244562284313,143.38069743778246,165.32953920478496,169.23898393982705
