,dates,mex0500-0000,mex0500-0001,mex0500-0002,mex0500-0003,mex0500-0004,mex0500-0005,mex0500-0006,mex0500-0007,mex0500-0008,mex0500-0009,mex0500-0010,mex0500-0011,mex0500-0012,mex0500-0013,mex0500-0014,mex0500-0015,mex0500-0016,mex0500-0017,mex0500-0018,mex0500-0019,mex0500-0020,mex0500-0021,mex0500-0022,mex0500-0023,mex0500-0024,mex0500-0025,mex0500-0026,mex0500-0027,mex0500-0028,mex0500-0029,mex0500-0030,mex0500-0031,mex0500-0032,mex0500-0033,mex0500-0034,mex0500-0035,mex0500-0036,mex0500-0037,mex0500-0038,mex0500-0039,mex0500-0040,mex0500-0041,mex0500-0042,mex0500-0043,mex0500-0044,mex0500-0045,mex0500-0046,mex0500-0047,mex0500-0048,mex0500-0049,mex0500-0050,mex0500-0051,mex0500-0052,mex0500-0053,mex0500-0054,mex0500-0055,mex0500-0056,mex0500-0057,mex0500-0058,mex0500-0059,mex0500-0060,mex0500-0061,mex0500-0062,mex0500-0063,mex0500-0064,mex0500-0065,mex0500-0066,mex0500-0067,mex0500-0068,mex0500-0069,mex0500-0070,mex0500-0071,mex0500-0072,mex0500-0073,mex0500-0074,mex0500-0075,mex0500-0076,mex0500-0077,mex0500-0078,mex0500-0079,mex0500-0080,mex0500-0081,mex0500-0082,mex0500-0083,mex0500-0084,mex0500-0085,mex0500-0086,mex0500-0087,mex0500-0088,mex0500-0089,mex0500-0090,mex0500-0091,mex0500-0092,mex0500-0093,mex0500-0094
0,1986-04-21 17:30:29+00:00,,,,,,,,,362.6287053285761,324.00482602239725,274.01690840152014,241.0359200848944,204.32648987507596,180.15185416160625,163.13820610881604,136.96779613323866,119.75314618478826,117.70781227840466,116.76342350048314,117.3697374058292,108.45563126316745,100.60498179687373,97.51041953199632,82.24247024027639,80.08793421932702,81.11498741494476,74.73722292652764,66.6123149125923,63.67323944982175,61.93881914680392,59.05450295995398,51.6597771118211,46.87929652798117,41.56577548318221,44.12870579267825,43.75389629237401,48.82212651809202,47.37055583768446,54.230971928430606,57.25217584342495,65.71073536522765,70.32374050492915,75.25641122453571,77.84885823966479,77.2790495595777,84.06368700844389,87.30701133150585,84.97728884126435,93.4558441245866,108.79781449420626,115.81994157860626,113.68982215631716,109.30265823651638,110.09426420420873,103.7218097733941,106.06195637349106,104.86919817699133,98.50485813760314,98.60298315152015,99.52343155530903,106.41679392113569,112.24795671293762,118.13213668689771,123.5609094081385,130.72996301840612,136.04861423171968,143.49645728644182,147.43953353188738,148.33218283596932,152.95111306445872,152.42968303815977,152.8159186953719,147.56160950306491,149.70474990916114,150.13119169021775,159.7811501100038,176.39669889732073,177.3416228045756,184.40687254687907,193.22373043469509,185.94128946561187,177.68257251951056,176.61170026985263,175.70734009723208,165.7310671964189,166.3336646904442,181.23438162944808,173.72472929571816,146.22808713863157,121.99420746009625,86.9239794728499,35.10770060666505,,,
1,1986-05-07 17:30:05+00:00,,,,,,,,,356.1298009244981,318.72759405539256,272.5354457852022,238.89087889991984,203.1156353553658,169.67722365951562,152.39689640664164,139.32729665256593,118.41615122464954,119.30778478473846,119.1339139193594,115.87603495879158,108.67715520596671,104.35406380044851,97.86047102244906,80.38813351399796,73.84253831938592,78.50141928447238,76.35540984850509,70.07349088250659,62.11246200484954,62.76095608577813,56.79601515187481,56.541350681723,54.267366967166396,51.24807008726347,43.86043712217065,44.05842873038594,49.8806196903227,56.45102593193283,57.49551956527604,63.29624041555522,66.73866965915812,73.10943639583456,70.0418151548908,79.78143732753254,80.06989792882298,78.20102095591886,81.7912746603534,91.87831701482527,96.79730570844877,107.83190923798198,118.27576116519761,114.13800123386851,111.84862208945243,110.15896912674627,108.56904962881528,103.96286671961272,101.91251117605623,102.19115879694327,103.78776764150349,108.352464912408,112.67301642257269,120.04895633532428,118.58320276830146,132.5324192872003,141.52478275317614,142.3647772039546,145.5555801392202,157.5959426430815,155.33560541887286,159.83180105073825,162.9862630546251,160.71797497742307,155.22634622163548,160.3196797503921,160.62776195860855,160.88693000386056,172.3185850146721,184.5611795674401,188.00042340178246,196.66563264960106,189.39474137101453,182.50588736437,179.52678399357157,173.16721982462488,168.58615063105285,169.2328809668917,176.83735530876697,169.76601110632802,147.0336787213354,116.59079695242612,79.82882280151216,33.85686675795159,,,
2,1993-02-03 17:27:03+00:00,,,,,,,,,,,,,,,,,,257.70001295271885,,247.41464518760745,,,,,,,,193.93683150649534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.15004328388116,181.14205002811158,,,205.25218981876654,206.04299729703132,206.30423827479814,210.10211166814094,206.5059747506781,203.62083481042856,,,,,,,,,,,,
3,1993-03-07 17:27:44+00:00,,,,,,,,,,,,,,,,,262.2129903039544,254.13959713638891,244.0008280749867,233.97958612641094,222.5346050230692,214.82586699586304,199.04131045851017,197.43576729411555,198.27625785059752,192.52543484162743,182.9462902200544,186.33065884744138,175.5999935602983,166.12089174424065,157.93000031401422,160.50450875987408,156.35866081890657,156.91573551669754,155.2423718824987,150.95488955707427,147.71203394856957,158.54701316964176,156.3814171854818,155.40863446679703,158.54916490057533,160.7988332340729,159.22066488500778,158.943808956409,159.7765476282238,161.1039181710406,164.56940474858445,166.46936304402792,175.37493209239662,179.90577310987936,185.25175662482067,181.213137800248,178.73807179661304,165.64298392157897,162.0306563999708,157.30651283195843,156.14930833631226,153.39917458593746,156.40750064606735,157.55395442563037,156.81622812770127,154.17394679269674,157.19740873519223,156.0984881081283,160.51272396389035,154.68716391373857,157.1141360565957,158.640902365541,162.00699148483224,167.87595409364545,173.706712967267,169.2423411891509,161.68878695901464,160.01993877613677,160.36118591511723,168.06971679873334,174.07476819894686,179.97290313193847,182.79908978265007,185.02832077815492,178.08159851958797,177.90408860271654,173.7388074247655,170.76733752140342,174.38617191918638,176.17615693823956,170.79945908288767,159.64745882051733,141.81898307187836,129.41215172194202,100.50314952707714,69.67392861982458,30.688631181518325,,
4,1993-04-08 17:27:52+00:00,413.23415862015514,410.53077998010764,,,,,,,,,,,,,,,275.45025976286183,266.2687445789495,258.82733064215665,244.7830972037105,236.42088544274677,234.86134733673182,217.90467848822692,208.38682945874294,211.17402927398066,209.14048640066156,203.93340877834112,203.65837279295656,197.42240760528438,185.02128665735756,182.2132132082311,187.59815158123754,179.84743935200058,174.01914239784148,167.33281089107575,166.42373885721665,168.63586856542787,174.0243230955282,174.08872471160865,179.37188932062932,174.183298715029,174.9012778701213,178.45212538351984,177.53913462761477,172.83803891281647,174.05157864874084,178.7580307556909,186.48905211751472,193.3197337890985,202.80334637891374,205.88518271450593,200.88119009779606,196.0184853699598,189.14545289237523,182.52409643814062,177.17401367634548,174.63638894099338,168.36666843293082,171.8843993852595,167.11217036170825,165.76532809779198,171.7941941938333,176.75126136449,183.58648596218652,184.74671261570512,183.93301139288283,189.60660418268398,185.2615292973833,193.81029325340356,192.56383150469702,195.51917104143277,189.1305782885116,184.70395890720397,186.61761238190192,177.5752658939582,183.71089178350047,191.72377793926367,198.34218498150048,206.15011131230182,205.88723145609984,209.9745079947859,206.2143762076543,212.1181308103689,213.00741060238067,200.01793738626264,189.22466228711772,178.09115214424617,174.07279317259116,167.1945725533556,154.92223651658043,133.2223915044713,109.74368230576981,64.71951698348589,,
5,1993-08-30 17:27:34+00:00,,,,,,,,,,,,,,,,,271.3107705371242,264.5129684570391,256.21546125949936,242.7508977627144,234.4602617956596,233.45462872906128,222.70017632630982,213.82957055556702,210.94305915831356,210.02488942100862,201.6628894462231,201.51965769204074,195.78078760609122,189.13592607959228,183.13107306272912,182.23112553375813,174.599257500135,179.46753687013555,176.92490653273174,176.09977912078895,173.50728748487853,177.6853702142235,175.8304836552031,173.19914066946316,171.3423933966637,174.2755430630448,178.97588671781907,178.90664998853404,178.84757724244557,183.02915763954783,187.08853239038237,193.21446157836854,200.6373314145359,211.38515789503393,208.75758122273865,202.16913527464624,198.95608092742748,194.54842529627962,189.4146295794108,185.66792268007939,179.15840333822462,175.12461403769595,176.39057699013412,174.43306987709366,174.4286879649284,177.61829812201321,177.4752116434245,182.12889272343276,182.42511728921627,187.83530766158063,189.56777199958623,188.9880728250017,170.31863759492524,183.3538122678432,184.11920068696026,181.53053818975235,185.8704857786008,181.24210788889962,182.1995606168252,188.05753658137493,195.3973116296019,206.54862088527463,201.03182361806373,212.5083957491469,217.16596023906774,210.3718167248305,211.25553255886356,209.9494117334311,199.4633227979647,186.17975438302557,191.85931632416984,188.15376520135348,179.3278281251796,176.1378043320511,157.69737187982255,111.93565971584043,66.11219254541324,,
6,1993-10-01 17:27:52+00:00,,,,,,,,,,,,,,,,,283.2506409710374,274.44533497694806,262.4013485171769,259.9285823183513,251.64581700066287,258.4909847912527,234.94772035983192,221.70682237287832,220.72350932693234,251.6169515606038,,,208.0709532416093,194.40112666062302,200.99045097721893,202.72809028755125,200.57190797279446,,,,194.32691379177905,225.69475716902105,,,223.1903110808216,202.0817837615093,194.19454377478132,195.2890679950379,198.02739803043852,202.80951889111614,202.17478790109675,212.36992724498197,220.83417068335473,224.91956662325362,224.15287151629008,226.14822837276006,219.71801410729284,221.41545898087716,216.6743104905699,203.14756450680872,195.52215915331948,195.17143615075597,191.11099323260046,192.15812334992464,192.10602094687488,196.60388302107717,202.8903666057622,196.4137291050729,199.60272731615856,200.5403242643073,200.00599505963632,205.4331496669431,210.11224102487154,211.73016589294937,209.65922114111885,205.51918052685198,202.5393095214779,202.28645843573545,202.1890641709394,204.35477230136777,210.18447266683702,217.70416032978034,220.17040494429196,226.65281202244373,235.01353298230435,229.75541793775162,230.92310527864578,224.7962380185726,214.115615570652,202.74110993198244,206.12274578746573,204.6062878776306,197.3266986155273,188.32349348555832,163.0655223250366,124.76961649066831,82.06022768571592,,
7,1993-10-17 17:27:46+00:00,,,,,,,,,393.41709958367795,329.2406606647612,317.6266743339875,287.9796447819179,252.22647091504678,238.4796261450875,203.56841065118715,224.99958876704903,,,,,,,,190.4690245984553,209.20628237933187,204.54907284739488,198.92433082580524,197.91764381169992,188.91053866212147,190.59825352183333,187.22770406767066,184.34266800735224,,182.27344032144572,171.64927869663615,,171.6022628509981,,179.7137100891223,178.14845971494896,180.56673180658282,,184.37221051195831,182.2065659734908,186.9133831352894,187.1158160198221,185.71021139369935,186.52083184412675,192.11582507441085,199.4463829129167,203.8695466084713,206.48838793289536,,,185.32500582823144,,185.5437787038984,,176.23704260992662,172.13382388845469,176.14914855501428,186.95475896324433,,183.8835190649914,187.7099989661869,193.11862076723327,187.57926055693696,193.6196972804384,200.25989623281146,196.0214989670156,199.0286657159856,192.79106933248897,187.6968748052302,179.95629070808354,185.59904860164903,192.25794679365288,196.38637221385494,205.2433704544809,197.2680526133115,204.4909878224703,216.05678830454025,216.4396523490237,214.10854546906472,205.8806305248143,197.23727211147326,197.12224462026276,183.7631618064421,,175.99726490092368,,,,,,
8,1993-11-02 17:27:17+00:00,,,,,,,,,,,391.4649059024231,368.08995052496505,342.7708346289672,321.7614254632331,305.82164281563075,300.6901643296893,275.09194205043696,272.3592250785756,266.58375454338767,249.38523752329314,244.8185250538037,244.6288348505315,228.93115673607267,216.85923191694877,216.92713591471266,217.52795122861173,207.61374430167064,205.30366663779589,193.5074010696572,192.9750775051784,188.96782088195448,193.53307144327792,188.78430124714922,187.00589592199478,186.7542733960905,185.082910247856,186.22652677626922,,183.27316816987405,180.08480026376006,186.87232025334288,184.99174163427531,186.3205762346611,188.17357108807082,189.15499741604944,190.06228128288362,194.72560836304777,205.1885196794877,211.06702980799776,214.41694959451056,218.93087862311612,216.24362630312245,210.11751843000874,203.51870943196053,201.52893050967438,192.6470116287372,190.594992490178,187.95623219756808,183.26738534568804,185.44616109795422,186.7313492272268,190.1355152742967,192.1532140250283,194.80039280164513,196.80983781200874,197.1380745026805,197.23352914134168,200.46251856111056,204.0656888902835,203.3844836564081,204.1636405546267,201.4778291968452,195.60110246716042,196.66764137420355,197.3079771369611,203.5027546446633,206.10659298469866,216.627404650158,213.324342857882,215.70373333847087,226.1269664984864,221.75394621587324,218.4090553069219,216.61742081416884,210.96379559180582,203.02867406255228,200.2199790035029,196.53283571858813,189.57066138461556,174.0734515555977,143.28263757949833,108.94992517290183,60.120572895717814,,
9,1994-01-21 17:26:29+00:00,,,,,,,,,,,388.2825401314669,367.10974272220125,350.6452190627557,327.482914633808,303.2726979763746,269.83060988778,257.2364885756876,253.46925113404885,249.87792962220735,240.40411897806982,235.8296589691595,223.11313415256157,218.9219605761755,216.64694027039116,212.97099902228967,201.5480831515006,199.36273598566143,197.16920489688283,187.78811635895764,188.0300267536737,180.82624788829943,190.11408602117146,181.44664887144478,173.85370342816512,176.6951345703041,178.88566881120494,177.17095695868736,172.45722536597972,178.12323252359954,175.65911768531666,177.49333025964435,182.65345121156562,178.32241247331413,177.02458089552545,179.51280191074952,181.96576931054173,189.05388162381846,194.47364731638405,201.35083740182054,205.1914366944231,211.47625580866045,205.28893815776905,202.79351107272862,196.99917995801425,192.79396190739018,188.11272160319052,182.87818835345996,178.85368700049688,180.32940913011075,178.84633539235497,177.46992374268834,181.44506305241376,185.9094953792302,190.40521527576772,192.67813902457965,196.53114243259157,198.84253073600442,201.29183822089752,200.83395342722136,202.28433318160282,198.7393258643635,191.44791573464934,187.78071964662465,181.89535549553295,186.42159469462905,193.12946491849547,203.09796190073715,205.47764005982947,211.10530831812613,217.18973328973883,212.81270222249591,210.87414530532024,209.2638269548834,212.27157336970524,214.94775912565072,220.10588215459785,225.59010683741533,220.8336532106316,205.98689101892816,192.39085996006435,173.16565432556118,127.13591877977014,87.53837042882154,42.60509237371225,
