dates,nzd0480-0000,nzd0480-0001,satname
1999-08-26 22:07:08+00:00,344.46,348.72,L7
1999-10-13 22:07:12+00:00,339.58,336.46,L7
1999-11-30 22:06:59+00:00,356.50,353.45,L7
1999-12-16 22:07:09+00:00,353.36,352.92,L7
2000-05-08 22:06:44+00:00,339.37,343.60,L7
2000-05-24 22:06:10+00:00,340.29,347.31,L7
2000-05-31 22:12:18+00:00,323.28,336.96,L7
2000-06-25 22:05:55+00:00,336.81,351.16,L7
2000-07-27 22:05:48+00:00,347.83,351.91,L7
2000-08-03 22:11:31+00:00,332.49,337.37,L7
2000-08-12 22:05:17+00:00,333.34,337.67,L7
2000-09-20 22:10:50+00:00,346.89,345.48,L7
2000-12-02 22:04:57+00:00,351.77,348.47,L7
2000-12-18 22:04:37+00:00,362.24,358.01,L7
2001-01-03 22:04:36+00:00,345.53,346.56,L7
2001-02-20 22:05:00+00:00,337.87,339.71,L7
2001-03-08 22:04:56+00:00,344.65,346.49,L7
2001-03-31 22:10:31+00:00,350.67,348.59,L7
2001-04-09 22:04:17+00:00,335.03,339.78,L7
2001-07-14 22:03:57+00:00,335.66,349.00,L7
2001-08-15 22:03:02+00:00,350.81,351.81,L7
2002-03-11 22:03:07+00:00,345.07,347.94,L7
2002-04-12 22:03:01+00:00,346.98,356.34,L7
2002-05-14 22:02:55+00:00,336.55,339.23,L7
2002-05-30 22:02:49+00:00,331.05,340.07,L7
2002-06-15 22:02:43+00:00,337.15,347.73,L7
2002-08-18 22:02:45+00:00,336.23,345.62,L7
2002-11-22 22:02:45+00:00,338.31,334.47,L7
2002-12-08 22:02:27+00:00,340.17,328.51,L7
2002-12-24 22:02:57+00:00,340.32,342.95,L7
2003-08-05 22:02:35+00:00,351.36,357.14,L7
2003-08-13 21:51:08+00:00,347.75,353.27,L5
2003-09-14 21:51:42+00:00,338.11,340.23,L5
2003-10-16 21:52:08+00:00,338.30,342.38,L5
2003-11-17 21:52:57+00:00,334.12,329.63,L5
2004-01-12 22:03:07+00:00,349.84,344.90,L7
2004-01-20 21:53:24+00:00,345.54,349.94,L5
2004-05-19 22:03:47+00:00,332.41,335.00,L7
2004-05-27 21:55:30+00:00,339.64,350.55,L5
2004-06-28 21:56:28+00:00,349.90,359.58,L5
2004-07-06 22:03:36+00:00,341.16,,L7
2004-07-30 21:57:15+00:00,337.97,348.67,L5
2004-08-15 21:57:37+00:00,333.57,339.50,L5
2004-08-23 22:02:59+00:00,359.38,355.42,L7
2004-09-24 22:02:48+00:00,339.42,342.97,L7
2004-10-18 21:58:47+00:00,345.83,349.76,L5
2004-11-03 21:59:06+00:00,351.28,352.14,L5
2004-11-27 22:03:41+00:00,333.11,334.27,L7
2004-12-29 22:03:56+00:00,,336.83,L7
2005-03-03 22:04:17+00:00,354.88,349.48,L7
2005-04-12 22:01:42+00:00,334.21,335.87,L5
2005-04-19 22:07:31+00:00,339.15,342.11,L5
2005-04-20 22:04:08+00:00,342.51,345.37,L7
2005-04-27 22:09:57+00:00,334.40,333.31,L7
2005-06-07 22:03:42+00:00,337.88,349.45,L7
2005-06-22 22:07:59+00:00,350.56,359.67,L5
2005-06-30 22:09:47+00:00,339.48,352.86,L7
2005-07-09 22:04:02+00:00,344.14,356.36,L7
2005-08-26 22:03:27+00:00,348.31,352.02,L7
2005-09-27 22:03:16+00:00,346.46,349.43,L7
2005-10-05 22:02:17+00:00,333.54,335.27,L5
2005-11-06 22:02:46+00:00,347.79,348.78,L5
2006-02-17 22:10:58+00:00,332.79,334.48,L5
2006-02-26 22:05:22+00:00,330.55,345.53,L5
2006-03-22 22:04:42+00:00,352.57,348.66,L7
2006-05-17 22:06:21+00:00,341.21,346.56,L5
2006-06-26 22:04:08+00:00,361.24,370.47,L7
2006-07-12 22:04:25+00:00,331.40,335.38,L7
2006-07-27 22:13:34+00:00,336.54,337.05,L5
2006-07-28 22:03:54+00:00,340.47,347.41,L7
2006-08-04 22:10:04+00:00,341.58,351.18,L7
2006-08-05 22:07:31+00:00,359.51,349.26,L5
2006-08-21 22:07:43+00:00,339.02,341.12,L5
2006-08-29 22:04:14+00:00,348.04,346.08,L7
2006-09-14 22:04:09+00:00,346.37,353.68,L7
2006-10-08 22:08:17+00:00,331.28,336.08,L5
2006-10-24 22:08:26+00:00,336.98,337.04,L5
2006-12-11 22:09:16+00:00,352.40,353.85,L5
2007-02-13 22:09:11+00:00,344.99,344.43,L5
2007-03-09 22:04:43+00:00,348.58,344.23,L7
2007-05-12 22:04:35+00:00,346.71,348.59,L7
2007-07-06 22:10:37+00:00,337.22,347.04,L7
2007-07-15 22:04:24+00:00,365.13,364.89,L7
2007-08-07 22:10:28+00:00,339.07,,L7
2007-08-23 22:10:22+00:00,,341.75,L7
2007-09-01 22:04:07+00:00,346.76,344.61,L7
2007-09-09 22:07:21+00:00,338.90,340.78,L5
2007-09-16 22:13:28+00:00,349.76,349.75,L5
2007-10-02 22:13:18+00:00,348.50,347.87,L5
2007-11-04 22:04:13+00:00,336.89,347.75,L7
2007-11-20 22:04:46+00:00,346.17,345.34,L7
2007-12-06 22:04:52+00:00,347.91,343.26,L7
2007-12-22 22:04:56+00:00,342.03,346.45,L7
2008-01-07 22:04:34+00:00,,335.64,L7
2008-02-16 22:05:09+00:00,340.90,342.74,L5
2008-03-11 22:04:20+00:00,326.69,,L7
2008-04-12 22:04:44+00:00,347.58,350.65,L7
2008-04-19 22:10:30+00:00,324.35,329.56,L7
2008-05-14 22:04:36+00:00,342.94,348.55,L7
2008-08-09 22:09:35+00:00,346.45,348.91,L7
2008-08-18 22:03:44+00:00,334.00,340.80,L7
2008-11-14 21:57:52+00:00,347.65,343.91,L5
2008-11-22 22:03:51+00:00,350.01,350.56,L7
2008-12-31 22:10:01+00:00,343.33,347.98,L7
2009-01-01 21:58:55+00:00,336.06,334.71,L5
2009-01-17 21:59:44+00:00,347.75,346.50,L5
2009-01-25 22:03:57+00:00,343.15,336.51,L7
2009-03-14 22:04:21+00:00,341.20,,L7
2009-03-30 22:04:28+00:00,345.32,344.41,L7
2009-05-01 22:04:37+00:00,351.28,353.06,L7
2009-06-02 22:05:03+00:00,335.62,,L7
2009-06-18 22:04:37+00:00,332.14,346.99,L7
2009-07-20 22:04:30+00:00,331.26,333.62,L7
2009-08-05 22:04:24+00:00,,356.44,L7
2009-08-28 22:10:33+00:00,345.36,351.65,L7
2009-11-25 22:05:21+00:00,354.05,348.46,L7
2010-01-28 22:06:19+00:00,344.42,,L7
2010-02-05 22:05:29+00:00,350.53,347.09,L5
2010-07-23 22:06:50+00:00,339.06,348.19,L7
2010-08-08 22:06:24+00:00,352.98,346.77,L7
2010-08-31 22:12:39+00:00,328.62,338.21,L7
2010-09-09 22:06:53+00:00,,377.71,L7
2010-09-25 22:06:53+00:00,331.93,331.97,L7
2010-10-11 22:06:57+00:00,335.42,337.03,L7
2010-11-03 22:12:56+00:00,330.27,333.90,L7
2010-12-14 22:07:13+00:00,351.68,349.30,L7
2010-12-21 22:13:27+00:00,338.34,342.32,L7
2011-01-07 22:04:32+00:00,330.66,329.58,L5
2011-01-15 22:07:54+00:00,347.42,346.77,L7
2011-01-31 22:07:36+00:00,,341.77,L7
