dates,satname,nzd0480-0000,nzd0480-0001
2004-10-18 21:58:47+00:00,L5,343.23,347.40
2004-11-03 21:59:06+00:00,L5,342.48,344.14
2004-11-19 21:59:42+00:00,L5,,
2004-11-27 22:03:41+00:00,L7,346.31,346.27
2004-12-29 22:03:56+00:00,L7,,342.47
2005-01-13 22:06:28+00:00,L5,,
2005-01-29 22:06:41+00:00,L5,,
2005-02-14 22:06:57+00:00,L5,,
2005-03-03 22:04:17+00:00,L7,344.28,339.84
2005-03-19 22:03:54+00:00,L7,,
2005-04-03 22:07:28+00:00,L5,,
2005-04-12 22:01:42+00:00,L5,338.21,339.51
2005-04-19 22:07:31+00:00,L5,335.55,338.84
2005-04-20 22:04:08+00:00,L7,343.71,346.46
2005-04-27 22:09:57+00:00,L7,343.20,341.31
2005-05-05 22:07:37+00:00,L5,,
2005-06-07 22:03:42+00:00,L7,352.28,362.54
2005-06-15 22:01:46+00:00,L5,,
2005-06-22 22:07:59+00:00,L5,368.96,376.40
2005-06-23 22:04:01+00:00,L7,,
2005-06-30 22:09:47+00:00,L7,327.08,341.59
2005-07-08 22:08:03+00:00,L5,,
2005-07-09 22:04:02+00:00,L7,351.54,363.09
2005-08-26 22:03:27+00:00,L7,334.91,339.84
2005-09-27 22:03:16+00:00,L7,337.26,341.07
2005-10-05 22:02:17+00:00,L5,345.54,346.18
2005-11-06 22:02:46+00:00,L5,345.59,346.78
2006-02-01 22:10:37+00:00,L5,,
2006-02-17 22:10:58+00:00,L5,335.79,337.21
2006-02-26 22:05:22+00:00,L5,342.95,356.80
2006-03-22 22:04:42+00:00,L7,343.57,340.48
2006-04-14 22:10:24+00:00,L7,,
2006-05-17 22:06:21+00:00,L5,343.61,348.74
2006-06-25 22:13:08+00:00,L5,,
2006-06-26 22:04:08+00:00,L7,376.64,384.47
2006-07-04 22:07:29+00:00,L5,,
2006-07-12 22:04:25+00:00,L7,349.00,351.38
2006-07-19 22:10:08+00:00,L7,,
2006-07-27 22:13:34+00:00,L5,348.34,347.78
2006-07-28 22:03:54+00:00,L7,347.47,353.77
2006-08-04 22:10:04+00:00,L7,331.38,341.91
2006-08-05 22:07:31+00:00,L5,352.11,342.53
2006-08-21 22:07:43+00:00,L5,345.22,346.76
2006-08-28 22:13:59+00:00,L5,,
2006-08-29 22:04:14+00:00,L7,345.04,343.35
2006-09-14 22:04:09+00:00,L7,331.57,340.23
2006-10-08 22:08:17+00:00,L5,350.88,353.90
2006-10-24 22:08:26+00:00,L5,347.18,346.31
2006-12-11 22:09:16+00:00,L5,341.60,344.03
2007-02-13 22:09:11+00:00,L5,341.59,341.34
2007-03-09 22:04:43+00:00,L7,346.18,342.05
2007-05-12 22:04:35+00:00,L7,337.51,340.23
2007-06-13 22:04:28+00:00,L7,,
2007-07-06 22:10:37+00:00,L7,329.02,339.59
2007-07-15 22:04:24+00:00,L7,382.13,380.34
2007-08-07 22:10:28+00:00,L7,324.47,
2007-08-23 22:10:22+00:00,L7,,333.75
2007-09-01 22:04:07+00:00,L7,347.96,345.70
2007-09-09 22:07:21+00:00,L5,345.90,347.14
2007-09-16 22:13:28+00:00,L5,349.56,349.57
2007-10-02 22:13:18+00:00,L5,336.50,336.96
2007-11-04 22:04:13+00:00,L7,327.89,339.57
2007-11-20 22:04:46+00:00,L7,335.57,335.70
2007-12-06 22:04:52+00:00,L7,350.91,345.99
2007-12-22 22:04:56+00:00,L7,352.83,356.27
2008-01-07 22:04:34+00:00,L7,,346.55
2008-02-16 22:05:09+00:00,L5,333.50,336.01
2008-03-11 22:04:20+00:00,L7,329.69,
2008-04-12 22:04:44+00:00,L7,335.18,339.38
2008-04-19 22:10:30+00:00,L7,337.35,341.38
2008-05-05 22:10:26+00:00,L7,,
2008-05-14 22:04:36+00:00,L7,335.54,341.82
2008-06-15 22:03:56+00:00,L7,,
2008-06-22 22:10:03+00:00,L7,,
2008-07-08 22:09:51+00:00,L7,,
2008-07-17 22:03:34+00:00,L7,,
2008-07-24 22:09:40+00:00,L7,490.38,
2008-08-09 22:09:35+00:00,L7,334.85,338.36
2008-08-18 22:03:44+00:00,L7,349.00,354.44
2008-10-05 22:02:54+00:00,L7,,
2008-11-14 21:57:52+00:00,L5,365.85,360.46
2008-11-22 22:03:51+00:00,L7,340.81,342.20
2008-12-31 22:10:01+00:00,L7,347.13,351.43
2009-01-01 21:58:55+00:00,L5,334.66,333.44
2009-01-17 21:59:44+00:00,L5,335.55,335.41
2009-01-25 22:03:57+00:00,L7,356.35,348.51
2009-02-01 22:10:10+00:00,L7,,
2009-03-14 22:04:21+00:00,L7,347.20,
2009-03-30 22:04:28+00:00,L7,349.12,347.86
2009-05-01 22:04:37+00:00,L7,338.08,341.06
2009-06-02 22:05:03+00:00,L7,325.82,
2009-06-18 22:04:37+00:00,L7,322.94,338.63
2009-07-20 22:04:30+00:00,L7,340.46,341.98
2009-08-05 22:04:24+00:00,L7,,368.08
2009-08-28 22:10:33+00:00,L7,332.56,340.01
2009-10-24 22:04:54+00:00,L7,,
2009-11-25 22:05:21+00:00,L7,342.25,337.73
2009-12-02 22:11:12+00:00,L7,,
2010-01-28 22:06:19+00:00,L7,353.62,
2010-02-05 22:05:29+00:00,L5,338.93,336.54
2010-02-12 22:11:17+00:00,L5,,
2010-05-04 22:06:46+00:00,L7,,
2010-06-12 22:12:31+00:00,L7,,
2010-07-23 22:06:50+00:00,L7,343.66,352.37
2010-08-08 22:06:24+00:00,L7,360.38,353.50
2010-08-31 22:12:39+00:00,L7,321.62,331.85
2010-09-09 22:06:53+00:00,L7,407.67,397.35
2010-09-25 22:06:53+00:00,L7,343.53,342.52
2010-10-02 22:12:37+00:00,L7,,
2010-10-11 22:06:57+00:00,L7,339.82,341.03
2010-11-03 22:12:56+00:00,L7,328.67,332.45
2010-12-14 22:07:13+00:00,L7,340.48,339.12
2010-12-21 22:13:27+00:00,L7,353.94,356.50
2011-01-07 22:04:32+00:00,L5,337.86,336.13
2011-01-15 22:07:54+00:00,L7,342.02,341.86
2011-01-31 22:07:36+00:00,L7,,347.95
2011-02-08 22:04:35+00:00,L5,342.55,342.95
2011-02-15 22:10:22+00:00,L5,,
2011-02-16 22:08:03+00:00,L7,,361.60
2011-03-03 22:10:20+00:00,L5,334.67,335.13
2011-03-12 22:04:31+00:00,L5,336.14,335.55
2011-03-28 22:04:02+00:00,L5,334.05,338.58
2011-04-05 22:08:14+00:00,L7,346.80,347.67
2011-04-12 22:14:00+00:00,L7,322.39,323.33
2011-04-28 22:14:00+00:00,L7,326.08,336.91
2011-05-23 22:08:11+00:00,L7,327.80,334.60
2011-05-30 22:13:59+00:00,L7,328.35,339.29
2011-06-08 22:07:48+00:00,L7,336.62,346.03
2011-06-15 22:13:58+00:00,L7,,
2011-07-01 22:13:54+00:00,L7,,
2011-07-10 22:07:44+00:00,L7,325.03,343.03
2011-07-17 22:13:54+00:00,L7,354.62,360.37
2011-07-26 22:08:05+00:00,L7,325.82,341.31
2011-08-11 22:08:01+00:00,L7,343.56,
2011-08-27 22:07:35+00:00,L7,,361.98
2011-09-12 22:07:53+00:00,L7,346.77,349.73
2011-11-06 22:13:51+00:00,L7,329.41,331.40
2011-11-15 22:07:46+00:00,L7,347.37,344.94
2011-12-24 22:14:19+00:00,L7,,
2012-01-02 22:08:37+00:00,L7,341.23,337.87
2012-02-19 22:08:20+00:00,L7,358.60,358.36
2012-03-13 22:14:29+00:00,L7,,333.54
2012-04-07 22:08:40+00:00,L7,369.34,363.75
2012-04-23 22:08:28+00:00,L7,350.93,359.21
2012-07-03 22:15:00+00:00,L7,,
2012-08-29 22:09:52+00:00,L7,347.91,346.33
2012-09-21 22:15:53+00:00,L7,,
2012-11-08 22:16:15+00:00,L7,317.31,317.13
2012-12-10 22:16:25+00:00,L7,,
2012-12-19 22:10:43+00:00,L7,339.43,
2013-01-04 22:10:22+00:00,L7,327.99,
2013-02-21 22:10:22+00:00,L7,343.59,340.70
2013-02-28 22:16:31+00:00,L7,351.26,352.19
2013-04-01 22:16:26+00:00,L7,336.42,340.46
2013-04-17 22:16:21+00:00,L7,,
2013-04-18 22:16:24+00:00,L8,324.94,326.31
2013-05-03 22:16:17+00:00,L7,324.55,340.87
2013-05-11 22:22:18+00:00,L8,348.25,348.39
2013-05-19 22:16:15+00:00,L7,,
2013-05-27 22:22:26+00:00,L8,348.48,351.37
2013-06-04 22:16:04+00:00,L7,,342.59
2013-06-05 22:16:38+00:00,L8,328.46,339.69
2013-06-12 22:22:23+00:00,L8,,
2013-06-13 22:10:16+00:00,L7,326.24,344.85
2013-06-28 22:22:20+00:00,L8,327.48,339.20
2013-07-06 22:15:50+00:00,L7,,
2013-07-07 22:16:35+00:00,L8,347.05,349.33
2013-07-14 22:22:22+00:00,L8,322.48,325.18
2013-07-22 22:15:43+00:00,L7,,373.98
2013-07-23 22:16:34+00:00,L8,375.64,387.29
2013-08-24 22:16:15+00:00,L8,338.22,341.65
2013-08-31 22:22:26+00:00,L8,327.84,330.87
2013-09-01 22:10:06+00:00,L7,338.42,344.61
2013-09-08 22:15:58+00:00,L7,,
2013-09-17 22:10:16+00:00,L7,348.93,345.02
2013-09-25 22:16:04+00:00,L8,325.61,328.75
2013-10-10 22:16:20+00:00,L7,,
2013-10-26 22:16:27+00:00,L7,328.56,337.01
2013-10-27 22:16:19+00:00,L8,332.63,339.51
2013-11-04 22:10:43+00:00,L7,,
2013-11-19 22:22:01+00:00,L8,354.06,349.94
2013-12-05 22:22:00+00:00,L8,381.57,380.93
2013-12-13 22:16:43+00:00,L7,340.86,334.14
2013-12-21 22:21:51+00:00,L8,330.29,339.45
2014-01-07 22:10:38+00:00,L7,330.79,329.12
2014-01-14 22:16:57+00:00,L7,347.86,351.15
2014-01-22 22:21:31+00:00,L8,326.62,329.65
2014-01-23 22:11:21+00:00,L7,328.23,333.33
2014-01-31 22:15:40+00:00,L8,360.97,348.05
2014-02-23 22:21:08+00:00,L8,329.21,330.42
2014-02-24 22:10:55+00:00,L7,334.14,338.86
2014-03-11 22:20:55+00:00,L8,343.27,338.08
2014-03-20 22:14:37+00:00,L8,348.89,351.21
2014-03-27 22:20:37+00:00,L8,349.15,345.87
2014-04-05 22:14:46+00:00,L8,325.94,328.60
2014-04-13 22:11:15+00:00,L7,,359.19
2014-04-20 22:17:33+00:00,L7,,
2014-04-29 22:11:49+00:00,L7,,
2014-05-15 22:11:56+00:00,L7,370.71,383.27
2014-05-22 22:17:45+00:00,L7,,
2014-05-23 22:13:42+00:00,L8,323.13,331.04
2014-05-30 22:19:58+00:00,L8,350.44,359.91
2014-07-01 22:20:10+00:00,L8,326.73,341.44
2014-07-02 22:11:43+00:00,L7,321.93,346.80
2014-07-17 22:20:15+00:00,L8,323.03,331.70
2014-07-25 22:17:59+00:00,L7,,
2014-08-02 22:20:22+00:00,L8,,
2014-08-03 22:11:51+00:00,L7,329.81,342.77
2014-08-10 22:18:02+00:00,L7,,
2014-08-11 22:14:15+00:00,L8,377.42,381.91
2014-08-18 22:20:27+00:00,L8,323.63,331.23
2014-08-19 22:12:14+00:00,L7,337.87,339.41
2014-08-26 22:17:59+00:00,L7,,
2014-08-27 22:14:41+00:00,L8,354.47,391.94
2014-09-03 22:20:30+00:00,L8,329.67,333.82
2014-09-11 22:18:00+00:00,L7,348.09,343.29
2014-09-19 22:20:30+00:00,L8,325.54,332.97
2014-09-28 22:14:20+00:00,L8,348.16,343.66
2014-10-05 22:20:35+00:00,L8,,
2014-10-06 22:12:08+00:00,L7,346.50,340.88
2014-10-21 22:20:37+00:00,L8,360.02,345.51
2014-11-06 22:20:37+00:00,L8,372.43,365.29
2014-11-14 22:18:38+00:00,L7,,
2014-11-15 22:14:25+00:00,L8,319.20,337.62
2014-11-23 22:12:29+00:00,L7,360.72,357.86
2014-12-01 22:14:24+00:00,L8,333.44,336.26
2014-12-24 22:20:29+00:00,L8,348.58,345.75
2014-12-25 22:13:08+00:00,L7,347.48,341.09
2015-01-17 22:18:56+00:00,L7,338.08,336.31
2015-01-18 22:14:36+00:00,L8,343.54,341.21
2015-01-26 22:12:50+00:00,L7,342.03,340.35
2015-02-02 22:19:04+00:00,L7,343.62,343.23
2015-02-10 22:20:14+00:00,L8,343.01,339.46
2015-02-19 22:14:01+00:00,L8,370.77,385.06
2015-02-26 22:20:10+00:00,L8,327.34,329.85
2015-03-07 22:14:17+00:00,L8,336.68,340.80
2015-03-14 22:19:59+00:00,L8,328.09,331.84
2015-03-31 22:13:40+00:00,L7,,350.59
2015-04-15 22:19:46+00:00,L8,327.65,328.83
2015-05-01 22:19:36+00:00,L8,329.75,343.82
2015-05-02 22:13:55+00:00,L7,351.97,355.81
2015-05-09 22:19:46+00:00,L7,334.23,342.95
2015-05-17 22:19:25+00:00,L8,344.54,341.38
2015-05-18 22:13:39+00:00,L7,354.50,358.82
2015-06-03 22:14:09+00:00,L7,,
2015-06-11 22:13:52+00:00,L8,325.54,335.61
2015-06-18 22:19:41+00:00,L8,,
2015-06-19 22:13:49+00:00,L7,348.78,351.36
2015-06-27 22:13:34+00:00,L8,324.57,341.64
2015-07-04 22:19:50+00:00,L8,346.14,352.25
2015-07-05 22:14:17+00:00,L7,347.95,349.75
2015-07-12 22:20:07+00:00,L7,331.47,348.61
2015-07-20 22:19:58+00:00,L8,,
2015-07-21 22:14:21+00:00,L7,342.92,340.13
2015-07-28 22:20:08+00:00,L7,328.86,342.06
2015-07-29 22:14:13+00:00,L8,336.92,343.99
2015-08-06 22:14:25+00:00,L7,,
2015-08-21 22:20:09+00:00,L8,332.18,338.70
2015-08-22 22:14:03+00:00,L7,330.12,340.22
2015-09-06 22:20:14+00:00,L8,,
2015-09-07 22:14:29+00:00,L7,313.82,313.77
2015-09-22 22:20:22+00:00,L8,,
2015-10-01 22:14:37+00:00,L8,348.17,343.29
2015-10-08 22:20:24+00:00,L8,332.78,336.31
2015-10-09 22:14:18+00:00,L7,342.81,343.45
2015-10-17 22:14:14+00:00,L8,343.94,340.45
2015-10-24 22:20:28+00:00,L8,345.84,339.81
2015-10-25 22:14:59+00:00,L7,348.83,346.80
2015-11-01 22:20:51+00:00,L7,340.50,
2015-11-10 22:15:14+00:00,L7,352.28,344.20
2015-11-18 22:14:20+00:00,L8,326.50,327.58
2015-11-25 22:20:32+00:00,L8,347.67,344.96
2015-12-03 22:21:21+00:00,L7,332.78,
2015-12-20 22:14:21+00:00,L8,344.98,339.25
2016-01-05 22:14:40+00:00,L8,345.31,341.33
2016-01-13 22:16:13+00:00,L7,352.47,348.34
2016-01-21 22:14:17+00:00,L8,352.73,344.43
2016-02-14 22:16:29+00:00,L7,345.54,341.43
2016-02-29 22:20:17+00:00,L8,344.35,342.92
2016-03-08 22:22:26+00:00,L7,357.49,362.75
2016-03-16 22:20:12+00:00,L8,332.64,338.71
2016-03-17 22:16:19+00:00,L7,338.35,341.80
2016-04-09 22:22:36+00:00,L7,,
2016-04-17 22:19:57+00:00,L8,331.54,339.54
2016-04-18 22:16:30+00:00,L7,345.78,344.92
2016-04-25 22:22:44+00:00,L7,,
2016-05-11 22:22:47+00:00,L7,,
2016-05-12 22:14:08+00:00,L8,330.18,338.92
2016-05-19 22:19:58+00:00,L8,334.31,343.35
2016-06-04 22:20:04+00:00,L8,357.05,368.44
2016-06-05 22:17:08+00:00,L7,384.24,386.38
2016-06-12 22:22:56+00:00,L7,,
2016-06-28 22:22:57+00:00,L7,347.90,350.60
2016-06-29 22:14:02+00:00,L8,325.02,341.55
2016-07-06 22:20:17+00:00,L8,352.90,356.30
2016-07-14 22:22:57+00:00,L7,,
2016-07-22 22:20:22+00:00,L8,,
2016-07-30 22:23:00+00:00,L7,332.39,339.73
2016-07-31 22:14:13+00:00,L8,335.70,341.45
2016-08-08 22:16:49+00:00,L7,,343.18
2016-08-15 22:23:00+00:00,L7,,
2016-08-16 22:14:17+00:00,L8,349.63,347.94
2016-09-01 22:14:48+00:00,L8,357.70,365.00
2016-09-08 22:20:36+00:00,L8,326.09,327.90
2016-09-09 22:17:18+00:00,L7,340.36,339.91
2016-09-16 22:23:06+00:00,L7,356.39,362.37
2016-10-18 22:23:07+00:00,L7,,
2016-10-26 22:20:44+00:00,L8,,
2016-11-03 22:23:01+00:00,L7,349.68,345.55
2016-12-14 22:17:03+00:00,L7,360.74,361.26
2016-12-29 22:20:37+00:00,L8,351.74,349.53
2017-01-14 22:20:33+00:00,L8,354.74,344.15
2017-02-08 22:14:10+00:00,L8,357.06,351.47
2017-02-15 22:20:19+00:00,L8,344.66,
2017-02-16 22:16:34+00:00,L7,347.74,347.48
2017-02-24 22:14:29+00:00,L8,354.63,347.35
2017-03-03 22:20:13+00:00,L8,329.16,334.88
2017-03-04 22:16:43+00:00,L7,,
2017-03-27 22:22:37+00:00,L7,354.00,347.49
2017-04-20 22:19:47+00:00,L8,332.56,337.28
2017-04-21 22:16:36+00:00,L7,338.17,341.55
2017-05-06 22:19:43+00:00,L8,334.34,342.55
2017-05-07 22:16:40+00:00,L7,347.43,345.17
2017-05-14 22:22:52+00:00,L7,,
2017-05-22 22:19:54+00:00,L8,338.29,343.09
2017-05-23 22:17:07+00:00,L7,350.85,345.82
2017-06-07 22:20:02+00:00,L8,345.48,350.19
2017-06-08 22:17:12+00:00,L7,350.78,365.42
2017-06-15 22:23:00+00:00,L7,329.47,340.48
2017-06-23 22:20:08+00:00,L8,326.98,362.15
2017-06-24 22:17:15+00:00,L7,357.08,364.78
2017-07-02 22:13:59+00:00,L8,326.50,332.41
2017-07-09 22:20:11+00:00,L8,350.28,364.11
2017-07-17 22:23:03+00:00,L7,,
2017-08-02 22:23:01+00:00,L7,328.98,341.59
2017-08-03 22:14:11+00:00,L8,339.71,346.55
2017-08-11 22:16:49+00:00,L7,339.34,344.02
2017-09-27 22:20:36+00:00,L8,321.60,327.19
2017-09-28 22:16:48+00:00,L7,340.06,339.88
2017-10-13 22:20:40+00:00,L8,321.27,325.01
2017-10-29 22:20:41+00:00,L8,338.69,343.76
2017-11-07 22:14:53+00:00,L8,348.18,338.21
2017-11-30 22:20:32+00:00,L8,346.93,340.62
2017-12-01 22:17:05+00:00,L7,360.23,348.80
2018-01-17 22:20:25+00:00,L8,352.02,344.96
2018-01-26 22:14:32+00:00,L8,346.03,338.61
2018-02-27 22:13:55+00:00,L8,348.48,343.53
2018-03-06 22:20:02+00:00,L8,334.17,338.56
2018-03-22 22:19:54+00:00,L8,326.45,329.55
2018-03-23 22:15:17+00:00,L7,336.78,340.99
2018-03-31 22:13:39+00:00,L8,359.72,366.80
2018-04-08 22:15:03+00:00,L7,,341.96
2018-04-16 22:13:30+00:00,L8,352.39,354.78
2018-05-01 22:20:50+00:00,L7,349.70,352.63
2018-05-10 22:14:53+00:00,L7,,
2018-05-17 22:20:34+00:00,L7,,
2018-05-18 22:13:34+00:00,L8,342.98,350.28
2018-05-26 22:14:15+00:00,L7,327.06,338.47
2018-06-02 22:20:19+00:00,L7,,
2018-06-10 22:19:13+00:00,L8,,
2018-06-19 22:13:33+00:00,L8,,
2018-06-26 22:19:24+00:00,L8,347.53,347.22
2018-07-12 22:19:32+00:00,L8,360.58,365.84
2018-07-13 22:13:45+00:00,L7,401.27,
2018-07-21 22:13:49+00:00,L8,324.55,338.97
2018-07-29 22:13:04+00:00,L7,355.88,366.51
2018-08-14 22:13:11+00:00,L7,349.13,356.66
2018-09-06 22:18:29+00:00,L7,312.04,314.20
2018-09-07 22:13:48+00:00,L8,335.55,322.56
2018-09-14 22:20:00+00:00,L8,343.83,342.97
2018-10-16 22:20:14+00:00,L8,454.27,
2018-10-17 22:11:20+00:00,L7,343.62,339.69
2018-11-01 22:20:18+00:00,L8,,
2018-11-09 22:17:01+00:00,L7,,
2018-11-10 22:14:08+00:00,L8,352.06,349.09
2018-12-27 22:15:44+00:00,L7,340.38,
2018-12-28 22:14:29+00:00,L8,336.82,333.01
2019-01-04 22:20:15+00:00,L8,351.73,349.08
2019-01-13 22:14:27+00:00,L8,,
2019-01-21 22:09:10+00:00,L7,358.50,358.72
2019-01-28 22:14:43+00:00,L7,,
2019-02-05 22:20:09+00:00,L8,355.86,350.89
2019-02-14 22:14:21+00:00,L8,328.19,339.40
2019-02-21 22:20:06+00:00,L8,,
2019-02-22 22:08:12+00:00,L7,351.89,344.66
2019-03-01 22:13:46+00:00,L7,,
2019-03-02 22:14:17+00:00,L8,352.35,349.83
2019-03-10 22:07:17+00:00,L7,357.86,353.58
2019-04-02 22:12:42+00:00,L7,347.77,349.91
2019-04-18 22:12:08+00:00,L7,,
2019-05-12 22:19:56+00:00,L8,327.31,337.39
2019-05-20 22:10:54+00:00,L7,346.74,344.38
2019-05-28 22:20:05+00:00,L8,325.60,342.14
2019-05-29 22:04:48+00:00,L7,327.42,340.26
2019-06-06 22:14:23+00:00,L8,343.63,345.73
2019-06-13 22:20:12+00:00,L8,329.01,341.82
2019-06-21 22:09:45+00:00,L7,,
2019-06-22 22:14:28+00:00,L8,328.55,347.86
2019-06-29 22:20:17+00:00,L8,325.39,338.77
2019-07-15 22:20:20+00:00,L8,342.57,348.52
2019-07-16 22:02:37+00:00,L7,338.93,
2019-07-23 22:08:31+00:00,L7,319.57,
2019-08-08 22:07:52+00:00,L7,,
2019-08-17 22:01:42+00:00,L7,366.98,364.63
2019-08-24 22:07:11+00:00,L7,334.58,341.13
2019-09-01 22:20:35+00:00,L8,,
2019-09-02 22:01:01+00:00,L7,356.91,354.67
2019-09-09 22:06:30+00:00,L7,346.14,340.64
2019-09-25 22:05:47+00:00,L7,336.54,335.58
2019-09-26 22:14:32+00:00,L8,340.54,340.22
2019-10-03 22:20:45+00:00,L8,344.81,340.52
2019-10-19 22:20:47+00:00,L8,,
2019-10-27 22:04:26+00:00,L7,384.37,381.74
2019-11-13 22:14:57+00:00,L8,355.92,355.84
2019-12-06 22:20:42+00:00,L8,321.42,326.24
2019-12-30 22:01:20+00:00,L7,,
2020-01-07 22:20:35+00:00,L8,336.88,332.58
2020-01-08 21:54:41+00:00,L7,,
2020-02-08 22:20:26+00:00,L8,354.04,351.18
2020-02-09 21:53:06+00:00,L7,360.91,363.79
2020-03-03 21:58:04+00:00,L7,328.96,331.28
2020-03-04 22:14:08+00:00,L8,335.45,340.17
2020-03-11 22:20:16+00:00,L8,363.22,364.62
2020-03-19 21:57:11+00:00,L7,323.57,329.82
2020-04-13 21:49:35+00:00,L7,330.58,334.03
2020-04-20 21:55:22+00:00,L7,,
2020-04-28 22:19:52+00:00,L8,331.03,341.03
2020-05-14 22:19:48+00:00,L8,,279.04
2020-05-15 21:48:04+00:00,L7,334.03,350.72
2020-05-30 22:19:52+00:00,L8,326.46,341.16
2020-05-31 21:47:06+00:00,L7,,
2020-06-07 21:52:29+00:00,L7,351.52,
2020-06-08 22:14:11+00:00,L8,342.38,346.97
2020-06-15 22:20:02+00:00,L8,324.49,335.09
2020-06-23 21:51:32+00:00,L7,345.36,350.31
2020-07-01 22:20:10+00:00,L8,321.53,335.01
2020-07-02 21:44:49+00:00,L7,348.59,368.46
2020-07-09 21:50:35+00:00,L7,336.09,334.46
2020-07-10 22:14:27+00:00,L8,329.80,341.46
2020-07-17 22:20:16+00:00,L8,340.43,347.69
2020-07-18 21:44:15+00:00,L7,,
2020-07-25 21:49:36+00:00,L7,,
2020-07-26 22:14:32+00:00,L8,331.34,341.78
2020-08-10 21:48:35+00:00,L7,326.98,345.13
2020-08-18 22:20:26+00:00,L8,352.99,349.73
2020-08-19 21:42:14+00:00,L7,358.15,367.43
2020-09-04 21:40:48+00:00,L7,360.58,360.31
2020-09-11 21:46:31+00:00,L7,343.31,339.07
2020-09-19 22:20:39+00:00,L8,363.63,365.73
2020-09-20 21:39:44+00:00,L7,,
2020-09-28 22:14:55+00:00,L8,328.15,330.27
2020-10-05 22:20:42+00:00,L8,351.95,349.14
2020-10-13 21:44:26+00:00,L7,,
2020-10-14 22:14:32+00:00,L8,348.22,346.36
2020-10-21 22:20:43+00:00,L8,334.76,340.48
2020-10-30 22:14:55+00:00,L8,352.83,346.97
2020-11-14 21:42:18+00:00,L7,350.81,345.48
2020-11-22 22:20:42+00:00,L8,,
2020-11-30 21:41:09+00:00,L7,,346.07
2020-12-08 22:20:44+00:00,L8,328.34,332.17
2020-12-09 21:34:42+00:00,L7,,
2021-02-03 22:14:19+00:00,L8,330.63,333.65
2021-02-18 21:35:19+00:00,L7,343.94,341.55
2021-03-30 22:20:10+00:00,L8,348.27,359.72
2021-03-31 21:26:18+00:00,L7,343.62,344.75
2021-04-07 21:31:30+00:00,L7,336.88,339.32
2021-04-16 21:24:34+00:00,L7,,346.05
2021-04-23 21:30:10+00:00,L7,326.38,335.04
2021-05-01 22:19:55+00:00,L8,344.34,344.89
2021-05-09 21:28:49+00:00,L7,,
2021-05-17 22:20:00+00:00,L8,326.20,342.21
2021-06-02 22:20:09+00:00,L8,324.25,338.99
2021-06-10 21:26:08+00:00,L7,350.23,361.97
