dates,nzd0480-0000,nzd0480-0001,satname
1999-08-26 22:07:08+00:00,344.46,348.72,L7
1999-10-13 22:07:12+00:00,342.02,342.59,L7
1999-11-30 22:06:59+00:00,346.85,346.21,L7
1999-12-16 22:07:09+00:00,348.48,347.89,L7
2000-05-08 22:06:44+00:00,349.74,349.99,L7
2000-05-24 22:06:10+00:00,347.38,349.32,L7
2000-05-31 22:12:18+00:00,339.07,345.20,L7
2000-06-25 22:05:55+00:00,334.94,344.76,L7
2000-07-27 22:05:48+00:00,337.52,346.19,L7
2000-08-03 22:11:31+00:00,336.68,344.72,L7
2000-08-12 22:05:17+00:00,336.20,343.71,L7
2000-09-20 22:10:50+00:00,337.54,343.93,L7
2000-12-02 22:04:57+00:00,341.52,345.34,L7
2000-12-18 22:04:37+00:00,344.48,347.15,L7
2001-01-03 22:04:36+00:00,345.73,346.50,L7
2001-02-20 22:05:00+00:00,348.86,347.65,L7
2001-03-08 22:04:56+00:00,348.16,347.45,L7
2001-03-31 22:10:31+00:00,348.79,347.97,L7
2001-04-09 22:04:17+00:00,346.82,346.80,L7
2001-07-14 22:03:57+00:00,340.78,344.71,L7
2001-08-15 22:03:02+00:00,342.45,345.90,L7
2002-03-11 22:03:07+00:00,345.07,347.94,L7
2002-04-12 22:03:01+00:00,346.02,352.14,L7
2002-05-14 22:02:55+00:00,342.87,347.84,L7
2002-05-30 22:02:49+00:00,339.91,345.89,L7
2002-06-15 22:02:43+00:00,339.36,346.26,L7
2002-08-18 22:02:45+00:00,338.84,346.15,L7
2002-11-22 22:02:45+00:00,335.69,341.97,L7
2002-12-08 22:02:27+00:00,337.97,339.08,L7
2002-12-24 22:02:57+00:00,338.76,337.89,L7
2003-08-05 22:02:35+00:00,351.36,357.14,L7
2003-08-13 21:51:08+00:00,349.56,355.20,L5
2003-09-14 21:51:42+00:00,345.74,350.21,L5
2003-10-16 21:52:08+00:00,343.88,348.25,L5
2003-11-17 21:52:57+00:00,341.93,344.53,L5
2004-01-12 22:03:07+00:00,343.25,344.59,L7
2004-01-20 21:53:24+00:00,343.57,345.36,L5
2004-05-19 22:03:47+00:00,342.60,343.28,L7
2004-05-27 21:55:30+00:00,341.86,345.10,L5
2004-06-28 21:56:28+00:00,343.47,347.99,L5
2004-07-06 22:03:36+00:00,343.08,347.99,L7
2004-07-30 21:57:15+00:00,340.22,348.45,L5
2004-08-15 21:57:37+00:00,339.11,346.66,L5
2004-08-23 22:02:59+00:00,342.00,348.12,L7
2004-09-24 22:02:48+00:00,341.68,347.38,L7
2004-10-18 21:58:47+00:00,342.14,347.68,L5
2004-11-03 21:59:06+00:00,343.06,348.18,L5
2004-11-27 22:03:41+00:00,343.51,347.79,L7
2004-12-29 22:03:56+00:00,342.72,344.94,L7
2005-03-03 22:04:17+00:00,344.90,344.24,L7
2005-04-12 22:01:42+00:00,343.86,343.06,L5
2005-04-19 22:07:31+00:00,342.53,341.78,L5
2005-04-20 22:04:08+00:00,342.52,342.30,L7
2005-04-27 22:09:57+00:00,341.36,341.17,L7
2005-06-07 22:03:42+00:00,340.50,341.77,L7
2005-06-22 22:07:59+00:00,341.94,344.01,L5
2005-06-30 22:09:47+00:00,341.63,346.01,L7
2005-07-09 22:04:02+00:00,341.91,347.16,L7
2005-08-26 22:03:27+00:00,342.55,347.65,L7
2005-09-27 22:03:16+00:00,341.71,347.64,L7
2005-10-05 22:02:17+00:00,340.97,346.52,L5
2005-11-06 22:02:46+00:00,343.52,350.48,L5
2006-02-17 22:10:58+00:00,341.78,344.00,L5
2006-02-26 22:05:22+00:00,338.23,342.70,L5
2006-03-22 22:04:42+00:00,340.62,343.69,L7
2006-05-17 22:06:21+00:00,339.28,343.81,L5
2006-06-26 22:04:08+00:00,343.67,349.14,L7
2006-07-12 22:04:25+00:00,341.63,346.85,L7
2006-07-27 22:13:34+00:00,340.90,345.45,L5
2006-07-28 22:03:54+00:00,340.85,345.69,L7
2006-08-04 22:10:04+00:00,340.93,346.30,L7
2006-08-05 22:07:31+00:00,342.79,346.60,L5
2006-08-21 22:07:43+00:00,343.41,347.26,L5
2006-08-29 22:04:14+00:00,345.16,347.32,L7
2006-09-14 22:04:09+00:00,345.27,347.90,L7
2006-10-08 22:08:17+00:00,343.33,346.75,L5
2006-10-24 22:08:26+00:00,342.80,345.94,L5
2006-12-11 22:09:16+00:00,343.74,346.55,L5
2007-02-13 22:09:11+00:00,342.73,344.61,L5
2007-03-09 22:04:43+00:00,343.43,344.88,L7
2007-05-12 22:04:35+00:00,348.17,347.78,L7
2007-07-06 22:10:37+00:00,344.38,346.07,L7
2007-07-15 22:04:24+00:00,348.53,349.84,L7
2007-08-07 22:10:28+00:00,346.95,349.84,L7
2007-08-23 22:10:22+00:00,347.34,349.30,L7
2007-09-01 22:04:07+00:00,347.24,348.52,L7
2007-09-09 22:07:21+00:00,345.63,347.94,L5
2007-09-16 22:13:28+00:00,346.22,348.20,L5
2007-10-02 22:13:18+00:00,346.51,348.16,L5
2007-11-04 22:04:13+00:00,345.44,348.11,L7
2007-11-20 22:04:46+00:00,345.38,347.75,L7
2007-12-06 22:04:52+00:00,345.63,347.30,L7
2007-12-22 22:04:56+00:00,345.30,347.23,L7
2008-01-07 22:04:34+00:00,346.11,346.19,L7
2008-02-16 22:05:09+00:00,344.20,344.18,L5
2008-03-11 22:04:20+00:00,342.36,344.85,L7
2008-04-12 22:04:44+00:00,341.17,344.55,L7
2008-04-19 22:10:30+00:00,339.06,342.67,L7
2008-05-14 22:04:36+00:00,339.82,342.77,L7
2008-08-09 22:09:35+00:00,338.15,344.08,L7
2008-08-18 22:03:44+00:00,337.00,343.69,L7
2008-11-14 21:57:52+00:00,342.70,344.54,L5
2008-11-22 22:03:51+00:00,344.53,346.05,L7
2008-12-31 22:10:01+00:00,344.29,346.43,L7
2009-01-01 21:58:55+00:00,342.92,344.48,L5
2009-01-17 21:59:44+00:00,343.61,344.77,L5
2009-01-25 22:03:57+00:00,343.55,343.74,L7
2009-03-14 22:04:21+00:00,344.16,343.36,L7
2009-03-30 22:04:28+00:00,344.31,343.51,L7
2009-05-01 22:04:37+00:00,345.08,344.70,L7
