dates,sar2179-0000,sar2179-0001,sar2179-0002,sar2179-0003,sar2179-0004,sar2179-0005,sar2179-0006,satname
1984-05-06 09:33:03+00:00,247.15,170.57,175.39,172.19,274.94,255.61,252.74,L5
1984-07-18 09:28:46+00:00,253.38,177.99,180.16,176.84,280.31,257.23,256.99,L5
1984-08-03 09:29:20+00:00,255.34,180.60,181.03,175.58,284.42,259.68,258.29,L5
1984-09-11 09:35:50+00:00,255.25,180.01,179.43,175.82,280.75,260.11,257.86,L5
1984-10-22 09:30:00+00:00,256.06,180.12,179.20,175.06,279.64,261.19,259.49,L5
1984-11-07 09:29:53+00:00,257.15,181.90,179.93,176.80,280.35,261.77,259.78,L5
1985-02-02 09:36:32+00:00,256.25,180.43,178.46,174.50,272.74,260.69,259.12,L5
1985-02-11 09:30:23+00:00,257.25,180.91,179.11,174.15,272.82,259.06,259.88,L5
1985-04-23 09:35:59+00:00,257.32,181.91,180.88,173.99,265.82,254.12,258.93,L5
1985-05-02 09:30:07+00:00,257.21,181.44,180.47,175.42,268.61,255.52,258.83,L5
1985-06-03 09:30:04+00:00,258.75,182.11,180.94,173.19,267.82,254.79,260.37,L5
1985-06-10 09:35:50+00:00,255.77,180.45,180.21,173.76,264.37,254.50,257.87,L5
1985-06-26 09:35:47+00:00,253.87,179.60,179.35,173.91,261.84,254.41,256.62,L5
1985-07-05 09:29:57+00:00,250.64,174.17,173.24,173.04,265.61,258.26,255.20,L5
1985-07-12 09:35:41+00:00,249.44,175.06,173.86,173.57,264.50,257.42,254.05,L5
1985-07-28 09:35:58+00:00,249.44,175.06,173.86,173.57,264.50,257.14,254.05,L5
1985-08-13 09:35:48+00:00,245.54,172.71,171.41,174.26,262.46,258.07,251.19,L5
1985-08-22 09:29:32+00:00,247.29,174.78,173.21,175.20,263.96,258.65,252.36,L5
1985-09-14 09:35:25+00:00,248.31,176.41,174.43,174.96,262.73,258.14,252.94,L5
1985-10-09 09:28:59+00:00,250.86,177.56,175.51,174.94,264.77,258.67,255.18,L5
1985-11-10 09:28:33+00:00,251.29,177.72,176.25,174.34,266.07,259.00,255.60,L5
1985-12-03 09:34:19+00:00,251.76,178.03,176.90,175.61,267.02,258.59,255.80,L5
1986-01-04 09:33:20+00:00,255.71,186.16,180.24,174.42,269.20,256.97,258.28,L5
1986-03-25 09:32:01+00:00,260.84,187.04,180.39,173.13,278.48,257.00,262.49,L5
1986-04-19 09:25:17+00:00,257.23,184.62,179.11,173.76,278.37,255.90,258.84,L5
1986-05-12 09:30:29+00:00,258.15,184.03,177.84,174.44,283.22,257.23,259.88,L5
1986-05-21 09:24:27+00:00,258.15,184.03,177.84,174.51,276.17,257.23,259.88,L5
1986-07-08 09:22:57+00:00,259.45,179.03,180.17,177.32,273.68,258.26,261.19,L5
1986-07-24 09:22:23+00:00,259.45,179.03,180.17,175.22,269.36,258.26,261.19,L5
1986-07-31 09:28:19+00:00,258.19,178.88,179.40,174.09,268.98,258.16,259.89,L5
1986-08-16 09:27:20+00:00,258.57,178.92,179.74,174.03,270.49,259.08,260.27,L5
1986-09-17 09:26:13+00:00,258.08,179.44,179.75,174.44,270.63,259.16,259.75,L5
1986-10-12 09:19:38+00:00,258.36,179.60,179.79,174.14,270.39,259.62,260.04,L5
1986-12-22 09:25:09+00:00,255.88,184.18,180.35,176.14,268.58,259.70,257.61,L5
1987-01-16 09:19:41+00:00,254.53,183.98,179.13,174.43,264.78,257.60,256.25,L5
1987-02-08 09:26:31+00:00,256.78,180.92,175.54,173.96,260.91,257.86,258.52,L5
1987-02-17 09:20:35+00:00,256.50,180.96,174.50,174.37,259.38,256.59,258.24,L5
1987-03-21 09:22:02+00:00,257.43,181.08,175.84,173.92,257.65,256.31,259.18,L5
1987-04-06 09:22:36+00:00,257.43,181.08,175.84,173.49,263.57,256.31,259.18,L5
1987-04-29 09:29:30+00:00,257.10,181.38,177.75,173.73,261.66,256.40,258.85,L5
1987-05-08 09:23:35+00:00,258.72,182.05,178.90,173.57,264.15,257.28,260.46,L5
1987-06-09 09:24:23+00:00,258.55,182.46,179.77,174.46,265.13,258.04,260.28,L5
1987-06-25 09:24:44+00:00,260.05,180.46,179.77,171.97,267.43,258.04,261.69,L5
1987-07-11 09:25:03+00:00,259.47,180.73,179.71,172.19,268.50,257.70,261.10,L5
1987-07-18 09:30:57+00:00,259.61,180.28,179.66,172.62,271.80,259.11,261.24,L5
1987-07-27 09:25:25+00:00,259.46,181.01,180.07,172.57,272.22,258.85,261.09,L5
1987-08-03 09:31:25+00:00,259.63,181.59,180.34,172.34,274.54,259.20,261.60,L5
1987-08-19 09:31:54+00:00,258.44,183.76,182.08,173.65,277.60,259.53,260.44,L5
1987-08-28 09:26:22+00:00,257.85,183.49,181.94,173.94,275.80,258.82,259.80,L5
1987-09-13 09:26:45+00:00,257.85,183.49,181.43,174.13,275.97,258.82,259.80,L5
1987-09-20 09:33:05+00:00,258.40,183.19,180.83,173.99,277.45,259.24,260.36,L5
1987-10-06 09:33:26+00:00,258.54,183.34,180.83,174.91,276.16,259.12,260.47,L5
1987-10-22 09:33:17+00:00,258.54,183.34,180.83,174.91,278.71,259.12,260.47,L5
1987-10-31 09:27:40+00:00,259.26,183.34,180.56,174.64,281.71,259.23,261.33,L5
1987-11-07 09:34:02+00:00,258.94,182.75,179.76,174.36,281.91,259.29,261.02,L5
1988-02-11 09:35:17+00:00,261.26,182.11,178.86,175.93,281.74,259.05,263.13,L5
1988-03-14 09:35:39+00:00,263.85,180.30,178.24,175.06,288.57,260.51,266.27,L5
1988-04-15 09:36:14+00:00,264.31,181.15,180.05,173.62,290.88,260.43,266.93,L5
1988-05-01 09:35:57+00:00,263.34,181.19,180.37,176.51,283.84,259.98,265.65,L5
1988-05-17 09:36:08+00:00,261.70,181.27,180.73,176.58,284.37,258.26,263.99,L5
1988-06-02 09:36:38+00:00,259.85,181.02,181.25,176.89,281.56,257.06,262.01,L5
1988-06-11 09:30:29+00:00,259.85,181.02,181.25,175.70,283.62,257.06,262.01,L5
1988-06-18 09:36:19+00:00,259.08,179.34,178.80,174.97,286.47,258.60,261.16,L5
1988-07-04 09:36:24+00:00,255.97,178.37,177.43,173.70,283.81,258.09,258.57,L5
1988-07-13 09:30:39+00:00,256.74,179.85,178.44,173.85,283.82,257.90,259.24,L5
